"fao_saup_id","taxon_name_key","year","catch"
"481_0","Euphausia superba_6",1976,389
"481_0","Euphausia superba_6",1977,0
"481_0","Euphausia superba_6",1978,0
"481_0","Euphausia superba_6",1979,0
"481_0","Euphausia superba_6",1980,49508
"481_0","Euphausia superba_6",1981,93717
"481_0","Euphausia superba_6",1982,68192
"481_0","Euphausia superba_6",1983,2333
"481_0","Euphausia superba_6",1984,30230
"481_0","Euphausia superba_6",1985,12933
"481_0","Euphausia superba_6",1986,41047
"481_0","Euphausia superba_6",1987,70269
"481_0","Euphausia superba_6",1988,78918
"481_0","Euphausia superba_6",1989,105554
"481_0","Euphausia superba_6",1990,44752.24
"481_0","Euphausia superba_6",1991,69634.51
"481_0","Euphausia superba_6",1992,75564.8
"481_0","Euphausia superba_6",1993,33267
"481_0","Euphausia superba_6",1994,45085
"481_0","Euphausia superba_6",1995,38165
"481_0","Euphausia superba_6",1996,61964
"481_0","Euphausia superba_6",1997,48843.404
"481_0","Euphausia superba_6",1998,56574.709
"481_0","Euphausia superba_6",1999,38895.033
"481_0","Euphausia superba_6",2000,71977.2
"481_0","Euphausia superba_6",2001,46777.9
"481_0","Euphausia superba_6",2002,10645.9
"481_0","Euphausia superba_6",2003,35377.405
"481_0","Euphausia superba_6",2004,13881.5
"481_0","Euphausia superba_6",2005,7095.409
"481_0","Euphausia superba_6",2006,88833.554
"481_0","Euphausia superba_6",2007,18418.647
"481_0","Euphausia superba_6",2008,2884.209
"481_0","Euphausia superba_6",2009,33969.955
"481_0","Euphausia superba_6",2010,153262.0202268
"481_0","Euphausia superba_6",2011,9214.742
"481_0","Euphausia superba_6",2012,75630.039
"482_0","Euphausia superba_6",1978,2
"482_0","Euphausia superba_6",1979,1018
"482_0","Euphausia superba_6",1980,173765
"482_0","Euphausia superba_6",1981,60540
"482_0","Euphausia superba_6",1982,258596
"482_0","Euphausia superba_6",1983,124704
"482_0","Euphausia superba_6",1984,64112
"482_0","Euphausia superba_6",1985,140208
"482_0","Euphausia superba_6",1986,227095
"482_0","Euphausia superba_6",1987,18427
"482_0","Euphausia superba_6",1988,98281
"482_0","Euphausia superba_6",1989,88101
"482_0","Euphausia superba_6",1990,223533
"482_0","Euphausia superba_6",1991,159984
"482_0","Euphausia superba_6",1992,117802
"482_0","Euphausia superba_6",1993,12670
"482_0","Euphausia superba_6",1994,19259
"482_0","Euphausia superba_6",1995,48833.4
"482_0","Euphausia superba_6",1996,2734
"482_0","Euphausia superba_6",1997,98.5
"482_0","Euphausia superba_6",1998,6673
"482_0","Euphausia superba_6",1999,62076.767
"482_0","Euphausia superba_6",2000,16891
"482_0","Euphausia superba_6",2001,4980.8
"482_0","Euphausia superba_6",2002,72059.557
"482_0","Euphausia superba_6",2003,15426.786
"482_0","Euphausia superba_6",2004,46455.659
"482_0","Euphausia superba_6",2005,73494.0495
"482_0","Euphausia superba_6",2006,3102.07
"482_0","Euphausia superba_6",2007,65591.33
"482_0","Euphausia superba_6",2008,93384.109
"482_0","Euphausia superba_6",2009,91855.116
"482_0","Euphausia superba_6",2010,49999.227325
"482_0","Euphausia superba_6",2011,115994.834
"482_0","Euphausia superba_6",2012,29039.97
"483_0","Euphausia superba_6",1976,553.38601
"483_0","Euphausia superba_6",1977,6951.39464
"483_0","Euphausia superba_6",1978,87.52565
"483_0","Euphausia superba_6",1979,104.34176
"483_0","Euphausia superba_6",1980,133642.09555
"483_0","Euphausia superba_6",1981,135133.52933
"483_0","Euphausia superba_6",1982,46796.21882
"483_0","Euphausia superba_6",1983,16898.24229
"483_0","Euphausia superba_6",1984,3045.9246
"483_0","Euphausia superba_6",1985,105887.24715
"483_0","Euphausia superba_6",1986,110481.19197
"483_0","Euphausia superba_6",1987,311876.92553
"483_0","Euphausia superba_6",1988,211459.97787
"483_0","Euphausia superba_6",1989,158472.44269
"483_0","Euphausia superba_6",1990,107699.72193
"483_0","Euphausia superba_6",1991,101561.94586
"483_0","Euphausia superba_6",1992,64176.39635
"483_0","Euphausia superba_6",1993,14729.01608
"483_0","Euphausia superba_6",1994,20282.86251
"483_0","Euphausia superba_6",1995,47382.06712
"483_0","Euphausia superba_6",1996,26430.55773
"483_0","Euphausia superba_6",1997,26690.70124
"483_0","Euphausia superba_6",1998,26755.00175
"483_0","Euphausia superba_6",1999,978.59667
"483_0","Euphausia superba_6",2000,25535.5782
"483_0","Euphausia superba_6",2001,52382.32993
"483_0","Euphausia superba_6",2002,43239.22011
"483_0","Euphausia superba_6",2003,66871.87817
"483_0","Euphausia superba_6",2004,57780.01608
"483_0","Euphausia superba_6",2005,48395.2815
"483_0","Euphausia superba_6",2006,14601.9317
"483_0","Euphausia superba_6",2007,20565.96882
"483_0","Euphausia superba_6",2008,60237.92023
"483_0","Euphausia superba_6",2009,0
"483_0","Euphausia superba_6",2010,8691.900864
"483_0","Euphausia superba_6",2011,55783.48679
"483_0","Euphausia superba_6",2012,56414.636
"484_0","Euphausia superba_6",1973,19
"484_0","Euphausia superba_6",1974,0
"484_0","Euphausia superba_6",1975,0
"484_0","Euphausia superba_6",1976,0
"484_0","Euphausia superba_6",1977,0
"484_0","Euphausia superba_6",1978,0
"484_0","Euphausia superba_6",1979,0
"484_0","Euphausia superba_6",1980,0
"484_0","Euphausia superba_6",1981,0
"484_0","Euphausia superba_6",1982,0
"484_0","Euphausia superba_6",1983,10
"484_0","Euphausia superba_6",1984,0
"484_0","Euphausia superba_6",1985,0
"484_0","Euphausia superba_6",1986,1
"484_0","Euphausia superba_6",1987,0
"484_0","Euphausia superba_6",1988,0
"484_0","Euphausia superba_6",1989,0
"484_0","Euphausia superba_6",1990,0
"484_0","Euphausia superba_6",1991,0
"484_0","Euphausia superba_6",1992,50
"484_0","Euphausia superba_6",1993,0
"484_0","Euphausia superba_6",1994,0
"484_0","Euphausia superba_6",1995,0
"484_0","Euphausia superba_6",1996,0
"484_0","Euphausia superba_6",1997,0
"484_0","Euphausia superba_6",1998,0
"484_0","Euphausia superba_6",1999,0
"484_0","Euphausia superba_6",2000,0
"484_0","Euphausia superba_6",2001,0
"484_0","Euphausia superba_6",2002,0
"484_0","Euphausia superba_6",2003,0
"484_0","Euphausia superba_6",2004,0
"484_0","Euphausia superba_6",2005,0
"484_0","Euphausia superba_6",2006,0
"484_0","Euphausia superba_6",2007,0
"484_0","Euphausia superba_6",2008,0
"484_0","Euphausia superba_6",2009,0
"484_0","Euphausia superba_6",2010,0
"484_0","Euphausia superba_6",2011,0
"484_0","Euphausia superba_6",2012,0
"485_0","Euphausia superba_6",1991,30
"485_0","Euphausia superba_6",1992,0
"485_0","Euphausia superba_6",1993,0
"485_0","Euphausia superba_6",1994,0
"485_0","Euphausia superba_6",1995,0
"485_0","Euphausia superba_6",1996,0
"485_0","Euphausia superba_6",1997,0
"485_0","Euphausia superba_6",1998,0
"485_0","Euphausia superba_6",1999,0
"485_0","Euphausia superba_6",2000,0
"485_0","Euphausia superba_6",2001,0
"485_0","Euphausia superba_6",2002,0
"485_0","Euphausia superba_6",2003,0
"485_0","Euphausia superba_6",2004,0
"485_0","Euphausia superba_6",2005,0
"485_0","Euphausia superba_6",2006,0
"485_0","Euphausia superba_6",2007,0
"485_0","Euphausia superba_6",2008,0
"485_0","Euphausia superba_6",2009,0
"485_0","Euphausia superba_6",2010,0
"485_0","Euphausia superba_6",2011,0
"485_0","Euphausia superba_6",2012,0
"486_0","Euphausia superba_6",1973,39.99972
"486_0","Euphausia superba_6",1974,199.96134
