"sp_id","sp_type","rgn_id","rgn_name","catch_03_07_npp_hb_rescaled","catch_03_07_npp_lb_rescaled","catch_04_08_npp_hb_rescaled","catch_04_08_npp_lb_rescaled","catch_05_09_npp_hb_rescaled","catch_05_09_npp_lb_rescaled","catch_06_10_npp_hb_rescaled","catch_06_10_npp_lb_rescaled"
0,"eez",16,"Australia",0.00284973866188168,0.00574609939876262,0.00282289124832624,0.00539769774888774,0.00281664192318427,0.00533544976406289,0.00263482567640557,0.00522325259523609
1,"eez",1,"Cocos Islands",0.000805284826756021,0.00240284911692027,0.000842140588901641,0.00235821465984446,0.000905213105857066,0.00248215746587401,0.0010532412762168,0.00292292863643861
2,"eez",2,"Christmas Island",2.97994041967903e-06,8.27380143406307e-06,3.01093553531283e-06,7.84606766461602e-06,6.01175887421093e-06,1.53404472464967e-05,1.22154481616394e-05,3.15505192734613e-05
3,"eez",3,"Norfolk Island",5.73835371643925e-05,9.4151460819993e-05,6.53298800737753e-05,0.000109576421150292,6.54567367415892e-05,0.000108086813807386,6.82663929991186e-05,0.000114795299583035
4,"eez",4,"Macquarie Island",0.000234385866414369,0.000421154135815838,0.000302098960442146,0.000509419584030886,0.000356679613393958,0.000589091330306434,0.000400542193867059,0.000669286270754668
5,"eez",5,"New Caledonia",0.000121695098611552,0.00195896364567331,0.000131714840849777,0.00201947329497807,0.000137611478716664,0.0021350882423925,0.000156450260436291,0.0024485974798825
6,"eez",6,"Vanuatu",0.000249299903480054,0.00292128838579386,0.000288044601258472,0.00316690242222523,0.000341643116930148,0.00368122634268572,0.000382730020282668,0.00416716395194332
7,"eez",7,"Solomon Islands",0.0011101566772406,0.0213436723159542,0.00136135781596391,0.0245231220867361,0.00145205467945688,0.0256464943565629,0.00155978726110374,0.0278775998468874
8,"eez",8,"Palau",0.0206149632132683,0.076763765673012,0.0228234572707481,0.0796904186614652,0.025047550437504,0.0856186998653514,0.0269005851351216,0.0931799700581213
9,"eez",9,"Micronesia",0.00070794851121962,0.0255418979236565,0.00063588784522322,0.0215229094711258,0.000620051033064573,0.0205575022482261,0.000580758673083778,0.0194891491668356
10,"eez",10,"Nauru",0.00407674797691852,0.0326038934245466,0.00483985432793337,0.0362342102729965,0.00516296269581355,0.0378511201386915,0.00553773910463365,0.0410911769835994
11,"eez",11,"Marshall Islands",8.71042650556603e-05,0.00371080862270368,9.23786566313369e-05,0.00369859119733547,9.59789778411413e-05,0.00376519409508649,0.000103409990158447,0.0041040642107509
12,"eez",12,"Wake Island",4.11700045756209e-07,8.40312989457122e-06,4.55457981874092e-07,8.66799464706963e-06,3.81294941200711e-07,7.21334344947174e-06,4.16541863236283e-07,8.07029413478023e-06
13,"eez",13,"Northern Mariana Islands and Guam",2.48172775847632e-06,0.000128962449599622,2.26224646483141e-06,0.000114609341815397,2.18495064276652e-06,0.000107382655024396,2.16635857456546e-06,0.000107509087462269
14,"eez",14,"Taiwan",0.0741463748426404,0.0811026483011808,0.0733688768303021,0.0760764181348127,0.0745028120850793,0.075485404615979,0.0727636011039739,0.0748063547356158
15,"eez",15,"Philippines",0.0366158353881971,0.0989512412830157,0.0391763412159704,0.0992792118309269,0.042357900341704,0.105007980978062,0.0463101973895664,0.116298417236677
17,"eez",17,"Papua New Guinea",0.00147484417692436,0.0258220063104852,0.00162887622393675,0.0266779860671499,0.00189706996562644,0.0303606695976341,0.00240751024942237,0.0387740699490977
18,"eez",18,"Fiji",0.00113407165121687,0.0047532273073093,0.00116707173443783,0.00459283097737233,0.00133354225217435,0.00513982135429888,0.0015385055163262,0.00599597984063271
19,"eez",19,"Tuvalu",0.000362166133653549,0.00661354106508381,0.000495677197233042,0.00846088378057837,0.000627510732165061,0.0104699961737606,0.000752022667440578,0.0126794111884169
20,"eez",20,"South Korea",0.317209596476661,0.265532497495819,0.339996371776406,0.267716394529914,0.359658150895274,0.277212437999459,0.381457689180144,0.297178085756308
21,"eez",21,"North Korea",0.142048930310285,0.134767431451079,0.148686783030116,0.132421931933234,0.14424367781374,0.125417780925822,0.148182863763093,0.130213434264135
24,"eez",24,"Cambodia",0.994372744979703,0.854762077852112,0.994053577093293,0.789103187122349,0.993987340263389,0.758234811291178,0.993695401104559,0.750877717008932
25,"eez",25,"Thailand",0.433910768925862,0.330890354585629,0.451381194125445,0.321596436284544,0.477543966711122,0.332425605907025,0.504727458390062,0.354158886452161
26,"eez",26,"Andaman and Nicobar",0.0401586500536737,0.0707871945682188,0.0381212150269478,0.0631416465154997,0.0347296024550878,0.0564267810356436,0.0315386769936228,0.0519270065163749
28,"eez",28,"Comoro Islands",0.00182119146580986,0.0259348827348057,0.00178281671842632,0.0238516273346345,0.00191739516394632,0.0251314347749619,0.00209254748472631,0.0277499025388648
29,"eez",29,"Mayotte",0.00142286657606113,0.0254358381478027,0.00160463944626607,0.0268785778512247,0.00216779061443142,0.0353946233347897,0.00227663316757325,0.0376282301199161
30,"eez",30,"Glorioso Islands",9.55708242261673e-05,0.00203637401659954,0.000100845900950723,0.0020156046822298,0.000147030483112845,0.00287561450262735,0.000209927855965583,0.00415305741762796
31,"eez",31,"Seychelles",0.000843791044448254,0.0173651785859456,0.000794450802099019,0.0153591149149187,0.000742231085814878,0.0140718201948433,0.000756078650890354,0.0145203994467899
32,"eez",32,"Reunion",7.46526970645756e-05,0.00190197577169304,7.55374577963762e-05,0.00180373152222702,8.56730302977609e-05,0.00200138465480646,9.5588031617766e-05,0.00226097770987583
33,"eez",33,"Juan de Nova Island",5.03804301652003e-05,0.000827250307417463,0.000133113575589177,0.0020483734490155,0.000179178460162791,0.00269660039613366,0.000235140097235882,0.00357744347738167
34,"eez",34,"Bassas da India",6.50386013118385e-06,0.000887058166548627,1.71643710857009e-05,0.00219656140514082,2.31238466642161e-05,0.0028978070890672,3.02802145423154e-05,0.00384278208743881
35,"eez",35,"Ile Europa",1.42335994981449e-05,0.000866928133763731,3.74736974134043e-05,0.00214606629026833,5.0445325393156e-05,0.00282917711492274,6.60721513310492e-05,0.0037536142839179
36,"eez",36,"Ile Tromelin",4.87430422861984e-06,0.000546451514194964,2.43330312746799e-06,0.000255998178228905,4.01693987922381e-06,0.000413807185757232,5.83499066982909e-06,0.000607275201690011
