rgn_id,score,year
1.0,6.1e-4,2011.0
1.0,7.3e-4,2012.0
1.0,9.1e-4,2013.0
1.0,7.7e-4,2014.0
1.0,6.3e-4,2015.0
1.0,2.4e-4,2016.0
2.0,7e-4,2011.0
2.0,8.1e-4,2012.0
2.0,9.8e-4,2013.0
2.0,7.7e-4,2014.0
2.0,4.7e-4,2015.0
2.0,-5e-5,2016.0
3.0,0.00135,2011.0
3.0,0.00141,2012.0
3.0,0.00151,2013.0
3.0,0.00145,2014.0
3.0,0.00125,2015.0
3.0,7.8e-4,2016.0
4.0,0.01238,2011.0
4.0,0.01343,2012.0
4.0,0.01438,2013.0
4.0,0.01376,2014.0
4.0,0.01182,2015.0
4.0,0.00848,2016.0
5.0,-1.5e-4,2011.0
5.0,-9e-5,2012.0
5.0,7e-5,2013.0
5.0,1.4e-4,2014.0
5.0,2.1e-4,2015.0
5.0,1e-4,2016.0
6.0,3.1e-4,2011.0
6.0,3.8e-4,2012.0
6.0,5.1e-4,2013.0
6.0,5.1e-4,2014.0
6.0,4.7e-4,2015.0
6.0,2.2e-4,2016.0
7.0,3.8e-4,2011.0
7.0,4.5e-4,2012.0
7.0,5.7e-4,2013.0
7.0,5.7e-4,2014.0
7.0,5.2e-4,2015.0
7.0,2.2e-4,2016.0
8.0,4.7e-4,2011.0
8.0,5.6e-4,2012.0
8.0,6.8e-4,2013.0
8.0,5.3e-4,2014.0
8.0,3.2e-4,2015.0
8.0,-7e-5,2016.0
9.0,6.5e-4,2011.0
9.0,7.9e-4,2012.0
9.0,9.6e-4,2013.0
9.0,8.3e-4,2014.0
9.0,6.7e-4,2015.0
9.0,2.8e-4,2016.0
10.0,4.7e-4,2011.0
10.0,5.6e-4,2012.0
10.0,7e-4,2013.0
10.0,6.9e-4,2014.0
10.0,6.4e-4,2015.0
10.0,3.4e-4,2016.0
11.0,6.4e-4,2011.0
11.0,8e-4,2012.0
11.0,9.7e-4,2013.0
11.0,8.7e-4,2014.0
11.0,7.5e-4,2015.0
11.0,4.1e-4,2016.0
12.0,9.6e-4,2011.0
12.0,0.00124,2012.0
12.0,0.00157,2013.0
12.0,0.00151,2014.0
12.0,0.0014,2015.0
12.0,9e-4,2016.0
13.0,8.9e-4,2011.0
13.0,0.00106,2012.0
13.0,0.00125,2013.0
13.0,0.00103,2014.0
13.0,7.8e-4,2015.0
13.0,2.8e-4,2016.0
14.0,-3e-5,2011.0
14.0,1.1e-4,2012.0
14.0,3.3e-4,2013.0
14.0,4.6e-4,2014.0
14.0,4.6e-4,2015.0
14.0,2.7e-4,2016.0
15.0,-3e-5,2011.0
15.0,5e-5,2012.0
15.0,2e-4,2013.0
15.0,2.6e-4,2014.0
15.0,3e-4,2015.0
15.0,-2e-5,2016.0
16.0,1.8e-4,2011.0
16.0,2.2e-4,2012.0
16.0,5e-4,2013.0
16.0,6.6e-4,2014.0
16.0,8e-4,2015.0
16.0,4.1e-4,2016.0
17.0,1.1e-4,2011.0
17.0,2.6e-4,2012.0
17.0,4.7e-4,2013.0
17.0,5.5e-4,2014.0
17.0,6e-4,2015.0
17.0,2.9e-4,2016.0
18.0,2e-4,2011.0
18.0,2.9e-4,2012.0
18.0,4.5e-4,2013.0
18.0,4.5e-4,2014.0
18.0,4.2e-4,2015.0
18.0,1.7e-4,2016.0
19.0,6e-5,2011.0
19.0,1.7e-4,2012.0
19.0,3.8e-4,2013.0
19.0,4.3e-4,2014.0
19.0,4.5e-4,2015.0
19.0,2.4e-4,2016.0
20.0,0.00144,2011.0
20.0,0.00142,2012.0
20.0,0.00176,2013.0
20.0,0.00194,2014.0
20.0,0.00143,2015.0
20.0,3.8e-4,2016.0
21.0,0.00423,2011.0
21.0,0.00381,2012.0
21.0,0.00383,2013.0
21.0,0.0038,2014.0
21.0,0.00297,2015.0
21.0,0.00134,2016.0
24.0,-5.5e-4,2011.0
24.0,-2.5e-4,2012.0
24.0,1e-4,2013.0
24.0,3.2e-4,2014.0
24.0,5.9e-4,2015.0
24.0,2e-5,2016.0
25.0,-5e-4,2011.0
25.0,-2.7e-4,2012.0
25.0,6e-5,2013.0
25.0,2.7e-4,2014.0
25.0,4.6e-4,2015.0
25.0,-6e-5,2016.0
26.0,2.1e-4,2011.0
26.0,2.3e-4,2012.0
26.0,4.1e-4,2013.0
26.0,4.7e-4,2014.0
26.0,4e-4,2015.0
26.0,-2.3e-4,2016.0
28.0,5.9e-4,2011.0
28.0,7.5e-4,2012.0
28.0,9.5e-4,2013.0
28.0,9.6e-4,2014.0
28.0,8.8e-4,2015.0
28.0,5e-4,2016.0
29.0,8.5e-4,2011.0
29.0,0.00105,2012.0
29.0,0.00129,2013.0
29.0,0.00127,2014.0
29.0,0.00114,2015.0
29.0,6.7e-4,2016.0
30.0,6.6e-4,2011.0
30.0,7.7e-4,2012.0
30.0,9.2e-4,2013.0
30.0,0.00093000000000000005,2014.0
30.0,8.5e-4,2015.0
30.0,4.7e-4,2016.0
31.0,6.6e-4,2011.0
31.0,7.6e-4,2012.0
31.0,9.2e-4,2013.0
31.0,8.1e-4,2014.0
31.0,6.5e-4,2015.0
31.0,2.1e-4,2016.0
32.0,3.4e-4,2011.0
32.0,4.7e-4,2012.0
32.0,7.2e-4,2013.0
32.0,8.2e-4,2014.0
32.0,8.5e-4,2015.0
32.0,4.9e-4,2016.0
33.0,8e-4,2011.0
33.0,9.1e-4,2012.0
33.0,0.00106,2013.0
33.0,0.001,2014.0
33.0,8.6e-4,2015.0
33.0,4e-4,2016.0
34.0,0.00139,2011.0
34.0,0.00156,2012.0
34.0,0.00174,2013.0
34.0,0.00165,2014.0
34.0,0.00141,2015.0
34.0,7.3e-4,2016.0
35.0,0.00104,2011.0
35.0,0.00125,2012.0
35.0,0.00148,2013.0
35.0,0.00141,2014.0
35.0,0.00121,2015.0
35.0,6.4e-4,2016.0
36.0,7.6e-4,2011.0
36.0,8.5e-4,2012.0
36.0,0.00103,2013.0
36.0,0.001,2014.0
36.0,8.9e-4,2015.0
36.0,4.6e-4,2016.0
37.0,4.9e-4,2011.0
37.0,6.1e-4,2012.0
37.0,8e-4,2013.0
37.0,8.2e-4,2014.0
37.0,7.8e-4,2015.0
37.0,4e-4,2016.0
38.0,6.8e-4,2011.0
38.0,7.9e-4,2012.0
38.0,9.4e-4,2013.0
38.0,8e-4,2014.0
38.0,6.5e-4,2015.0
38.0,2.1e-4,2016.0
39.0,6.4e-4,2011.0
39.0,7.9e-4,2012.0
39.0,9.4e-4,2013.0
39.0,8.3e-4,2014.0
39.0,6.9e-4,2015.0
39.0,1.3e-4,2016.0
40.0,-3.2e-4,2011.0
40.0,-1.4e-4,2012.0
40.0,8e-5,2013.0
40.0,2.1e-4,2014.0
40.0,1.7e-4,2015.0
40.0,-4e-4,2016.0
41.0,2.5e-4,2011.0
41.0,4.6e-4,2012.0
41.0,7.6e-4,2013.0
41.0,8.4e-4,2014.0
41.0,7.3e-4,2015.0
41.0,2.8e-4,2016.0
42.0,3.4e-4,2011.0
42.0,5.9e-4,2012.0
42.0,9.2e-4,2013.0
42.0,8.8e-4,2014.0
42.0,7.6e-4,2015.0
42.0,3e-4,2016.0
43.0,-5e-5,2011.0
43.0,2.1e-4,2012.0
43.0,5.7e-4,2013.0
43.0,5.4e-4,2014.0
43.0,3.5e-4,2015.0
43.0,-5e-5,2016.0
44.0,7e-5,2011.0
44.0,2e-4,2012.0
44.0,4.6e-4,2013.0
44.0,5.6e-4,2014.0
44.0,5.6e-4,2015.0
44.0,2.4e-4,2016.0
45.0,-0.00163,2011.0
45.0,-0.00147,2012.0
45.0,-9.4e-4,2013.0
45.0,-5.2e-4,2014.0
45.0,-9e-5,2015.0
45.0,-1.3e-4,2016.0
46.0,-2.2e-4,2011.0
46.0,-1e-4,2012.0
46.0,2.2e-4,2013.0
46.0,4.7e-4,2014.0
46.0,6.2e-4,2015.0
46.0,3.2e-4,2016.0
47.0,-8e-4,2011.0
47.0,-6.1e-4,2012.0
47.0,-1.5e-4,2013.0
47.0,1.4e-4,2014.0
47.0,3.9e-4,2015.0
47.0,1.7e-4,2016.0
48.0,-5e-4,2011.0
48.0,-2.9e-4,2012.0
48.0,1.6e-4,2013.0
48.0,3.9e-4,2014.0
48.0,4.8e-4,2015.0
48.0,4e-5,2016.0
49.0,-0.00178,2011.0
49.0,-0.00162,2012.0
49.0,-0.00106,2013.0
49.0,-6.5e-4,2014.0
49.0,-2.5e-4,2015.0
49.0,-3.3e-4,2016.0
50.0,-0.002,2011.0
50.0,-0.00179,2012.0
50.0,-0.0011,2013.0
50.0,-6.3e-4,2014.0
50.0,-1.9e-4,2015.0
50.0,-3.2e-4,2016.0
51.0,-0.00117,2011.0
51.0,-7.1e-4,2012.0
51.0,3.2e-4,2013.0
51.0,8.8e-4,2014.0
51.0,7.4e-4,2015.0
51.0,-2.3e-4,2016.0
52.0,-0.00227,2011.0
52.0,-0.0018600000000000001,2012.0
52.0,-5.6e-4,2013.0
52.0,1.9e-4,2014.0
52.0,3.7e-4,2015.0
52.0,-4.3e-4,2016.0
53.0,-7.1e-4,2011.0
53.0,-3.8e-4,2012.0
53.0,-1e-5,2013.0
53.0,1.5e-4,2014.0
53.0,-2e-5,2015.0
53.0,-9.4e-4,2016.0
54.0,-0.00169,2011.0
54.0,-0.00129,2012.0
54.0,-2.2e-4,2013.0
54.0,3.6e-4,2014.0
54.0,6.5e-4,2015.0
54.0,-1e-5,2016.0
55.0,6.1e-4,2011.0
55.0,7.6e-4,2012.0
55.0,0.00113,2013.0
55.0,0.00149,2014.0
55.0,0.00166,2015.0
55.0,0.00143,2016.0
56.0,5.1e-4,2011.0
56.0,7.7e-4,2012.0
56.0,0.0012,2013.0
56.0,0.00135,2014.0
56.0,0.00138,2015.0
56.0,9.7e-4,2016.0
57.0,-0.00147,2011.0
57.0,-0.00129,2012.0
57.0,-7.5e-4,2013.0
57.0,-3e-5,2014.0
57.0,4.9e-4,2015.0
57.0,6e-4,2016.0
58.0,-0.00261,2011.0
58.0,-0.00236,2012.0
58.0,-0.00167,2013.0
58.0,-7.2e-4,2014.0
58.0,-2.7e-4,2015.0
58.0,-2.3e-4,2016.0
59.0,0.00138,2011.0
59.0,0.00232,2012.0
59.0,0.00374,2013.0
59.0,0.00405,2014.0
59.0,0.00178,2015.0
59.0,-0.00118,2016.0
60.0,-0.00603,2011.0
60.0,-0.00545,2012.0
60.0,-0.00395,2013.0
60.0,-0.00222,2014.0
60.0,-0.00119,2015.0
60.0,-5.5e-4,2016.0
61.0,-0.00618,2011.0
61.0,-0.00529,2012.0
61.0,-0.00335,2013.0
61.0,-0.00175,2014.0
61.0,-0.00157,2015.0
61.0,-0.00178,2016.0
62.0,-0.00321,2011.0
62.0,-0.00286,2012.0
62.0,-0.00194,2013.0
62.0,-8.2e-4,2014.0
62.0,-7e-4,2015.0
62.0,-7.9e-4,2016.0
63.0,-9.6e-4,2011.0
63.0,-7e-4,2012.0
63.0,-1.3e-4,2013.0
63.0,6.4e-4,2014.0
63.0,0.00118,2015.0
63.0,0.00114,2016.0
64.0,-5.9e-4,2011.0
64.0,-5e-5,2012.0
64.0,6.2e-4,2013.0
64.0,8.6e-4,2014.0
64.0,8.8e-4,2015.0
64.0,3.7e-4,2016.0
65.0,-8.2e-4,2011.0
65.0,-3.8e-4,2012.0
65.0,3.4e-4,2013.0
65.0,6.1e-4,2014.0
65.0,4.2e-4,2015.0
65.0,-1.6e-4,2016.0
66.0,-5.5e-4,2011.0
66.0,-1.4e-4,2012.0
66.0,4.4e-4,2013.0
66.0,7.6e-4,2014.0
66.0,6.6e-4,2015.0
66.0,1.5e-4,2016.0
67.0,-0.00697,2011.0
67.0,-0.00581,2012.0
67.0,-0.00341,2013.0
67.0,-0.00163,2014.0
67.0,-0.0014,2015.0
67.0,-0.00175,2016.0
68.0,-0.00719,2011.0
68.0,-0.00613,2012.0
68.0,-0.00392,2013.0
68.0,-0.00223,2014.0
68.0,-0.00118,2015.0
68.0,-7.4e-4,2016.0
69.0,-0.00655,2011.0
69.0,-0.00808,2012.0
69.0,-0.00878,2013.0
69.0,-0.0079,2014.0
69.0,-0.01052,2015.0
69.0,-0.01298,2016.0
70.0,-0.00575,2011.0
70.0,-0.00726,2012.0
70.0,-0.00801,2013.0
70.0,-0.00741,2014.0
70.0,-0.01098,2015.0
70.0,-0.01426,2016.0
71.0,-0.00357,2011.0
71.0,-0.00443,2012.0
71.0,-0.0047,2013.0
71.0,-0.00529,2014.0
71.0,-0.00606,2015.0
71.0,-0.00616,2016.0
72.0,-0.00342,2011.0
72.0,-0.00434,2012.0
72.0,-0.00469,2013.0
72.0,-0.00543,2014.0
72.0,-0.00642,2015.0
72.0,-0.00667,2016.0
73.0,0.00407,2011.0
73.0,0.00422,2012.0
73.0,0.00456,2013.0
73.0,0.00444,2014.0
73.0,6.1e-4,2015.0
73.0,-0.00492,2016.0
74.0,-0.00608,2011.0
74.0,-0.00686,2012.0
74.0,-0.00671,2013.0
74.0,-0.0073,2014.0
74.0,-0.00765,2015.0
74.0,-0.00722,2016.0
75.0,-0.00475,2011.0
75.0,-0.00532,2012.0
75.0,-0.00512,2013.0
