"rgn_id","stock_id","assessid","year","RAM_area_m2","ram_bmsy","gapfilled","method"
1,"Thunnus_maccoyii-57","CCSBT-SC-SBT-1952-2014-PONS",2001,22190928462.6834,0.429,"0",NA
1,"Thunnus_maccoyii-57","CCSBT-SC-SBT-1952-2014-PONS",2002,22190928462.6834,0.396,"0",NA
1,"Thunnus_maccoyii-57","CCSBT-SC-SBT-1952-2014-PONS",2003,22190928462.6834,0.374,"0",NA
1,"Thunnus_maccoyii-57","CCSBT-SC-SBT-1952-2014-PONS",2004,22190928462.6834,0.355,"0",NA
1,"Thunnus_maccoyii-57","CCSBT-SC-SBT-1952-2014-PONS",2005,22190928462.6834,0.342,"0",NA
1,"Thunnus_maccoyii-57","CCSBT-SC-SBT-1952-2014-PONS",2006,22190928462.6834,0.35,"0",NA
1,"Thunnus_maccoyii-57","CCSBT-SC-SBT-1952-2014-PONS",2007,22190928462.6834,0.37,"0",NA
1,"Thunnus_maccoyii-57","CCSBT-SC-SBT-1952-2014-PONS",2008,22190928462.6834,0.388,"0",NA
1,"Thunnus_maccoyii-57","CCSBT-SC-SBT-1952-2014-PONS",2009,22190928462.6834,0.412,"0",NA
1,"Thunnus_maccoyii-57","CCSBT-SC-SBT-1952-2014-PONS",2010,22190928462.6834,0.433,"0",NA
1,"Thunnus_maccoyii-57","CCSBT-SC-SBT-1952-2014-PONS",2011,22190928462.6834,0.467,"0",NA
1,"Thunnus_maccoyii-57","CCSBT-SC-SBT-1952-2014-PONS",2012,22190928462.6834,0.537,"0",NA
1,"Thunnus_maccoyii-57","CCSBT-SC-SBT-1952-2014-PONS",2013,22190928462.6834,0.587,"0",NA
1,"Thunnus_maccoyii-57","CCSBT-SC-SBT-1952-2014-PONS",2014,22190928462.6834,0.653,"0",NA
1,"Thunnus_alalunga-57","IOTC-ALBAIO-1950-2014-PONS",2001,467246138625.77,1.95,"0",NA
1,"Thunnus_alalunga-57","IOTC-ALBAIO-1950-2014-PONS",2002,467246138625.77,1.65,"0",NA
1,"Thunnus_alalunga-57","IOTC-ALBAIO-1950-2014-PONS",2003,467246138625.77,1.54,"0",NA
1,"Thunnus_alalunga-57","IOTC-ALBAIO-1950-2014-PONS",2004,467246138625.77,1.54,"0",NA
1,"Thunnus_alalunga-57","IOTC-ALBAIO-1950-2014-PONS",2005,467246138625.77,1.67,"0",NA
1,"Thunnus_alalunga-57","IOTC-ALBAIO-1950-2014-PONS",2006,467246138625.77,1.66,"0",NA
1,"Thunnus_alalunga-57","IOTC-ALBAIO-1950-2014-PONS",2007,467246138625.77,1.57,"0",NA
1,"Thunnus_alalunga-57","IOTC-ALBAIO-1950-2014-PONS",2008,467246138625.77,1.54,"0",NA
1,"Thunnus_alalunga-57","IOTC-ALBAIO-1950-2014-PONS",2009,467246138625.77,1.53,"0",NA
1,"Thunnus_alalunga-57","IOTC-ALBAIO-1950-2014-PONS",2010,467246138625.77,1.38,"0",NA
1,"Thunnus_alalunga-57","IOTC-ALBAIO-1950-2014-PONS",2011,467246138625.77,1.21,"0",NA
1,"Thunnus_alalunga-57","IOTC-ALBAIO-1950-2014-PONS",2012,467246138625.77,1.09,"0",NA
1,"Thunnus_alalunga-57","IOTC-ALBAIO-1950-2014-PONS",2013,467246138625.77,1.18499999999999,"1","lm, 2 years gf"
1,"Thunnus_alalunga-57","IOTC-ALBAIO-1950-2014-PONS",2014,467246138625.77,1.13230769230768,"1","lm, 2 years gf"
1,"Thunnus_obesus-57","IOTC-BIGEYEIO-1950-2014-PONS",2001,467246138625.77,1.59,"0",NA
1,"Thunnus_obesus-57","IOTC-BIGEYEIO-1950-2014-PONS",2002,467246138625.77,1.66,"0",NA
1,"Thunnus_obesus-57","IOTC-BIGEYEIO-1950-2014-PONS",2003,467246138625.77,1.64,"0",NA
1,"Thunnus_obesus-57","IOTC-BIGEYEIO-1950-2014-PONS",2004,467246138625.77,1.71,"0",NA
1,"Thunnus_obesus-57","IOTC-BIGEYEIO-1950-2014-PONS",2005,467246138625.77,1.69,"0",NA
1,"Thunnus_obesus-57","IOTC-BIGEYEIO-1950-2014-PONS",2006,467246138625.77,1.63,"0",NA
1,"Thunnus_obesus-57","IOTC-BIGEYEIO-1950-2014-PONS",2007,467246138625.77,1.56,"0",NA
1,"Thunnus_obesus-57","IOTC-BIGEYEIO-1950-2014-PONS",2008,467246138625.77,1.46,"0",NA
1,"Thunnus_obesus-57","IOTC-BIGEYEIO-1950-2014-PONS",2009,467246138625.77,1.32,"0",NA
1,"Thunnus_obesus-57","IOTC-BIGEYEIO-1950-2014-PONS",2010,467246138625.77,1.22,"0",NA
1,"Thunnus_obesus-57","IOTC-BIGEYEIO-1950-2014-PONS",2011,467246138625.77,1.31,"0",NA
