"rgn_id","fao_id","assessid","RAM_area_m2"
1,"57","CCSBT-SC-SBT-1952-2014-PONS",22190928462.6834
1,"57","IOTC-ALBAIO-1950-2014-PONS",467246138625.77
1,"57","IOTC-BIGEYEIO-1950-2014-PONS",467246138625.77
1,"57","IOTC-BLKMARLINIO-1950-2014-PONS",467246138625.77
1,"57","IOTC-BMARLINIO-1950-2014-PONS",467246138625.77
1,"57","IOTC-SKJCIO-1950-2014-PONS",467246138625.77
1,"57","IOTC-STMARLINIO-1950-2014-PONS",467246138625.77
1,"57","IOTC-SWORDIO-1950-2014-PONS",467246138625.77
1,"57","IOTC-YFINEIO-1950-2014-PONS",467246138625.77
2,"57","CCSBT-SC-SBT-1952-2014-PONS",328011203705.914
2,"57","IOTC-ALBAIO-1950-2014-PONS",328011203705.913
2,"57","IOTC-BIGEYEIO-1950-2014-PONS",328011203705.913
2,"57","IOTC-BLKMARLINIO-1950-2014-PONS",328011203705.913
2,"57","IOTC-BMARLINIO-1950-2014-PONS",328011203705.913
2,"57","IOTC-SKJCIO-1950-2014-PONS",328011203705.913
2,"57","IOTC-STMARLINIO-1950-2014-PONS",328011203705.913
2,"57","IOTC-SWORDIO-1950-2014-PONS",328011203705.913
2,"57","IOTC-YFINEIO-1950-2014-PONS",328011203705.913
2,"57","SPC-BIGEYEWPO-1952-2006-JENSEN",83920683.8563794
3,"81","CCSBT-SC-SBT-1952-2014-PONS",281680898018.648
3,"81","ISC-BMARLINPAC-1952-2011-PONS",431061968629.372
3,"81","ISC-PACBTUNA-1952-2012-PONS",431061968629.372
3,"81","NIWA-HOKIWNZ-1970-2015-FU",144076460.955267
3,"81","NZMFishINSHOREWG-BNSNZ-1935-2011-CORDUE",144076860.94413
3,"81","NZMFishINSHOREWG-NZSNAPNZ8-1931-2005-JENSEN",144076460.957323
3,"81","NZMFishMIDDEPTHSWG-GEMFISHNZ-1952-2007-JENSEN",144076460.957323
3,"81","SPC-ALBASPAC-1960-2010-PONS",431061968629.372
3,"81","SPC-BIGEYECWPAC-1952-2012-PONS",431061968629.372
3,"81","SPC-BIGEYEWPO-1952-2006-JENSEN",431061968629.372
3,"81","SPC-STMARLINSWPO-1952-2011-CHING",431061968629.372
3,"81","SPC-YFINCWPAC-1952-2012-PONS",431061968629.372
4,"81","CCSBT-SC-SBT-1952-2014-PONS",31989999751.6262
4,"81","CSIRO-PTOOTHFISHMI-1975-2010-FAY",475571900214.58
5,"71","ISC-BMARLINPAC-1952-2011-PONS",1275668266305.09
5,"71","ISC-PACBTUNA-1952-2012-PONS",1275668266305.09
5,"71","SPC-ALBASPAC-1960-2010-PONS",1275668266305.09
5,"71","SPC-BIGEYECWPAC-1952-2012-PONS",1275668266305.09
5,"71","SPC-BIGEYEWPO-1952-2006-JENSEN",1275668266305.09
5,"71","SPC-SKJCWPAC-1950-2012-PONS",562826160246.273
5,"71","SPC-STMARLINSWPO-1952-2011-CHING",1275668266305.09
5,"71","SPC-YFINCWPAC-1952-2012-PONS",1275668266305.09
5,"81","ISC-BMARLINPAC-1952-2011-PONS",93728142960.2898
5,"81","ISC-PACBTUNA-1952-2012-PONS",93728142960.2898
5,"81","SPC-ALBASPAC-1960-2010-PONS",93728142960.2898
5,"81","SPC-BIGEYECWPAC-1952-2012-PONS",93728142960.2898
5,"81","SPC-BIGEYEWPO-1952-2006-JENSEN",93728142960.2898
5,"81","SPC-STMARLINSWPO-1952-2011-CHING",93728142960.2898
5,"81","SPC-YFINCWPAC-1952-2012-PONS",93728142960.2898
6,"71","ISC-BMARLINPAC-1952-2011-PONS",618924381940.598
6,"71","ISC-PACBTUNA-1952-2012-PONS",618924381940.598
6,"71","SPC-ALBASPAC-1960-2010-PONS",618924381940.598
6,"71","SPC-BIGEYECWPAC-1952-2012-PONS",618924381940.598
6,"71","SPC-BIGEYEWPO-1952-2006-JENSEN",618924381940.598
6,"71","SPC-SKJCWPAC-1950-2012-PONS",606814123265.32
6,"71","SPC-STMARLINSWPO-1952-2011-CHING",618924381940.598
6,"71","SPC-YFINCWPAC-1952-2012-PONS",618924381940.598
7,"71","ISC-BMARLINPAC-1952-2011-PONS",1600528363435.79
7,"71","ISC-PACBTUNA-1952-2012-PONS",1600528363435.79
7,"71","SPC-ALBASPAC-1960-2010-PONS",1600528363435.79
7,"71","SPC-BIGEYECWPAC-1952-2012-PONS",1600528363435.79
7,"71","SPC-BIGEYEWPO-1952-2006-JENSEN",1600528363435.79
7,"71","SPC-SKJCWPAC-1950-2012-PONS",1600528363435.79
7,"71","SPC-STMARLINSWPO-1952-2011-CHING",1600528363435.79
7,"71","SPC-YFINCWPAC-1952-2012-PONS",1600528363435.79
8,"71","ISC-ALBANPAC-1950-2012-PONS",604365936813.293
8,"71","ISC-BMARLINPAC-1952-2011-PONS",604365936813.293
8,"71","ISC-PACBTUNA-1952-2012-PONS",604365936813.293
8,"71","ISC-STMARLINWCNPAC-1951-2010-CHING",604365936813.293
8,"71","ISC-SWORDNPAC-1951-2012-PONS",604365936813.293
8,"71","SPC-BIGEYECWPAC-1952-2012-PONS",604365936813.293
8,"71","SPC-BIGEYEWPO-1952-2006-JENSEN",604365936813.293
8,"71","SPC-SKJCWPAC-1950-2012-PONS",604365936813.293
8,"71","SPC-YFINCWPAC-1952-2012-PONS",604365936813.293
9,"71","ISC-ALBANPAC-1950-2012-PONS",2976379875936.73
9,"71","ISC-BMARLINPAC-1952-2011-PONS",2992736754363.82
9,"71","ISC-PACBTUNA-1952-2012-PONS",2992736754363.82
9,"71","ISC-STMARLINWCNPAC-1951-2010-CHING",2883033339533.17
9,"71","ISC-SWORDNPAC-1951-2012-PONS",2932388474437.32
9,"71","SPC-ALBASPAC-1960-2010-PONS",156772367678.563
9,"71","SPC-BIGEYECWPAC-1952-2012-PONS",2992736754363.82
9,"71","SPC-BIGEYEWPO-1952-2006-JENSEN",2992736754363.82
9,"71","SPC-SKJCWPAC-1950-2012-PONS",2992736754363.82
9,"71","SPC-STMARLINSWPO-1952-2011-CHING",23425528810.5619
9,"71","SPC-YFINCWPAC-1952-2012-PONS",2992736754363.82
10,"71","ISC-ALBANPAC-1950-2012-PONS",166506110537.726
10,"71","ISC-BMARLINPAC-1952-2011-PONS",308500923764.371
10,"71","ISC-PACBTUNA-1952-2012-PONS",308500923764.371
10,"71","ISC-STMARLINWCNPAC-1951-2010-CHING",85100155950.9937
10,"71","ISC-SWORDNPAC-1951-2012-PONS",126918362210.486
10,"71","SPC-ALBASPAC-1960-2010-PONS",259154578113.687
10,"71","SPC-BIGEYECWPAC-1952-2012-PONS",308500923764.371
10,"71","SPC-BIGEYEWPO-1952-2006-JENSEN",308500923764.371
10,"71","SPC-SKJCWPAC-1950-2012-PONS",308500923764.371
10,"71","SPC-STMARLINSWPO-1952-2011-CHING",126914161095.713
10,"71","SPC-YFINCWPAC-1952-2012-PONS",308500923764.371
11,"71","ISC-ALBANPAC-1950-2012-PONS",1992341789708.22
11,"71","ISC-BMARLINPAC-1952-2011-PONS",1992341789708.22
11,"71","ISC-PACBTUNA-1952-2012-PONS",1992341789708.22
11,"71","ISC-STMARLINWCNPAC-1951-2010-CHING",1992341789708.22
11,"71","ISC-SWORDNPAC-1951-2012-PONS",1992341789708.22
11,"71","SPC-BIGEYECWPAC-1952-2012-PONS",1992341789708.22
11,"71","SPC-BIGEYEWPO-1952-2006-JENSEN",1992341789708.22
11,"71","SPC-SKJCWPAC-1950-2012-PONS",1992341789708.22
11,"71","SPC-YFINCWPAC-1952-2012-PONS",1992341789708.22
12,"61","ISC-ALBANPAC-1950-2012-PONS",158381921385.398
12,"61","ISC-BMARLINPAC-1952-2011-PONS",158381921385.398
12,"61","ISC-PACBTUNA-1952-2012-PONS",158381921385.398
12,"61","ISC-STMARLINWCNPAC-1951-2010-CHING",158381921385.398
12,"61","ISC-SWORDNPAC-1951-2012-PONS",158381921385.398
12,"61","SPC-BIGEYECWPAC-1952-2012-PONS",158381921385.398
12,"61","SPC-BIGEYEWPO-1952-2006-JENSEN",158381921385.398
12,"61","SPC-SKJCWPAC-1950-2012-PONS",158381921385.398
12,"61","SPC-YFINCWPAC-1952-2012-PONS",158381921385.398
12,"71","ISC-ALBANPAC-1950-2012-PONS",248834853963.71
12,"71","ISC-BMARLINPAC-1952-2011-PONS",248834853963.71
12,"71","ISC-PACBTUNA-1952-2012-PONS",248834853963.71
12,"71","ISC-STMARLINWCNPAC-1951-2010-CHING",248834853963.71
12,"71","ISC-SWORDNPAC-1951-2012-PONS",248834853963.71
12,"71","SPC-BIGEYECWPAC-1952-2012-PONS",248834853963.71
12,"71","SPC-BIGEYEWPO-1952-2006-JENSEN",248834853963.71
12,"71","SPC-SKJCWPAC-1950-2012-PONS",248834853963.71
12,"71","SPC-YFINCWPAC-1952-2012-PONS",248834853963.71
13,"61","ISC-ALBANPAC-1950-2012-PONS",230287797077.384
13,"61","ISC-BMARLINPAC-1952-2011-PONS",230287797077.384
13,"61","ISC-PACBTUNA-1952-2012-PONS",230287797077.384
13,"61","ISC-STMARLINWCNPAC-1951-2010-CHING",230287797077.384
13,"61","ISC-SWORDNPAC-1951-2012-PONS",230287797077.384
13,"61","SPC-BIGEYECWPAC-1952-2012-PONS",230287797077.384
13,"61","SPC-BIGEYEWPO-1952-2006-JENSEN",230287797077.384
13,"61","SPC-SKJCWPAC-1950-2012-PONS",230287797077.384
13,"61","SPC-YFINCWPAC-1952-2012-PONS",230287797077.384
13,"71","ISC-ALBANPAC-1950-2012-PONS",740701646162.276
13,"71","ISC-BMARLINPAC-1952-2011-PONS",740701646162.276
13,"71","ISC-PACBTUNA-1952-2012-PONS",740701646162.276
13,"71","ISC-STMARLINWCNPAC-1951-2010-CHING",740701646162.276
13,"71","ISC-SWORDNPAC-1951-2012-PONS",740701646162.276
13,"71","SPC-BIGEYECWPAC-1952-2012-PONS",740701646162.276
13,"71","SPC-BIGEYEWPO-1952-2006-JENSEN",740701646162.276
13,"71","SPC-SKJCWPAC-1950-2012-PONS",740701646162.276
13,"71","SPC-YFINCWPAC-1952-2012-PONS",740701646162.276
14,"61","ISC-ALBANPAC-1950-2012-PONS",97581622224.8408
14,"61","ISC-BMARLINPAC-1952-2011-PONS",259121168393.474
14,"61","ISC-PACBTUNA-1952-2012-PONS",259121168393.474
14,"61","ISC-STMARLINWCNPAC-1951-2010-CHING",182140342550.472
14,"61","ISC-SWORDNPAC-1951-2012-PONS",259120351673.998
14,"61","SPC-BIGEYECWPAC-1952-2012-PONS",259120351673.998
14,"61","SPC-BIGEYEWPO-1952-2006-JENSEN",259120351673.998
14,"61","SPC-SKJCWPAC-1950-2012-PONS",144725538688.518
14,"61","SPC-YFINCWPAC-1952-2012-PONS",259120351673.998
14,"71","ISC-BMARLINPAC-1952-2011-PONS",82243357451.9756
14,"71","ISC-PACBTUNA-1952-2012-PONS",82243357451.9756
14,"71","ISC-STMARLINWCNPAC-1951-2010-CHING",1577124070.85468
14,"71","ISC-SWORDNPAC-1951-2012-PONS",82243357451.9756
14,"71","SPC-BIGEYECWPAC-1952-2012-PONS",82243357451.9756
14,"71","SPC-BIGEYEWPO-1952-2006-JENSEN",82243357451.9756
14,"71","SPC-SKJCWPAC-1950-2012-PONS",82243357451.9756
