"zone","uv_2005_2009.2005_2009_mol_1km_rescaled","uv_2006_2010.2005_2009_mol_1km_rescaled","uv_2007_2011.2005_2009_mol_1km_rescaled","uv_2008_2012.2005_2009_mol_1km_rescaled","uv_2009_2013.2005_2009_mol_1km_rescaled","uv_2010_2014.2005_2009_mol_1km_rescaled","uv_2011_2015.2005_2009_mol_1km_rescaled","uv_2012_2016.2005_2009_mol_1km_rescaled"
49,0,0.0151942020109223,0.0227355250781985,0.0178525858360493,0.023762130790151,0.00326355622634906,0,0
50,0,0.0104956387868463,0.0287677021775009,0.00727508473974693,0.00721951587428348,0.00342885410566292,0,0.00252976982732613
51,0,0.00625713151758694,0.0312856575879347,0,0,0,0,0
52,0,0,0,0,0,0,0,0
53,0,6.12478907757614e-05,0.00666737976710927,0.000506607553702369,0.000627353395517442,0.000356987706235866,5.94979510393111e-05,0.00151566655423304
54,0,0,0.00542355418665247,0,0,0,0,0
55,0,0.00416205061564584,0.105844782458012,0.215068788032357,0.0700564704512911,0.0822358741741046,0.152310545199986,0.137814117075424
56,0,0.167000973288556,0.116183397570863,0.0992865519783474,0.249628063432091,0.16588652698867,0.0138691801289162,0.100993624481255
57,0,0.00256350555706939,0.0521661014289363,0.219663514043098,0.216014468465449,0.116754480004742,0.218950570376255,0.211343208256095
58,0,0.0403293371765138,0.00247788261728961,0.0703980384503603,0.133271322887357,0.0656777791370882,0.0376389813975135,0.106791632602995
59,0,0,0.120375052675938,0.245371540946762,0.217593763168984,0.240743081893524,0.314812473662031,0.249992976541649
60,0,0,0.162440838404327,0.192754113139509,0.108575614153707,0,0.140579220193825,0.000845165652467884
61,0,0.00888051118583906,0.168083383930378,0.249675497797082,0.143606090327402,0.116750978858219,0.142318541481793,0.154094273971323
62,0,0.0116206014617931,0.0203856194604295,0.139677896826658,0.174546413166736,0.146016454886833,0.210186627666677,0.19627954584795
63,0,0.101663995865561,0.0452053817124367,0.025995668866944,0.0865556500459918,0.030817670097248,0.000961102722674426,0.0242899236555843
64,0,0.118676646423475,0.14391920390879,0.211304335925009,0.334241135360639,0.259722362195124,0.0488483651787236,0.154426503029014
65,0,0.0453401023609047,0.000325851776543886,0,0.0473039024008759,0.0329186326390518,0,0.21543690206199
66,0,0.0999126690266969,0.0836933118516383,0.0726046493581358,0.177744705328791,0.150410664971781,0.0479639812084439,0.23722461181444
67,0,0.0759540800454171,0.148567803891507,0.18008693316509,0.253327280265747,0.372911732544854,0.248904754354967,0.466642135670438
68,0,0.0190103595559594,0.0918475063615889,0.219434349447038,0.238899419015494,0.30889691267131,0.323780506908111,0.427049719602744
69,0,0,0.0115931630150645,0.00349832915622389,0.00557677796642143,0.0393625192012289,0.135876485568761,0.107829216859353
70,0,0,0.0179507020683207,0.000384216493903586,0.00636509702138178,0.031656214903301,0.114653694658047,0.14524458201007
71,0,0.0670657150365852,0.299469549220576,0.40427057830892,0.210586193064719,0.202085148761359,0.258012780613303,0.263788262306873
72,0,0.0939025654401242,0.315238654147105,0.393494275243102,0.283989072134612,0.289809130184717,0.323979608897449,0.167121437074489
73,0,0.0158203586095005,0.201815778292825,0.269106530716744,0.230816761202513,0.235918453923512,0.308747736308799,0.286635376010995
74,0,0.0296712824828501,0.0342626594921752,0.107294349662952,0.159227594590229,0.251690553302901,0.266371058917536,0.390931153784034
75,0,0.0411835677173131,0.180377196045745,0.275934882031977,0.188675809215906,0.257422647429829,0.377168225688016,0.363515715769799
76,0,0.0269353701491553,0.0991379707182791,0.166630799128745,0.120575058289544,0.161941550106759,0.208007456611787,0.251116784703473
77,0,0,0,0,0,0,0,0.254865988997392
78,0,0.0258260505811082,0.0124474583446733,0.0258436904653905,0.0130509943854768,0.00581108187930287,0,0.231621760561251
79,0,0.0753600176078481,0.0847840593077041,0.0816598890426082,0.0730935312120069,0.0931827233471681,0.0182934711217317,0.304113563632807
80,0,0.0582986360444007,0.140374100308409,0.220651412664781,0.201066676910863,0.310141901815291,0.328662275452641,0.507975352858377
81,0,0.0272478742039083,0.0502144836024146,0.0495278096758464,0.0708433849340229,0.0414543837837143,0.0340438937205808,0.30047486086013
82,0,0,0.00314005845643416,0.123309283689251,0.0164529408150547,0.0680411828211812,0.28081250932582,0.208810595886984
84,0,0.00146706183791134,0.102617895416516,0.284166227460751,0.152761521454924,0.0802503359640057,0.28671248097725,0.290773329439421
85,0,0.0759319362230347,0.113703979478837,0.0370532088110373,0.015769498848184,0,0,0
86,0,0.079195205850793,0.0125138683953258,0.012094346725931,0.0115499661259836,0.00617235758817003,0.00617235758817003,0.0405332858836868
88,0,0.0620060673388067,0.037263403446573,0.0562915994821949,0.0737870394124078,0.0338524994934682,0.0651420702806712,0.0510861671506003
89,0,0.00501906721884462,0.0229395070814097,0.0461928065675931,0.0295116419399057,0.0721347745763433,0.116746350065303,0.134091285661325
90,0,0.0674377728516563,0.18855934940742,0.217694989404327,0.184757242905985,0.200155115403933,0.268854976172297,0.164610492884913
91,0,0.0443189152111696,0.115284620219161,0.131584920610785,0.160469399926338,0.195799036651833,0.27291799714138,0.203437862184783
92,0,0.100464058960412,0.0723133724123833,0.0583822297289324,0.0340913416645635,0.0315249470590407,0.0607245555072111,0.106186307638839
93,0,0.0427627193176377,0.0886860529560133,0.072849178219712,0.129861353174101,0.100121965472649,0.21128427397726,0.181662918760404
94,0,0.0788752355343595,0.136463051163229,0.188318160477527,0.201346921849589,0.164532251327144,0.178684895550905,0.163812499839654
95,0,0.0327981686317066,0.0876125163812372,0.13153672922271,0.124959390120205,0.151613554081023,0.115766145903637,0.111758876336583
96,0,0.0383567516147405,0.116349020249391,0.128533494504429,0.142620060348275,0.0310816337659505,0.0145375116636977,0.0332845578701179
97,0,0.00604742564150792,0.136778872999359,0.0623009645395073,0.0572366912944579,0.00599501566421564,0.000184953340425824,0.00191683369285598
98,0,0.0299938736981609,0.152312053811435,0.185745720965705,0.197740457347186,0.0458581823637523,0,0
99,0,0.0323875914062924,0.123176262930938,0.151416857379053,0.15346841196429,0.0236563155324466,0,0
100,0,0.00294762217839141,0.0602710205274308,0.0276779409258042,0.0201585214405727,0.00893965958068522,0,0
101,0,0.0412812759627884,0.0020917387388927,0.000697548327359896,0.000678776147057894,0.000193936042016541,0,0.0196287527314601
102,0,0.0743842904934663,0.0140814229254753,0.0107070392658689,0.0160455469627824,0.0450499009007978,0.0275961140622104,0.0915077920458117
103,0,0.0349206243890356,0.212390579315897,0.158314792452719,0.159851326465467,0.0307605373390482,0,0
104,0,0.0336708036211564,0.110962491591778,0.0551982745437983,0.0393387502450932,0.00621926953310799,0,0
105,0,0.0220217623846135,0.0146533837915949,0.0394214536661039,0.0285298465731165,0.050027067423232,0.0613373048384782,0.0368545119388717
106,0,0.0145012430034249,0.0728550006226786,0.0455933399495609,0.048222712661859,0.00237163512831673,0,0
107,0,0.0672056227070725,0.0893228081966213,0.115551193557568,0.0696422826284045,0.0283461119081651,0,0.00236835698001284
108,0,0.0550157385315602,0.182984114523919,0.304794569841399,0.257011928285918,0.149743717154999,0.155183134979714,0.127845814809516
110,0,0.0450957582208681,0.0862236577410597,0.100556019413683,0.122232597996133,0.0546591293789835,0.0337914135791619,0.0374431163453839
111,0,0.0201574243520182,0.03282559305613,0.0209550276391257,0.0268205908811344,0.0158603130356831,0.00909028529268641,0.0302343266547435
112,0,0.0422705314009662,0.0216583793347658,0.0519605299300949,0.0667289718129276,0.0136536095474762,0.0107459693188531,0.0254706320929164
113,0,0.0526451509758427,0.0046913408920669,0.0221590434152426,0.0701775742421992,0.0370502922780647,0.0220247326566668,0.192605685524546
114,0,0.041218840921601,0.0296146889989777,0.0598586537705434,0.173324093732799,0.0758553511048203,0.0430156483447354,0.140083352992058
115,0,0.0506396825704444,0.0125468259556658,0.0361539623784535,0.159992330556255,0.0914554249919789,0.0596323476106291,0.193407885207412
116,0,0.0303046746389902,0.00657419046114465,0.0059316193524605,0.0729497368125817,0.0273741245211912,0.0017245129487294,0.0617116683953009
117,0,0.0016500516055599,0,0.00778062331799635,0.0212131406082704,0.0156037488786642,0.0155612466359927,0.0468947439496098
118,0,0.0058904862911462,0,0.00405766360279676,0.0142160944824155,0.00676277267132794,0.00811532720559353,0.0108204362741247
119,0,0,0.00216173166083568,0,0.0393852338557518,0.00785761014876127,0,0.0166017199040495
120,0,0.0491132424430325,0.0314320009377145,0.00901521191183694,0.0324292173215904,0.00706507004673361,0,0.000199309061918682
121,0,0.000101925110525042,0.0225095236275147,0,0.0985998037941622,0.0448151970339793,0,0.00896940972620367
122,0,0.158398370161417,0.0932612443190722,0.0806770098730606,0.234391161259991,0.0817191662748786,0.00695972418116283,0.041758345086977
123,0,0.0667687119653181,0.0357808999584385,0.0552776341709833,0.242213977502729,0.137827043355736,0.0574832655847162,0.0928992353360568
124,0,0.103999790133659,0.11913417017537,0.0766317763874133,0.247554138957751,0.0974875063943651,0.00163944962551975,0.0390367134930941
125,0,0.0814514277674102,0.103361325868657,0.055999881513078,0.112888414941201,0.049656202790367,0,0.0473373766995468
126,0,0.116821754710438,0.130470465842099,0.046943192180737,0.12949594780308,0.0586711234410922,0,0.00288662839235027
127,0,0.0609099223776802,0.0581347444543106,0.0238673300961813,0.0900569568104186,0.024841942184571,0.000141992048445287,0.000914615448201567
129,0,0.0286014779576513,0.0813317675338629,0.113931835568787,0.148731538348169,0.090183486265413,0.10531239369543,0.18438790396469
130,0,0.0211765592053413,0.024393397323805,0.0075405846768316,0.0197017906513652,0.00838815426398403,0.00979454936799004,0.0534718715081304
131,0,0.0717737964108534,0.0802877094437397,0.0974546353864867,0.207427824673686,0.159262833730948,0.104227461687174,0.367010511991954
132,0,0.0261497967916407,0.0620259988793563,0.0621265326989333,0.109815775360164,0.0732313683656515,0.0745327728247783,0.155371733717889
133,0,0.0413892714647221,0.0419593649019386,0.0769383287756908,0.157028749742177,0.0809340838473156,0.0596623130645766,0.220505288417822
134,0,0.0378814827187645,0.00392528047660143,0.0275243925197991,0.0726089247288546,0.0122792609708341,0.00625833232804085,0.0760341366393536
135,0,0.0389849932978691,0.0414330994910073,0.0865940355443413,0.0710495919223894,0.0297213602322719,0.018980051241878,0.0487319960669471
136,0,0.0676858223968127,0.0596165490149747,0.151315951403452,0.30890112171125,0.0364779727153092,0.00300569716421682,0.0457116614650507
137,0,0.0199753084418654,0.0563178691419458,0.102149142594198,0.0806675320418442,0.0443169794534179,0.0477466251718819,0.0631422439061289
138,0,0.0780903879676069,0.0507361484623567,0.136752105265312,0.125456533091011,0.140000421023825,0.093166666374289,0.27619885072191
139,0,0.0340908131557321,0.0381910405005746,0.0311904728076748,0.108268065122633,0.0333681732457888,0.00365736716923034,0.0347888468627297
140,0,0.0597103880623372,0.0253312338429993,0.0281624974684884,0.156495245663494,0.0598480882795041,0.0108012330651508,0.0425858068567
141,0,0.0182524239687828,0.0949912955871557,0.274505024100468,0.218895873529595,0.128424393903162,0.0612399029356965,0.252988126838746
143,0,0.0274135094053042,0.0584901851720677,0.249021188013574,0.177902505745783,0.133382446502901,0.0468157596180978,0.215278124531077
144,0,0.00457522219723284,0.0263328918542953,0.173277440421154,0.0793222047296566,0.09124580386669,0.0936711897443586,0.266916310568009
145,0,0.0220940278443299,0.0805369111420968,0.180191088504528,0.146646100798308,0.145181648237226,0.104111972353724,0.162131178443356
146,0,0.0586066328843433,0.0112909221159561,0.0150487837184643,0.0215559956920256,0.0104052457147375,0.0111618747501983,0.0220703358421574
147,0,0.0341953778684634,0.0133612019485258,0.0149846512602363,0.0198686222772813,0.00854799302449624,0.0132008625252903,0.0528220882180584
148,0,0.0418847978866036,0.0156517591802034,0.0205089051680509,0.0237619982059053,0.00324658887334335,0.00483811691194691,0.0106587288905436
149,0,8.39249164935668e-05,0.0002517747494807,0.000503549498961401,0.000503549498961401,0,0,0
150,0,0.0123849278224645,0.0213915500795068,0.0579985607318267,0.0844153735785407,0.00592893396468559,0.0525517620118853,0.131387802160246
151,0,0.0899197257335654,0.0175531973260359,0.0301800779938017,0.0217981178055632,0.000751348718359745,0.000552344775732039,0.0860975619065067
152,0,0.0920269763351443,0.0209446855929721,0.047802648743128,0.0400007414307852,0.0113554529297894,0.020069099881004,0.0975933964210181
153,0,0.0360873115122183,0.00458704529609013,0.00710133058878646,0.0189512437150245,0.0183182149624531,0.0333746982781411,0.103486349199323
154,0,0.0542208513872843,0,0,0,0,0.0233002302307521,0.214685526623499
155,0,0.0374828497706014,0,4.11184150783407e-05,4.11184150783407e-05,0.000449287699738513,0.0144347431137915,0.179644793558677
156,0,0.0100404299640891,0.0229710556014712,0.0311098363468519,0.00977543305735593,0,0,0
157,0,0,0.00229937977913137,0.00355415007271953,0.00151779562587899,0.00138462891633693,0.000461542972112309,0
158,0,0,0.000199216386002024,0.00635858151728429,0.00162220640014218,0.000296719400285551,0.00143589808364473,0.00332230441283131
159,0,0.00196147224478354,0.00511384419132172,0.000701526191401064,0.00524877613025662,0,0,0.0244960869737709
161,0,0.0409038532909314,0.0178977796741626,0.0482335471951654,0.0338213005495812,0.0144773422759729,0.00974147312059748,0.109476590389033
162,0,0.0706809470445672,0.0649359924611342,0.0984955938048462,0.101081567231382,0.0935356726583443,0.0871621530027416,0.106398127116862
163,0,0.0264817167271597,0.113053526091507,0.149391635987105,0.187613518480077,0.201928114489441,0.238311983904865,0.318428709596811
164,0,0.0562220767994054,0.0652113612922164,0.0810166670706189,0.0361873907645739,0.0175423005351021,0.0183488585655386,0.0986565894040627
166,0,0.0472961100828663,0.0480521261029994,0.0848420166835677,0.213017461251717,0.0860468556588528,0.0687540233525824,0.197466538707311
167,0,0.0231906495494496,0.0768062562062716,0.0745551045783434,0.104029381805559,0.00985001095433607,0,0
168,0,0.0458767423188136,0.140896731830279,0.128617163207191,0.178909154613555,0.0181986661551047,0,0
169,0,0.0339385890702545,0.152853644990116,0.143152662008706,0.186311980291702,0.0580423539448803,3.93650630055727e-05,3.93650630055727e-05
171,0,0.0184937011449827,0.0204347292817424,0.0183368177589048,0.0259515020809849,0.0042378545012021,0.00348440567336169,0.0248250630524895
172,0,0.0436213530994186,0.105290595084492,0.121855699708711,0.0623857410180044,0.0549023391113166,0.0696827983821216,0.0575620043612438
173,0,0.0680620800447651,0.0430302285037823,0.0509822082631998,0.102002585728404,0.021475346832069,0.0402339113993168,0.0525860668498788
174,0,0.00633744075594424,0.0085919373549884,0.00321132528209094,0.0266898809169691,0.0548825529974022,0.102904012235509,0.195486482935729
175,0,0,0.0174357956358937,0.03804288594627,0.0597021279494305,0.0755941190437267,0.095598137898285,0.207477015655044
176,0,0,0.0256617396682441,0.0529852120555104,0.0527702204988151,0.0704855247705019,0.0910812815755276,0.160158285904893
177,0,0,0.0575832578821809,0.159878337860402,0.170388038831182,0.152935315234156,0.248051161189444,0.296239802719881
178,0,0,0,0,0,0,0.0280470576029976,0.0414431567834105
179,0,0,0.0765502124101872,0.163602669167774,0.0902343656058182,0.0945613655365002,0.210461573066134,0.138708025469417
180,0,0.0329266479872445,0.13850331835942,0.299249805753095,0.283113469089105,0.205625620188937,0.160538766521067,0.292255875557254
181,0,0.0698065978785862,0.12117178932386,0.18237503627799,0.204450791099375,0.21060865240879,0.0799108438499638,0.159880119752676
182,0,0.00491125974433058,0.126167873022266,0.269106632534522,0.189436115075188,0.152807344460021,0.2781355499298,0.210566874372063
183,0,0,0.0697847343309356,0.142867010040187,0.101915497221926,0.043710196985016,0.130215312390788,0.0679970833185381
184,0,0.00322210874799684,0.0998574987430339,0.297520128144693,0.187678070194903,0.188900488877271,0.358039910454584,0.296837659154817
185,0,0,0.145364689843217,0.268916155419223,0.101056578050443,0.195637355146558,0.473415132924335,0.242331288343558
186,0,0,0.000567759113512667,0.281425793231267,0.139459910985813,0.144524061239673,0.351886657008236,0.174005116357988
187,0,0,0.157460000141031,0.460480086451877,0.353852432428621,0.387080609676123,0.617867367589713,0.430310073829621
188,0,0,0.166666666666667,0.444444444444444,0.333333333333333,0.333333333333333,0.638888888888889,0.388888888888889
189,0,0,0,0,0,0,0.0488474247767928,0.075437676738792
190,0,0,0,0,0,0,0,0
191,0,9.37166971022797e-06,0.0165764011241243,0,0,0,0,2.88587924410195e-05
192,0,0.0217354817052702,0.108677408526351,0,0,0,0,0
193,0,0.0230202361608226,0.034451577065992,0.0309604679295005,0.105098209647401,0.0892770308363622,0.011480245037384,0.171888566859792
194,0,0.0717732468908757,0.15228251610181,0.166239408100929,0.230663674972113,0.115750581841246,0.0172988855008965,0.15079838968635
195,0,0.0335143192890896,0.151415248559412,0.0693011627397072,0.032972416086185,0,0,0
196,0,0.0816816990255438,0.169682229516472,0.115495148040125,0.0827933502534271,0.0220151061570103,0,0
197,0,0.0214571871341468,0.00923049854166244,0.00884138295064661,0.000194557795507914,0,0,0
198,0,0.0143346895435937,0.124519853760779,0.0632807959117432,0.0365977993664309,0.0229610926173348,0.00179037367492722,0
199,0,0.0441771420314983,0.0413063977672834,0.0354090145172207,0.0353842995003764,0.0294869162503137,0,0
200,0,0.0845633481741681,0.0110359036463128,0.00639691324800247,0.00686226312501082,0.00254403069519003,0,0.00860061196803948
202,0,0.0549026254641534,0.0450636962454617,0,0,0,0,0
203,0,0.00381449990784296,0.00779308682736123,0.00435662368676224,0.00469309332732606,0.000549514149889189,3.19359002555169e-05,0.00586011897606855
204,0,0,0,0,0,0,0,0
205,0,0.0381845046897083,0.00970110544824665,0.00121285232296411,0.00143841515934539,0.000968778106128742,0,0.000538210058960412
206,0,0.117936094904883,0.177296023140174,0.161971791302365,0.142798214638293,0.077267132599778,0.00926312433530626,0.0142566039158928
207,0,0.0738952658396028,0.0808854398321694,0.0652721353567559,0.0311406757432583,0.00246751604462452,0.000863843005217341,0.00940784426587178
208,0,0.111111111111111,0.361111111111111,0.388888888888889,0.388888888888889,0.333333333333333,0.138888888888889,0.0555555555555556
209,0,0.0160634447531531,0.0270051719827728,0.0228681306754137,0.0392197109614719,0.0216222864549832,0.017570734993599,0.0324504998500939
210,0,0.0340063929412397,0.0793095650865761,0.0622943490075517,0.0971410027233307,0.0912218744468726,0.11116528348619,0.186150187459015
212,0,0.0211011285401355,0.0521131461684065,0.025799661243864,0.0187147449067685,0.0140771084616639,0.00109631663184449,0.00666643853566759
214,0,0.0812856348343005,0.145862589877558,0.104428366065358,0.150855568306944,0.128675006157633,0.0428404070309576,0.267056435484414
215,0,0.111111111111111,0.277777777777778,0.0277777777777778,0,0,0,0
216,0,0.0457670326880055,0.0579760179218879,0.0499180020920531,0.0472591368175555,0.0252183929623389,0.0120930884234011,0.0172956537869909
218,0,0.0238633515955917,0.094535867249342,0.187117667366335,0.174610167460735,0.192528223174339,0.186475685912077,0.213926219645959
219,0,0,0.047381340130756,0.126059147017867,0.250993257649067,0.343393754867946,0.385142045678051,0.459575397106375
220,0,0.0186170212765957,0,0,0.0232466509062254,0.00581166272655634,0,0
221,0,0.0171444860726503,0,0,0.000796365676639337,0.000199091419159834,0,0
222,0,0,0.00568306000573565,0.00859762791820007,0.01801564922095,0.0204534572435288,0.0664474423940137,0.138850830215996
223,0,0.0246539777663396,0.124161270406047,0.170993902015572,0.202366780276931,0.201690417929633,0.222115698414903,0.250455116229247
224,0,0.0415844586688868,0.0321753778280647,0.060971448381983,0.0428299993660684,0.0309210510843064,0.0445275771485712,0.0998877751255275
227,0,0,0.0231235224586288,0.115617612293144,0.0693705673758865,0.115617612293144,0.161864657210402,0.0924940898345154
228,0,0,0.00736595639801931,0.00726232887454908,0.00467164078779324,0.00781687616230871,0.0104075642490646,0.00610562165311107
231,0,0.00291686745228604,0,0.00137264350695813,0,0,0,0
232,0,0,0.0277777777777778,0.361111111111111,0.25,0.305555555555556,0.555555555555556,0.527777777777778
237,0,0.073793817099987,0.0185616349760704,0,0,0,0,0
244,0,0.00115365099424611,0.0180611004202928,0.0120407336135285,0.0401408315861026,0,0,0.0135454264040874
245,0,0.000189534765049789,0.0386778492178046,0.0196715216725714,0.0727430783361764,0,0,0
247,0,0.172839822793659,0.258189714129394,0.183578017903008,0.0955846593413274,0.0514274533047615,0,0.00243069803492454
248,0,0.00147735070308579,0,0,0.104008561977038,0.0242213824110773,0,0.00494925287532901
249,0,0,0,0,0.068656846130448,0.0164254986312084,0,0.00295485160561422
250,0,0.0410631372730498,0.00950607000169682,0,0.0688303099017385,0.00475303500084841,0,0.0334958813457356
260,0,0.000627800680869119,0.123289884112239,0.109433268504622,0.062384058467041,0.0562483423780303,0.0720213693488841,0.046895347143558
261,0,0.020085790602145,0.117229840914901,0.270298953286177,0.249842654036035,0.258675716643106,0.298436565488265,0.270503795408249
262,0,0.0241257869709583,0.0852644000275582,0.224881874321613,0.204036381399327,0.201710463528481,0.14976984444463,0.159955822332237
263,0,0.0792377622141894,0.120245864033945,0.153418480761714,0.203342684048228,0.130612990036886,0.0714111060047119,0.129353445593529
264,0,0.0951973779628171,0.10238014738351,0.0893171315681177,0.12143516226913,0.0579415092263203,0.0176840628969977,0.0469252575485272
266,0,0.0398546202715386,0.0601049171277644,0.0831435212322119,0.0578812293934176,0.0494144823663848,0.0576311681990098,0.0718611136332574
267,0,0.0647175345646186,0.0545597926449102,0.0671118078315377,0.0584943736307937,0.044659171199491,0.0462209741933391,0.0635346688408886
269,0,0.034505582512276,0.0195887450291036,0.0160749737039821,0.0200640067965564,0.0204129051240854,0.0274888051849563,0.0575247413878027
270,0,0.0846752036947057,0.0669151459398847,0.101285329934948,0.119635368677865,0.0978043356482225,0.114717860955394,0.138483065354548
272,0,0.0305293535128419,0.102732125742578,0.162710198144558,0.193959247486307,0.176989134983889,0.213433389068525,0.314485715941489
273,0,0.0259287680971415,0.0920060626634712,0.16951911627423,0.30182953260415,0.298373791137782,0.343585685322636,0.448136948829168
274,0,0.0334712826165713,0.0623004424498993,0.0592483598413838,0.0413577187104698,0.0243661202958336,0.0144523778943995,0.0408515147765513
275,0,0.0274728243230423,0.0483792278922378,0.0679272125951875,0.0785331288802086,0.0548629908061878,0.0717780035036652,0.143531962603371
276,0,0.0605777962065908,0.0475797073099338,0.065959779450978,0.0999883598674955,0.096435606324828,0.117606215251265,0.116464569924642
277,0,0.043385626861346,0.0578982830762762,0.0676843813484013,0.0759176571771722,0.0786427697605024,0.0726007732953597,0.0906744483962283
248100,0,0.0229964428670123,0.0264760080301376,0.00696000928177029,0.00573382970881376,0.00883255076993574,0.0143946911672588,0.0154890640354254
