"ID","global_plumes_fert_2007_raw_log_extend_scaled","global_plumes_fert_2008_raw_log_extend_scaled","global_plumes_fert_2009_raw_log_extend_scaled","global_plumes_fert_2010_raw_log_extend_scaled","global_plumes_fert_2011_raw_log_extend_scaled","global_plumes_fert_2012_raw_log_extend_scaled","rgn_type","rgn_id","rgn_name","rgn_key","area_km2","Shape_Leng","Shape_Area"
1,0,0,0,0,0,0,"eez",1,"Cocos Islands","CCK",594.16057557,225902.041407,597814386.041
2,0,0,0,0,0,0,"eez",2,"Christmas Island","CXR",479.827674447,181665.988288,482847274.347
3,0,0,0,0,0,0,"eez",3,"Norfolk Island","NFK",328.657147389,140722.638734,329827601.544
4,0.0152120959264135,0.00498073042358158,0.012309023256258,0.00630639141082467,0.00505419185274077,0.0234896421654483,"eez",4,"Macquarie Island","AUS",754.639465629,457329.801648,752975858.413
5,0.0097888503911088,0.00753948774277083,0.00397037246871401,0.00581666878539016,0.00610773311390242,0.0069215536211944,"eez",5,"New Caledonia","NCL",19996.430269,7643473.14843,20096594263.2
6,0.00658088510611002,0.00572440746889525,0.00904041625152986,0.00901442109657268,0.0125868582401695,0.0150801921162369,"eez",6,"Vanuatu","VUT",16556.4700137,6598778.84062,16650627653
7,2.52660523623054e-06,1.92913761652954e-06,2.14898621579547e-05,3.25717822363521e-05,7.42470829934071e-06,9.48777315592908e-06,"eez",7,"Solomon Islands","SLB",37076.2103277,16310040.5751,37314345678.5
8,0.00201381289668346,0.0012869144018825,0.00267018094412668,0.00237237489322497,0.00330905245988961,0.00428610299607641,"eez",8,"Palau","PLW",2946.22950936,1247164.70834,2965550999.61
9,0.00262884432981531,0.00199490022390165,0.00302587650731351,0.00342413209295636,0.0049276331148267,0,"eez",9,"Micronesia","FSM",16077.6046579,4861629.26952,16182167422.9
10,0,0,0,0,0,0,"eez",10,"Nauru","NRU",196.790489966,72516.449053,198116518.889
11,0,0,0,0,0,0,"eez",11,"Marshall Islands","MHL",24677.5279198,7159398.65786,24835534617.8
