"sp_id","sp_type","rgn_id","rgn_name","global_plumes_fert_2007_raw_log_extend_scaled","global_plumes_fert_2008_raw_log_extend_scaled","global_plumes_fert_2009_raw_log_extend_scaled","global_plumes_fert_2010_raw_log_extend_scaled","global_plumes_fert_2011_raw_log_extend_scaled","global_plumes_fert_2012_raw_log_extend_scaled"
137,"eez",137,"Ecuador",0.00361306066284024,0.00367702128654603,0.00362362742622387,0.00422487863833048,0.00457206604638958,0.00430499214165441
138,"eez",138,"Peru",0.0084218325538704,0.00737633771954435,0.00851067487936125,0.00796967838139206,0.00872591352199903,0.00908264496550138
139,"eez",139,"Venezuela",0.0142912706818044,0.0172658348880134,0.0165134546373447,0.0177434179603801,0.0172027616415376,0.0175982099615718
141,"eez",141,"Faeroe Islands",0,0,0,0,0,0
143,"eez",143,"Iceland",0.00241945920258978,0.00232799575971536,0.00161332100593342,0.00150412358022622,0.00174720898168337,0.00183683101710589
144,"eez",144,"Jan Mayen",0,0,0,0,0,0
145,"eez",145,"Greenland",2.19826647171363e-08,3.61298521458587e-08,3.35640649456123e-06,5.80255362491573e-10,2.93970575709043e-08,1.28926507048047e-07
146,"eez",146,"Pitcairn",0,0,0,0,0,0
147,"eez",147,"French Polynesia",2.00416713961022e-05,2.24354031189998e-05,1.66204106236081e-05,1.23664899969652e-05,1.53227316641532e-05,8.90760614458084e-06
148,"eez",148,"Line Group",8.19809706802917e-06,7.25327867186499e-06,1.31436812427737e-05,1.4012319282584e-05,0,0
149,"eez",149,"Jarvis Island",0,0,0,0,0,0
150,"eez",150,"Palmyra Atoll",0,0,0,0,0,0
151,"eez",151,"American Samoa",0,0,0,0,0,0
152,"eez",152,"Samoa",3.8582341330921e-05,5.19099465065011e-05,3.58870853193129e-05,1.65922843571044e-05,1.69460829454988e-05,7.09319459551294e-06
153,"eez",153,"Cook Islands",6.79835352616796e-07,3.80592542833909e-06,3.9724773855861e-06,1.69572633801951e-06,1.4902754795279e-06,1.96727786245275e-06
154,"eez",154,"Niue",0,0,0,0,0,0
155,"eez",155,"Tonga",2.80653900681519e-05,3.10484233485054e-05,0.000390389581178099,0.000389569636417504,0.000222411174422846,0.000477380273766577
156,"eez",156,"Tokelau",0,0,0,0,0,0
157,"eez",157,"Phoenix Group",0,0,0,0,0,0
158,"eez",158,"Howland Island and Baker Island",0,0,0,0,0,0
159,"eez",159,"Johnston Atoll",0,0,0,0,0,0
161,"eez",161,"Wallis and Futuna",0,0,0,0,0,0
162,"eez",162,"New Zealand",0.00528493726954476,0.00479051205316173,0.00420534438732304,0.00429187157453744,0.00497459195810677,0.00507546340571
163,"eez",163,"United States",0.00619052585097124,0.00604979849034432,0.0058284560247495,0.00626000395312697,0.00627285246003065,0.00620897089180002
164,"eez",164,"Belize",0.0163887429565394,0.0139994397092621,0.0206079010887537,0.0172687268885243,0.0235666780972002,0.020977868881204
166,"eez",166,"Jamaica",0.00174285705484931,0.00169481806612604,0.00217957693505374,0.00233146548231553,0.00250840684557571,0.00290288049353525
167,"eez",167,"Guyana",0.00586255164959315,0.00756161098240934,0.00484714062802997,0.00629903478660113,0.00541054704860268,0.00533285011442154
168,"eez",168,"Suriname",0.00324201620729794,0.00688293684296572,0.00395386949939597,0.00458202647352736,0.00431893783566269,0.00228271702423735
169,"eez",169,"French Guiana",0.000734074786831457,0.000743836089103804,0.000805973718820885,0.000724341182811394,0.0007796774232911,0.000682646163910545
171,"eez",171,"Brazil",0.0120630618866866,0.0118062631006862,0.0112107919728323,0.0120982559072013,0.012520588797297,0.0124156137910271
172,"eez",172,"Argentina",0.00754079296918492,0.0065826037975534,0.00562263778722256,0.00741466744984896,0.00773124240945852,0.00740602125596254
173,"eez",173,"Uruguay",0.0239757435578828,0.0223964730393915,0.022654343464374,0.0258342293071581,0.0248556888066486,0.02467713472346
174,"eez",174,"Finland",0.0646924741645146,0.0659432921975167,0.060437650738194,0.0631656194608193,0.0693501157873642,0.0765346048305476
175,"eez",175,"Denmark",0.0765496235522853,0.0789487225317272,0.0680634282403626,0.0716248397278899,0.0730383098014188,0.0711710712282293
176,"eez",176,"Germany",0.116895751738359,0.103329013766939,0.106420251415494,0.1126615261111,0.109773885790316,0.113337028817471
177,"eez",177,"Netherlands",0.0587844526940153,0.0563267740296795,0.0556662657696543,0.058626829841627,0.0555570198936315,0.0584320412002698
178,"eez",178,"Poland",0.118410357115608,0.114083454645321,0.110605315686654,0.114234117205969,0.112783301191512,0.124863293532681
179,"eez",179,"France",0.0515190501644496,0.046430347881362,0.0427836451806753,0.0466848206148939,0.045558458851811,0.0455910560922717
180,"eez",180,"United Kingdom",0.0207116045499337,0.0199840839350566,0.0218683766763009,0.0223630639809315,0.0208155600058627,0.0209095597744973
181,"eez",181,"Ireland",0.0157074883891858,0.0165463982834386,0.0189825875947639,0.0190438388326223,0.0173857370094967,0.0178011602533633
182,"eez",182,"Spain",0.0267868512044727,0.0226211735206291,0.0220448209963217,0.0250787100541721,0.0245402010201751,0.0244800239312957
183,"eez",183,"Portugal",0.0129378104851284,0.012138573744547,0.0108342975009197,0.0117816026714932,0.0116335374065365,0.0117235811809971
184,"eez",184,"Italy",0.0409089593116685,0.0369472106017739,0.0332694293323872,0.0333930263727044,0.0342243506109898,0.0367910719442926
185,"eez",185,"Monaco",0.0337214262665088,0.0261781755863863,0.0244911449627477,0.0279061714106099,0.0264088907672053,0.0268974116234062
186,"eez",186,"Montenegro",0.030132517575866,0.0294513768495525,0.030517811850229,0.0301143184933327,0.0310289153815633,0.0306316368229444
187,"eez",187,"Croatia",0.0512894420605532,0.0591979129414702,0.0381704424598034,0.0507792442768179,0.0542521305773157,0.0511550783375954
188,"eez",188,"Slovenia",0.392207146872437,0.398378113491761,0.352883060799732,0.372015930073411,0.349892169294753,0.344153974059463
189,"eez",189,"Lithuania",0.0847998612859568,0.0849162613985358,0.07601979432754,0.0884912181951779,0.0847665790749752,0.0875860138283539
190,"eez",190,"Qatar",0.0258763178510911,0.00643283290280981,0.0276120951542017,0.0365837047623568,0.0429094780147867,0.0430695613722934
191,"eez",191,"Iran",0.0128507206545932,0.0128180003726738,0.010902023903647,0.00846245370813862,0.00773171173409911,0.00795841701426876
192,"eez",192,"Iraq",0.583054693449361,0.576146573516459,0.579113684011426,0.565077457891731,0.568622277395777,0.563057133969062
193,"eez",193,"Guinea Bissau",0.00348163479212046,0.00354416747706797,0.0044276877354133,0.00409913480642158,0.00509286131931462,0.00493256358620923
194,"eez",194,"Guinea",0.00167526253069177,0.00192347680308136,0.00110220096277573,0.00152501505489505,0.00332935159416654,0.0031630883285947
195,"eez",195,"Ivory Coast",0.00821225071084457,0.00712614939751548,0.00663288872022346,0.00879382544322755,0.00721239630533917,0.00868162247389649
196,"eez",196,"Nigeria",0.0086270113404035,0.00977563724027011,0.00857978404183489,0.00919641981808761,0.00859051039495533,0.00956588473637153
197,"eez",197,"Cameroon",0.0295319234097447,0.0253149132774031,0.0268358385370724,0.0295105133549384,0.0350394114572686,0.0344387784704511
198,"eez",198,"Gabon",0.00131947786089416,0.0014235054907712,0.0016118696373405,0.000583237304149027,0.00147759591815432,0.00216098944982478
199,"eez",199,"Democratic Republic of the Congo",0.0252072140190994,0.0280065464493729,0.0264292020059312,0.0282875744354948,0.0316500239486777,0.0283468515983797
200,"eez",200,"Angola",0.00127993201170703,0.00227884310013086,0.00205174193597247,0.00271486603100535,0.00275710932087367,0.00309259483926395
202,"eez",202,"Tanzania",0.0048856328467303,0.00472140912468649,0.00665681749318043,0.00576607776520518,0.00607453079817849,0.00466229811490553
203,"eez",203,"India",0.0295653882827944,0.030400870895311,0.0313635374896418,0.0318488462204021,0.0318509244141453,0.0306876920689981
204,"eez",204,"Bangladesh",0.052355365359768,0.0528636915956071,0.0531256087716836,0.0538402747307143,0.0573022485300218,0.0566067074815918
205,"eez",205,"Myanmar",0.00755725924390178,0.00613606754653095,0.00573848968423866,0.00584609249351162,0.00764941102062417,0.00766246607849302
206,"eez",206,"Malaysia",0.0563265159175912,0.0575932586615093,0.0514600978540475,0.0582495328363679,0.0561535687914999,0.0504794787299878
207,"eez",207,"Vietnam",0.0275977072215248,0.0264595615288955,0.0286037321417686,0.0268652756622172,0.0262456391285674,0.0259863065806289
208,"eez",208,"Singapore",0.457560222442498,0.463629565193735,0.358424442300584,0.385305224936965,0.391212610282723,0.3666812699918
209,"eez",209,"China",0.0639817503135524,0.0659475797826415,0.060063113324192,0.0652914583201185,0.0652753748272343,0.0653216586293874
210,"eez",210,"Japan",0.00901433098118305,0.0080919036402085,0.00750724444005502,0.0077346605384476,0.00787069079311202,0.00773083865744464
212,"eez",212,"Kiribati",0,0,0,0,0,0
214,"eez",214,"Egypt",0.0180679510125274,0.0189925312180318,0.0176664709329117,0.0196726670416946,0.0184527566990744,0.01840010315373
215,"eez",215,"Jordan",0.214789182021353,0.0528908575175282,0.203861144805194,0.0731957748693679,0.156320463200311,0.355929978066136
216,"eez",216,"Indonesia",0.0132806820583428,0.0132546739443009,0.0134284257827817,0.013115834156569,0.0136122919568314,0.0133638167746253
218,"eez",218,"Canada",0.00189759596709354,0.00177374259113106,0.00170164596825125,0.0018344539614171,0.00192160083697217,0.00182619553520865
219,"eez",219,"Saint Pierre and Miquelon",3.48341749386523e-05,1.0703207890482e-05,1.04870003623036e-05,4.64673336469831e-05,1.91230705069321e-05,2.69160661247153e-05
220,"eez",220,"Sint Maarten",0,0,0,0,0,0
221,"eez",221,"Northern Saint-Martin",0,0,0,0,0,0
222,"eez",222,"Sweden",0.0380402609924083,0.0396356281794367,0.0322229764013621,0.0351294701488417,0.0345597714975161,0.0335115759136676
223,"eez",223,"Norway",0.00219303470615708,0.00237071895840435,0.00214752655132764,0.00220827444832782,0.00212513559241817,0.00222117127592085
224,"eez",224,"Chile",0.00443297983123396,0.00522447695086831,0.00497947613038537,0.00399670166022347,0.00497204234354623,0.00401972984922706
227,"eez",227,"Jersey",0.0215902731545651,0.0171604858605973,0.0145757866841491,0.0171233885328709,0.0166804583823465,0.0172093557569632
228,"eez",228,"Guernsey",0.000228536752948654,0.000196467570913617,0.000432555428999927,0.000155380626120291,0.000133711075148907,0.000139241975201401
231,"eez",231,"East Timor",0.00175277304637688,0.00110136311109305,0.00203819743273669,0.00858085474018544,0.00909466841833476,0.0119175884929225
232,"eez",232,"Bosnia and Herzegovina",0.413432800223833,0.375013060065092,0.509150225100816,0.524293161738233,0.580681603304141,0.568683213174135
237,"eez",237,"Oecussi Ambeno",0.020319636862503,0.0169087693028301,0.0272083206601593,0.0364524459970618,0.042302602774474,0.0293362277747678
244,"eez",244,"Curacao",0,0,0,0,0,0
245,"eez",245,"Bonaire",0,0,0,0,0,0
247,"eez",247,"Brunei",0.00929459073956286,0.00719644676423091,0.00594649581134921,0.00960326278611893,0.00708416049484004,0.00544091519997088
248,"eez",248,"Saba",0,0,0,0,0,0
249,"eez",249,"Sint Eustatius",8.97027961203576e-05,0.000222450562904365,9.64076842868984e-05,9.52420216758644e-05,0.000122577060070256,0.000134923440972788
250,"eez",250,"Aruba",4.05599909366515e-06,8.69487378080851e-06,7.97715367235725e-06,1.1851658091327e-05,7.94765111000443e-06,1.1534900742243e-05
251,"eez",140,"Guadeloupe and Martinique",9.21846318494056e-07,3.22795157340109e-07,3.43231757673173e-07,4.29122642448013e-07,3.79452626507066e-07,3.38745673460295e-07
255,"eez",116,"Puerto Rico and Virgin Islands of the United States",1.37730840356894e-08,1.16891564987205e-08,8.91659626005684e-09,1.82602684335028e-08,7.55448154393665e-09,1.83647839204508e-08
1018,"fao",260,"Arctic Sea",0,0,0,0,0,0
1021,"fao",261,"Atlantic, Northwest",0,0,0,0,0,0
1027,"fao",262,"Atlantic, Northeast",0,0,0,0,0,0
1031,"fao",263,"Atlantic, Western-Central",0,0,0,0,0,0
1034,"fao",264,"Atlantic, Eastern Central",0,0,0,0,0,0
1041,"fao",266,"Atlantic, Southwest",0,0,0,0,0,0
1047,"fao",267,"Atlantic, Southeast",0,0,0,0,0,0
1051,"fao",269,"Indian Ocean, Western",0,0,0,0,0,0
1057,"fao",270,"Indian Ocean, Eastern",0,0,0,0,0,0
1061,"fao",272,"Pacific, Northwest",7.73388895736658e-11,8.57618048918914e-11,8.97947126832482e-11,9.60473821270589e-11,9.13399298931804e-11,9.45033710430528e-11
1067,"fao",273,"Pacific, Northeast",0,0,0,0,0,0
1071,"fao",274,"Pacific, Western Central",0,0,0,0,0,0
