"speciesid","probability","loiczid"
"SLB-159390",0.44,134515
"Kew-293259",0.9,134515
"Kew-308090",0.03,134515
"SLB-159390",0.64,134516
"Kew-293259",0.99,134516
"Kew-308090",0.11,134516
"SLB-159390",0.99,135235
"Kew-293259",1,135235
"Kew-308090",0.14,135235
"SLB-159390",0.99,135236
"Kew-293259",1,135236
"Kew-308090",0.39,135236
"SLB-159390",0.97,134518
"Kew-308804",0.99,134518
"Kew-293259",1,134518
"Kew-308090",1,134518
"SLB-159390",0.97,135238
"Kew-308804",0.99,135238
"Kew-293259",1,135238
"Kew-308090",0.97,135238
"SLB-159390",0.96,134519
"Kew-308804",0.98,134519
"Kew-293259",1,134519
"Kew-308090",1,134519
"SLB-159390",0.96,135239
"Kew-308804",0.98,135239
"Kew-293259",1,135239
"Kew-308090",0.69,135239
"SLB-159390",0.96,135240
"Kew-308804",0.98,135240
"Kew-293259",1,135240
"Kew-308090",0.97,135240
"SLB-159390",0.75,135951
"Kew-293259",0.49,135951
"SLB-159390",0.88,135952
"Kew-308804",0.89,135952
"Kew-293259",0.54,135952
"SLB-159390",0.88,136672
"Kew-308804",0.89,136672
"Kew-293259",0.54,136672
"SLB-159390",0.98,135953
"Kew-308804",1,135953
"Kew-293259",0.88,135953
"SLB-159390",0.62,135954
"Kew-293259",0.86,135954
"SLB-159390",0.15,136673
"Kew-293259",0.68,136673
"SLB-159390",0.98,136674
"Kew-293259",0.88,136674
"SLB-159390",1,136675
"Kew-308804",1,136675
"Kew-293259",1,136675
"Kew-308090",0.49,136675
"SLB-159390",1,136676
"Kew-293259",1,136676
"Kew-308090",0.49,136676
"SLB-159390",1,136678
"Kew-293259",1,136678
"Kew-308090",0.97,136678
"SLB-159390",1,135959
"Kew-293259",1,135959
"Kew-308090",0.97,135959
"SLB-159390",1,135960
"Kew-308804",1,135960
"Kew-293259",1,135960
"Kew-308090",0.97,135960
"SLB-159390",1,136679
"Kew-308804",1,136679
"Kew-293259",1,136679
"Kew-308090",0.25,136679
"SLB-159390",1,136680
"Kew-308804",1,136680
"Kew-293259",1,136680
"Kew-308090",0.97,136680
"SLB-159390",1,137381
"Kew-293259",1,137381
"Kew-308090",0.64,137381
"SLB-159390",1,138101
"Kew-308804",1,138101
"Kew-293259",1,138101
"Kew-308090",0.62,138101
"SLB-159390",1,138102
"Kew-308804",1,138102
"Kew-293259",1,138102
"Kew-308090",0.64,138102
"SLB-159390",1,138105
"Kew-293259",1,138105
"Kew-308090",0.55,138105
"SLB-159390",1,138106
"Kew-308804",1,138106
"Kew-293259",1,138106
"Kew-308090",0.55,138106
"SLB-159390",1,137389
"Kew-308804",1,137389
"Kew-293259",1,137389
"Kew-308090",0.16,137389
"Kew-293259",0.47,137390
"SLB-159390",1,138109
"Kew-308804",1,138109
"Kew-293259",1,138109
"Kew-308090",0.16,138109
"SLB-159390",1,138110
"Kew-308804",1,138110
"Kew-293259",1,138110
"Kew-308090",0.15,138110
"SLB-159390",1,138821
"Kew-293259",1,138821
"Kew-308090",0.6,138821
"SLB-159390",1,138822
"Kew-308804",1,138822
"Kew-293259",1,138822
"Kew-308090",0.26,138822
"SLB-159390",1,139541
"Kew-308804",1,139541
"Kew-293259",1,139541
"Kew-308090",0.41,139541
"SLB-159390",1,139542
"Kew-308804",1,139542
"Kew-293259",1,139542
"Kew-308090",0.45,139542
"SLB-159390",1,138823
"Kew-308804",1,138823
"Kew-293259",1,138823
"Kew-308090",0.04,138823
"SLB-159390",1,138824
"Kew-293259",0.67,138824
"Kew-308090",0.41,138824
"SLB-159390",1,139543
"Kew-308804",1,139543
"Kew-293259",1,139543
"Kew-308090",0.55,139543
"SLB-159390",1,139544
"Kew-308804",1,139544
"Kew-293259",1,139544
"Kew-308090",1,139544
"SLB-159390",1,139545
"Kew-308804",1,139545
"Kew-293259",1,139545
"SLB-159390",1,139546
"Kew-308804",1,139546
"Kew-293259",1,139546
"Kew-308090",0.76,139546
"SLB-159390",1,139547
"Kew-308804",1,139547
"Kew-293259",1,139547
"Kew-308090",1,139547
"SLB-159390",1,139548
"Kew-308804",1,139548
"Kew-293259",1,139548
"Kew-308090",0.64,139548
"SLB-159390",1,139549
"Kew-308804",1,139549
"Kew-293259",1,139549
"Kew-308090",0.64,139549
"SLB-159390",1,139550
"Kew-293259",1,139550
"Kew-308090",0.64,139550
"Kew-293259",1,140981
"SLB-159390",1,140266
"Kew-308804",1,140266
"Kew-293259",1,140266
"Kew-308090",0.75,140266
"SLB-159390",1,140986
"Kew-308804",1,140986
"Kew-293259",1,140986
"Kew-308090",1,140986
"SLB-159390",1,140267
"Kew-308804",1,140267
"Kew-293259",1,140267
"Kew-308090",1,140267
"SLB-159390",1,140268
"Kew-308804",1,140268
"Kew-293259",1,140268
"Kew-308090",0.64,140268
"SLB-159390",1,140987
"Kew-308804",1,140987
"Kew-293259",1,140987
"Kew-308090",1,140987
"SLB-159390",1,140988
"Kew-308804",1,140988
"Kew-293259",1,140988
"Kew-308090",0.48,140988
"SLB-159390",1,140269
"Kew-308804",1,140269
"Kew-293259",1,140269
"Kew-308090",0.55,140269
"SLB-159390",1,140270
"Kew-308804",1,140270
"Kew-293259",1,140270
"Kew-308090",0.45,140270
"SLB-159390",1,140989
"Kew-308804",1,140989
"Kew-293259",1,140989
"Kew-308090",0.55,140989
"SLB-159390",1,140990
"Kew-308804",1,140990
"Kew-293259",1,140990
"Kew-308090",1,140990
"Kew-293259",0.6,141701
"Kew-293259",0.6,141702
"Kew-293259",0.54,141703
"Kew-293259",0.54,141704
"Kew-293259",0.68,141705
"Kew-293259",0.68,141706
"Kew-293259",1,141707
"Kew-293259",1,141708
"Kew-293259",1,142428
"Kew-293259",0.98,141709
"Kew-293259",1,141710
"Kew-293259",0.98,142429
"Kew-293259",0.98,142430
"SLB-159390",1,137391
"SLB-159390",0.43,138111
"SLB-159390",1,137394
"Kew-293259",1,137394
"Kew-308090",0.45,137394
"SLB-159390",1,137395
"Kew-308804",1,137395
"Kew-293259",1,137395
"Kew-308090",0.76,137395
"SLB-159390",1,137396
"Kew-308804",1,137396
"Kew-293259",1,137396
"Kew-308090",0.58,137396
"SLB-159390",1,138116
"Kew-293259",1,138116
"Kew-308090",0.76,138116
"SLB-159390",1,137397
"Kew-308804",1,137397
"Kew-293259",1,137397
"Kew-308090",1,137397
"SLB-159390",1,137398
"Kew-308804",1,137398
"Kew-293259",1,137398
"Kew-308090",1,137398
"SLB-159390",1,138117
"Kew-293259",1,138117
"Kew-308090",1,138117
"SLB-159390",1,138118
"Kew-293259",1,138118
"Kew-308090",1,138118
"SLB-159390",1,137399
"Kew-308804",1,137399
"Kew-293259",1,137399
"Kew-308090",0.57,137399
"SLB-159390",1,138119
"Kew-308804",1,138119
"Kew-293259",1,138119
"Kew-308090",1,138119
"SLB-159390",1,138120
"Kew-308804",1,138120
"Kew-293259",1,138120
"Kew-308090",0.97,138120
"SLB-159390",1,138831
"Kew-293259",1,138831
"Kew-308090",0.8,138831
"SLB-159390",1,138832
"Kew-308804",1,138832
"Kew-293259",1,138832
"Kew-308090",0.8,138832
"SLB-159390",1,139551
"Kew-308804",1,139551
"Kew-293259",1,139551
"Kew-308090",0.8,139551
"SLB-159390",1,139552
"Kew-308804",1,139552
"Kew-293259",1,139552
"Kew-308090",0.76,139552
"SLB-159390",1,138833
"Kew-293259",1,138833
"Kew-308090",0.95,138833
"SLB-159390",1,139553
"Kew-308804",1,139553
"Kew-293259",1,139553
"Kew-308090",0.95,139553
"SLB-159390",1,138838
"Kew-293259",1,138838
"Kew-308090",1,138838
"SLB-159390",1,139557
"Kew-308804",1,139557
"Kew-293259",1,139557
"Kew-308090",1,139557
"SLB-159390",1,139558
"Kew-308804",1,139558
"Kew-293259",1,139558
"Kew-308090",1,139558
"SLB-159390",1,139559
"Kew-308804",1,139559
"Kew-293259",1,139559
"Kew-308090",0.69,139559
"SLB-159390",1,140271
"Kew-293259",1,140271
"Kew-308090",0.76,140271
"SLB-159390",1,140272
"Kew-308804",1,140272
"Kew-293259",1,140272
"Kew-308090",1,140272
"SLB-159390",1,140273
"Kew-293259",1,140273
"Kew-308090",1,140273
"SLB-159390",1,140275
"Kew-308804",1,140275
"Kew-293259",1,140275
"Kew-308090",1,140275
"SLB-159390",1,140276
"Kew-308804",1,140276
"Kew-293259",1,140276
"Kew-308090",1,140276
"SLB-159390",1,140995
"Kew-308804",1,140995
"Kew-293259",1,140995
"Kew-308090",1,140995
"SLB-159390",1,140277
"Kew-308804",1,140277
"Kew-293259",1,140277
"Kew-308090",0.93,140277
"SLB-159390",1,140278
"Kew-293259",1,140278
"Kew-308090",1,140278
"Kew-293259",1,141711
"Kew-293259",1,141712
"Kew-293259",0.98,142431
"Kew-293259",0.98,142432
"Kew-293259",1,141713
"Kew-293259",1,141714
"Kew-293259",1,142433
"Kew-293259",1,142434
"Kew-293259",1,141715
"Kew-293259",1,141716
"Kew-293259",1,142435
"Kew-293259",1,142436
"Kew-293259",1,141717
"Kew-293259",1,141718
"Kew-293259",0.95,142437
"Kew-293259",1,142438
"Kew-293259",1,141719
"Kew-293259",1,141720
"Kew-293259",1,142439
"Kew-293259",1,142440
"Kew-293259",1,143154
"Kew-293259",1,143155
"Kew-293259",0.95,143158
"Kew-293259",0.95,143878
"Kew-293259",1,143159
"Kew-293259",1,143160
"Kew-293259",1,143879
"Kew-293259",1,143880
"SLB-159390",0.48,130201
"Kew-293259",0.92,130201
"Kew-308090",0.14,130201
"SLB-159390",0.42,130921
"Kew-293259",0.9,130921
"Kew-308090",0.08,130921
"SLB-159390",0.49,130922
"Kew-293259",0.93,130922
"Kew-308090",0.15,130922
"SLB-159390",0.49,130204
"Kew-293259",0.92,130204
"Kew-308090",0.14,130204
"SLB-159390",0.45,130923
"Kew-293259",0.91,130923
"Kew-308090",0.11,130923
"SLB-159390",0.72,130924
"Kew-293259",0.99,130924
"Kew-308090",0.38,130924
"SLB-159390",0.78,130205
"Kew-293259",1,130205
"Kew-308090",0.43,130205
"SLB-159390",0.56,130206
"Kew-293259",0.96,130206
"Kew-308090",0.22,130206
"SLB-159390",0.68,130925
"Kew-293259",1,130925
"Kew-308090",0.34,130925
"SLB-159390",0.95,130926
"Kew-308804",0.97,130926
"Kew-293259",1,130926
"Kew-308090",0.7,130926
"SLB-159390",0.82,130207
"Kew-293259",1,130207
"Kew-308090",0.46,130207
"SLB-159390",0.97,130927
"Kew-308804",1,130927
"Kew-293259",1,130927
"Kew-308090",1,130927
"SLB-159390",0.97,130928
"Kew-308804",1,130928
"Kew-293259",1,130928
"Kew-308090",1,130928
"SLB-159390",0.93,131642
"Kew-308804",0.95,131642
"Kew-293259",0.99,131642
"Kew-308090",1,131642
"SLB-159390",0.94,131643
"Kew-308804",0.96,131643
"Kew-293259",1,131643
"Kew-308090",1,131643
"SLB-159390",0.19,132363
"Kew-308804",0.96,132363
"Kew-293259",1,132363
"Kew-308090",0.92,132363
"SLB-159390",0.94,132364
"Kew-308804",0.96,132364
"Kew-293259",0.95,132364
"Kew-308090",1,132364
"SLB-159390",0.96,131645
"Kew-308804",0.98,131645
"Kew-293259",1,131645
"Kew-308090",0.77,131645
"SLB-159390",0.96,131646
"Kew-308804",0.98,131646
"Kew-293259",0.95,131646
"Kew-308090",0.74,131646
"SLB-159390",0.96,132365
"Kew-308804",0.98,132365
"Kew-293259",0.95,132365
"Kew-308090",0.86,132365
"SLB-159390",0.9,132366
"Kew-293259",0.95,132366
"Kew-308090",0.54,132366
"SLB-159390",0.99,131647
"Kew-308804",1,131647
"Kew-293259",0.92,131647
"Kew-308090",1,131647
"SLB-159390",0.99,131648
"Kew-308804",1,131648
"Kew-293259",1,131648
"Kew-308090",1,131648
"SLB-159390",0.99,132367
"Kew-308804",1,132367
"Kew-293259",0.92,132367
"Kew-308090",0.2,132367
"SLB-159390",0.99,132368
"Kew-308804",1,132368
"Kew-293259",0.92,132368
"Kew-308090",0.62,132368
"SLB-159390",1,132369
"Kew-308804",1,132369
"Kew-293259",0.9,132369
"Kew-308090",1,132369
"SLB-159390",1,132370
"Kew-308804",1,132370
"Kew-293259",0.9,132370
"Kew-308090",0.95,132370
"SLB-159390",0.95,133801
"Kew-308804",0.97,133801
"Kew-293259",1,133801
"Kew-308090",0.67,133801
"SLB-159390",0.95,133802
"Kew-308804",0.97,133802
"Kew-293259",0.95,133802
"SLB-159390",0.96,133084
"Kew-308804",0.98,133084
"Kew-293259",0.95,133084
"Kew-308090",1,133084
"SLB-159390",0.96,133803
"Kew-308804",0.27,133803
"Kew-293259",0.95,133803
"Kew-308090",0.63,133803
"SLB-159390",0.19,133804
"Kew-308804",0.98,133804
"Kew-293259",0.95,133804
"Kew-308090",0.86,133804
"SLB-159390",0.99,133086
"Kew-293259",0.95,133086
"Kew-308090",0.69,133086
"SLB-159390",0.99,133805
"Kew-308804",1,133805
"Kew-293259",0.95,133805
"Kew-308090",0.89,133805
"SLB-159390",1,133087
"Kew-308804",1,133087
"Kew-293259",0.92,133087
"Kew-308090",1,133087
"SLB-159390",1,133088
"Kew-308804",1,133088
"Kew-293259",0.92,133088
"Kew-308090",1,133088
"SLB-159390",1,133089
"Kew-308804",1,133089
"Kew-293259",0.9,133089
"Kew-308090",0.97,133089
"SLB-159390",0.97,134521
"Kew-308804",1,134521
"Kew-293259",1,134521
"Kew-308090",0.44,134521
"SLB-159390",0.97,134522
"Kew-308804",1,134522
"Kew-293259",0.95,134522
"Kew-308090",0.88,134522
"SLB-159390",0.97,135241
"Kew-308804",1,135241
"Kew-293259",1,135241
"Kew-308090",0.97,135241
"SLB-159390",0.97,135242
"Kew-308804",1,135242
"Kew-293259",1,135242
"Kew-308090",1,135242
"SLB-159390",0.99,134523
"Kew-308804",1,134523
"Kew-293259",0.95,134523
"Kew-308090",1,134523
"SLB-159390",0.99,135243
"Kew-308804",1,135243
"Kew-293259",0.95,135243
"Kew-308090",0.88,135243
"SLB-159390",1,134525
"Kew-308804",1,134525
"Kew-293259",0.95,134525
"Kew-308090",1,134525
"SLB-159390",1,134526
"Kew-308804",1,134526
"Kew-293259",0.95,134526
"Kew-308090",1,134526
"SLB-159390",1,135245
"Kew-308804",1,135245
"Kew-293259",0.95,135245
"Kew-308090",1,135245
"SLB-159390",1,135246
"Kew-308804",1,135246
"Kew-293259",0.87,135246
"Kew-308090",0.09,135246
"SLB-159390",0.88,134527
"Kew-293259",0.87,134527
"Kew-308090",0.49,134527
"SLB-159390",1,135247
"Kew-308804",0.82,135247
"Kew-293259",0.87,135247
"Kew-308090",0.67,135247
"SLB-159390",1,135961
"Kew-308804",1,135961
"Kew-293259",1,135961
"Kew-308090",0.72,135961
"SLB-159390",1,135962
"Kew-293259",1,135962
"Kew-308090",1,135962
"SLB-159390",1,136681
"Kew-308804",1,136681
"Kew-293259",1,136681
"SLB-159390",1,136682
"Kew-308804",1,136682
"Kew-293259",1,136682
"Kew-308090",1,136682
"SLB-159390",1,135963
"Kew-308804",1,135963
"Kew-293259",1,135963
"Kew-308090",1,135963
"SLB-159390",1,135964
"Kew-308804",1,135964
"Kew-293259",1,135964
"Kew-308090",0.96,135964
"SLB-159390",1,136683
"Kew-293259",1,136683
"Kew-308090",1,136683
"SLB-159390",1,136684
"Kew-308804",1,136684
"Kew-293259",1,136684
"Kew-308090",1,136684
"SLB-159390",1,135965
"Kew-308804",1,135965
"Kew-293259",0.87,135965
"Kew-308090",1,135965
"SLB-159390",1,135966
"Kew-308804",1,135966
"Kew-293259",0.87,135966
"Kew-308090",1,135966
"SLB-159390",0.78,136685
"Kew-293259",1,136685
"Kew-308090",0.4,136685
"SLB-159390",1,136686
"Kew-308804",1,136686
"Kew-293259",1,136686
"Kew-308090",0.75,136686
"SLB-159390",0.96,135967
"Kew-293259",0.87,135967
"Kew-308090",0.57,135967
"SLB-159390",0.83,136687
"Kew-293259",1,136687
"Kew-308090",0.44,136687
"SLB-159390",1,130215
"Kew-308804",1,130215
"Kew-293259",1,130215
"Kew-308090",1,130215
"SLB-159390",1,130216
"Kew-308804",1,130216
"Kew-293259",0.9,130216
"Kew-308090",1,130216
"SLB-159390",1,130935
"Kew-308804",1,130935
"Kew-293259",1,130935
"Kew-308090",1,130935
"SLB-159390",1,130936
"Kew-308804",1,130936
"Kew-293259",0.9,130936
"Kew-308090",1,130936
"SLB-159390",1,130217
"Kew-308804",1,130217
"Kew-293259",0.9,130217
"Kew-308090",1,130217
"SLB-159390",1,130937
"Kew-308804",1,130937
"Kew-293259",0.9,130937
"Kew-308090",1,130937
"SLB-159390",1,130938
"Kew-308804",1,130938
"Kew-293259",0.9,130938
"Kew-308090",0.85,130938
"SLB-159390",0.99,130219
"Kew-308804",1,130219
"Kew-293259",0.92,130219
"Kew-308090",1,130219
"SLB-159390",0.99,130220
"Kew-308804",1,130220
"Kew-293259",0.92,130220
"Kew-308090",0.94,130220
"SLB-159390",0.99,130940
"Kew-308804",1,130940
"Kew-293259",0.92,130940
"Kew-308090",0.55,130940
"SLB-159390",1,132371
"Kew-308804",1,132371
"Kew-293259",0.85,132371
"Kew-308090",0.96,132371
"SLB-159390",1,132372
"Kew-308804",1,132372
"Kew-293259",0.9,132372
"Kew-308090",1,132372
"SLB-159390",1,132373
"Kew-308804",1,132373
"Kew-293259",0.9,132373
"Kew-308090",1,132373
"SLB-159390",1,132374
"Kew-308804",1,132374
"Kew-293259",0.9,132374
"Kew-308090",1,132374
"SLB-159390",1,131655
"Kew-308804",1,131655
"Kew-293259",0.9,131655
"Kew-308090",1,131655
"SLB-159390",1,131656
"Kew-308804",1,131656
"Kew-293259",0.9,131656
"Kew-308090",1,131656
"SLB-159390",1,132375
"Kew-308804",1,132375
"Kew-293259",0.9,132375
"Kew-308090",1,132375
"SLB-159390",1,132376
"Kew-308804",1,132376
"Kew-293259",0.9,132376
"Kew-308090",1,132376
"SLB-159390",1,131657
"Kew-308804",1,131657
"Kew-293259",0.9,131657
"Kew-308090",1,131657
"SLB-159390",1,131658
"Kew-308804",1,131658
"Kew-293259",0.9,131658
"Kew-308090",1,131658
"SLB-159390",1,132377
"Kew-308804",1,132377
"Kew-293259",0.9,132377
"Kew-308090",1,132377
"SLB-159390",1,131659
"Kew-308804",1,131659
"Kew-293259",0.95,131659
"Kew-308090",0.91,131659
"SLB-159390",1,131660
"Kew-308804",1,131660
"Kew-293259",0.95,131660
"Kew-308090",0.57,131660
"SLB-159390",1,132380
"Kew-308804",1,132380
"Kew-293259",0.95,132380
"Kew-308090",0.34,132380
"SLB-159390",1,133092
"Kew-308804",1,133092
"Kew-293259",0.85,133092
"Kew-308090",0.89,133092
"SLB-159390",1,133093
"Kew-308804",1,133093
"Kew-293259",0.85,133093
"Kew-308090",1,133093
"SLB-159390",1,133816
"Kew-308804",1,133816
"Kew-293259",0.85,133816
"Kew-308090",1,133816
"SLB-159390",1,133817
"Kew-308804",1,133817
"Kew-293259",0.85,133817
"Kew-308090",1,133817
"SLB-159390",1,133818
"Kew-308804",1,133818
"Kew-293259",0.9,133818
"Kew-308090",1,133818
"SLB-159390",0.14,133100
"SLB-159390",1,133819
"Kew-308804",1,133819
"Kew-293259",0.95,133819
"Kew-308090",1,133819
"SLB-159390",1,133820
"Kew-308804",1,133820
"Kew-293259",0.9,133820
"Kew-308090",1,133820
"SLB-159390",1,134533
"Kew-308804",1,134533
"Kew-293259",0.85,134533
"Kew-308090",1,134533
"SLB-159390",1,134534
"Kew-308804",1,134534
"Kew-293259",0.85,134534
"Kew-308090",1,134534
"SLB-159390",1,135253
"Kew-308804",1,135253
"Kew-293259",0.92,135253
"Kew-308090",1,135253
"SLB-159390",1,135254
"Kew-308804",1,135254
"Kew-293259",1,135254
"Kew-308090",1,135254
"SLB-159390",1,134535
"Kew-308804",1,134535
"Kew-293259",0.85,134535
"Kew-308090",1,134535
"SLB-159390",1,134536
"Kew-308804",1,134536
"Kew-293259",0.85,134536
"Kew-308090",1,134536
"SLB-159390",1,135255
"Kew-308804",1,135255
"Kew-293259",1,135255
"Kew-308090",1,135255
"SLB-159390",1,135256
"Kew-308804",1,135256
"Kew-293259",1,135256
"Kew-308090",1,135256
"SLB-159390",1,134537
"Kew-308804",1,134537
"Kew-293259",0.85,134537
"Kew-308090",1,134537
"SLB-159390",1,134538
"Kew-308804",1,134538
"Kew-293259",1,134538
"Kew-308090",1,134538
"SLB-159390",1,135257
"Kew-308804",1,135257
"Kew-293259",1,135257
"Kew-308090",1,135257
"SLB-159390",1,135258
"Kew-308804",1,135258
"Kew-293259",1,135258
"Kew-308090",1,135258
"SLB-159390",1,134539
"Kew-308804",1,134539
"Kew-293259",0.98,134539
"Kew-308090",1,134539
"SLB-159390",1,134540
"Kew-308804",1,134540
"Kew-293259",0.9,134540
"Kew-308090",1,134540
"SLB-159390",0.31,135980
"Kew-293259",0.82,135980
"Kew-293259",0.6,136700
"SLB-159390",1,137401
"Kew-308804",1,137401
"Kew-293259",1,137401
"Kew-308090",1,137401
"SLB-159390",1,137402
"Kew-293259",1,137402
"Kew-308090",0.96,137402
"SLB-159390",1,138121
"Kew-308804",1,138121
"Kew-293259",1,138121
"Kew-308090",1,138121
"SLB-159390",1,138122
"Kew-308804",1,138122
"Kew-293259",1,138122
"Kew-308090",0.76,138122
"SLB-159390",1,137404
"Kew-308804",1,137404
"Kew-293259",1,137404
"Kew-308090",1,137404
"SLB-159390",1,137405
"Kew-308804",1,137405
"Kew-293259",1,137405
"Kew-308090",0.91,137405
"SLB-159390",1,137406
"Kew-308804",1,137406
"Kew-293259",1,137406
"Kew-308090",0.81,137406
"SLB-159390",1,138126
"Kew-308804",1,138126
"Kew-293259",1,138126
"Kew-308090",0.8,138126
"SLB-159390",1,137407
"Kew-308804",1,137407
"Kew-293259",1,137407
"Kew-308090",1,137407
"SLB-159390",0.95,137408
"Kew-293259",1,137408
"Kew-308090",0.56,137408
"SLB-159390",1,138127
"Kew-293259",1,138127
"Kew-308090",1,138127
"SLB-159390",1,138128
"Kew-308804",1,138128
"Kew-293259",1,138128
"Kew-308090",1,138128
"SLB-159390",0.7,137409
"Kew-293259",1,137409
"Kew-308090",0.32,137409
"SLB-159390",0.2,137410
"Kew-293259",0.8,137410
"SLB-159390",0.85,138129
"Kew-293259",1,138129
"Kew-308090",0.46,138129
"SLB-159390",0.22,138130
"Kew-293259",0.81,138130
"SLB-159390",1,138841
"Kew-308804",1,138841
"Kew-293259",1,138841
"Kew-308090",1,138841
"SLB-159390",1,138842
"Kew-308804",1,138842
"Kew-293259",1,138842
"Kew-308090",0.74,138842
"SLB-159390",1,139561
"Kew-308804",1,139561
"Kew-293259",1,139561
"Kew-308090",1,139561
"SLB-159390",1,139562
"Kew-308804",1,139562
"Kew-293259",1,139562
"Kew-308090",1,139562
"SLB-159390",1,138843
"Kew-308804",1,138843
"Kew-293259",1,138843
"Kew-308090",1,138843
"SLB-159390",1,139563
"Kew-308804",1,139563
"Kew-293259",1,139563
"Kew-308090",0.55,139563
"SLB-159390",0.4,138846
"Kew-293259",0.88,138846
"Kew-308090",0.02,138846
"SLB-159390",0.32,139565
"Kew-293259",0.85,139565
"SLB-159390",0.18,138849
"Kew-293259",0.79,138849
"SLB-159390",1,140281
"Kew-293259",1,140281
"Kew-308090",1,140281
"SLB-159390",1,140282
"Kew-308804",1,140282
"Kew-293259",1,140282
"Kew-308090",1,140282
"SLB-159390",1,140283
"Kew-308804",1,140283
"Kew-293259",1,140283
"Kew-308090",1,140283
"SLB-159390",1,140284
"Kew-308804",1,140284
"Kew-293259",1,140284
"Kew-308090",1,140284
"Kew-293259",1,141721
"Kew-293259",1,141722
"Kew-293259",1,142441
"Kew-293259",0.9,142442
"Kew-293259",1,141723
"Kew-293259",1,141724
"Kew-293259",0.93,142443
"Kew-293259",0.93,142444
"Kew-293259",1,141725
"Kew-293259",1,141726
"Kew-293259",0.98,142445
"Kew-293259",0.98,142446
"Kew-293259",1,141727
"Kew-293259",1,141728
"Kew-293259",1,142447
"Kew-293259",1,142448
"Kew-293259",1,141729
"Kew-293259",1,141730
"Kew-293259",1,142449
"Kew-293259",1,142450
"Kew-293259",0.9,143161
"Kew-293259",0.9,143881
"Kew-293259",0.9,143882
"Kew-293259",1,143168
"Kew-293259",1,143888
"Kew-293259",1,143169
"Kew-293259",1,143170
"Kew-293259",1,143890
"SLB-159390",0.13,137416
"Kew-293259",0.71,138136
"SLB-159390",0.28,139579
"Kew-293259",0.79,139579
"SLB-159390",0.45,139580
"Kew-293259",0.86,139580
"Kew-308090",0.06,139580
"SLB-159390",0.98,141012
"Kew-293259",1,141012
"Kew-308090",0.59,141012
"SLB-159390",1,141013
"Kew-308804",1,141013
"Kew-293259",1,141013
"Kew-308090",0.7,141013
"SLB-159390",1,141014
"Kew-308804",1,141014
"Kew-293259",1,141014
"Kew-308090",0.81,141014
"SLB-159390",0.84,140295
"Kew-293259",1,140295
"Kew-308090",0.46,140295
"SLB-159390",1,141015
"Kew-308804",1,141015
"Kew-293259",1,141015
"Kew-308090",0.95,141015
"SLB-159390",1,141016
"Kew-308804",1,141016
"Kew-293259",1,141016
"Kew-308090",0.81,141016
"SLB-159390",0.75,140298
"Kew-293259",0.95,140298
"Kew-308090",0.36,140298
"SLB-159390",1,141020
"Kew-308804",0.18,141020
"Kew-293259",0.93,141020
"Kew-308090",0.6,141020
"Kew-293259",1,141731
"Kew-293259",1,141732
"Kew-293259",1,142451
"Kew-293259",0.64,142452
"Kew-293259",1,141733
"Kew-293259",1,141734
"Kew-293259",0.64,142453
"Kew-293259",0.64,142454
"Kew-293259",1,141735
"Kew-293259",1,141736
"Kew-293259",0.69,142455
"Kew-293259",0.85,141737
"Kew-293259",0.85,141738
"SLB-159390",1,141739
"Kew-308804",1,141739
