"rgn_id","stock_id","year","bbmsy","gapfilled"
145,"Salvelinus alpinus alpinus-18",2005,0.425905358655631,NA
145,"Salvelinus alpinus alpinus-18",2006,0.430996493073155,NA
145,"Salvelinus alpinus alpinus-18",2007,0.43599297378655,NA
145,"Salvelinus alpinus alpinus-18",2008,0.440927741992026,NA
145,"Salvelinus alpinus alpinus-18",2009,0.446015440504663,NA
145,"Salvelinus alpinus alpinus-18",2010,0.450890667693727,NA
218,"Salvelinus alpinus alpinus-18",2005,0.425905358655631,NA
218,"Salvelinus alpinus alpinus-18",2006,0.430996493073155,NA
218,"Salvelinus alpinus alpinus-18",2007,0.43599297378655,NA
218,"Salvelinus alpinus alpinus-18",2008,0.440927741992026,NA
218,"Salvelinus alpinus alpinus-18",2009,0.446015440504663,NA
218,"Salvelinus alpinus alpinus-18",2010,0.450890667693727,NA
145,"Mallotus villosus-18",2005,0.26567505968874,NA
145,"Mallotus villosus-18",2006,0.253189854828896,NA
145,"Mallotus villosus-18",2007,0.248859634725455,NA
145,"Mallotus villosus-18",2008,0.259834702306092,NA
145,"Mallotus villosus-18",2009,0.285471467211012,NA
145,"Mallotus villosus-18",2010,0.3243793612049,NA
145,"Sebastes mentella-18",2005,1.13319420719549,NA
145,"Sebastes mentella-18",2006,1.0568696809782,NA
145,"Sebastes mentella-18",2007,0.987938911573806,NA
145,"Sebastes mentella-18",2008,0.944032862807579,NA
145,"Sebastes mentella-18",2009,0.91041605115438,NA
145,"Sebastes mentella-18",2010,0.867258665401738,NA
145,"Reinhardtius hippoglossoides-18",2005,1.2853310901892,NA
145,"Reinhardtius hippoglossoides-18",2006,1.23184692697721,NA
145,"Reinhardtius hippoglossoides-18",2007,1.17435217859207,NA
145,"Reinhardtius hippoglossoides-18",2008,1.12054816681451,NA
145,"Reinhardtius hippoglossoides-18",2009,1.07000431672511,NA
145,"Reinhardtius hippoglossoides-18",2010,1.01925711849826,NA
218,"Reinhardtius hippoglossoides-18",2005,1.2853310901892,NA
218,"Reinhardtius hippoglossoides-18",2006,1.23184692697721,NA
218,"Reinhardtius hippoglossoides-18",2007,1.17435217859207,NA
218,"Reinhardtius hippoglossoides-18",2008,1.12054816681451,NA
218,"Reinhardtius hippoglossoides-18",2009,1.07000431672511,NA
218,"Reinhardtius hippoglossoides-18",2010,1.01925711849826,NA
73,"Coregonus autumnalis-18",2005,0.461840178878819,NA
73,"Coregonus autumnalis-18",2006,0.469352111591528,NA
73,"Coregonus autumnalis-18",2007,0.475238215308117,NA
73,"Coregonus autumnalis-18",2008,0.479448763464122,NA
73,"Coregonus autumnalis-18",2009,0.482195732912032,NA
73,"Coregonus autumnalis-18",2010,0.483030866087341,NA
163,"Coregonus autumnalis-18",2005,0.461840178878819,NA
163,"Coregonus autumnalis-18",2006,0.469352111591528,NA
163,"Coregonus autumnalis-18",2007,0.475238215308117,NA
163,"Coregonus autumnalis-18",2008,0.479448763464122,NA
163,"Coregonus autumnalis-18",2009,0.482195732912032,NA
163,"Coregonus autumnalis-18",2010,0.483030866087341,NA
218,"Coregonus autumnalis-18",2005,0.461840178878819,NA
218,"Coregonus autumnalis-18",2006,0.469352111591528,NA
218,"Coregonus autumnalis-18",2007,0.475238215308117,NA
218,"Coregonus autumnalis-18",2008,0.479448763464122,NA
218,"Coregonus autumnalis-18",2009,0.482195732912032,NA
218,"Coregonus autumnalis-18",2010,0.483030866087341,NA
73,"Coregonus nasus-18",2005,0.504336244229976,NA
73,"Coregonus nasus-18",2006,0.501142663033041,NA
73,"Coregonus nasus-18",2007,0.498219081452184,NA
73,"Coregonus nasus-18",2008,0.495465437697445,NA
73,"Coregonus nasus-18",2009,0.492873784399063,NA
73,"Coregonus nasus-18",2010,0.490692532962611,NA
163,"Coregonus nasus-18",2005,0.504336244229976,NA
163,"Coregonus nasus-18",2006,0.501142663033041,NA
163,"Coregonus nasus-18",2007,0.498219081452184,NA
163,"Coregonus nasus-18",2008,0.495465437697445,NA
163,"Coregonus nasus-18",2009,0.492873784399063,NA
163,"Coregonus nasus-18",2010,0.490692532962611,NA
218,"Coregonus nasus-18",2005,0.504336244229976,NA
218,"Coregonus nasus-18",2006,0.501142663033041,NA
218,"Coregonus nasus-18",2007,0.498219081452184,NA
218,"Coregonus nasus-18",2008,0.495465437697445,NA
218,"Coregonus nasus-18",2009,0.492873784399063,NA
218,"Coregonus nasus-18",2010,0.490692532962611,NA
145,"Hippoglossoides platessoides-18",2005,0.299840223439204,NA
145,"Hippoglossoides platessoides-18",2006,0.319111747430157,NA
145,"Hippoglossoides platessoides-18",2007,0.339822186248806,NA
145,"Hippoglossoides platessoides-18",2008,0.362036442457262,NA
145,"Hippoglossoides platessoides-18",2009,0.385923342773452,NA
145,"Hippoglossoides platessoides-18",2010,0.411203066646732,NA
73,"Coregonus muksun-18",2005,0.408102500818425,NA
73,"Coregonus muksun-18",2006,0.411867696006595,NA
73,"Coregonus muksun-18",2007,0.417270794378529,NA
73,"Coregonus muksun-18",2008,0.424106206817639,NA
73,"Coregonus muksun-18",2009,0.432599143208726,NA
73,"Coregonus muksun-18",2010,0.442669626491288,NA
145,"Pandalus borealis-18",2005,1.27387536597098,NA
145,"Pandalus borealis-18",2006,1.20979972620777,NA
145,"Pandalus borealis-18",2007,1.15281010377441,NA
145,"Pandalus borealis-18",2008,1.10010808735269,NA
145,"Pandalus borealis-18",2009,1.04887155039334,NA
145,"Pandalus borealis-18",2010,1.00512404237976,NA
108,"Coryphaena hippurus-21",2005,1.02460108255008,NA
108,"Coryphaena hippurus-21",2006,1.06867805047008,NA
108,"Coryphaena hippurus-21",2007,1.1159077903691,NA
108,"Coryphaena hippurus-21",2008,1.16265046836365,NA
108,"Coryphaena hippurus-21",2009,1.19076453953139,NA
108,"Coryphaena hippurus-21",2010,1.20668737247472,NA
163,"Coryphaena hippurus-21",2005,1.02460108255008,NA
163,"Coryphaena hippurus-21",2006,1.06867805047008,NA
163,"Coryphaena hippurus-21",2007,1.1159077903691,NA
163,"Coryphaena hippurus-21",2008,1.16265046836365,NA
163,"Coryphaena hippurus-21",2009,1.19076453953139,NA
163,"Coryphaena hippurus-21",2010,1.20668737247472,NA
145,"Clupea harengus-21",2005,0.474480914938372,NA
145,"Clupea harengus-21",2006,0.469336871059674,NA
145,"Clupea harengus-21",2007,0.464307550495131,NA
145,"Clupea harengus-21",2008,0.464348221869856,NA
145,"Clupea harengus-21",2009,0.464939898622984,NA
145,"Clupea harengus-21",2010,0.4675572946879,NA
163,"Clupea harengus-21",2005,0.474480914938372,NA
163,"Clupea harengus-21",2006,0.469336871059674,NA
163,"Clupea harengus-21",2007,0.464307550495131,NA
163,"Clupea harengus-21",2008,0.464348221869856,NA
163,"Clupea harengus-21",2009,0.464939898622984,NA
