"fao_rgn","ohi_rgn","TaxonKey","stock_id","year","mean_catch"
21,0,100047,"Miscellaneous_marine_crustaceans-21",1980,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",1981,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",1982,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",1983,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",1984,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",1985,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",1986,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",1987,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",1988,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",1989,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",1990,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",1991,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",1992,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",1993,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",1994,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",1995,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",1996,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",1997,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",1998,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",1999,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",2000,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",2001,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",2002,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",2003,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",2004,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",2005,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",2006,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",2007,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",2008,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",2009,44.1349032258065
21,0,100047,"Miscellaneous_marine_crustaceans-21",2010,44.1349032258065
21,0,100276,"Echinozoa-21",1980,187.676516129032
21,0,100276,"Echinozoa-21",1981,187.676516129032
21,0,100276,"Echinozoa-21",1982,187.676516129032
21,0,100276,"Echinozoa-21",1983,187.676516129032
21,0,100276,"Echinozoa-21",1984,187.676516129032
21,0,100276,"Echinozoa-21",1985,187.676516129032
21,0,100276,"Echinozoa-21",1986,187.676516129032
21,0,100276,"Echinozoa-21",1987,187.676516129032
21,0,100276,"Echinozoa-21",1988,187.676516129032
21,0,100276,"Echinozoa-21",1989,187.676516129032
21,0,100276,"Echinozoa-21",1990,187.676516129032
21,0,100276,"Echinozoa-21",1991,187.676516129032
21,0,100276,"Echinozoa-21",1992,187.676516129032
21,0,100276,"Echinozoa-21",1993,187.676516129032
21,0,100276,"Echinozoa-21",1994,187.676516129032
21,0,100276,"Echinozoa-21",1995,187.676516129032
21,0,100276,"Echinozoa-21",1996,187.676516129032
21,0,100276,"Echinozoa-21",1997,187.676516129032
21,0,100276,"Echinozoa-21",1998,187.676516129032
21,0,100276,"Echinozoa-21",1999,187.676516129032
21,0,100276,"Echinozoa-21",2000,187.676516129032
21,0,100276,"Echinozoa-21",2001,187.676516129032
21,0,100276,"Echinozoa-21",2002,187.676516129032
21,0,100276,"Echinozoa-21",2003,187.676516129032
21,0,100276,"Echinozoa-21",2004,187.676516129032
21,0,100276,"Echinozoa-21",2005,187.676516129032
21,0,100276,"Echinozoa-21",2006,187.676516129032
21,0,100276,"Echinozoa-21",2007,187.676516129032
21,0,100276,"Echinozoa-21",2008,187.676516129032
21,0,100276,"Echinozoa-21",2009,187.676516129032
21,0,100276,"Echinozoa-21",2010,187.676516129032
21,0,190195,"Mollusca-21",1980,661.336806451613
21,0,190195,"Mollusca-21",1981,661.336806451613
21,0,190195,"Mollusca-21",1982,661.336806451613
21,0,190195,"Mollusca-21",1983,661.336806451613
21,0,190195,"Mollusca-21",1984,661.336806451613
21,0,190195,"Mollusca-21",1985,661.336806451613
21,0,190195,"Mollusca-21",1986,661.336806451613
21,0,190195,"Mollusca-21",1987,661.336806451613
21,0,190195,"Mollusca-21",1988,661.336806451613
21,0,190195,"Mollusca-21",1989,661.336806451613
21,0,190195,"Mollusca-21",1990,661.336806451613
21,0,190195,"Mollusca-21",1991,661.336806451613
21,0,190195,"Mollusca-21",1992,661.336806451613
21,0,190195,"Mollusca-21",1993,661.336806451613
21,0,190195,"Mollusca-21",1994,661.336806451613
21,0,190195,"Mollusca-21",1995,661.336806451613
21,0,190195,"Mollusca-21",1996,661.336806451613
21,0,190195,"Mollusca-21",1997,661.336806451613
21,0,190195,"Mollusca-21",1998,661.336806451613
21,0,190195,"Mollusca-21",1999,661.336806451613
21,0,190195,"Mollusca-21",2000,661.336806451613
21,0,190195,"Mollusca-21",2001,661.336806451613
21,0,190195,"Mollusca-21",2002,661.336806451613
21,0,190195,"Mollusca-21",2003,661.336806451613
21,0,190195,"Mollusca-21",2004,661.336806451613
21,0,190195,"Mollusca-21",2005,661.336806451613
21,0,190195,"Mollusca-21",2006,661.336806451613
21,0,190195,"Mollusca-21",2007,661.336806451613
21,0,190195,"Mollusca-21",2008,661.336806451613
21,0,190195,"Mollusca-21",2009,661.336806451613
21,0,190195,"Mollusca-21",2010,661.336806451613
21,0,200004,"Elasmobranchii-21",1980,32.0347096774194
21,0,200004,"Elasmobranchii-21",1981,32.0347096774194
21,0,200004,"Elasmobranchii-21",1982,32.0347096774194
21,0,200004,"Elasmobranchii-21",1983,32.0347096774194
21,0,200004,"Elasmobranchii-21",1984,32.0347096774194
21,0,200004,"Elasmobranchii-21",1985,32.0347096774194
21,0,200004,"Elasmobranchii-21",1986,32.0347096774194
21,0,200004,"Elasmobranchii-21",1987,32.0347096774194
21,0,200004,"Elasmobranchii-21",1988,32.0347096774194
21,0,200004,"Elasmobranchii-21",1989,32.0347096774194
21,0,200004,"Elasmobranchii-21",1990,32.0347096774194
21,0,200004,"Elasmobranchii-21",1991,32.0347096774194
21,0,200004,"Elasmobranchii-21",1992,32.0347096774194
21,0,200004,"Elasmobranchii-21",1993,32.0347096774194
21,0,200004,"Elasmobranchii-21",1994,32.0347096774194
21,0,200004,"Elasmobranchii-21",1995,32.0347096774194
21,0,200004,"Elasmobranchii-21",1996,32.0347096774194
21,0,200004,"Elasmobranchii-21",1997,32.0347096774194
21,0,200004,"Elasmobranchii-21",1998,32.0347096774194
21,0,200004,"Elasmobranchii-21",1999,32.0347096774194
21,0,200004,"Elasmobranchii-21",2000,32.0347096774194
21,0,200004,"Elasmobranchii-21",2001,32.0347096774194
21,0,200004,"Elasmobranchii-21",2002,32.0347096774194
21,0,200004,"Elasmobranchii-21",2003,32.0347096774194
21,0,200004,"Elasmobranchii-21",2004,32.0347096774194
21,0,200004,"Elasmobranchii-21",2005,32.0347096774194
21,0,200004,"Elasmobranchii-21",2006,32.0347096774194
21,0,200004,"Elasmobranchii-21",2007,32.0347096774194
21,0,200004,"Elasmobranchii-21",2008,32.0347096774194
21,0,200004,"Elasmobranchii-21",2009,32.0347096774194
21,0,200004,"Elasmobranchii-21",2010,32.0347096774194
21,0,200538,"Chondrichtyes-21",1980,214.422677419355
21,0,200538,"Chondrichtyes-21",1981,214.422677419355
21,0,200538,"Chondrichtyes-21",1982,214.422677419355
21,0,200538,"Chondrichtyes-21",1983,214.422677419355
21,0,200538,"Chondrichtyes-21",1984,214.422677419355
21,0,200538,"Chondrichtyes-21",1985,214.422677419355
21,0,200538,"Chondrichtyes-21",1986,214.422677419355
21,0,200538,"Chondrichtyes-21",1987,214.422677419355
21,0,200538,"Chondrichtyes-21",1988,214.422677419355
21,0,200538,"Chondrichtyes-21",1989,214.422677419355
21,0,200538,"Chondrichtyes-21",1990,214.422677419355
21,0,200538,"Chondrichtyes-21",1991,214.422677419355
21,0,200538,"Chondrichtyes-21",1992,214.422677419355
21,0,200538,"Chondrichtyes-21",1993,214.422677419355
21,0,200538,"Chondrichtyes-21",1994,214.422677419355
21,0,200538,"Chondrichtyes-21",1995,214.422677419355
21,0,200538,"Chondrichtyes-21",1996,214.422677419355
21,0,200538,"Chondrichtyes-21",1997,214.422677419355
21,0,200538,"Chondrichtyes-21",1998,214.422677419355
21,0,200538,"Chondrichtyes-21",1999,214.422677419355
21,0,200538,"Chondrichtyes-21",2000,214.422677419355
21,0,200538,"Chondrichtyes-21",2001,214.422677419355
21,0,200538,"Chondrichtyes-21",2002,214.422677419355
21,0,200538,"Chondrichtyes-21",2003,214.422677419355
21,0,200538,"Chondrichtyes-21",2004,214.422677419355
21,0,200538,"Chondrichtyes-21",2005,214.422677419355
