"rgn_id","rgn_name","pop","proportionArea"
1,"Cocos Islands",362.000213623047,0.01
2,"Christmas Island",734.947570800781,0.13
2,"Christmas Island",321.052307128906,0.07
3,"Norfolk Island",2156,0.06
4,"Macquarie Island",0,0.03
4,"Macquarie Island",0,0.25
5,"New Caledonia",0,0.01
5,"New Caledonia",0,0.11
5,"New Caledonia",0,0.08
5,"New Caledonia",0,0.01
5,"New Caledonia",958.132873535156,0.07
5,"New Caledonia",328.868988037109,0.02
5,"New Caledonia",422.315185546875,0.08
5,"New Caledonia",1299.98400878906,0.25
5,"New Caledonia",80.3067932128906,0.02
5,"New Caledonia",2728.36889648438,0.48
5,"New Caledonia",5181.19482421875,0.92
5,"New Caledonia",1974.0009765625,0.37
5,"New Caledonia",1686.69702148438,0.09
5,"New Caledonia",259.435302734375,0.03
5,"New Caledonia",4384.59716796875,0.74
5,"New Caledonia",5822.884765625,1
5,"New Caledonia",2919.17700195312,0.53
5,"New Caledonia",160.801895141602,0.03
5,"New Caledonia",369.808197021484,0.02
5,"New Caledonia",2497.498046875,0.11
5,"New Caledonia",1269.90502929688,0.17
5,"New Caledonia",162.778900146484,0.03
5,"New Caledonia",854.482177734375,0.15
5,"New Caledonia",4673.4267578125,0.79
5,"New Caledonia",5813.296875,1
5,"New Caledonia",5548.1611328125,0.97
5,"New Caledonia",1138.19396972656,0.2
5,"New Caledonia",4458.30078125,0.58
5,"New Caledonia",1416.38903808594,0.22
5,"New Caledonia",429.307189941406,0.08
5,"New Caledonia",4516.8798828125,0.79
5,"New Caledonia",5803.55322265625,1
5,"New Caledonia",4766.60205078125,0.84
5,"New Caledonia",799.293029785156,0.16
5,"New Caledonia",1617.81201171875,0.19
5,"New Caledonia",3043.81201171875,0.42
5,"New Caledonia",0,0.02
5,"New Caledonia",698.147521972656,0.12
5,"New Caledonia",4149.3720703125,0.7
5,"New Caledonia",5793.69482421875,1
5,"New Caledonia",5252.73681640625,0.92
5,"New Caledonia",2472.71606445312,0.45
5,"New Caledonia",183.820098876953,0.02
5,"New Caledonia",0,0.01
5,"New Caledonia",3098.7041015625,0.3
5,"New Caledonia",950.974914550781,0.11
5,"New Caledonia",60.1773796081543,0.01
5,"New Caledonia",2521.11206054688,0.43
5,"New Caledonia",5270.1220703125,0.91
5,"New Caledonia",5738.06298828125,1
5,"New Caledonia",4706.8310546875,0.81
5,"New Caledonia",1332.30603027344,0.24
5,"New Caledonia",2737.69702148438,0.26
5,"New Caledonia",2567.625,0.26
5,"New Caledonia",3099.416015625,0.55
5,"New Caledonia",5051.2158203125,0.87
5,"New Caledonia",5618.8837890625,0.98
5,"New Caledonia",1867.22998046875,0.34
5,"New Caledonia",0,0.01
5,"New Caledonia",1520.30603027344,0.22
5,"New Caledonia",39806.0703125,0.8
5,"New Caledonia",5731.64794921875,0.99
5,"New Caledonia",3888.537109375,0.71
5,"New Caledonia",27.9929008483887,0.01
5,"New Caledonia",60107.41015625,0.04
5,"New Caledonia",1227.95397949219,0.21
5,"New Caledonia",2905.42797851562,0.53
5,"New Caledonia",64.4836120605469,0.01
5,"New Caledonia",1509.14099121094,0.16
5,"New Caledonia",466.858093261719,0.06
5,"New Caledonia",0,0.01
6,"Vanuatu",0,0.12
6,"Vanuatu",0,0.07
6,"Vanuatu",1317.28002929688,0.09
6,"Vanuatu",645.406188964844,0.04
6,"Vanuatu",2853.6240234375,0.32
6,"Vanuatu",1441.52600097656,0.1
6,"Vanuatu",1122.2099609375,0.08
6,"Vanuatu",1664.39099121094,0.12
6,"Vanuatu",1217.57995605469,0.12
6,"Vanuatu",1352.46301269531,0.13
6,"Vanuatu",0,0.02
6,"Vanuatu",1757.57604980469,0.15
6,"Vanuatu",7742.77294921875,0.77
6,"Vanuatu",632.387878417969,0.06
6,"Vanuatu",814.675720214844,0.06
6,"Vanuatu",0,0.05
6,"Vanuatu",5355.45703125,0.52
6,"Vanuatu",5658.9072265625,0.53
6,"Vanuatu",4608.3701171875,0.45
6,"Vanuatu",0,0.19
6,"Vanuatu",4218.27685546875,0.42
6,"Vanuatu",10270.4599609375,1
6,"Vanuatu",8050.10693359375,0.76
6,"Vanuatu",0,0.06
6,"Vanuatu",0,0.49
6,"Vanuatu",0,0.15
6,"Vanuatu",391.480285644531,0.05
6,"Vanuatu",4798.92822265625,0.53
6,"Vanuatu",5623.60009765625,0.59
6,"Vanuatu",179.588897705078,0.01
6,"Vanuatu",0,0.32
6,"Vanuatu",1609.25903320312,0.13
6,"Vanuatu",1644.56701660156,0.11
6,"Vanuatu",0,0.3
6,"Vanuatu",0,0.05
6,"Vanuatu",2336.56811523438,0.25
6,"Vanuatu",6985.84912109375,0.57
6,"Vanuatu",1106.32104492188,0.07
6,"Vanuatu",595.796081542969,0.06
6,"Vanuatu",3735.49609375,0.33
6,"Vanuatu",4758.63916015625,0.43
6,"Vanuatu",10610.33984375,0.87
6,"Vanuatu",1879.82397460938,0.15
6,"Vanuatu",6307.55712890625,0.43
6,"Vanuatu",1280.82800292969,0.09
6,"Vanuatu",998.596374511719,0.12
6,"Vanuatu",1491.81494140625,0.12
6,"Vanuatu",299.421813964844,0.01
6,"Vanuatu",11413.8798828125,0.28
6,"Vanuatu",5036.533203125,0.1
6,"Vanuatu",3948.45092773438,0.1
6,"Vanuatu",7557.72119140625,0.14
6,"Vanuatu",2484.18701171875,0.07
6,"Vanuatu",2028.71105957031,0.05
6,"Vanuatu",417.5791015625,0.01
6,"Vanuatu",2307.88891601562,0.05
6,"Vanuatu",5440.68994140625,0.15
6,"Vanuatu",34262.37890625,0.79
6,"Vanuatu",4587.0869140625,0.07
6,"Vanuatu",8488.177734375,0.21
6,"Vanuatu",2324.26708984375,0.04
6,"Vanuatu",49.5085105895996,0.03
6,"Vanuatu",6064.67578125,0.29
6,"Vanuatu",194.317199707031,0.04
6,"Vanuatu",14073.8701171875,0.74
6,"Vanuatu",3529.80493164062,0.14
6,"Vanuatu",624.102478027344,0.09
6,"Vanuatu",6356.8701171875,0.28
6,"Vanuatu",113.001403808594,0.02
6,"Vanuatu",38.1940307617188,0.01
6,"Vanuatu",8203.1728515625,0.4
6,"Vanuatu",300.247589111328,0.01
6,"Vanuatu",29.9198608398438,0.08
6,"Vanuatu",4296.669921875,0.17
7,"Solomon Islands",5.37432718276978,0.01
7,"Solomon Islands",15.5709400177002,0.02
7,"Solomon Islands",9.87056064605713,0.01
7,"Solomon Islands",0.00220872508361936,0.01
7,"Solomon Islands",49.0733909606934,0.01
7,"Solomon Islands",1695.7919921875,0.24
7,"Solomon Islands",1904.75500488281,0.28
7,"Solomon Islands",9309.1162109375,0.03
7,"Solomon Islands",2013.73901367188,0.02
7,"Solomon Islands",1600.29797363281,0.11
7,"Solomon Islands",237.907592773438,0.03
7,"Solomon Islands",4378.365234375,0.6
7,"Solomon Islands",4854.9501953125,0.68
7,"Solomon Islands",956.604614257812,0.13
7,"Solomon Islands",1513.01696777344,0.12
7,"Solomon Islands",2343.81811523438,0.2
7,"Solomon Islands",4650.43896484375,0.6
7,"Solomon Islands",4953.33203125,0.66
7,"Solomon Islands",277.287414550781,0.02
7,"Solomon Islands",1286.75598144531,0.11
7,"Solomon Islands",1823.51696777344,0.3
7,"Solomon Islands",2968.51293945312,0.41
7,"Solomon Islands",1397.36206054688,0.19
7,"Solomon Islands",592.912902832031,0.08
7,"Solomon Islands",346.960693359375,0.06
7,"Solomon Islands",327.394897460938,0.07
7,"Solomon Islands",6233.10986328125,0.5
7,"Solomon Islands",273.998992919922,0.03
7,"Solomon Islands",1252.40795898438,0.28
7,"Solomon Islands",3294.51000976562,0.62
7,"Solomon Islands",934.400695800781,0.13
7,"Solomon Islands",5811.0830078125,0.4
7,"Solomon Islands",1617.49499511719,0.11
7,"Solomon Islands",5665.19384765625,0.4
7,"Solomon Islands",680.953186035156,0.03
7,"Solomon Islands",299.254699707031,0.02
7,"Solomon Islands",634.019897460938,0.19
7,"Solomon Islands",4177.81298828125,0.79
7,"Solomon Islands",2053.75708007812,0.4
7,"Solomon Islands",218.400405883789,0.04
7,"Solomon Islands",609.166870117188,0.03
7,"Solomon Islands",2005.92797851562,0.16
7,"Solomon Islands",1439.21398925781,0.09
