"rgn_id","year","gapfilled","method"
1,1995,"gapfilled","UN georegion (r2)"
2,1995,"gapfilled","UN georegion (r2)"
3,1995,"gapfilled","UN georegion (r2)"
4,1995,"gapfilled","UN georegion (r2)"
5,1995,"gapfilled","UN georegion (r2)"
6,1995,NA,NA
7,1995,NA,NA
8,1995,"gapfilled","UN georegion (r2)"
9,1995,"gapfilled","UN georegion (r2)"
10,1995,"gapfilled","UN georegion (r2)"
11,1995,"gapfilled","UN georegion (r2)"
12,1995,"gapfilled","UN georegion (r2)"
13,1995,"gapfilled","UN georegion (r2)"
14,1995,NA,NA
15,1995,NA,NA
16,1995,NA,NA
17,1995,NA,NA
18,1995,NA,NA
19,1995,"gapfilled","UN georegion (r2)"
20,1995,NA,NA
21,1995,"gapfilled","UN georegion (r2)"
24,1995,NA,NA
25,1995,NA,NA
26,1995,"gapfilled","UN georegion (r2)"
28,1995,NA,NA
29,1995,"gapfilled","UN georegion (r2)"
30,1995,"gapfilled","UN georegion (r2)"
31,1995,NA,NA
32,1995,NA,NA
33,1995,"gapfilled","UN georegion (r2)"
34,1995,"gapfilled","UN georegion (r2)"
35,1995,"gapfilled","UN georegion (r2)"
36,1995,"gapfilled","UN georegion (r2)"
37,1995,NA,NA
38,1995,"gapfilled","UN georegion (r2)"
39,1995,NA,NA
40,1995,NA,NA
41,1995,NA,NA
42,1995,NA,NA
43,1995,NA,NA
44,1995,"gapfilled","UN georegion (r2)"
45,1995,"gapfilled","UN georegion (r2)"
46,1995,"gapfilled","UN georegion (r2)"
47,1995,NA,NA
48,1995,NA,NA
49,1995,NA,NA
50,1995,NA,NA
51,1995,NA,NA
52,1995,NA,NA
53,1995,NA,NA
54,1995,"gapfilled","UN georegion (r2)"
55,1995,"gapfilled","UN georegion (r2)"
56,1995,NA,NA
57,1995,"gapfilled","UN georegion (r2)"
58,1995,"gapfilled","UN georegion (r2)"
59,1995,NA,NA
60,1995,"gapfilled","UN georegion (r2)"
61,1995,NA,NA
62,1995,NA,NA
63,1995,"gapfilled","UN georegion (r2)"
64,1995,"gapfilled","UN georegion (r2)"
65,1995,NA,NA
66,1995,NA,NA
67,1995,NA,NA
68,1995,NA,NA
69,1995,NA,NA
70,1995,NA,NA
71,1995,NA,NA
72,1995,NA,NA
73,1995,NA,NA
74,1995,"gapfilled","UN georegion (r2)"
75,1995,NA,NA
76,1995,NA,NA
77,1995,NA,NA
78,1995,NA,NA
79,1995,NA,NA
80,1995,NA,NA
81,1995,NA,NA
82,1995,NA,NA
84,1995,NA,NA
85,1995,"gapfilled","UN georegion (r2)"
86,1995,"gapfilled","UN georegion (r2)"
88,1995,"gapfilled","UN georegion (r2)"
89,1995,NA,NA
90,1995,NA,NA
91,1995,NA,NA
92,1995,NA,NA
93,1995,NA,NA
94,1995,NA,NA
95,1995,"gapfilled","UN georegion (r2)"
96,1995,NA,NA
97,1995,"gapfilled","UN georegion (r2)"
98,1995,NA,NA
99,1995,NA,NA
100,1995,NA,NA
101,1995,NA,NA
102,1995,NA,NA
103,1995,NA,NA
