"rgn_id","gapfilled","method"
1,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
2,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
3,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
4,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
5,"gapfilled","lm georegion + gdppcppp"
6,"gapfilled","lm georegion + gdppcppp"
7,"gapfilled","lm georegion + gdppcppp"
8,"gapfilled","lm georegion + gdppcppp"
9,"gapfilled","lm georegion + gdppcppp"
10,"gapfilled","lm georegion + gdppcppp"
11,"gapfilled","lm georegion + gdppcppp"
12,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
13,"gapfilled","lm georegion + gdppcppp"
14,NA,NA
15,NA,NA
16,NA,NA
17,"gapfilled","lm georegion + gdppcppp"
18,"gapfilled","lm georegion + gdppcppp"
19,"gapfilled","lm georegion + gdppcppp"
20,NA,NA
21,"gapfilled","lm georegion + gdppcppp"
24,NA,NA
25,NA,NA
26,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
28,"gapfilled","lm georegion + gdppcppp"
29,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
30,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
31,"gapfilled","lm georegion + gdppcppp"
32,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
33,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
34,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
35,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
36,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
37,NA,NA
38,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
39,"gapfilled","lm georegion + gdppcppp"
40,NA,NA
41,NA,NA
42,NA,NA
43,NA,NA
44,"gapfilled","lm georegion + gdppcppp"
45,"gapfilled","lm georegion + gdppcppp"
46,"gapfilled","lm georegion + gdppcppp"
47,NA,NA
48,NA,NA
49,"gapfilled","lm georegion + gdppcppp"
50,NA,NA
51,NA,NA
52,NA,NA
53,NA,NA
54,NA,NA
55,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
56,NA,NA
57,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
58,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
59,NA,NA
60,"gapfilled","lm georegion + gdppcppp"
61,NA,NA
62,NA,NA
63,"gapfilled","lm georegion + gdppcppp"
64,NA,NA
65,NA,NA
66,NA,NA
67,"gapfilled","lm georegion + gdppcppp"
68,NA,NA
69,NA,NA
70,NA,NA
71,NA,NA
72,NA,NA
73,NA,NA
74,NA,NA
75,NA,NA
76,NA,NA
77,"gapfilled","lm georegion + gdppcppp"
78,NA,NA
79,NA,NA
80,NA,NA
81,NA,NA
82,NA,NA
84,NA,NA
85,"gapfilled","lm georegion + gdppcppp"
86,"gapfilled","lm georegion + gdppcppp"
88,"gapfilled","lm georegion + gdppcppp"
89,NA,NA
90,NA,NA
91,NA,NA
92,NA,NA
93,NA,NA
94,NA,NA
95,"gapfilled","lm georegion + gdppcppp"
96,NA,NA
97,"gapfilled","lm georegion + gdppcppp"
98,"gapfilled","lm georegion + gdppcppp"
99,NA,NA
100,"gapfilled","lm georegion + gdppcppp"
101,NA,NA
102,NA,NA
103,"gapfilled","lm georegion + gdppcppp"
104,"gapfilled","lm georegion + gdppcppp"
105,NA,NA
106,NA,NA
107,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
108,"gapfilled","lm georegion + gdppcppp"
110,"gapfilled","lm georegion + gdppcppp"
111,"gapfilled","lm georegion + gdppcppp"
112,"gapfilled","lm georegion + gdppcppp"
113,"gapfilled","lm georegion + gdppcppp"
114,"gapfilled","lm georegion + gdppcppp"
115,NA,NA
116,"gapfilled","lm georegion + gdppcppp"
117,"gapfilled","lm georegion + gdppcppp"
118,"gapfilled","lm georegion + gdppcppp"
119,"gapfilled","lm georegion + gdppcppp"
120,"gapfilled","lm georegion + gdppcppp"
121,"gapfilled","lm georegion + gdppcppp"
122,"gapfilled","lm georegion + gdppcppp"
123,"gapfilled","lm georegion + gdppcppp"
124,NA,NA
125,"gapfilled","lm georegion + gdppcppp"
126,NA,NA
127,"gapfilled","lm georegion + gdppcppp"
129,NA,NA
130,NA,NA
131,NA,NA
132,NA,NA
133,NA,NA
134,NA,NA
135,NA,NA
136,NA,NA
137,NA,NA
138,NA,NA
139,NA,NA
140,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
141,"gapfilled","lm georegion + gdppcppp"
143,NA,NA
144,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
145,"gapfilled","lm georegion + gdppcppp"
146,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
147,"gapfilled","lm georegion + gdppcppp"
148,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
149,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
150,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
151,"gapfilled","lm georegion + gdppcppp"
152,"gapfilled","lm georegion + gdppcppp"
153,"gapfilled","lm georegion + gdppcppp"
154,"gapfilled","lm georegion + gdppcppp"
155,"gapfilled","lm georegion + gdppcppp"
156,"gapfilled","lm georegion + gdppcppp"
157,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
158,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
159,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
161,"gapfilled","lm georegion + gdppcppp"
162,NA,NA
163,NA,NA
164,"gapfilled","lm georegion + gdppcppp"
166,NA,NA
167,"gapfilled","lm georegion + gdppcppp"
168,"gapfilled","lm georegion + gdppcppp"
169,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
171,NA,NA
172,NA,NA
173,NA,NA
174,NA,NA
175,NA,NA
176,NA,NA
177,NA,NA
178,NA,NA
179,NA,NA
180,NA,NA
181,NA,NA
182,NA,NA
183,NA,NA
184,NA,NA
185,"gapfilled","lm georegion + gdppcppp"
186,NA,NA
187,NA,NA
188,NA,NA
189,NA,NA
190,NA,NA
191,NA,NA
192,"gapfilled","lm georegion + gdppcppp"
193,"gapfilled","lm georegion + gdppcppp"
194,"gapfilled","lm georegion + gdppcppp"
195,"gapfilled","lm georegion + gdppcppp"
196,NA,NA
197,NA,NA
198,NA,NA
199,NA,NA
200,"gapfilled","lm georegion + gdppcppp"
202,NA,NA
203,NA,NA
204,NA,NA
205,"gapfilled","lm georegion + gdppcppp"
206,NA,NA
207,NA,NA
208,NA,NA
209,NA,NA
210,NA,NA
212,"gapfilled","lm georegion + gdppcppp"
214,NA,NA
215,NA,NA
216,NA,NA
218,NA,NA
219,"gapfilled","lm georegion + gdppcppp"
220,"gapfilled","lm georegion + gdppcppp"
221,"gapfilled","lm georegion + gdppcppp"
222,NA,NA
223,NA,NA
224,NA,NA
227,"gapfilled","lm georegion + gdppcppp"
228,"gapfilled","lm georegion + gdppcppp"
231,"gapfilled","lm georegion + gdppcppp"
232,NA,NA
237,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
244,"gapfilled","lm georegion + gdppcppp"
245,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
247,"gapfilled","lm georegion + gdppcppp"
248,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
249,"gapfilled","lm georegion + gdppcppp, with est. gdppcppp"
250,"gapfilled","lm georegion + gdppcppp"
