"rgn_id","year","multiplier"
84,2015,0
197,2015,0
132,2015,0
199,2015,0
46,2015,0
134,2015,0
45,2015,0
114,2015,0
133,2015,0
191,2015,0
192,2015,0
79,2015,0
43,2015,0
78,2015,0
97,2015,0
67,2015,0
64,2015,0
135,2015,0
196,2015,0
21,2015,0
53,2015,0
15,2015,0
50,2015,0
96,2015,0
44,2015,0
49,2015,0
77,2015,0
75,2015,0
139,2015,0
47,2015,0
84,2016,0
204,2016,0
197,2016,0
132,2016,0
199,2016,0
134,2016,0
45,2016,0
114,2016,0
133,2016,0
191,2016,0
192,2016,0
79,2016,0
43,2016,0
78,2016,0
67,2016,0
64,2016,0
135,2016,0
131,2016,0
196,2016,0
21,2016,0
53,2016,0
15,2016,0
50,2016,0
44,2016,0
49,2016,0
77,2016,0
61,2016,0
76,2016,0
75,2016,0
139,2016,0
47,2016,0
84,2017,0
204,2017,0
197,2017,0
132,2017,0
199,2017,0
214,2017,0
134,2017,0
45,2017,0
114,2017,0
133,2017,0
191,2017,0
192,2017,0
79,2017,0
215,2017,0
43,2017,0
78,2017,0
67,2017,0
64,2017,0
135,2017,0
196,2017,0
21,2017,0
53,2017,0
15,2017,0
50,2017,0
44,2017,0
49,2017,0
77,2017,0
61,2017,0
76,2017,0
75,2017,0
139,2017,0
47,2017,0
