"rgn_id","rgn_name","year","layer","count","rgn_nam_2013"
5,"New Caledonia",2015,"POP",273000,"New Caledonia"
6,"Vanuatu",2015,"POP",264652,"Vanuatu"
7,"Solomon Islands",2015,"POP",583591,"Solomon Islands"
8,"Palau",2015,"POP",21291,"Palau"
9,"Micronesia",2015,"POP",104460,"Micronesia"
10,"Nauru",2015,"POP",10222,"Nauru"
11,"Marshall Islands",2015,"POP",52993,"Marshall Islands"
13,"Northern Mariana Islands and Guam",2015,"POP",224955,"Northern Mariana Islands and Guam"
15,"Philippines",2015,"POP",100699395,"Philippines"
16,"Australia",2015,"POP",23781169,"Australia"
17,"Papua New Guinea",2015,"POP",7619321,"Papua New Guinea"
18,"Fiji",2015,"POP",892145,"Fiji"
19,"Tuvalu",2015,"POP",9916,"Tuvalu"
20,"South Korea",2015,"POP",50617045,"South Korea"
24,"Cambodia",2015,"POP",15577899,"Cambodia"
25,"Thailand",2015,"POP",67959359,"Thailand"
28,"Comoro Islands",2015,"POP",788474,"Comoro Islands"
31,"Seychelles",2015,"POP",92900,"Seychelles"
37,"Mauritius",2015,"POP",1262605,"Mauritius"
39,"Maldives",2015,"POP",409163,"Maldives"
40,"Sri Lanka",2015,"POP",20966000,"Sri Lanka"
41,"Mozambique",2015,"POP",27977863,"Mozambique"
42,"Madagascar",2015,"POP",24235390,"Madagascar"
43,"Kenya",2015,"POP",46050302,"Kenya"
44,"Somalia",2015,"POP",10787104,"Somalia"
46,"Djibouti",2015,"POP",887861,"Djibouti"
47,"Yemen",2015,"POP",26832215,"Yemen"
48,"Oman",2015,"POP",4490541,"Oman"
49,"Sudan",2015,"POP",40234882,"Sudan"
50,"Saudi Arabia",2015,"POP",31540372,"Saudi Arabia"
51,"Kuwait",2015,"POP",3892115,"Kuwait"
52,"Bahrain",2015,"POP",1377237,"Bahrain"
53,"Pakistan",2015,"POP",188924874,"Pakistan"
54,"United Arab Emirates",2015,"POP",9156963,"United Arab Emirates"
56,"Cape Verde",2015,"POP",520502,"Cape Verde"
59,"Belgium",2015,"POP",11285721,"Belgium"
60,"Gibraltar",2015,"POP",32217,"Gibraltar"
61,"Tunisia",2015,"POP",11107800,"Tunisia"
62,"Morocco",2015,"POP",34377511,"Morocco"
64,"Mauritania",2015,"POP",4067564,"Mauritania"
65,"Gambia",2015,"POP",1990924,"Gambia"
66,"Senegal",2015,"POP",15129273,"Senegal"
67,"Libya",2015,"POP",6278438,"Libya"
68,"Malta",2015,"POP",431333,"Malta"
69,"Latvia",2015,"POP",1978440,"Latvia"
70,"Estonia",2015,"POP",1311998,"Estonia"
71,"Bulgaria",2015,"POP",7177991,"Bulgaria"
72,"Romania",2015,"POP",19832389,"Romania"
73,"Russia",2015,"POP",144096812,"Russia"
74,"Georgia",2015,"POP",3679000,"Georgia"
75,"Ukraine",2015,"POP",45198200,"Ukraine"
76,"Turkey",2015,"POP",78665830,"Turkey"
77,"Syria",2015,"POP",18502413,"Syria"
78,"Lebanon",2015,"POP",5850743,"Lebanon"
79,"Israel",2015,"POP",8380400,"Israel"
80,"Greece",2015,"POP",10823732,"Greece"
81,"Cyprus",2015,"POP",1165300,"Cyprus"
82,"Albania",2015,"POP",2889167,"Albania"
84,"Algeria",2015,"POP",39666519,"Algeria"
96,"Sierra Leone",2015,"POP",6453184,"Sierra Leone"
97,"Liberia",2015,"POP",4503438,"Liberia"
98,"Togo",2015,"POP",7304578,"Togo"
99,"Benin",2015,"POP",10879829,"Benin"
100,"Republique du Congo",2015,"POP",4620330,"Republique du Congo"
101,"Namibia",2015,"POP",2458830,"Namibia"
102,"South Africa",2015,"POP",54956920.3742456,"South Africa"
103,"Sao Tome and Principe",2015,"POP",190344,"Sao Tome and Principe"
104,"Equatorial Guinea",2015,"POP",845060,"Equatorial Guinea"
106,"Ghana",2015,"POP",27409893,"Ghana"
108,"Bermuda",2015,"POP",65235,"Bermuda"
110,"Bahamas",2015,"POP",388019,"Bahamas"
111,"Turks and Caicos Islands",2015,"POP",34339,"Turks and Caicos Islands"
112,"Cuba",2015,"POP",11389562,"Cuba"
113,"Cayman Islands",2015,"POP",59967,"Cayman Islands"
114,"Haiti",2015,"POP",10711067,"Haiti"
115,"Dominican Republic",2015,"POP",10528391,"Dominican Republic"
116,"Puerto Rico and Virgin Islands of the United States",2015,"POP",3577756,"Puerto Rico and Virgin Islands of the United States"
117,"British Virgin Islands",2015,"POP",30117,"British Virgin Islands"
119,"Saint Kitts and Nevis",2015,"POP",55572,"Saint Kitts and Nevis"
120,"Antigua and Barbuda",2015,"POP",91818,"Antigua and Barbuda"
122,"Saint Lucia",2015,"POP",184999,"Saint Lucia"
123,"Dominica",2015,"POP",72680,"Dominica"
124,"Barbados",2015,"POP",284215,"Barbados"
125,"Grenada",2015,"POP",106825,"Grenada"
126,"Trinidad and Tobago",2015,"POP",1360088,"Trinidad and Tobago"
127,"Saint Vincent and the Grenadines",2015,"POP",109462,"Saint Vincent and the Grenadines"
129,"Panama",2015,"POP",3929141,"Panama"
130,"Costa Rica",2015,"POP",4807850,"Costa Rica"
131,"Nicaragua",2015,"POP",6082032,"Nicaragua"
132,"Colombia",2015,"POP",48228704,"Colombia"
133,"Honduras",2015,"POP",8075060,"Honduras"
134,"El Salvador",2015,"POP",6126583,"El Salvador"
135,"Mexico",2015,"POP",127017224,"Mexico"
136,"Guatemala",2015,"POP",16342897,"Guatemala"
137,"Ecuador",2015,"POP",16144363,"Ecuador"
138,"Peru",2015,"POP",31376670,"Peru"
139,"Venezuela",2015,"POP",31108083,"Venezuela"
141,"Faeroe Islands",2015,"POP",48199,"Faeroe Islands"
143,"Iceland",2015,"POP",330823,"Iceland"
145,"Greenland",2015,"POP",56114,"Greenland"
147,"French Polynesia",2015,"POP",282764,"French Polynesia"
151,"American Samoa",2015,"POP",55538,"American Samoa"
152,"Samoa",2015,"POP",193228,"Samoa"
155,"Tonga",2015,"POP",106170,"Tonga"
162,"New Zealand",2015,"POP",4595700,"New Zealand"
163,"United States",2015,"POP",321418820,"United States"
164,"Belize",2015,"POP",359287,"Belize"
166,"Jamaica",2015,"POP",2725941,"Jamaica"
167,"Guyana",2015,"POP",767085,"Guyana"
168,"Suriname",2015,"POP",542975,"Suriname"
171,"Brazil",2015,"POP",207847528,"Brazil"
172,"Argentina",2015,"POP",43416755,"Argentina"
173,"Uruguay",2015,"POP",3431555,"Uruguay"
174,"Finland",2015,"POP",5482013,"Finland"
175,"Denmark",2015,"POP",5676002,"Denmark"
176,"Germany",2015,"POP",81413145,"Germany"
177,"Netherlands",2015,"POP",16936520,"Netherlands"
178,"Poland",2015,"POP",37999494,"Poland"
179,"France",2015,"POP",66808385,"France"
180,"United Kingdom",2015,"POP",65138232,"United Kingdom"
181,"Ireland",2015,"POP",4640703,"Ireland"
182,"Spain",2015,"POP",46418269,"Spain"
183,"Portugal",2015,"POP",10348648,"Portugal"
184,"Italy",2015,"POP",60802085,"Italy"
185,"Monaco",2015,"POP",37731,"Monaco"
186,"Montenegro",2015,"POP",622388,"Montenegro"
187,"Croatia",2015,"POP",4224404,"Croatia"
188,"Slovenia",2015,"POP",2063768,"Slovenia"
189,"Lithuania",2015,"POP",2910199,"Lithuania"
190,"Qatar",2015,"POP",2235355,"Qatar"
191,"Iran",2015,"POP",79109272,"Iran"
192,"Iraq",2015,"POP",36423395,"Iraq"
193,"Guinea Bissau",2015,"POP",1844325,"Guinea Bissau"
194,"Guinea",2015,"POP",12608590,"Guinea"
195,"Ivory Coast",2015,"POP",22701556,"Ivory Coast"
196,"Nigeria",2015,"POP",182201962,"Nigeria"
197,"Cameroon",2015,"POP",23344179,"Cameroon"
198,"Gabon",2015,"POP",1725292,"Gabon"
199,"Democratic Republic of the Congo",2015,"POP",77266814,"Democratic Republic of the Congo"
200,"Angola",2015,"POP",25021974,"Angola"
202,"Tanzania",2015,"POP",53470420,"Tanzania"
203,"India",2015,"POP",1311050527,"India"
204,"Bangladesh",2015,"POP",160995642,"Bangladesh"
205,"Myanmar",2015,"POP",53897154,"Myanmar"
206,"Malaysia",2015,"POP",30331007,"Malaysia"
207,"Vietnam",2015,"POP",91703800,"Vietnam"
208,"Singapore",2015,"POP",5535002,"Singapore"
209,"China",2015,"POP",1379113306,"China"
210,"Japan",2015,"POP",126958472,"Japan"
212,"Kiribati",2015,"POP",112423,"Kiribati"
214,"Egypt",2015,"POP",91508084,"Egypt"
215,"Jordan",2015,"POP",7594547,"Jordan"
216,"Indonesia",2015,"POP",257563815,"Indonesia"
218,"Canada",2015,"POP",35851774,"Canada"
220,"Sint Maarten",2015,"POP",38817,"Sint Maarten"
221,"Northern Saint-Martin",2015,"POP",31754,"Northern Saint-Martin"
222,"Sweden",2015,"POP",9798871,"Sweden"
223,"Norway",2015,"POP",5195921,"Norway"
224,"Chile",2015,"POP",17948141,"Chile"
227,"Jersey",2015,"POP",163692,"Jersey"
228,"Guernsey",2015,"POP",163692,"Guernsey"
231,"East Timor",2015,"POP",1245015,"East Timor"
232,"Bosnia and Herzegovina",2015,"POP",3810416,"Bosnia and Herzegovina"
244,"Curacao",2015,"POP",158040,"Curacao"
247,"Brunei",2015,"POP",423188,"Brunei"
250,"Aruba",2015,"POP",103889,"Aruba"
1,NA,NA,NA,NA,"Cocos Islands"
2,NA,NA,NA,NA,"Christmas Island"
3,NA,NA,NA,NA,"Norfolk Island"
4,NA,NA,NA,NA,"Macquarie Island"
