rgn_type,rgn_id,rgn_name,rgn_key,area_km2
land,171,Brazil,BRA,27136.8606125
land,172,Argentina,ARG,6827.19129554
land,173,Uruguay,URY,901.509432062
land,174,Finland,FIN,8609.32476876
land,175,Denmark,DNK,4197.87893025
land,176,Germany,DEU,2864.49996648
land,177,Netherlands,NLD,1626.65330946
land,178,Poland,POL,830.054620363
land,179,France,FRA,5394.78194753
land,180,United Kingdom,GBR,14559.8464532
land,181,Ireland,IRL,4408.06457746
land,182,Spain,ESP,4576.80467436
land,183,Portugal,PRT,1344.37313752
land,184,Italy,ITA,6743.29289291
land,185,Monaco,MCO,5.29070982546
land,186,Montenegro,MNE,222.891364154
land,187,Croatia,HRV,3438.57807822
land,188,Slovenia,SVN,34.0704124442
land,189,Lithuania,LTU,213.734960262
land,190,Qatar,QAT,665.197009722
land,191,Iran,IRN,3735.43023388
land,192,Iraq,IRQ,97.4772661784
land,193,Guinea Bissau,GNB,2507.11884857
land,194,Guinea,GIN,1340.11830864
land,195,Ivory Coast,CIV,661.511613851
land,196,Nigeria,NGA,2734.39284288
land,197,Cameroon,CMR,1409.71765482
land,198,Gabon,GAB,1621.35748127
land,199,Democratic Republic of the Congo,COD,119.777151007
land,200,Angola,AGO,1990.22722394
land,202,Tanzania,TZA,2614.17907777
land,203,India,IND,10723.8895301
land,204,Bangladesh,BGD,2819.50684522
land,205,Myanmar,MMR,9765.61991862
land,206,Malaysia,MYS,7391.88173268
land,207,Vietnam,VNM,6929.17792509
land,208,Singapore,SGP,166.601301265
land,209,China,CHN,20882.327067
land,210,Japan,JPN,20251.0771494
land,212,Kiribati,KIR,351.190777833
land,213,Antarctica,ATA,50822.3825449
land,214,Egypt,EGY,4072.34541918
land,215,Jordan,JOR,24.7089519489
land,216,Indonesia,IDN,71436.570897
land,218,Canada,CAN,87.6577306005
land,219,Saint Pierre and Miquelon,SPM,118.62719932
land,220,Sint Maarten,SXM,20.9255161465
land,221,Northern Saint-Martin,MAF,55.6704593067
land,222,Sweden,SWE,10489.5510935
land,223,Norway,NOR,37048.1752143
land,224,Chile,CHL,53570.7530819
land,227,Jersey,JEY,59.5518128288
land,228,Guernsey,GGY,58.3755740389
land,231,East Timor,TLS,704.685372027
land,232,Bosnia and Herzegovina,BIH,13.9739776522
land,237,Oecussi Ambeno,TLS,55.4928802565
land,244,Curacao,CW,153.150067428
land,245,Bonaire,BQ,109.451313481
land,247,Brunei,BRN,207.437496374
land,248,Saba,BES,11.123715535
land,249,Sint Eustatius,ANT,17.0624146166
land,250,Aruba,AW,72.521954255
