rgn_type,rgn_id,rgn_name,rgn_key,area_km2
eez,1,Cocos Islands,CCK,594.160576775
eez,2,Christmas Island,CXR,479.827666095
eez,3,Norfolk Island,NFK,328.657148801
eez,4,Macquarie Island,AUS,754.639497693
eez,5,New Caledonia,NCL,19996.4302545
eez,6,Vanuatu,VUT,16556.4701416
eez,7,Solomon Islands,SLB,37076.1966131
eez,8,Palau,PLW,2946.2295083
eez,9,Micronesia,FSM,16077.604636
eez,10,Nauru,NRU,196.790490147
eez,11,Marshall Islands,MHL,24677.5278742
eez,12,Wake Island,UMI,208.058947492
eez,13,Northern Mariana Islands and Guam,MNP,4072.4875165
eez,14,Taiwan,TWN,9333.62607857
eez,15,Philippines,PHL,142896.109596
eez,16,Australia,AUS,247301.989506
eez,17,Papua New Guinea,PNG,96354.5053812
eez,18,Fiji,FJI,25892.2087547
eez,19,Tuvalu,TUV,2402.78935713
eez,20,South Korea,KOR,33342.6660523
eez,21,North Korea,PRK,12109.381298
eez,24,Cambodia,KHM,4530.21057878
eez,25,Thailand,THA,28594.7180209
eez,26,Andaman and Nicobar,IND,12395.2106247
eez,28,Comoro Islands,COM,2490.00488682
eez,29,Mayotte,MYT,996.365822916
eez,30,Glorioso Islands,ATF,238.183941684
eez,31,Seychelles,SYC,6621.2423685
eez,32,Reunion,REU,1221.52650816
eez,33,Juan de Nova Island,ATF,169.793551842
eez,34,Bassas da India,ATF,297.564345152
eez,35,Ile Europa,ATF,222.448445139
eez,36,Ile Tromelin,ATF,120.123698451
eez,37,Mauritius,MUS,3470.56947612
eez,38,British Indian Ocean Territory,IOT,2690.0693593
eez,39,Maldives,MDV,27122.6696023
eez,40,Sri Lanka,LKA,9442.866127
eez,41,Mozambique,MOZ,21054.7898525
eez,42,Madagascar,MDG,33504.8132343
eez,43,Kenya,KEN,3565.02687013
eez,44,Somalia,SOM,18278.0167045
eez,45,Eritrea,ERI,17807.3000731
eez,46,Djibouti,DJI,1995.40692579
eez,47,Yemen,YEM,20257.6869011
eez,48,Oman,OMN,13881.0703559
eez,49,Sudan,SDN,7996.19953091
eez,50,Saudi Arabia,SAU,38327.9352564
eez,51,Kuwait,KWT,2391.69722773
eez,52,Bahrain,BHR,1667.0981514
eez,53,Pakistan,PAK,6806.0507586
eez,54,United Arab Emirates,ARE,10324.3365526
eez,55,Azores,PRT,4819.00926672
eez,56,Cape Verde,CPV,6275.91569255
eez,57,Madeira,PRT,1947.77143614
eez,58,Canary Islands,ESP,7219.61425002
