"rgn_id","rgn_typ","ant_typ","ant_id","rgn_nam","sea_ice_mask_sst_1986.1990_1985.1989","sea_ice_mask_sst_1987.1991_1985.1989","sea_ice_mask_sst_1988.1992_1985.1989","sea_ice_mask_sst_1989.1993_1985.1989","sea_ice_mask_sst_1990.1994_1985.1989","sea_ice_mask_sst_1991.1995_1985.1989","sea_ice_mask_sst_1992.1996_1985.1989","sea_ice_mask_sst_1993.1997_1985.1989","sea_ice_mask_sst_1994.1998_1985.1989","sea_ice_mask_sst_1995.1999_1985.1989","sea_ice_mask_sst_1996.2000_1985.1989","sea_ice_mask_sst_1997.2001_1985.1989","sea_ice_mask_sst_1998.2002_1985.1989","sea_ice_mask_sst_1999.2003_1985.1989","sea_ice_mask_sst_2000.2004_1985.1989","sea_ice_mask_sst_2001.2005_1985.1989","sea_ice_mask_sst_2002.2006_1985.1989","sea_ice_mask_sst_2003.2007_1985.1989","sea_ice_mask_sst_2004.2008_1985.1989","sea_ice_mask_sst_2005.2009_1985.1989","sea_ice_mask_sst_2006.2010_1985.1989","sea_ice_mask_sst_2007.2011_1985.1989","sea_ice_mask_sst_2008.2012_1985.1989"
1,"eez","eez",1,"Cocos Islands",0.00160983908135178,0.00365666987287829,0.000618716599918221,0.000224548667368165,2.58253668865555e-05,0.000134198827240834,0.00742196233172279,0.0104423368098235,0.114032038270428,0.168269410305408,0.194292488193849,0.156006104459647,0.196686173339135,0.109557754159735,0.0793453019658636,0.0805487611802274,0.0546421181813937,0.0403780007555507,0.031352151286054,0.0686966497553049,0.198763973422083,0.239186646763105,0.294462292036458
2,"eez","eez",2,"Christmas Island",0.00369486871477706,0.00439948894487499,0.0237819378712805,0.0128231449140108,0.00158124596022245,0.00479125958188022,0.0344217362263341,0.0129008603017775,0.184444420021062,0.211041603818279,0.193725272570256,0.159805317994376,0.188426822107137,0.0296196752310281,0.0150547150241555,0.0547432949728985,0.0435223866420162,0.0522376458158729,0.0462451124737572,0.144555299172698,0.26422414248818,0.278132096431407,0.270219796677529
3,"eez","eez",3,"Norfolk Island",0.0368163726497573,0.039211791613036,0.0527063578942454,0.0178933076937218,0.0142689892646858,0.0147458423399733,0.0386300066548419,0.0394539618059885,0.223746194619001,0.293779749867058,0.272332791419318,0.244923000370363,0.236524548772663,0.0706103539759192,0.0591939013623295,0.0801936751457313,0.0602789363521134,0.108011769836129,0.112186915532788,0.12881561718149,0.186074450919334,0.219757422727588,0.183454800032829
4,"eez","eez",4,"Macquarie Island",0.00236755817693299,0.00157457154083174,0.00089406255654311,0.000799667471812533,0.000175349109486069,0.0100744442199913,0.0169627080805327,0.0131819257522997,0.00860044143107141,0.0140132722066875,0.00320023521374112,0.00535640517420777,0.0253839371649944,0.0394943329351106,0.0284395947177994,0.0293615946458825,0.0221559914577744,0.00338807818403669,0.00187578838867536,0.00539006293909059,0.00808174825803488,0.0109834140752986,0.0323961674998045
5,"eez","eez",5,"New Caledonia",0.0210915300639657,0.0193409627644987,0.0259898979313509,0.00215311591623227,0.000398946788001096,0.000861873285002375,0.00324976152346039,0.00359033488888342,0.110520005874546,0.189676112701379,0.170327245905478,0.184577889283151,0.21191655681097,0.0684656140701026,0.037542241137052,0.0486088969807059,0.0230590460047185,0.0375394547632439,0.0991912345398931,0.135523188342766,0.241580766283551,0.304938027459931,0.278197181819339
6,"eez","eez",6,"Vanuatu",0.00386058289513972,0.00469821549849228,0.00628595850589408,0.000658055417836101,1.47732125940968e-05,8.91742446114893e-05,0.00280442140275158,0.00586317201094966,0.0434662437570735,0.120020637546015,0.17861133342531,0.210106526594509,0.249242516574473,0.20997843844075,0.138505177419937,0.0934913304810734,0.0608267279675814,0.140888643740009,0.235898540204685,0.285796677008046,0.384702278422943,0.449268465840175,0.364009175060283
7,"eez","eez",7,"Solomon Islands",0.00630788172813835,0.0106850137816416,0.00739148861655655,0.00245733098103005,0.00336492054446846,0.0032166111756955,0.00896835124611808,0.0152418247407934,0.0301145041347666,0.0723451389551897,0.128734889416124,0.161970459396554,0.207676106199111,0.216797702122191,0.189219669615559,0.167365518803771,0.14506666162897,0.205502735552312,0.23652330756416,0.291197668430092,0.341531065492181,0.364042706324858,0.305840549014582
8,"eez","eez",8,"Palau",0.00271974593409205,0.000414626580294198,0.000523877461584879,2.20214283131262e-05,1.19602087422021e-06,1.03027879732437e-05,0.0020061212338568,0.00316321340500796,0.0445100481045555,0.102768483568241,0.144950043353649,0.159993240328056,0.169621146716492,0.0899179312519318,0.0526980998143882,0.02234697994991,0.00652976480127294,0.02106924256606,0.0844361479693678,0.13357986151917,0.285168910562569,0.308857431560197,0.295971718550549
9,"eez","eez",9,"Micronesia",0.00619357734224505,0.00818513121587886,0.00483500936594701,0.00329189102343199,0.00362040701267307,0.00366943554767194,0.0140070668394301,0.0306751423222377,0.0503316718069773,0.0809608091299657,0.0797676489280851,0.079057268092688,0.0685184688185592,0.0680087230893188,0.0747315597097153,0.0741417386162309,0.0584265457474037,0.126166836553048,0.124804040976966,0.144908919457529,0.172459670289093,0.216107824789059,0.167055250973648
10,"eez","eez",10,"Nauru",0.0616101184087144,0.106613713285174,0.094296082149237,0.104061734928611,0.150069516388566,0.126865624251365,0.0650708457239186,0.0666454102060346,0.0382142811200859,0.00920118698040009,0.000720111863998672,0.011743034938843,0.031606702624896,0.187875885324104,0.304956060650875,0.445289638940249,0.436725329991126,0.438906946846881,0.262331445647918,0.250621230303734,0.13793232011217,0.067335525122617,0.0536546220840912
