id,score,source
1,0.684895736375768,actual
2,0.677366391447744,actual
3,0.5228837983005,actual
4,0.369371993746833,actual
5,0.3245190997275,actual
6,0.2915198613115,actual
7,0.429956810165,actual
8,0.455570687029,actual
9,0.437701519159667,actual
10,0.511874599166333,actual
11,0.483654100529,actual
12,0.686308020683167,actual
13,0.489869227994167,actual
14,0.348608706108667,actual
15,0.238057459515833,actual
16,0.655676607343333,actual
17,0.449499058040667,actual
18,0.565085076960167,actual
19,0.616991241783,actual
20,0.404844376302667,actual
21,0.430680058435217,actual
22,0.3617399190315,actual
23,0.365104417187667,actual
24,0.500135582010667,actual
25,0.432213604297,actual
26,0.422225929934167,actual
27,0.373749599166167,actual
28,0.368925665383833,actual
29,0.533561107102833,actual
30,0.352943021484667,actual
31,0.562158990700667,actual
32,0.262255090588333,actual
33,0.472056176847667,actual
34,0.362354998396667,actual
35,0.4807719055635,actual
36,0.388256072631,actual
37,0.582178030303,actual
38,0.639324094115667,actual
39,0.495058822350333,actual
40,0.500792949334667,actual
41,0.458562109187167,actual
42,0.459737053070333,actual
43,0.623423821548833,actual
44,0.588652898027833,actual
45,0.526691217733,actual
46,0.398093334135,actual
47,0.509137105178833,actual
48,0.548735569985667,actual
49,0.499051126342833,actual
50,0.271490800865833,actual
51,0.495388007054667,actual
52,0.530707872374667,actual
53,0.539088203463167,actual
54,0.50490339907,actual
55,0.5469964526215,actual
56,0.56333273208275,actual
57,0.685106721981667,actual
58,0.577103475228333,actual
59,0.579346540804833,actual
60,0.613657307199033,actual
61,0.524580026455,actual
62,0.62782657928475,actual
63,0.526381673881667,actual
64,0.560576198493,actual
65,0.599687249479,actual
66,0.59361942841115,actual
67,0.630706530417036,actual
68,0.716586600128217,actual
69,0.605119548661333,actual
70,0.398474326599333,actual
71,0.381720378387067,actual
72,0.469432118807,actual
73,0.4387506012505,actual
74,0.710119949495,actual
75,0.623909682138917,actual
76,0.384073973865567,actual
77,0.538708613916917,actual
78,0.371237774571033,actual
79,0.743527988402799,georegion
80,0.609575216450167,actual
81,0.702634780343,actual
82,0.45693001443,actual
83,0.486923300464833,actual
84,0.52349062202337,actual
85,0.56342552394176,actual
86,0.613130411255333,actual
87,0.5083941598525,actual
88,0.622998737373667,actual
89,0.6077456108705,actual
90,0.386017215808833,actual
91,0.362157287157333,actual
92,0.482210097001667,actual
93,0.338957732082667,actual
94,0.668322575650317,actual
95,0.414728936187167,actual
96,0.3473695286195,actual
97,0.37451849847675,actual
98,0.4337626262625,actual
99,0.4164747675165,actual
100,0.567187249479,actual
101,0.359265121452583,actual
102,0.3375285594035,actual
103,0.467678295282289,actual
104,0.5618848204265,actual
105,0.367638287638167,actual
106,0.632898729357167,actual
107,0.568838283629983,actual
108,0.656196029560199,georegion
109,0.575430878993645,actual
110,0.809325697450667,actual
111,0.776183883574283,actual
112,0.700876022126,actual
113,0.636166325958167,actual
114,0.814394256522431,actual
115,0.629156459268631,actual
116,0.612622254289042,actual
117,0.624969937470167,actual
118,0.402657026615333,actual
119,0.447960457752167,actual
120,0.489605479397167,actual
121,0.453047639089333,actual
122,0.453573532948417,actual
123,0.5766328964245,actual
124,0.559827942119667,actual
125,0.522705727914167,actual
126,0.62039472510366,actual
127,0.550499939875,actual
128,0.500263748597,actual
129,0.5563344757095,actual
130,0.568126052188583,actual
131,0.574502115201836,actual
132,0.511226250601333,actual
133,0.491138401207944,actual
134,0.442818829832833,actual
135,0.4555700857785,actual
136,0.55578174112161,georegion
137,0.7022163099247,actual
138,0.361312329645667,actual
139,0.524341029341167,actual
140,0.494392336059167,actual
141,0.4953997314415,actual
142,0.578492865159667,actual
143,0.513039021164,actual
144,0.519548160173167,actual
145,0.417668249959833,actual
146,0.397540985249333,actual
147,0.418948312489833,actual
148,0.348105058521667,actual
149,0.569878246753167,actual
150,0.473085517877233,actual
151,0.470524591149667,actual
152,0.613345258137,actual
153,0.437867664742583,actual
154,0.573339646464667,actual
155,0.319735349527,actual
156,0.521953763828667,actual
157,0.550080868205833,actual
158,0.411615994938373,georegion
159,0.6974201338785,actual
160,0.377435966811,actual
161,0.630423848271039,actual
163,0.5727079324995,actual
164,0.425807379349,actual
165,0.317230238896833,actual
166,0.5832177930095,actual
167,0.568374919833333,actual
168,0.351664762706333,actual
169,0.590681978731453,actual
170,0.696581589706583,actual
171,0.411615994938373,georegion
172,0.495584352228319,georegion
