rgn_id,resilience.score
1,0
2,0.003456022118541559
3,1
4,1
5,1
6,0.002201673271686482
7,0.09033453928268347
8,0.1619900833896777
9,0.06303592120509849
10,0
11,0.3770515993587809
12,1
13,0.39325614462725983
14,0.13053091451557047
15,0.27817384691715236
16,1
17,0.06534886099272862
18,0.7403815066278695
19,0.0807787903893952
20,0.6647408216772315
21,0.0014432692109441043
24,0.12092938163190632
25,0.46962478700838056
26,0.08064246724526135
28,0
29,1
30,1
31,0.12106204429770256
32,0.10805300713557595
33,0
34,0
35,1
36,0
37,0.040851429800043
38,1
39,0.045641190029155405
40,0.035080333964779345
41,0.6717708173336328
42,0.24638874668922076
43,0.5911730545876888
44,0
45,0
46,0
47,0
48,0.13205282112845138
49,0
50,0.022942723199612505
51,0.2241247302846802
52,0
53,0.27988892136802107
54,0.9511284847899876
55,0.5276798673025089
56,0.0026458176237911923
57,1
58,1
59,1
60,1
61,0.3425249430434441
62,0.15364178655571709
63,0.5768417491330458
64,1
65,0.04683318465655665
66,0.9553945863515059
67,0
68,0.7490636704119851
69,1
70,1
71,1
72,1
73,0.7555540107788282
74,0.17513049417044735
75,0.40494229463679565
76,0.030121977458168518
77,0
78,0
79,0.023814121130205316
80,0.31651949204323004
81,0.10626025999378855
82,0.3582999809414904
84,0.00489158874252042
85,0.02037178507766743
86,0
88,0
89,1
90,1
91,1
92,1
93,1
94,1
95,0.012915501121443513
96,0
97,0.12818623839693533
98,0
99,0
100,1
101,1
102,0.7748779719729176
103,0.07445860206596404
104,0.5360663263928273
105,0
106,0
107,0
108,0.393239625167336
110,0.2614473970740592
111,0.13203290870488324
112,1
113,0.22642480380805352
114,0.05936801147246709
115,1
116,0.6627042695493771
117,0.01257183908045977
118,0
119,0
120,0.48416352727780104
121,0
122,0.14918726341572033
123,0.015211439002129604
124,0.053256861941827126
125,0.02497398543184183
126,0.007679938560491517
127,0.15223097112860892
129,0.42083808693645774
130,0.37561737900512154
131,1
132,0.5704517349239834
133,1
134,0.925974365681402
135,0.9677255125320979
136,0.7692013170993185
137,1
138,0.4988699383693261
139,0.6358526645162537
140,1
141,0.0346378390457834
143,0.44782848470942477
144,1
145,1
146,0
147,0
148,0
149,1
150,1
151,0.786907645487858
152,0
153,0.0014045225626517386
154,0.02323503127792672
155,0.011209003071266842
156,0
157,1
158,1
159,1
161,0
162,0.2576038640579609
163,0.46177859189849757
164,1
166,0.8543984905984006
167,0.019488557056701168
168,1
169,1
171,1
172,1
173,1
174,0.8311934198368564
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,1
185,0.07936507936507936
186,0
187,0.9541507487885126
188,1
189,1
190,0
191,0.24881083058909623
192,0
193,1
194,0.5830326718781319
195,0.007854357765996241
196,0.024089498611791608
197,0.4861228396104261
198,0.5312790942126919
199,0.2781516375056079
200,0.007807003997872377
202,1
203,0.16930146386650904
204,0.3918583833567893
205,0.010549600136123874
206,0.032673457620603495
207,0.8959900294190108
208,0
209,0.10319149799432514
210,1
212,0
213,0.0015615364459959824
214,0.7566426035303818
215,0
216,0.6386551885594827
218,0.16328107443827283
219,0.026056206960729574
220,0.7561235356762513
221,1
222,0.7468898542154699
223,0.9513120099278174
224,0.6759205440538367
227,0.5428004535147393
228,0.06439830834294502
231,0.4762821747223827
232,0.06535947712418301
237,0.06420545746388442
244,0.03512293025589564
245,0.11166095673137927
247,0.012413108242303874
248,0.17225325884543763
249,0.3510848126232742
250,0
272,0
