fao_id,Trend
18,0.4125
21,0.002857143
27,-0.03
31,0.011428571
34,-0.001428571
41,-0.072857143
47,-0.022857143
51,-0.071428571
57,0
61,-6.07E-18
67,0.028571429
71,0.231428571
77,-0.02
81,-0.008571429
87,-0.025714286
