"rgn_id","usd","year","whencev01","whence_choice"
1,12047440779.3431,1960,"SG","r2"
1,12679919529.5115,1961,"SG","r2"
1,13000669961.6337,1962,"SG","r2"
1,14090551629.5864,1963,"SG","r2"
1,15538740895.3105,1964,"SG","r2"
1,15816368314.4488,1965,"SG","r2"
1,16584571285.6639,1966,"SG","r2"
1,18200778483.4321,1967,"SG","r2"
1,18944873790.7216,1968,"SG","r2"
1,21221594022.4643,1969,"SG","r2"
1,41330496136.1855,1970,"SG","r2"
1,26545757059.9756,1971,"SG","r2"
1,30780124875.7889,1972,"SG","r2"
1,38278665268.4147,1973,"SG","r2"
1,51410081337.433,1974,"SG","r2"
1,55028453753.6613,1975,"SG","r2"
1,59270589212.5129,1976,"SG","r2"
1,62819936135.5147,1977,"SG","r2"
1,68420259172.9425,1978,"SG","r2"
1,77704645532.9676,1979,"SG","r2"
1,86498660338.3426,1980,"SG","r2"
1,100533140399.111,1981,"SG","r2"
1,108965871281.314,1982,"SG","r2"
1,100646592223.355,1983,"SG","r2"
1,107514358659.235,1984,"SG","r2"
1,102484345933.763,1985,"SG","r2"
1,106404747780.467,1986,"SG","r2"
1,114861903720.35,1987,"SG","r2"
1,140847272096.506,1988,"SG","r2"
1,172200451840.706,1989,"SG","r2"
1,178218506057.642,1990,"SG","r2"
1,183942914014.879,1991,"SG","r2"
1,183299769738.764,1992,"SG","r2"
1,179123812157.545,1993,"SG","r2"
1,188798071341.924,1994,"SG","r2"
1,215782153955.807,1995,"SG","r2"
1,235512421501.405,1996,"SG","r2"
1,250635985686.27,1997,"SG","r2"
1,227565043818.253,1998,"SG","r2"
1,223504499188.308,1999,"SG","r2"
1,233594787653.561,2000,"SG","r2"
1,215957991063.139,2001,"SG","r2"
1,230220936391.227,2002,"SG","r2"
1,277040816916.943,2003,"SG","r2"
1,358072496057.337,2004,"SG","r2"
1,403748513880.276,2005,"SG","r2"
1,428883870892.279,2006,"SG","r2"
1,494573406033.003,2007,"SG","r2"
1,593089209554.783,2008,"SG","r2"
1,522642019322.207,2009,"SG","r2"
1,642520178212.089,2010,"SG","r2"
1,774761896423.301,2011,"SG","r2"
1,849877469733.929,2012,"SG","r2"
2,12047440779.3431,1960,"SG","r2"
2,12679919529.5115,1961,"SG","r2"
2,13000669961.6337,1962,"SG","r2"
2,14090551629.5864,1963,"SG","r2"
2,15538740895.3105,1964,"SG","r2"
2,15816368314.4488,1965,"SG","r2"
2,16584571285.6639,1966,"SG","r2"
2,18200778483.4321,1967,"SG","r2"
2,18944873790.7216,1968,"SG","r2"
2,21221594022.4643,1969,"SG","r2"
2,41330496136.1855,1970,"SG","r2"
2,26545757059.9756,1971,"SG","r2"
2,30780124875.7889,1972,"SG","r2"
2,38278665268.4147,1973,"SG","r2"
2,51410081337.433,1974,"SG","r2"
2,55028453753.6613,1975,"SG","r2"
2,59270589212.5129,1976,"SG","r2"
2,62819936135.5147,1977,"SG","r2"
2,68420259172.9425,1978,"SG","r2"
2,77704645532.9676,1979,"SG","r2"
2,86498660338.3426,1980,"SG","r2"
2,100533140399.111,1981,"SG","r2"
2,108965871281.314,1982,"SG","r2"
2,100646592223.355,1983,"SG","r2"
2,107514358659.235,1984,"SG","r2"
2,102484345933.763,1985,"SG","r2"
2,106404747780.467,1986,"SG","r2"
2,114861903720.35,1987,"SG","r2"
2,140847272096.506,1988,"SG","r2"
2,172200451840.706,1989,"SG","r2"
2,178218506057.642,1990,"SG","r2"
2,183942914014.879,1991,"SG","r2"
2,183299769738.764,1992,"SG","r2"
2,179123812157.545,1993,"SG","r2"
2,188798071341.924,1994,"SG","r2"
2,215782153955.807,1995,"SG","r2"
2,235512421501.405,1996,"SG","r2"
2,250635985686.27,1997,"SG","r2"
2,227565043818.253,1998,"SG","r2"
2,223504499188.308,1999,"SG","r2"
2,233594787653.561,2000,"SG","r2"
2,215957991063.139,2001,"SG","r2"
2,230220936391.227,2002,"SG","r2"
2,277040816916.943,2003,"SG","r2"
2,358072496057.337,2004,"SG","r2"
2,403748513880.276,2005,"SG","r2"
2,428883870892.279,2006,"SG","r2"
2,494573406033.003,2007,"SG","r2"
2,593089209554.783,2008,"SG","r2"
2,522642019322.207,2009,"SG","r2"
2,642520178212.089,2010,"SG","r2"
2,774761896423.301,2011,"SG","r2"
2,849877469733.929,2012,"SG","r2"
3,12047440779.3431,1960,"SG","r2"
3,12679919529.5115,1961,"SG","r2"
3,13000669961.6337,1962,"SG","r2"
3,14090551629.5864,1963,"SG","r2"
3,15538740895.3105,1964,"SG","r2"
3,15816368314.4488,1965,"SG","r2"
3,16584571285.6639,1966,"SG","r2"
3,18200778483.4321,1967,"SG","r2"
3,18944873790.7216,1968,"SG","r2"
3,21221594022.4643,1969,"SG","r2"
3,41330496136.1855,1970,"SG","r2"
3,26545757059.9756,1971,"SG","r2"
3,30780124875.7889,1972,"SG","r2"
3,38278665268.4147,1973,"SG","r2"
3,51410081337.433,1974,"SG","r2"
3,55028453753.6613,1975,"SG","r2"
3,59270589212.5129,1976,"SG","r2"
3,62819936135.5147,1977,"SG","r2"
3,68420259172.9425,1978,"SG","r2"
3,77704645532.9676,1979,"SG","r2"
3,86498660338.3426,1980,"SG","r2"
3,100533140399.111,1981,"SG","r2"
3,108965871281.314,1982,"SG","r2"
3,100646592223.355,1983,"SG","r2"
3,107514358659.235,1984,"SG","r2"
3,102484345933.763,1985,"SG","r2"
3,106404747780.467,1986,"SG","r2"
3,114861903720.35,1987,"SG","r2"
3,140847272096.506,1988,"SG","r2"
3,172200451840.706,1989,"SG","r2"
3,178218506057.642,1990,"SG","r2"
3,183942914014.879,1991,"SG","r2"
3,183299769738.764,1992,"SG","r2"
3,179123812157.545,1993,"SG","r2"
3,188798071341.924,1994,"SG","r2"
3,215782153955.807,1995,"SG","r2"
3,235512421501.405,1996,"SG","r2"
3,250635985686.27,1997,"SG","r2"
3,227565043818.253,1998,"SG","r2"
3,223504499188.308,1999,"SG","r2"
3,233594787653.561,2000,"SG","r2"
3,215957991063.139,2001,"SG","r2"
3,230220936391.227,2002,"SG","r2"
3,277040816916.943,2003,"SG","r2"
3,358072496057.337,2004,"SG","r2"
3,403748513880.276,2005,"SG","r2"
3,428883870892.279,2006,"SG","r2"
3,494573406033.003,2007,"SG","r2"
3,593089209554.783,2008,"SG","r2"
3,522642019322.207,2009,"SG","r2"
3,642520178212.089,2010,"SG","r2"
3,774761896423.301,2011,"SG","r2"
3,849877469733.929,2012,"SG","r2"
4,12047440779.3431,1960,"SG","r2"
4,12679919529.5115,1961,"SG","r2"
4,13000669961.6337,1962,"SG","r2"
4,14090551629.5864,1963,"SG","r2"
4,15538740895.3105,1964,"SG","r2"
4,15816368314.4488,1965,"SG","r2"
4,16584571285.6639,1966,"SG","r2"
4,18200778483.4321,1967,"SG","r2"
4,18944873790.7216,1968,"SG","r2"
4,21221594022.4643,1969,"SG","r2"
4,41330496136.1855,1970,"SG","r2"
4,26545757059.9756,1971,"SG","r2"
4,30780124875.7889,1972,"SG","r2"
4,38278665268.4147,1973,"SG","r2"
4,51410081337.433,1974,"SG","r2"
4,55028453753.6613,1975,"SG","r2"
4,59270589212.5129,1976,"SG","r2"
4,62819936135.5147,1977,"SG","r2"
4,68420259172.9425,1978,"SG","r2"
4,77704645532.9676,1979,"SG","r2"
4,86498660338.3426,1980,"SG","r2"
4,100533140399.111,1981,"SG","r2"
4,108965871281.314,1982,"SG","r2"
4,100646592223.355,1983,"SG","r2"
4,107514358659.235,1984,"SG","r2"
4,102484345933.763,1985,"SG","r2"
4,106404747780.467,1986,"SG","r2"
4,114861903720.35,1987,"SG","r2"
4,140847272096.506,1988,"SG","r2"
4,172200451840.706,1989,"SG","r2"
4,178218506057.642,1990,"SG","r2"
4,183942914014.879,1991,"SG","r2"
4,183299769738.764,1992,"SG","r2"
4,179123812157.545,1993,"SG","r2"
4,188798071341.924,1994,"SG","r2"
4,215782153955.807,1995,"SG","r2"
4,235512421501.405,1996,"SG","r2"
4,250635985686.27,1997,"SG","r2"
4,227565043818.253,1998,"SG","r2"
4,223504499188.308,1999,"SG","r2"
4,233594787653.561,2000,"SG","r2"
4,215957991063.139,2001,"SG","r2"
4,230220936391.227,2002,"SG","r2"
4,277040816916.943,2003,"SG","r2"
4,358072496057.337,2004,"SG","r2"
4,403748513880.276,2005,"SG","r2"
4,428883870892.279,2006,"SG","r2"
4,494573406033.003,2007,"SG","r2"
4,593089209554.783,2008,"SG","r2"
4,522642019322.207,2009,"SG","r2"
4,642520178212.089,2010,"SG","r2"
4,774761896423.301,2011,"SG","r2"
4,849877469733.929,2012,"SG","r2"
5,159594493.548808,1965,"OD","OD"
5,164206537.561675,1966,"OD","OD"
5,180036768.87301,1967,"OD","OD"
5,215507164.034258,1968,"OD","OD"
5,263108834.536684,1969,"OD","OD"
5,358815681.903216,1970,"OD","OD"
5,413634335.270098,1971,"OD","OD"
5,505892512.861927,1972,"OD","OD"
5,542294864.812429,1973,"OD","OD"
5,637400199.110489,1974,"OD","OD"
5,816647865.83143,1975,"OD","OD"
5,798310509.647433,1976,"OD","OD"
5,837616756.533736,1977,"OD","OD"
5,846007597.720396,1978,"OD","OD"
5,1047225130.24333,1979,"OD","OD"
5,1182457142.60648,1980,"OD","OD"
5,972563810.230325,1981,"OD","OD"
5,904619629.797272,1982,"OD","OD"
5,823832940.450511,1983,"OD","OD"
5,796018978.471302,1984,"OD","OD"
5,854823821.723175,1985,"OD","OD"
5,1201262517.87644,1986,"OD","OD"
5,1488113532.28584,1987,"OD","OD"
5,2072735787.31779,1988,"OD","OD"
5,2185072798.33184,1989,"OD","OD"
5,2529310103.83608,1990,"OD","OD"
5,2653781596.46008,1991,"OD","OD"
5,2923764926.39718,1992,"OD","OD"
5,3070161471.04451,1993,"OD","OD"
5,3038727617.03902,1994,"OD","OD"
5,3628440274.67001,1995,"OD","OD"
5,3606968433.92682,1996,"OD","OD"
5,3291489840.57143,1997,"OD","OD"
5,3158806480.26107,1998,"OD","OD"
5,3056999988.09146,1999,"OD","OD"
5,2682347064.36419,2000,"OD","OD"
5,1407561245.64941,2007,"OD","OD"
5,821983806.03595,2008,"OD","OD"
5,-689529249.180664,2009,"OD","OD"
6,119258829.375694,1979,"OD","OD"
6,113423182.170216,1980,"OD","OD"
6,98746408.9858714,1981,"OD","OD"
6,98144643.7513427,1982,"OD","OD"
6,110123776.769005,1983,"OD","OD"
6,135553759.396906,1984,"OD","OD"
6,123698508.817134,1985,"OD","OD"
6,118691400.756626,1986,"OD","OD"
6,130834146.216785,1987,"OD","OD"
6,148545377.858713,1988,"OD","OD"
6,144482170.476684,1989,"OD","OD"
6,158397406.344715,1990,"OD","OD"
6,188869985.157248,1991,"OD","OD"
6,196142587.970973,1992,"OD","OD"
6,188080372.417814,1993,"OD","OD"
6,219260343.349957,1994,"OD","OD"
6,233902114.74096,1995,"OD","OD"
6,245177629.284461,1996,"OD","OD"
6,255890215.734673,1997,"OD","OD"
6,262301249.00278,1998,"OD","OD"
6,267999225.256634,1999,"OD","OD"
6,272014693.050806,2000,"OD","OD"
6,257926881.72043,2001,"OD","OD"
6,262603781.799059,2002,"OD","OD"
6,314463144.04219,2003,"OD","OD"
6,364996869.129618,2004,"OD","OD"
6,394962552.336108,2005,"OD","OD"
6,437072933.899158,2006,"OD","OD"
6,526425740.447881,2007,"OD","OD"
6,607983815.257081,2008,"OD","OD"
6,610075806.66568,2009,"OD","OD"
6,700804045.16412,2010,"OD","OD"
6,786294694.25164,2011,"OD","OD"
6,787073459.020375,2012,"OD","OD"
7,25203524.0325638,1967,"OD","OD"
7,28084252.7582748,1968,"OD","OD"
7,28606411.398041,1969,"OD","OD"
7,50056882.8213879,1971,"OD","OD"
7,40606712.050639,1972,"OD","OD"
7,55272108.8435374,1973,"OD","OD"
7,84539332.282562,1974,"OD","OD"
7,74617096.4785967,1975,"OD","OD"
7,83099107.9066357,1976,"OD","OD"
7,93147039.2548237,1977,"OD","OD"
7,111022089.96223,1978,"OD","OD"
7,151270207.852194,1979,"OD","OD"
7,168715353.097132,1980,"OD","OD"
7,187313261.319237,1981,"OD","OD"
7,188446092.06055,1982,"OD","OD"
7,180219397.527425,1983,"OD","OD"
7,252806783.386983,1984,"OD","OD"
7,232306861.156132,1985,"OD","OD"
7,210737869.652598,1986,"OD","OD"
7,238606299.605651,1987,"OD","OD"
7,310684273.709484,1988,"OD","OD"
7,332286760.858189,1989,"OD","OD"
7,302515026.890225,1990,"OD","OD"
7,320355090.61441,1991,"OD","OD"
7,378778047.197842,1992,"OD","OD"
7,410923236.189102,1993,"OD","OD"
7,464756638.512487,1994,"OD","OD"
7,519334096.714525,1995,"OD","OD"
