"rgn_id","rgn_nam","sector","jobs","year"
5,"New Caledonia","aq",0,2005
5,"New Caledonia","aq",0,2006
5,"New Caledonia","aq",0,2007
5,"New Caledonia","aq",0,2008
5,"New Caledonia","aq",0,2009
5,"New Caledonia","aq",259.7,2010
5,"New Caledonia","aq",368.3,2011
5,"New Caledonia","aq",0,2012
5,"New Caledonia","cf",399.4,2005
5,"New Caledonia","cf",272,2006
5,"New Caledonia","cf",713,2007
5,"New Caledonia","cf",776,2008
5,"New Caledonia","cf",815,2009
5,"New Caledonia","cf",733,2010
5,"New Caledonia","cf",707,2011
5,"New Caledonia","cf",0,2012
6,"Vanuatu","cf",170,2005
6,"Vanuatu","cf",0,2006
6,"Vanuatu","cf",0,2007
6,"Vanuatu","cf",0,2008
6,"Vanuatu","cf",0,2009
6,"Vanuatu","cf",0,2010
6,"Vanuatu","cf",0,2011
6,"Vanuatu","cf",0,2012
8,"Palau","aq",0,2005
8,"Palau","aq",0,2006
8,"Palau","aq",0,2007
8,"Palau","aq",0,2008
8,"Palau","aq",10.8,2009
8,"Palau","aq",11,2010
8,"Palau","aq",11,2011
8,"Palau","aq",0,2012
8,"Palau","cf",307,2005
8,"Palau","cf",347.2,2006
8,"Palau","cf",347.2,2007
8,"Palau","cf",347.2,2008
8,"Palau","cf",347.2,2009
8,"Palau","cf",270.2,2010
8,"Palau","cf",270.2,2011
8,"Palau","cf",0,2012
10,"Nauru","aq",0,2005
10,"Nauru","aq",0,2006
10,"Nauru","aq",0,2007
10,"Nauru","aq",0,2008
10,"Nauru","aq",0,2009
10,"Nauru","aq",18,2010
10,"Nauru","aq",0,2011
10,"Nauru","aq",0,2012
10,"Nauru","cf",0,2005
10,"Nauru","cf",0,2006
10,"Nauru","cf",0,2007
10,"Nauru","cf",0,2008
10,"Nauru","cf",0,2009
10,"Nauru","cf",2798,2010
10,"Nauru","cf",0,2011
10,"Nauru","cf",0,2012
16,"Australia","aq",3511.6,2005
16,"Australia","aq",3577.8,2006
16,"Australia","aq",3153.6,2007
16,"Australia","aq",3968.8,2008
16,"Australia","aq",4392,2009
16,"Australia","aq",3424,2010
16,"Australia","aq",4042,2011
16,"Australia","aq",3474.4,2012
16,"Australia","cf",8032.6,2005
16,"Australia","cf",7103.4,2006
16,"Australia","cf",5754.8,2007
16,"Australia","cf",8483.6,2008
16,"Australia","cf",3757,2009
16,"Australia","cf",6800,2010
16,"Australia","cf",6437.8,2011
16,"Australia","cf",6191.2,2012
19,"Tuvalu","cf",97.8,2005
19,"Tuvalu","cf",292.95,2006
19,"Tuvalu","cf",0,2007
19,"Tuvalu","cf",0,2008
19,"Tuvalu","cf",0,2009
19,"Tuvalu","cf",0,2010
19,"Tuvalu","cf",0,2011
19,"Tuvalu","cf",0,2012
20,"Korea, Republic of","aq",20815.5,2005
20,"Korea, Republic of","aq",22762,2006
20,"Korea, Republic of","aq",22475.5,2007
20,"Korea, Republic of","aq",21429,2008
20,"Korea, Republic of","aq",21714,2009
20,"Korea, Republic of","aq",17209.5,2010
20,"Korea, Republic of","aq",16019,2011
20,"Korea, Republic of","aq",21234,2012
20,"Korea, Republic of","cf",47512,2005
20,"Korea, Republic of","cf",44003,2006
20,"Korea, Republic of","cf",41479,2007
20,"Korea, Republic of","cf",78422,2008
20,"Korea, Republic of","cf",73067.5,2009
20,"Korea, Republic of","cf",38623,2010
20,"Korea, Republic of","cf",36959,2011
20,"Korea, Republic of","cf",65196.5,2012
24,"Cambodia","aq",28650,2005
24,"Cambodia","aq",22094,2006
24,"Cambodia","aq",27149,2007
24,"Cambodia","aq",45693,2008
24,"Cambodia","aq",60870,2009
24,"Cambodia","aq",40123.5,2010
24,"Cambodia","aq",97842,2011
24,"Cambodia","aq",0,2012
25,"Thailand","cf",226150,2005
25,"Thailand","cf",227350,2006
25,"Thailand","cf",221800,2007
25,"Thailand","cf",207950,2008
25,"Thailand","cf",0,2009
25,"Thailand","cf",0,2010
25,"Thailand","cf",0,2011
25,"Thailand","cf",0,2012
28,"Comoros","cf",6650,2005
28,"Comoros","cf",0,2006
28,"Comoros","cf",0,2007
28,"Comoros","cf",8638.6,2008
28,"Comoros","cf",8638.6,2009
28,"Comoros","cf",8638.6,2010
28,"Comoros","cf",8638.6,2011
28,"Comoros","cf",8638.6,2012
29,"Mayotte","aq",25,2005
29,"Mayotte","aq",0,2006
29,"Mayotte","aq",0,2007
29,"Mayotte","aq",0,2008
29,"Mayotte","aq",0,2009
29,"Mayotte","aq",0,2010
29,"Mayotte","aq",0,2011
29,"Mayotte","aq",0,2012
29,"Mayotte","cf",2408.5,2005
29,"Mayotte","cf",0,2006
29,"Mayotte","cf",0,2007
29,"Mayotte","cf",0,2008
29,"Mayotte","cf",0,2009
29,"Mayotte","cf",0,2010
29,"Mayotte","cf",0,2011
29,"Mayotte","cf",0,2012
31,"Seychelles","aq",218,2005
31,"Seychelles","aq",218,2006
31,"Seychelles","aq",202,2007
31,"Seychelles","aq",0,2008
31,"Seychelles","aq",0,2009
31,"Seychelles","aq",0,2010
31,"Seychelles","aq",0,2011
31,"Seychelles","aq",0,2012
31,"Seychelles","cf",1930,2005
31,"Seychelles","cf",1930,2006
31,"Seychelles","cf",1980,2007
31,"Seychelles","cf",0,2008
31,"Seychelles","cf",0,2009
31,"Seychelles","cf",0,2010
31,"Seychelles","cf",0,2011
31,"Seychelles","cf",0,2012
37,"Mauritius","aq",65,2005
37,"Mauritius","aq",57,2006
37,"Mauritius","aq",80,2007
37,"Mauritius","aq",100,2008
37,"Mauritius","aq",92,2009
37,"Mauritius","aq",92,2010
37,"Mauritius","aq",142.15,2011
37,"Mauritius","aq",142.15,2012
37,"Mauritius","cf",6953,2005
37,"Mauritius","cf",6857.5,2006
37,"Mauritius","cf",7275.5,2007
37,"Mauritius","cf",6750.5,2008
37,"Mauritius","cf",6904,2009
