"rgn_id","rgn_nam","score","year"
5,"New Caledonia",,"1996"
5,"New Caledonia",,"1998"
5,"New Caledonia",,"2000"
5,"New Caledonia",,"2002"
5,"New Caledonia",,"2003"
5,"New Caledonia",,"2004"
5,"New Caledonia",-0.172223840834804,"2005"
5,"New Caledonia",-0.186827266252831,"2006"
5,"New Caledonia",-0.201497492772882,"2007"
5,"New Caledonia",-0.166525122864182,"2008"
5,"New Caledonia",,"2009"
5,"New Caledonia",-0.193969375525369,"2010"
5,"New Caledonia",-0.177772826569098,"2011"
5,"New Caledonia",,"2012"
6,"Vanuatu",0.474407442955349,"1996"
6,"Vanuatu",0.0201893433233698,"1998"
6,"Vanuatu",0.0661782023864853,"2000"
6,"Vanuatu",-0.1174097010139,"2002"
6,"Vanuatu",-0.238649616913195,"2003"
6,"Vanuatu",-0.0913345372197717,"2004"
6,"Vanuatu",0.395153485873428,"2005"
6,"Vanuatu",0.352463329758521,"2006"
6,"Vanuatu",0.269162311695682,"2007"
6,"Vanuatu",0.254554262620003,"2008"
6,"Vanuatu",0.261731189800188,"2009"
6,"Vanuatu",0.242570662338635,"2010"
6,"Vanuatu",0.226403376065316,"2011"
6,"Vanuatu",0.231666531778461,"2012"
7,"Solomon Islands",0.922541848737743,"1996"
7,"Solomon Islands",-0.0687326062588688,"1998"
7,"Solomon Islands",-0.744939011494222,"2000"
7,"Solomon Islands",-1.08089493682702,"2002"
7,"Solomon Islands",-1.13486496067707,"2003"
7,"Solomon Islands",-0.713397053756595,"2004"
7,"Solomon Islands",-0.428108720965675,"2005"
7,"Solomon Islands",-0.49461702766531,"2006"
7,"Solomon Islands",-0.566968939437655,"2007"
7,"Solomon Islands",-0.525426898929833,"2008"
7,"Solomon Islands",-0.502492372090822,"2009"
7,"Solomon Islands",-0.467260268443975,"2010"
7,"Solomon Islands",-0.424420895620906,"2011"
7,"Solomon Islands",-0.451301323716849,"2012"
8,"Palau",0.933356184376686,"1996"
8,"Palau",0.999058850705398,"1998"
8,"Palau",0.979051164507498,"2000"
8,"Palau",0.956686593486809,"2002"
8,"Palau",1.07707195174785,"2003"
8,"Palau",1.04442322300373,"2004"
8,"Palau",1.0094178597866,"2005"
8,"Palau",1.08830213342239,"2006"
8,"Palau",1.07797637741084,"2007"
8,"Palau",0.225792680631227,"2008"
8,"Palau",0.287509169882142,"2009"
8,"Palau",0.216340165230643,"2010"
8,"Palau",0.209366041882895,"2011"
8,"Palau",0.218489905511891,"2012"
9,"Micronesia, Fed. Sts.",0.940978769477163,"1996"
9,"Micronesia, Fed. Sts.",-0.0283921529643816,"1998"
9,"Micronesia, Fed. Sts.",-0.174235966477774,"2000"
9,"Micronesia, Fed. Sts.",-0.160436750314988,"2002"
9,"Micronesia, Fed. Sts.",-0.0144053120965007,"2003"
9,"Micronesia, Fed. Sts.",0.27105253703755,"2004"
9,"Micronesia, Fed. Sts.",0.45211704214663,"2005"
9,"Micronesia, Fed. Sts.",0.427237127588282,"2006"
9,"Micronesia, Fed. Sts.",0.245633211164677,"2007"
9,"Micronesia, Fed. Sts.",0.178133463269892,"2008"
9,"Micronesia, Fed. Sts.",0.134282001318925,"2009"
9,"Micronesia, Fed. Sts.",0.0628511952654765,"2010"
9,"Micronesia, Fed. Sts.",0.0260359485291518,"2011"
9,"Micronesia, Fed. Sts.",0.0772406330331463,"2012"
10,"Nauru",0.878727652106324,"1996"
10,"Nauru",0.943663318817778,"1998"
10,"Nauru",0.891537140569254,"2000"
10,"Nauru",0.881474931751119,"2002"
10,"Nauru",1.03834085912034,"2003"
10,"Nauru",1.00348678974425,"2004"
10,"Nauru",0.966044455945604,"2005"
10,"Nauru",1.04679314642143,"2006"
10,"Nauru",0.179585964578114,"2007"
10,"Nauru",0.129955800529534,"2008"
10,"Nauru",0.205587302130102,"2009"
10,"Nauru",0.242955892437007,"2010"
10,"Nauru",0.172775293027084,"2011"
10,"Nauru",0.188870758132516,"2012"
11,"Marshall Islands",0.496184305835575,"1996"
11,"Marshall Islands",-0.173695375716049,"1998"
11,"Marshall Islands",-0.164647708852087,"2000"
11,"Marshall Islands",-0.237421815313761,"2002"
11,"Marshall Islands",-0.00351553589524252,"2003"
11,"Marshall Islands",-0.0312327860770072,"2004"
11,"Marshall Islands",-0.00370112954085951,"2005"
11,"Marshall Islands",-0.058903099352759,"2006"
11,"Marshall Islands",-0.0724548576506557,"2007"
11,"Marshall Islands",-0.0218407419993548,"2008"
11,"Marshall Islands",-0.066880630070613,"2009"
11,"Marshall Islands",-0.0808115843518178,"2010"
11,"Marshall Islands",-0.0530334104764404,"2011"
11,"Marshall Islands",-0.0794720935089759,"2012"
13,"Guam",,"1996"
13,"Guam",,"1998"
13,"Guam",,"2000"
13,"Guam",,"2002"
13,"Guam",,"2003"
13,"Guam",0.591916005723133,"2004"
13,"Guam",0.693332563487601,"2005"
13,"Guam",0.677699358972103,"2006"
13,"Guam",0.709086821302041,"2007"
13,"Guam",0.720534886807828,"2008"
13,"Guam",0.676122770674493,"2009"
13,"Guam",0.641031187182752,"2010"
13,"Guam",0.701287029975806,"2011"
13,"Guam",0.693778357927622,"2012"
14,"Taiwan, China",0.795057178718516,"1996"
14,"Taiwan, China",0.836735241467109,"1998"
14,"Taiwan, China",0.784211152564244,"2000"
14,"Taiwan, China",0.818790790566555,"2002"
14,"Taiwan, China",0.888168068209424,"2003"
14,"Taiwan, China",0.955161102212786,"2004"
14,"Taiwan, China",0.897212898071014,"2005"
14,"Taiwan, China",0.767072188223344,"2006"
14,"Taiwan, China",0.759416589441993,"2007"
