"SBID","CountryCode","SplitYear","SeasonYear","SeasonMonthNr","CalendarMonthNr","ASD","TargetSpeciesCode","GearCode","FishingCode","ShipSize","FishingHours","FishingDays","ShipCount","HookCount","PotCount","HaulCount","FishingOnGrounds","FishingFromPort","FishingTrips","ShipTonnage","ShipHP","ShipLength","Comment","PreparedDate"
3400,"AUS",2004,2003,8,7,"5852","TOT","OTB","C",9,84.45,12.49,2,,,107,12.49,14.28,,2178.50,2908.50,87,"",10-4-2015 00:00:00
3401,"AUS",2004,2003,9,8,"5852","TOT","OTB","C",9,64.35,9.01,2,,,50,9.56,18.31,,2178.50,2908.50,87,"",10-4-2015 00:00:00
3402,"AUS",2004,2003,10,9,"5852","TOT","OTB","C",9,171.10,23.98,2,,,160,25.43,48.68,1,2178.50,2908.50,87,"",10-4-2015 00:00:00
3403,"AUS",2004,2003,12,11,"5852","TOT","OTB","C",10,109.13,24.00,2,,,126,17.68,72.35,1,2178.50,2908.50,87,"",10-4-2015 00:00:00
3404,"AUS",2003,2003,5,4,"5852","ANI","OTM","C",10,1.73,2.00,1,,,2,0.21,0.37,,2154.00,2685.00,87,"",10-4-2015 00:00:00
3405,"AUS",2003,2003,5,4,"5852","MZZ","TX","S",10,1.33,0.21,1,,,,0.21,0.31,,2203.00,3132.00,87,"",10-4-2015 00:00:00
3406,"AUS",2003,2003,6,5,"5852","MZZ","TX","S",10,3.46,0.56,1,,,,0.56,0.81,,2203.00,3132.00,87,"",10-4-2015 00:00:00
3407,"GBR",2003,2003,1,12,"483","ANI","OTM","C",10,130.00,12.00,1,,,29,,,,,,,"",10-4-2015 00:00:00
3408,"GBR",2003,2003,2,1,"483","ANI","OTM","C",,90.00,6.00,1,,,15,,,,,,,"",10-4-2015 00:00:00
3409,"GBR",2003,2003,5,4,"483","TOT","LLS","C",9,,6.00,1,56277,,15,,,,,,,"",10-4-2015 00:00:00
3410,"GBR",2003,2003,6,5,"483","TOT","LLS","C",9,,84.00,3,1139058,,203,,,,,,,"",10-4-2015 00:00:00
3411,"GBR",2003,2003,7,6,"483","TOT","LLS","C",9,,79.00,3,1349189,,177,,,,,,,"",10-4-2015 00:00:00
3412,"GBR",2004,2003,8,7,"483","TOT","LLS","C",9,,80.00,3,1145312,,171,,,,,,,"",10-4-2015 00:00:00
3413,"GBR",2004,2003,9,8,"483","TOT","LLS","C",9,,90.00,3,1318415,,264,,,,,,,"",10-4-2015 00:00:00
3414,"ZAF",2003,2003,6,5,"483","TOT","LLS","C",8,,26.00,1,504000,,55,,,1,700.00,,50,"",10-4-2015 00:00:00
3415,"ZAF",2003,2003,7,6,"483","TOT","LLS","C",8,,26.00,1,508900,,58,,,1,700.00,,50,"",10-4-2015 00:00:00
3416,"ZAF",2004,2003,8,7,"483","TOT","LLS","C",8,,26.00,1,403200,,53,,,1,700.00,,50,"",10-4-2015 00:00:00
3417,"ZAF",2004,2003,9,8,"483","TOT","LLS","C",8,,23.00,1,482160,,51,,,1,700.00,,50,"",10-4-2015 00:00:00
3418,"ZAF",2003,2003,2,1,"881","TOT","LLS","C",9,,7.00,1,102900,,25,,,1,1476.00,,77,"",10-4-2015 00:00:00
3419,"ZAF",2003,2003,3,2,"881","TOT","LLS","C",9,,23.00,1,219450,,70,,,1,1476.00,,77,"",10-4-2015 00:00:00
3420,"ZAF",2003,2003,4,3,"881","TOT","LLS","C",9,,2.00,1,12600,,4,,,1,1476.00,,77,"",10-4-2015 00:00:00
3421,"ZAF",2003,2003,3,2,"586","TOT","LLS","C",8,,7.00,,,,,,,,700.00,,50,"",10-4-2015 00:00:00
3422,"ZAF",2003,2003,7,6,"586","TOT","LLS","C",8,,5.00,,,,,,,,1476.00,,77,"",10-4-2015 00:00:00
3423,"ZAF",2004,2003,10,9,"586","TOT","LLS","C",8,,3.00,,,,,,,,1476.00,,77,"",10-4-2015 00:00:00
3424,"ZAF",2004,2003,11,10,"586","TOT","LLS","C",8,,10.00,,,,,,,,1088.00,,64,"",10-4-2015 00:00:00
3425,"ZAF",2004,2003,12,11,"586","TOT","LLS","C",8,,7.00,,,,,,,,700.00,,50,"",10-4-2015 00:00:00
3426,"ZAF",2003,2003,3,2,"587","TOT","LLS","C",8,,9.00,,,,,,,,700.00,,50,"",10-4-2015 00:00:00
3427,"ZAF",2003,2003,4,3,"587","TOT","LLS","C",8,,3.00,,,,,,,,700.00,,50,"",10-4-2015 00:00:00
3428,"ZAF",2003,2003,6,5,"587","TOT","LLS","C",8,,5.00,,,,,,,,1476.00,,77,"",10-4-2015 00:00:00
3429,"ZAF",2003,2003,7,6,"587","TOT","LLS","C",8,,18.50,,,,,,,,1476.00,,77,"",10-4-2015 00:00:00
3430,"ZAF",2004,2003,8,7,"587","TOT","LLS","C",8,,20.00,,,,,,,,1476.00,,77,"",10-4-2015 00:00:00
3431,"ZAF",2004,2003,10,9,"587","TOT","LLS","C",8,,7.00,,,,,,,,1476.00,,77,"",10-4-2015 00:00:00
3432,"ZAF",2004,2003,11,10,"587","TOT","LLS","C",8,,45.00,,,,,,,,1088.00,,64,"",10-4-2015 00:00:00
3433,"ZAF",2004,2003,12,11,"587","TOT","LLS","C",8,,9.00,,,,,,,,700.00,,50,"",10-4-2015 00:00:00
3437,"URY",2003,2003,6,5,"483","TOT","LLS","C",8,,31.00,1,424000,,52,,,,,,,"",10-4-2015 00:00:00
3438,"URY",2003,2003,7,6,"483","TOT","LLS","C",8,,27.00,1,435000,,48,,,,,,,"",10-4-2015 00:00:00
3439,"URY",2004,2003,8,7,"483","TOT","LLS","C",8,,23.00,1,374100,,42,,,,,,,"",10-4-2015 00:00:00
3440,"NZL",2003,2003,1,12,"881","TOT","LLS","C",9,,11.00,2,100399,,19,12.00,28.00,2,1079.00,1075.00,46,"",10-4-2015 00:00:00
3441,"NZL",2003,2003,2,1,"881","TOT","LLS","C",9,,71.00,3,528798,,108,73.00,85.00,1,865.00,850.00,43,"",10-4-2015 00:00:00
3442,"NZL",2003,2003,3,2,"881","TOT","LLS","C",9,,99.00,6,721026,,145,121.00,140.00,3,1433.00,1584.00,54,"",10-4-2015 00:00:00
3443,"NZL",2003,2003,4,3,"881","TOT","LLS","C",9,,62.00,5,542911,,128,143.00,108.00,,1632.00,1820.80,58,"",10-4-2015 00:00:00
3444,"NZL",2003,2003,5,4,"881","TOT","LLS","C",9,,14.00,1,145669,,26,24.00,26.00,1,1425.00,2244.00,52,"",10-4-2015 00:00:00
3445,"NZL",2003,2003,6,5,"881","TOT","LLS","C",9,,21.00,1,213753,,38,31.00,31.00,,1425.00,2244.00,52,"",10-4-2015 00:00:00
3446,"NZL",2003,2003,7,6,"881","TOT","LLS","C",9,,4.00,1,52376,,9,10.00,10.00,,1425.00,2244.00,52,"",10-4-2015 00:00:00
3447,"NZL",2003,2003,4,3,"882","TOT","LLS","C",10,,11.00,1,83200,,19,12.00,12.00,1,3071.00,2360.00,92,"",10-4-2015 00:00:00
3448,"NZL",2003,2003,5,4,"882","TOT","LLS","C",10,,27.00,1,218100,,59,30.00,30.00,,3071.00,2360.00,92,"",10-4-2015 00:00:00
3449,"NZL",2003,2003,6,5,"882","TOT","LLS","C",10,,,1,,,,1.00,7.00,,3071.00,2360.00,92,"",10-4-2015 00:00:00
3450,"NZL",2003,2003,5,4,"483","TOT","LLS","C",9,,,,,,,,5.00,,,,,"",10-4-2015 00:00:00
3451,"NZL",2003,2003,6,5,"483","TOT","LLS","C",9,,27.00,1,431600,,72,27.00,31.00,1,1079.00,400.00,46,"",10-4-2015 00:00:00
3452,"NZL",2003,2003,7,6,"483","TOT","LLS","C",9,,24.00,1,465600,,59,25.00,30.00,,1079.00,400.00,46,"",10-4-2015 00:00:00
3453,"NZL",2004,2003,8,7,"483","TOT","LLS","C",9,,,,,,,,1.00,,,,,"",10-4-2015 00:00:00
3454,"JPN",2003,2003,2,1,"481","KRI","OTM","C",10,50.41,6.00,1,,,67,6.00,,,3910.00,3236.00,,"",10-4-2015 00:00:00
3455,"JPN",2003,2003,3,2,"481","KRI","OTM","C",10,382.66,46.00,2,,,494,48.00,,,3498.00,4068.00,,"",10-4-2015 00:00:00
3456,"JPN",2003,2003,4,3,"481","KRI","OTM","C",10,419.01,54.00,2,,,597,56.00,,,3498.00,4068.00,,"",10-4-2015 00:00:00
3457,"JPN",2003,2003,5,4,"481","KRI","OTM","C",10,344.46,45.00,2,,,466,56.00,,,3498.00,4068.00,,"",10-4-2015 00:00:00
3458,"JPN",2003,2003,6,5,"481","KRI","OTM","C",10,671.88,82.00,3,,,947,83.00,,,3995.67,5245.33,,"",10-4-2015 00:00:00
3459,"JPN",2003,2003,7,6,"481","KRI","OTM","C",10,10.08,1.00,1,,,13,1.00,,,3086.00,4900.00,,"",10-4-2015 00:00:00
3460,"JPN",2003,2003,3,2,"482","KRI","OTM","C",10,2.49,1.00,1,,,3,1.00,,,3086.00,4900.00,,"",10-4-2015 00:00:00
3461,"JPN",2003,2003,4,3,"482","KRI","OTM","C",10,7.33,2.00,1,,,11,2.00,,,3910.00,3236.00,,"",10-4-2015 00:00:00
3462,"JPN",2003,2003,6,5,"483","KRI","OTM","C",10,24.39,6.00,1,,,69,6.00,,,4991.00,7600.00,,"",10-4-2015 00:00:00
3463,"JPN",2003,2003,7,6,"483","KRI","OTM","C",10,267.53,78.00,3,,,918,81.00,,,3995.67,5245.33,,"",10-4-2015 00:00:00
3464,"JPN",2004,2003,8,7,"483","KRI","OTM","C",10,142.00,42.00,3,,,474,56.00,,,3995.67,5245.33,,"",10-4-2015 00:00:00
3465,"JPN",2004,2003,9,8,"483","KRI","OTM","C",10,232.06,53.00,2,,,612,55.00,,,4038.50,5245.50,,"",10-4-2015 00:00:00
3466,"JPN",2004,2003,10,9,"483","KRI","OTM","C",10,135.66,27.00,2,,,319,28.00,,,4038.50,5245.50,,"",10-4-2015 00:00:00
3467,"JPN",2003,2003,5,4,"483","TOT","LLS","C",8,,,1,,,,,16.00,1,735.00,985.00,47,"",10-4-2015 00:00:00
3468,"JPN",2003,2003,6,5,"483","TOT","LLS","C",7,,29.00,1,428000,,47,29.00,31.00,1,735.00,985.00,47,"",10-4-2015 00:00:00
3469,"JPN",2003,2003,7,6,"483","TOT","LLS","C",7,,20.00,1,274800,,42,21.00,27.00,1,735.00,985.00,47,"",10-4-2015 00:00:00
3470,"JPN",2004,2003,8,7,"483","TOT","LLS","C",7,,29.00,1,380000,,59,30.00,31.00,1,735.00,985.00,47,"",10-4-2015 00:00:00
3471,"JPN",2004,2003,9,8,"483","TOT","LLS","C",7,,31.00,1,489000,,60,31.00,31.00,1,735.00,985.00,47,"",10-4-2015 00:00:00
3472,"CHL",2003,2003,1,12,"483","ANI","OTM","C",9,101.35,9.00,1,,,29,,,,,,,"",10-4-2015 00:00:00
3473,"CHL",2003,2003,2,1,"483","ANI","OTM","C",9,246.13,19.00,1,,,42,,,,,,,"",10-4-2015 00:00:00
3474,"CHL",2003,2003,3,2,"483","ANI","OTM","C",9,93.66,10.00,1,,,34,,,,,,,"",10-4-2015 00:00:00
3475,"CHL",2003,2003,6,5,"483","TOT","LLS","C",8,,152.00,7,2002477,,330,,,,,,,"",10-4-2015 00:00:00
3476,"CHL",2003,2003,7,6,"483","TOT","LLS","C",8,,194.00,7,2751629,,478,,,,,,,"",10-4-2015 00:00:00
3477,"CHL",2004,2003,8,7,"483","TOT","LLS","C",8,,143.00,7,1890733,,363,,,,,,,"",10-4-2015 00:00:00
3478,"CHL",2004,2003,9,8,"483","TOT","LLS","C",8,,138.00,7,1884071,,317,,,,,,,"",10-4-2015 00:00:00
3479,"ESP",2003,2003,6,5,"483","TOT","LLS","C",8,,49.00,2,781225,,91,,,,,,,"",10-4-2015 00:00:00
3480,"ESP",2003,2003,7,6,"483","TOT","LLS","C",8,,57.00,2,885495,,126,,,,,,,"",10-4-2015 00:00:00
3481,"ESP",2004,2003,8,7,"483","TOT","LLS","C",8,,57.00,2,1008733,,105,,,,,,,"",10-4-2015 00:00:00
3482,"ESP",2004,2003,9,8,"483","TOT","LLS","C",8,,28.00,2,373894,,93,,,,,,,"",10-4-2015 00:00:00
3483,"FRA",2004,2003,10,9,"586","TOT","LLS","C",8,,40.00,2,853412,,102,40.00,55.00,2,1295.00,1800.00,56,"",10-4-2015 00:00:00
3484,"FRA",2004,2003,11,10,"586","TOT","LLS","C",8,,1.00,1,13800,,2,1.00,31.00,1,1295.00,1800.00,56,"",10-4-2015 00:00:00
3485,"FRA",2004,2003,12,11,"586","TOT","LLS","C",8,,10.00,2,230925,,19,13.00,23.00,2,1295.00,1800.00,55,"",10-4-2015 00:00:00
3486,"FRA",2004,2004,1,12,"586","TOT","LLS","C",8,,18.00,2,485620,,30,24.00,62.00,2,1295.00,1800.00,55,"",10-4-2015 00:00:00
3487,"FRA",2004,2004,2,1,"586","TOT","LLS","C",8,,20.00,2,343700,,41,20.00,48.00,2,1179.00,1563.00,56,"",10-4-2015 00:00:00
3488,"FRA",2004,2004,3,2,"586","TOT","LLS","C",8,,74.00,4,1422000,,206,74.00,91.00,4,1295.00,1800.00,56,"",10-4-2015 00:00:00
3489,"FRA",2004,2004,4,3,"586","TOT","LLS","C",7,,19.00,1,403620,,50,19.00,30.00,1,1295.00,1800.00,56,"",10-4-2015 00:00:00
3490,"FRA",2004,2004,5,4,"586","TOT","LLS","C",7,,9.00,1,130988,,18,9.00,30.00,1,1062.00,1325.00,56,"",10-4-2015 00:00:00
3491,"FRA",2004,2004,6,5,"586","TOT","LLS","C",7,,16.00,1,267864,,40,16.00,21.00,1,1295.00,1800.00,56,"",10-4-2015 00:00:00
3492,"FRA",2004,2004,7,6,"586","TOT","LLS","C",8,,38.00,2,751803,,85,38.00,49.00,2,1295.00,1800.00,55,"",10-4-2015 00:00:00
3493,"FRA",2004,2003,10,9,"5851","TOT","LLS","C",8,,92.00,5,2063562,,207,95.00,133.00,5,1295.00,1800.00,55,"",10-4-2015 00:00:00
3494,"FRA",2004,2003,11,10,"5851","TOT","LLS","C",8,,168.00,7,3807490,,398,168.00,195.00,7,1262.00,1732.00,55,"",10-4-2015 00:00:00
3495,"FRA",2004,2003,12,11,"5851","TOT","LLS","C",8,,103.00,4,2221524,,225,103.00,110.00,4,1237.00,1682.00,56,"",10-4-2015 00:00:00
3496,"FRA",2004,2004,1,12,"5851","TOT","LLS","C",8,,142.00,7,2866081,,297,145.00,188.00,7,1262.00,1732.00,55,"",10-4-2015 00:00:00
3497,"FRA",2004,2004,2,1,"5851","TOT","LLS","C",8,,156.00,6,3498576,,356,158.00,180.00,6,1256.00,1721.00,56,"",10-4-2015 00:00:00
3498,"FRA",2004,2004,4,3,"5851","TOT","LLS","C",8,,133.00,6,2880991,,290,134.00,183.00,6,1256.00,1721.00,55,"",10-4-2015 00:00:00
3499,"FRA",2004,2004,5,4,"5851","TOT","LLS","C",8,,133.00,6,2920829,,291,134.00,163.00,6,1295.00,1721.00,55,"",10-4-2015 00:00:00
3500,"FRA",2004,2004,6,5,"5851","TOT","LLS","C",8,,147.00,6,2958350,,290,149.00,168.00,6,1256.00,1721.00,55,"",10-4-2015 00:00:00
3501,"FRA",2004,2004,7,6,"5851","TOT","LLS","C",8,,142.00,6,2751613,,303,145.00,180.00,6,1256.00,1721.00,56,"",10-4-2015 00:00:00
3502,"JPN",2004,2004,3,2,"481","KRI","OTM","C",10,74.74,11.00,1,,,80,11.00,,,3086.00,4900.00,,"",10-4-2015 00:00:00
3503,"JPN",2004,2004,4,3,"481","KRI","OTM","C",10,158.43,24.00,1,,,198,27.00,,,3086.00,4900.00,,"",10-4-2015 00:00:00
3504,"JPN",2004,2004,6,5,"481","KRI","OTM","C",10,37.08,8.00,1,,,45,21.00,,,3086.00,4900.00,,"",10-4-2015 00:00:00
3505,"JPN",2005,2004,8,7,"481","KRI","OTM","C",10,179.80,21.00,2,,,211,21.00,,,3718.00,5300.00,,"",10-4-2015 00:00:00
3506,"JPN",2005,2004,9,8,"481","KRI","OTM","C",10,27.33,5.00,1,,,35,5.00,,,3086.00,4900.00,,"",10-4-2015 00:00:00
3507,"JPN",2004,2004,5,4,"482","KRI","OTM","C",10,200.25,32.00,2,,,368,32.00,,,3718.00,5300.00,,"",10-4-2015 00:00:00
3508,"JPN",2004,2004,6,5,"482","KRI","OTM","C",10,151.41,23.00,2,,,262,24.00,,,3718.00,5300.00,,"",10-4-2015 00:00:00
3509,"JPN",2005,2004,8,7,"482","KRI","OTM","C",10,3.41,1.00,1,,,5,1.00,,,3086.00,4900.00,,"",10-4-2015 00:00:00
3510,"JPN",2004,2004,6,5,"483","KRI","OTM","C",11,72.91,11.00,1,,,131,11.00,,,4350.00,5700.00,,"",10-4-2015 00:00:00
3511,"JPN",2004,2004,7,6,"483","KRI","OTM","C",10,351.08,43.00,2,,,507,46.00,,,3718.00,5300.00,,"",10-4-2015 00:00:00
3512,"JPN",2005,2004,8,7,"483","KRI","OTM","C",10,197.68,25.00,2,,,227,29.00,,,3718.00,5300.00,,"",10-4-2015 00:00:00
3513,"JPN",2005,2004,9,8,"483","KRI","OTM","C",10,490.56,50.00,2,,,529,51.00,,,3718.00,5300.00,,"",10-4-2015 00:00:00
3514,"JPN",2005,2004,10,9,"483","KRI","OTM","C",11,67.50,9.00,1,,,81,9.00,,,4350.00,5700.00,,"",10-4-2015 00:00:00
3515,"JPN",2004,2004,4,3,"486","TOT","LLS","C",7,,12.00,1,174000,,29,18.00,22.00,1,495.00,985.00,47,"",10-4-2015 00:00:00
3516,"URY",2004,2004,6,5,"483","TOT","LLS","C",8,,30.00,1,490935,,49,,,,,,,"",10-4-2015 00:00:00
3517,"URY",2004,2004,7,6,"483","TOT","LLS","C",8,,29.00,1,450225,,49,,,,,,,"",10-4-2015 00:00:00
3518,"URY",2005,2004,8,7,"483","TOT","LLS","C",8,,35.00,2,509000,,57,,,,,,,"",10-4-2015 00:00:00
3519,"URY",2005,2004,9,8,"483","TOT","LLS","C",9,,21.00,1,352000,,37,,,,,,,"",10-4-2015 00:00:00
3520,"URY",2004,2004,2,1,"881","TOT","LLS","C",7,,26.00,2,355660,,56,,,,,,,"",10-4-2015 00:00:00
3521,"URY",2004,2004,3,2,"881","TOT","LLS","C",7,,57.00,2,704260,,90,,,,,,,"",10-4-2015 00:00:00
3522,"URY",2004,2004,4,3,"881","TOT","LLS","C",7,,11.00,2,162450,,22,,,,,,,"",10-4-2015 00:00:00
3523,"AUS",2004,2004,2,1,"5842","TOT","LLS","C",8,,21.94,1,215835,,46,32.92,65.84,1,751.00,779.00,48,"",10-4-2015 00:00:00
3524,"AUS",2004,2004,1,12,"5843b","TOT","LLS","C",8,,8.05,1,79170,,19,12.07,24.15,,751.00,779.00,48,"",10-4-2015 00:00:00
3525,"AUS",2004,2004,6,5,"5852","TOT","LLS","C",9,,31.00,1,555800,,82,35.93,47.91,1,1079.00,780.00,46,"",10-4-2015 00:00:00
3526,"AUS",2004,2004,7,6,"5852","TOT","LLS","C",9,,20.69,1,325850,,59,21.06,28.08,,1079.00,780.00,46,"",10-4-2015 00:00:00
3527,"AUS",2005,2004,8,7,"5852","TOT","LLS","C",9,,10.23,1,139399,,22,10.23,12.91,,1079.00,780.00,46,"",10-4-2015 00:00:00
3528,"AUS",2005,2004,9,8,"5852","TOT","LLS","C",9,,31.00,1,444036,,80,32.63,42.20,1,1079.00,780.00,46,"",10-4-2015 00:00:00
3529,"AUS",2005,2004,10,9,"5852","TOT","LLS","C",9,,10.13,1,133285,,34,10.13,24.87,,1079.00,780.00,46,"",10-4-2015 00:00:00
3530,"AUS",2004,2004,6,5,"5852","ANI","OTB","C",9,24.31,8.00,1,,,39,3.93,5.78,0,2203.00,3132.00,87,"",10-4-2015 00:00:00
3531,"AUS",2004,2004,7,6,"5852","ANI","OTB","C",10,2.85,0.46,1,,,,0.46,0.67,,2203.00,3132.00,87,"",10-4-2015 00:00:00
3532,"AUS",2004,2004,3,2,"5852","ANI","OTB","C",9,2.51,2.00,1,,,2,0.54,2.84,,2203.00,3132.00,87,"",10-4-2015 00:00:00
3533,"AUS",2004,2004,4,3,"5852","ANI","OTB","C",9,37.93,8.17,1,,,37,8.17,42.90,1,2203.00,3132.00,87,"",10-4-2015 00:00:00
3534,"AUS",2004,2004,5,4,"5852","ANI","OTB","C",10,8.48,3.00,1,,,5,1.36,1.99,,2154.00,2685.00,85,"",10-4-2015 00:00:00
3536,"AUS",2005,2004,12,11,"5852","ANI","OTB","C",10,15.86,2.53,1,,,,2.64,3.79,,2154.00,2685.00,85,"",10-4-2015 00:00:00
3537,"AUS",2004,2004,1,12,"5852","TOT","OTB","C",10,55.95,10.00,1,,,77,10.00,18.00,1,2154.00,2685.00,85,"",10-4-2015 00:00:00
3538,"AUS",2004,2004,3,2,"5852","TOT","OTB","C",9,15.25,3.28,1,,,16,3.28,17.24,,2203.00,3132.00,87,"",10-4-2015 00:00:00
3539,"AUS",2004,2004,4,3,"5852","TOT","OTB","C",10,50.70,7.94,1,,,75,8.14,11.91,,2154.00,2685.00,85,"",10-4-2015 00:00:00
3540,"AUS",2004,2004,5,4,"5852","TOT","OTB","C",10,175.20,27.44,1,,,247,28.13,41.16,1,2154.00,2685.00,85,"",10-4-2015 00:00:00
3541,"AUS",2004,2004,6,5,"5852","TOT","OTB","C",10,165.68,26.70,2,,,259,26.78,39.36,1,2178.50,2908.50,86,"",10-4-2015 00:00:00
3542,"AUS",2004,2004,7,6,"5852","TOT","OTB","C",9,135.21,21.88,1,,,216,21.88,32.17,,2203.00,3132.00,87,"",10-4-2015 00:00:00
3543,"AUS",2005,2004,9,8,"5852","TOT","OTB","C",10,18.60,3.26,1,,,27,3.26,12.68,,2154.00,2685.00,85,"",10-4-2015 00:00:00
3544,"AUS",2005,2004,10,9,"5852","TOT","OTB","C",10,84.08,15.04,2,,,113,15.04,58.81,1,2178.50,2908.50,86,"",10-4-2015 00:00:00
3545,"AUS",2005,2004,11,10,"5852","TOT","OTB","C",10,161.31,28.49,2,,,228,29.35,68.72,1,2178.50,2908.50,86,"",10-4-2015 00:00:00
3546,"AUS",2005,2004,12,11,"5852","TOT","OTB","C",10,158.33,28.65,2,,,291,29.68,55.98,1,2178.50,2908.50,86,"",10-4-2015 00:00:00
3547,"AUS",2004,2004,6,5,"5852","ANI","OTM","C",9,8.05,2.00,1,,,2,1.30,1.91,,2203.00,3132.00,87,"",10-4-2015 00:00:00
3548,"NZL",2004,2004,1,12,"881","TOT","LLS","C",9,,63.00,4,391256,,79,77.00,95.00,4,1272.75,1742.01,49,"",10-4-2015 00:00:00
3549,"NZL",2004,2004,2,1,"881","TOT","LLS","C",9,,61.00,3,774717,,131,82.50,82.50,3,1220.00,1500.11,48,"",10-4-2015 00:00:00
3550,"NZL",2004,2004,3,2,"881","TOT","LLS","C",9,,76.00,4,941700,,170,84.00,102.00,3,1272.75,1742.01,49,"",10-4-2015 00:00:00
3551,"NZL",2004,2004,4,3,"881","TOT","LLS","C",9,,20.00,1,232200,,54,22.00,35.00,3,1425.00,2467.71,52,"",10-4-2015 00:00:00
3552,"NZL",2004,2004,1,12,"882","TOT","LLS","C",9,,3.00,1,34572,,,6.00,6.00,,1425.00,2467.71,52,"",10-4-2015 00:00:00
3553,"NZL",2004,2004,2,1,"882","TOT","LLS","C",9,,28.00,2,395763,,,35.50,41.50,1,1252.00,1764.10,49,"",10-4-2015 00:00:00
3554,"NZL",2004,2004,1,12,"882","TOT","LLS","C",10,,,1,,,,3.00,10.00,,3071.00,2406.53,92,"",10-4-2015 00:00:00
3555,"NZL",2004,2004,2,1,"882","TOT","LLS","C",10,,31.00,1,241000,,,31.00,31.00,1,3071.00,2406.53,92,"",10-4-2015 00:00:00
3556,"NZL",2004,2004,3,2,"882","TOT","LLS","C",10,,29.00,1,204160,,46,29.00,29.00,1,3071.00,2406.53,92,"",10-4-2015 00:00:00
3557,"NZL",2004,2004,4,3,"882","TOT","LLS","C",10,,8.00,1,57960,,14,10.00,19.00,1,3071.00,2406.53,92,"",10-4-2015 00:00:00
3558,"GBR",2004,2004,2,1,"483","ANI","OTM","C",10,177.00,11.00,2,,,26,2.00,,,,,,"",10-4-2015 00:00:00
3559,"GBR",2004,2004,3,2,"483","ANI","OTM","C",,311.84,22.00,1,,,60,1.00,,,,,,"",10-4-2015 00:00:00
3560,"GBR",2004,2004,2,1,"483","KRI","OTM","C",10,40.25,4.00,1,,,12,1.00,,,,,,"",10-4-2015 00:00:00
3561,"GBR",2004,2004,6,5,"483","TOT","LLS","C",8,,115.00,4,1507893,,272,4.00,,,,,,"",10-4-2015 00:00:00
3562,"GBR",2004,2004,7,6,"483","TOT","LLS","C",8,,99.00,4,1548117,,213,4.00,,,,,,"",10-4-2015 00:00:00
3563,"GBR",2005,2004,8,7,"483","TOT","LLS","C",8,,96.00,4,1604316,,261,4.00,,,,,,"",10-4-2015 00:00:00
3564,"GBR",2005,2004,9,8,"483","TOT","LLS","C",8,,50.00,3,797290,,141,3.00,,,,,,"",10-4-2015 00:00:00
3565,"GBR",2004,2004,3,2,"881","TOT","LLS","C",9,,9.00,1,96140,,20,1.00,,,,,,"",10-4-2015 00:00:00
3566,"GBR",2004,2004,4,3,"881","TOT","LLS","C",9,,8.00,1,62960,,15,1.00,,,,,,"",10-4-2015 00:00:00
3567,"POL",2004,2004,3,2,"481","KRI","OTM","C",10,157.49,12.00,1,,,12,12.00,15.00,1,3708.00,3680.00,95,"",10-4-2015 00:00:00
3568,"POL",2004,2004,4,3,"481","KRI","OTM","C",10,79.49,7.00,1,,,7,7.00,9.00,1,3708.00,3680.00,95,"",10-4-2015 00:00:00
3569,"POL",2004,2004,4,3,"482","KRI","OTM","C",10,206.98,17.00,1,,,17,17.00,19.00,1,3708.00,3680.00,95,"",10-4-2015 00:00:00
3570,"POL",2004,2004,5,4,"482","KRI","OTM","C",10,247.48,19.00,1,,,19,19.00,30.00,1,3708.00,3680.00,95,"",10-4-2015 00:00:00
3571,"POL",2004,2004,6,5,"482","KRI","OTM","C",10,169.48,16.00,1,,,16,16.00,24.00,1,3708.00,3680.00,95,"",10-4-2015 00:00:00
3572,"POL",2004,2004,6,5,"483","KRI","OTM","C",10,27.33,3.00,1,,,3,3.00,6.00,1,3708.00,3680.00,95,"",10-4-2015 00:00:00
3573,"POL",2004,2004,7,6,"483","KRI","OTM","C",10,248.81,22.00,1,,,22,22.00,30.00,2,3708.00,3680.00,95,"",10-4-2015 00:00:00
3574,"POL",2005,2004,8,7,"483","KRI","OTM","C",10,333.98,16.00,1,,,16,17.00,20.00,1,3708.00,3680.00,95,"",10-4-2015 00:00:00
3575,"USA",2004,2004,4,3,"481","KRI","OTM","C",11,4.14,2.00,1,,,4,2.00,,1,4059.00,,101,"",10-4-2015 00:00:00
3576,"USA",2004,2004,5,4,"481","KRI","OTM","C",11,118.23,10.00,1,,,72,10.00,,1,4059.00,,101,"",10-4-2015 00:00:00
3577,"USA",2004,2004,6,5,"481","KRI","OTM","C",11,7.45,2.00,1,,,4,3.00,,1,4059.00,,101,"",10-4-2015 00:00:00
3578,"USA",2004,2004,7,6,"481","KRI","OTM","C",11,11.25,2.00,1,,,7,2.00,,1,4059.00,,101,"",10-4-2015 00:00:00
3579,"USA",2004,2004,4,3,"482","KRI","OTM","C",11,18.61,5.00,1,,,31,5.00,,1,4059.00,,101,"",10-4-2015 00:00:00
3580,"USA",2004,2004,5,4,"482","KRI","OTM","C",11,124.13,13.00,1,,,111,13.00,,1,4059.00,,101,"",10-4-2015 00:00:00
3581,"USA",2004,2004,6,5,"482","KRI","OTM","C",11,119.18,16.00,1,,,105,16.00,,1,4059.00,,101,"",10-4-2015 00:00:00
