"Source","CalendarYear","SpeciesCode","FlagState","ExportState","ExportedProductWeightTonne","UnladingState","Reexport"
"CDS",2003,"TOP","FRA","FRA",49.90,"THA","no"
"CDS",2003,"TOP","FRA","FRA",1050.79,"USA","no"
"CDS",2003,"TOP","GBR","CHL",26.21,"CAN","no"
"CDS",2003,"TOP","GBR","CHL",25.66,"JPN","no"
"CDS",2003,"TOP","GBR","CHL",24.19,"KOR","no"
"CDS",2003,"TOP","GBR","CHL",54.80,"MYS","no"
"CDS",2003,"TOP","GBR","CHL",70.09,"SGP","no"
"CDS",2003,"TOP","GBR","CHL",157.79,"USA","no"
"CDS",2003,"TOP","GBR","ESP",59.15,"CHN","no"
"CDS",2003,"TOP","GBR","ESP",123.39,"JPN","no"
"CDS",2003,"TOP","GBR","ESP",26.06,"KOR","no"
"CDS",2003,"TOP","GBR","ESP",45.09,"USA","no"
"CDS",2003,"TOP","GBR","GBR",2.21,"ESP","no"
"CDS",2003,"TOP","GBR","GBR",10.35,"CHN","no"
"CDS",2003,"TOP","GBR","URY",25.97,"CAN","no"
"CDS",2003,"TOP","GBR","URY",204.79,"CHN","no"
"CDS",2003,"TOP","GBR","URY",147.49,"HKG","no"
"CDS",2003,"TOP","GBR","URY",159.98,"JPN","no"
"CDS",2003,"TOP","GBR","URY",25.93,"KOR","no"
"CDS",2003,"TOP","GBR","URY",41.92,"SGP","no"
"CDS",2003,"TOP","GBR","URY",513.31,"USA","no"
"CDS",2003,"TOP","JPN","URY",74.12,"JPN","no"
"CDS",2003,"TOP","JPN","ZAF",10.12,"HKG","no"
"CDS",2003,"TOP","JPN","ZAF",55.91,"JPN","no"
"CDS",2003,"TOP","JPN","ZAF",13.03,"PHL","no"
"CDS",2003,"TOP","JPN","ZAF",47.29,"USA","no"
"CDS",2003,"TOP","KOR","KOR",5.0e-03,"BEL","no"
"CDS",2003,"TOP","KOR","KOR",142.70,"CHN","no"
"CDS",2003,"TOP","KOR","KOR",461.18,"HKG","no"
"CDS",2003,"TOP","KOR","KOR",144.79,"JPN","no"
"CDS",2003,"TOP","KOR","KOR",10.03,"SGP","no"
"CDS",2003,"TOP","KOR","KOR",104.45,"THA","no"
"CDS",2003,"TOP","KOR","KOR",57.73,"T++","no"
"CDS",2003,"TOP","KOR","KOR",283.68,"USA","no"
"CDS",2003,"TOP","KOR","URY",64.80,"KOR","no"
"CDS",2003,"TOA","NZL","NZL",4.62,"CAN","no"
"CDS",2003,"TOA","NZL","NZL",8.41,"CHN","no"
"CDS",2003,"TOA","NZL","NZL",20.53,"JPN","no"
"CDS",2003,"TOA","NZL","NZL",3.56,"MYS","no"
"CDS",2003,"TOA","NZL","NZL",89.81,"T++","no"
"CDS",2003,"TOA","NZL","NZL",570.98,"USA","no"
"CDS",2003,"TOP","NZL","NZL",0.25,"CAN","no"
"CDS",2003,"TOP","NZL","NZL",0.03,"CHN","no"
"CDS",2003,"TOP","NZL","NZL",10.29,"SGP","no"
"CDS",2003,"TOP","NZL","NZL",17.57,"T++","no"
"CDS",2003,"TOP","NZL","NZL",46.75,"USA","no"
"CDS",2003,"TOP","NZL","URY",21.36,"CAN","no"
"CDS",2003,"TOP","NZL","URY",135.24,"JPN","no"
"CDS",2003,"TOP","NZL","URY",7.84,"PHL","no"
"CDS",2003,"TOP","NZL","URY",61.62,"USA","no"
"CDS",2003,"TOP","PER","PER",5.61,"KOR","no"
"CDS",2003,"TOP","PER","PER",239.51,"USA","no"
"CDS",2003,"TOA","RUS","CHN",193.31,"JPN","no"
"CDS",2003,"TOA","RUS","CHN",11.08,"KOR","no"
"CDS",2003,"TOA","RUS","URY",296.68,"CHN","no"
"CDS",2003,"TOP","RUS","ARG",8.17,"JPN","no"
"CDS",2003,"TOP","RUS","CHN",1008.71,"JPN","no"
"CDS",2003,"TOP","RUS","CHN",10.91,"KOR","no"
"CDS",2003,"TOP","RUS","URY",397.85,"CHN","no"
"CDS",2003,"TOP","RUS","URY",52.32,"JPN","no"
"CDS",2003,"TOP","RUS","URY",26.13,"MYS","no"
"CDS",2003,"TOP","RUS","URY",244.09,"USA","no"
"CDS",2003,"TOP","SYC","MUS",56.77,"HKG","no"
"CDS",2003,"TOP","SYC","MUS",13.49,"MYS","no"
"CDS",2003,"TOP","SYC","MUS",111.53,"SGP","no"
"CDS",2003,"TOP","SYC","MUS",13.10,"THA","no"
"CDS",2003,"TOP","SYC","MUS",121.64,"USA","no"
"CDS",2003,"TOP","URY","CHL",20.09,"SGP","no"
"CDS",2003,"TOP","URY","CHL",25.32,"USA","no"
"CDS",2003,"TOP","URY","MUS",65.23,"CAN","no"
"CDS",2003,"TOP","URY","MUS",206.46,"JPN","no"
"CDS",2003,"TOP","URY","MUS",25.03,"KOR","no"
"CDS",2003,"TOP","URY","MUS",9.80,"MYS","no"
"CDS",2003,"TOP","URY","MUS",231.20,"USA","no"
"CDS",2003,"TOP","URY","NAM",28.64,"CHL","no"
"CDS",2003,"TOP","URY","NAM",24.50,"CHN","no"
"CDS",2003,"TOP","URY","NAM",317.29,"JPN","no"
"CDS",2003,"TOP","URY","NAM",37.70,"KOR","no"
"CDS",2003,"TOP","URY","NAM",187.15,"SGP","no"
"CDS",2003,"TOP","URY","NAM",423.99,"USA","no"
"CDS",2003,"TOP","URY","SGP",21.32,"CHN","no"
"CDS",2003,"TOP","URY","SGP",128.06,"JPN","no"
"CDS",2003,"TOP","URY","URY",17.74,"CHN","no"
"CDS",2003,"TOP","URY","URY",71.22,"HKG","no"
"CDS",2003,"TOP","URY","URY",307.49,"JPN","no"
"CDS",2003,"TOP","URY","URY",9.02,"KOR","no"
"CDS",2003,"TOP","URY","URY",2.31,"NOR","no"
"CDS",2003,"TOP","URY","URY",80.30,"SGP","no"
"CDS",2003,"TOP","URY","URY",417.07,"USA","no"
"CDS",2003,"TOA","ZAF","NZL",126.67,"USA","no"
"CDS",2003,"TOP","ZAF","NZL",0.13,"USA","no"
"CDS",2003,"TOP","ZAF","URY",80.90,"JPN","no"
"CDS",2003,"TOP","ZAF","URY",62.97,"USA","no"
"CDS",2003,"TOP","ZAF","ZAF",13.79,"CHN","no"
"CDS",2003,"TOP","ZAF","ZAF",105.55,"JPN","no"
"CDS",2003,"TOP","ZAF","ZAF",167.59,"USA","no"
"CDS",2004,"TOA","ARG","ARG",97.40,"USA","no"
"CDS",2004,"TOP","ARG","ARG",105.46,"CHL","no"
"CDS",2004,"TOP","ARG","ARG",17.55,"CHN","no"
"CDS",2004,"TOP","ARG","ARG",27.18,"ESP","no"
"CDS",2004,"TOP","ARG","ARG",116.04,"JPN","no"
"CDS",2004,"TOP","ARG","ARG",0.90,"POL","no"
"CDS",2004,"TOP","ARG","ARG",628.35,"USA","no"
"CDS",2004,"TOP","ARG","CHL",0.42,"JPN","no"
"CDS",2004,"TOP","AUS","AUS",26.76,"JPN","no"
"CDS",2004,"TOP","AUS","AUS",52.15,"SGP","no"
"CDS",2004,"TOP","CHL","CHL",7.0e-03,"AUS","no"
"CDS",2004,"TOP","CHL","CHL",1.39,"CAN","no"
"CDS",2004,"TOP","CHL","CHL",162.89,"CHN","no"
"CDS",2004,"TOP","CHL","CHL",1.01,"COL","no"
"CDS",2004,"TOP","CHL","CHL",1.00,"DEU","no"
"CDS",2004,"TOP","CHL","CHL",0.04,"ESP","no"
"CDS",2004,"TOP","CHL","CHL",7.00,"FRA","no"
"CDS",2004,"TOP","CHL","CHL",1.55,"GBR","no"
"CDS",2004,"TOP","CHL","CHL",53.24,"HKG","no"
"CDS",2004,"TOP","CHL","CHL",606.03,"JPN","no"
"CDS",2004,"TOP","CHL","CHL",68.76,"KOR","no"
"CDS",2004,"TOP","CHL","CHL",10.21,"MEX","no"
"CDS",2004,"TOP","CHL","CHL",10.00,"RUS","no"
"CDS",2004,"TOP","CHL","CHL",132.28,"SGP","no"
"CDS",2004,"TOP","CHL","CHL",3230.23,"USA","no"
"CDS",2004,"TOA","ESP","URY",102.03,"USA","no"
"CDS",2004,"TOP","ESP","ESP",25.67,"CHL","no"
"CDS",2004,"TOP","ESP","ESP",41.83,"JPN","no"
"CDS",2004,"TOP","ESP","ESP",13.59,"SGP","no"
"CDS",2004,"TOP","ESP","ESP",165.09,"USA","no"
"CDS",2004,"TOP","ESP","URY",62.58,"CHN","no"
"CDS",2004,"TOP","ESP","URY",11.31,"ESP","no"
"CDS",2004,"TOP","ESP","URY",50.74,"HKG","no"
"CDS",2004,"TOP","ESP","URY",88.67,"JPN","no"
"CDS",2004,"TOP","ESP","URY",36.75,"SGP","no"
"CDS",2004,"TOP","ESP","URY",257.01,"USA","no"
"CDS",2004,"TOP","ESP","ZAF",25.40,"CHL","no"
"CDS",2004,"TOP","ESP","ZAF",14.85,"SGP","no"
"CDS",2004,"TOP","ESP","ZAF",79.16,"USA","no"
"CDS",2004,"TOP","FRA","FRA",23.47,"CHL","no"
"CDS",2004,"TOP","FRA","FRA",414.32,"CHN","no"
"CDS",2004,"TOP","FRA","FRA",10.87,"DEU","no"
"CDS",2004,"TOP","FRA","FRA",18.95,"FRA","no"
"CDS",2004,"TOP","FRA","FRA",87.50,"GBR","no"
"CDS",2004,"TOP","FRA","FRA",424.72,"HKG","no"
"CDS",2004,"TOP","FRA","FRA",1394.85,"JPN","no"
"CDS",2004,"TOP","FRA","FRA",72.51,"KOR","no"
"CDS",2004,"TOP","FRA","FRA",135.75,"MYS","no"
"CDS",2004,"TOP","FRA","FRA",260.03,"SGP","no"
"CDS",2004,"TOP","FRA","FRA",64.04,"THA","no"
"CDS",2004,"TOP","FRA","FRA",1036.34,"USA","no"
"CDS",2004,"TOA","GBR","URY",13.49,"CHN","no"
"CDS",2004,"TOP","GBR","CHL",17.44,"CHN","no"
"CDS",2004,"TOP","GBR","CHL",1.11,"ESP","no"
"CDS",2004,"TOP","GBR","CHL",9.30,"JPN","no"
"CDS",2004,"TOP","GBR","CHL",52.76,"KOR","no"
"CDS",2004,"TOP","GBR","CHL",47.01,"SGP","no"
"CDS",2004,"TOP","GBR","CHL",520.38,"USA","no"
"CDS",2004,"TOP","GBR","ESP",26.20,"CAN","no"
"CDS",2004,"TOP","GBR","ESP",44.16,"HKG","no"
"CDS",2004,"TOP","GBR","ESP",90.36,"JPN","no"
"CDS",2004,"TOP","GBR","ESP",15.76,"KOR","no"
"CDS",2004,"TOP","GBR","ESP",53.36,"MYS","no"
"CDS",2004,"TOP","GBR","ESP",46.49,"SGP","no"
"CDS",2004,"TOP","GBR","ESP",221.68,"USA","no"
"CDS",2004,"TOP","GBR","GBR",2.62,"ESP","no"
"CDS",2004,"TOP","GBR","GBR",18.85,"JPN","no"
"CDS",2004,"TOP","GBR","GBR",27.94,"USA","no"
"CDS",2004,"TOP","GBR","GBR",1.40,"USA","no"
"CDS",2004,"TOP","GBR","URY",13.10,"CAN","no"
"CDS",2004,"TOP","GBR","URY",233.74,"CHN","no"
"CDS",2004,"TOP","GBR","URY",21.42,"JPN","no"
"CDS",2004,"TOP","GBR","URY",55.47,"KOR","no"
"CDS",2004,"TOP","GBR","URY",27.62,"MYS","no"
"CDS",2004,"TOP","GBR","URY",126.67,"SGP","no"
"CDS",2004,"TOP","GBR","URY",411.15,"USA","no"
"CDS",2004,"TOP","JPN","ZAF",33.58,"JPN","no"
"CDS",2004,"TOP","JPN","ZAF",17.21,"NAM","no"
"CDS",2004,"TOP","JPN","ZAF",34.32,"USA","no"
"CDS",2004,"TOA","KOR","URY",15.15,"ESP","no"
"CDS",2004,"TOP","KOR","KOR",19.61,"JPN","no"
"CDS",2004,"TOP","KOR","KOR",174.40,"USA","no"
"CDS",2004,"TOP","KOR","URY",76.36,"CHL","no"
"CDS",2004,"TOP","KOR","URY",40.21,"ESP","no"
"CDS",2004,"TOP","KOR","URY",70.05,"JPN","no"
"CDS",2004,"TOP","KOR","URY",101.30,"KOR","no"
"CDS",2004,"TOP","KOR","URY",13.45,"SGP","no"
"CDS",2004,"TOA","NOR","NOR",2.48,"URY","no"
"CDS",2004,"TOA","NOR","URY",8.32,"CHN","no"
"CDS",2004,"TOA","NOR","URY",58.33,"USA","no"
"CDS",2004,"TOP","PER","PER",250.34,"USA","no"
"CDS",2004,"TOA","RUS","CHN",17.42,"KOR","no"
"CDS",2004,"TOA","RUS","URY",12.60,"CHN","no"
"CDS",2004,"TOA","RUS","URY",79.49,"USA","no"
"CDS",2004,"TOP","RUS","URY",80.03,"CHN","no"
"CDS",2004,"TOP","RUS","URY",29.14,"USA","no"
"CDS",2004,"TOA","UKR","URY",8.28,"CHN","no"
"CDS",2004,"TOA","UKR","URY",60.06,"USA","no"
"CDS",2004,"TOA","UKR","ZAF",7.13,"CHN","no"
"CDS",2004,"TOA","UKR","ZAF",26.80,"USA","no"
"CDS",2004,"TOP","UKR","URY",190.17,"CHN","no"
"CDS",2004,"TOP","UKR","URY",61.20,"USA","no"
"CDS",2004,"TOP","UKR","ZAF",18.86,"CHN","no"
"CDS",2004,"TOP","UKR","ZAF",3.17,"USA","no"
"CDS",2004,"TOA","URY","URY",10.99,"KOR","no"
"CDS",2004,"TOA","URY","URY",100.34,"USA","no"
"CDS",2004,"TOA","URY","ZAF",24.53,"SGP","no"
"CDS",2004,"TOA","URY","ZAF",23.05,"USA","no"
"CDS",2004,"TOP","URY","CHL",25.05,"USA","no"
"CDS",2004,"TOP","URY","MUS",19.42,"CHN","no"
"CDS",2004,"TOP","URY","MUS",24.83,"HKG","no"
"CDS",2004,"TOP","URY","URY",56.54,"CHL","no"
"CDS",2004,"TOP","URY","URY",135.08,"CHN","no"
"CDS",2004,"TOP","URY","URY",1.20,"ESP","no"
"CDS",2004,"TOP","URY","URY",73.60,"HKG","no"
"CDS",2004,"TOP","URY","URY",165.96,"JPN","no"
"CDS",2004,"TOP","URY","URY",61.92,"KOR","no"
"CDS",2004,"TOP","URY","URY",150.68,"SGP","no"
"CDS",2004,"TOP","URY","URY",846.19,"USA","no"
"CDS",2004,"TOP","ZAF","ZAF",27.04,"HKG","no"
"CDS",2004,"TOP","ZAF","ZAF",108.95,"JPN","no"
"CDS",2004,"TOP","ZAF","ZAF",132.96,"USA","no"
"CDS",2005,"TOA","ARG","ARG",65.18,"USA","no"
"CDS",2005,"TOP","ARG","ARG",7.07,"ESP","no"
"CDS",2005,"TOP","ARG","ARG",61.07,"JPN","no"
"CDS",2005,"TOP","ARG","ARG",1.69,"KOR","no"
"CDS",2005,"TOP","ARG","ARG",1.05,"POL","no"
"CDS",2005,"TOP","ARG","ARG",515.94,"USA","no"
"CDS",2005,"TOP","ARG","ARG",5.05,"URY","no"
"CDS",2005,"TOP","CHL","CHL",2.38,"CAN","no"
"CDS",2005,"TOP","CHL","CHL",365.28,"CHN","no"
"CDS",2005,"TOP","CHL","CHL",1.20,"CZE","no"
"CDS",2005,"TOP","CHL","CHL",0.59,"DEU","no"
"CDS",2005,"TOP","CHL","CHL",1.00,"ESP","no"
"CDS",2005,"TOP","CHL","CHL",4.17,"FRA","no"
"CDS",2005,"TOP","CHL","CHL",53.31,"HKG","no"
"CDS",2005,"TOP","CHL","CHL",549.17,"JPN","no"
"CDS",2005,"TOP","CHL","CHL",138.13,"KOR","no"
"CDS",2005,"TOP","CHL","CHL",11.28,"MEX","no"
"CDS",2005,"TOP","CHL","CHL",7.00,"MYS","no"
"CDS",2005,"TOP","CHL","CHL",96.48,"SGP","no"
"CDS",2005,"TOP","CHL","CHL",12.00,"THA","no"
"CDS",2005,"TOP","CHL","CHL",0.49,"T++","no"
"CDS",2005,"TOP","CHL","CHL",2267.11,"USA","no"
"CDS",2005,"TOA","ESP","ZAF",22.57,"CHN","no"
"CDS",2005,"TOA","ESP","ZAF",37.85,"KOR","no"
"CDS",2005,"TOA","ESP","ZAF",242.17,"USA","no"
"CDS",2005,"TOP","ESP","ESP",3.31,"JPN","no"
"CDS",2005,"TOP","ESP","URY",26.15,"CHN","no"
"CDS",2005,"TOP","ESP","URY",12.31,"USA","no"
"CDS",2005,"TOP","ESP","ZAF",2.19,"GBR","no"
"CDS",2005,"TOP","ESP","ZAF",70.34,"SGP","no"
"CDS",2005,"TOP","ESP","ZAF",49.29,"USA","no"
"CDS",2005,"TOP","FRA","FRA",65.38,"CAN","no"
"CDS",2005,"TOP","FRA","FRA",545.58,"CHN","no"
"CDS",2005,"TOP","FRA","FRA",18.40,"DEU","no"
"CDS",2005,"TOP","FRA","FRA",2.64,"FRA","no"
"CDS",2005,"TOP","FRA","FRA",6.45,"GBR","no"
"CDS",2005,"TOP","FRA","FRA",260.71,"HKG","no"
"CDS",2005,"TOP","FRA","FRA",1354.58,"JPN","no"
"CDS",2005,"TOP","FRA","FRA",131.70,"KOR","no"
"CDS",2005,"TOP","FRA","FRA",101.35,"MYS","no"
"CDS",2005,"TOP","FRA","FRA",234.96,"SGP","no"
"CDS",2005,"TOP","FRA","FRA",46.02,"THA","no"
"CDS",2005,"TOP","FRA","FRA",977.41,"USA","no"
"CDS",2005,"TOP","FRA","FRA",137.64,"VNM","no"
"CDS",2005,"TOA","GBR","NZL",25.81,"CAN","no"
"CDS",2005,"TOA","GBR","NZL",23.41,"HKG","no"
"CDS",2005,"TOA","GBR","NZL",22.70,"JPN","no"
"CDS",2005,"TOA","GBR","NZL",125.84,"USA","no"
"CDS",2005,"TOP","GBR","NAM",50.90,"CHN","no"
"CDS",2005,"TOP","GBR","NAM",25.18,"HKG","no"
"CDS",2005,"TOP","GBR","NAM",28.21,"JPN","no"
"CDS",2005,"TOP","GBR","NAM",51.43,"USA","no"
"CDS",2005,"TOP","GBR","URY",99.52,"JPN","no"
"CDS",2005,"TOP","GBR","URY",269.50,"USA","no"
"CDS",2005,"TOA","KOR","NZL",15.54,"CHL","no"
"CDS",2005,"TOA","KOR","NZL",93.94,"USA","no"
"CDS",2005,"TOA","KOR","URY",41.80,"USA","no"
"CDS",2005,"TOP","KOR","KOR",34.26,"CHL","no"
"CDS",2005,"TOP","KOR","KOR",17.14,"HKG","no"
"CDS",2005,"TOP","KOR","KOR",162.86,"USA","no"
"CDS",2005,"TOP","KOR","URY",95.90,"USA","no"
"CDS",2005,"TOA","NOR","NOR",1.02,"URY","no"
"CDS",2005,"TOA","NOR","URY",152.76,"USA","no"
"CDS",2005,"TOP","PER","PER",116.27,"USA","no"
"CDS",2005,"TOA","RUS","CHN",400.31,"USA","no"
"CDS",2005,"TOP","RUS","CHN",6.28,"JPN","no"
"CDS",2005,"TOP","UKR","URY",241.40,"CHN","no"
"CDS",2005,"TOA","URY","URY",79.78,"CHL","no"
"CDS",2005,"TOA","URY","URY",18.94,"KOR","no"
"CDS",2005,"TOP","URY","URY",45.23,"CHL","no"
"CDS",2005,"TOP","URY","URY",38.83,"CHN","no"
"CDS",2005,"TOP","URY","URY",0.01,"ESP","no"
"CDS",2005,"TOP","URY","URY",41.79,"KOR","no"
"CDS",2005,"TOP","URY","URY",4.71,"SGP","no"
"CDS",2005,"TOP","URY","URY",470.72,"USA","no"
"CDS",2006,"TOA","ARG","ARG",11.40,"KOR","no"
"CDS",2006,"TOP","ARG","ARG",46.49,"CHL","no"
"CDS",2006,"TOP","ARG","ARG",9.28,"DNK","no"
"CDS",2006,"TOP","ARG","ARG",10.36,"ESP","no"
"CDS",2006,"TOP","ARG","ARG",26.10,"HKG","no"
"CDS",2006,"TOP","ARG","ARG",89.75,"JPN","no"
"CDS",2006,"TOP","ARG","ARG",65.71,"KOR","no"
"CDS",2006,"TOP","ARG","ARG",2.25,"POL","no"
"CDS",2006,"TOP","ARG","ARG",625.96,"USA","no"
"CDS",2006,"TOP","CHL","CHL",3.07,"CAN","no"
"CDS",2006,"TOP","CHL","CHL",0.30,"CZE","no"
"CDS",2006,"TOP","CHL","CHL",0.05,"DEU","no"
"CDS",2006,"TOP","CHL","CHL",10.77,"JPN","no"
"CDS",2006,"TOP","CHL","CHL",20.83,"KOR","no"
"CDS",2006,"TOP","CHL","CHL",6.55,"MEX","no"
"CDS",2006,"TOP","CHL","CHL",11.65,"T++","no"
"CDS",2006,"TOP","CHL","CHL",879.92,"USA","no"
"CDS",2006,"TOP","FRA","FRA",156.89,"CHL","no"
"CDS",2006,"TOP","FRA","FRA",887.38,"CHN","no"
"CDS",2006,"TOP","FRA","FRA",13.23,"DEU","no"
"CDS",2006,"TOP","FRA","FRA",2.30,"FRA","no"
"CDS",2006,"TOP","FRA","FRA",21.20,"GBR","no"
"CDS",2006,"TOP","FRA","FRA",392.50,"HKG","no"
"CDS",2006,"TOP","FRA","FRA",864.85,"JPN","no"
"CDS",2006,"TOP","FRA","FRA",137.29,"KOR","no"
"CDS",2006,"TOP","FRA","FRA",71.39,"MYS","no"
"CDS",2006,"TOP","FRA","FRA",11.00,"PHL","no"
"CDS",2006,"TOP","FRA","FRA",303.32,"SGP","no"
"CDS",2006,"TOP","FRA","FRA",121.68,"THA","no"
"CDS",2006,"TOP","FRA","FRA",829.49,"USA","no"
"CDS",2006,"TOP","FRA","FRA",24.38,"VNM","no"
"CDS",2006,"TOA","KOR","ZAF",12.97,"CAN","no"
"CDS",2006,"TOA","KOR","ZAF",90.99,"USA","no"
"CDS",2006,"TOP","KOR","KOR",99.25,"USA","no"
"CDS",2006,"TOP","KOR","ZAF",22.63,"USA","no"
"CDS",2006,"TOA","NOR","URY",197.65,"USA","no"
"CDS",2006,"TOP","PER","PER",141.60,"USA","no"
"CDS",2006,"TOP","URY","URY",61.70,"USA","no"
"CDS",2007,"TOA","ARG","ARG",12.60,"KOR","no"
"CDS",2007,"TOA","ARG","ARG",127.71,"USA","no"
"CDS",2007,"TOP","ARG","ARG",23.91,"CAN","no"
"CDS",2007,"TOP","ARG","ARG",23.98,"CHL","no"
"CDS",2007,"TOP","ARG","ARG",5.89,"ESP","no"
"CDS",2007,"TOP","ARG","ARG",77.89,"JPN","no"
"CDS",2007,"TOP","ARG","ARG",41.78,"KOR","no"
"CDS",2007,"TOP","ARG","ARG",19.62,"UKR","no"
"CDS",2007,"TOP","ARG","ARG",581.91,"USA","no"
"CDS",2007,"TOP","ARG","ARG",67.77,"VNM","no"
"CDS",2007,"TOP","FRA","FRA",468.32,"CHN","no"
"CDS",2007,"TOP","FRA","FRA",21.78,"DEU","no"
"CDS",2007,"TOP","FRA","FRA",8.68,"FRA","no"
"CDS",2007,"TOP","FRA","FRA",11.06,"GBR","no"
"CDS",2007,"TOP","FRA","FRA",346.45,"HKG","no"
"CDS",2007,"TOP","FRA","FRA",429.63,"JPN","no"
"CDS",2007,"TOP","FRA","FRA",77.22,"KOR","no"
"CDS",2007,"TOP","FRA","FRA",23.83,"MAR","no"
"CDS",2007,"TOP","FRA","FRA",79.33,"MYS","no"
"CDS",2007,"TOP","FRA","FRA",40.72,"PHL","no"
"CDS",2007,"TOP","FRA","FRA",213.28,"SGP","no"
"CDS",2007,"TOP","FRA","FRA",122.08,"THA","no"
"CDS",2007,"TOP","FRA","FRA",493.96,"USA","no"
"CDS",2007,"TOP","PER","PER",71.37,"USA","no"
"CDS",2000,"TOP","ZAF","CHL",29.94,"JPN","yes"
"CDS",2000,"TOP","ZAF","URY",43.76,"JPN","yes"
"CDS",2000,"TOP","URY","ZAF",22.75,"USA","yes"
"CDS",2000,"TOP","URY","CHN",56.57,"USA","yes"
"CDS",2000,"TOP","URY","CHN",489.08,"JPN","yes"
"CDS",2000,"TOP","URY","CHL",115.12,"JPN","yes"
"CDS",2000,"TOP","PER","CHL",7.21,"JPN","yes"
"CDS",2000,"TOP","KOR","CHN",28.00,"USA","yes"
"CDS",2000,"TOP","KOR","CHL",19.67,"JPN","yes"
"CDS",2000,"TOP","GBR","ESP",136.17,"UNK","yes"
"CDS",2000,"TOP","GBR","CHN",283.73,"USA","yes"
"CDS",2000,"TOP","GBR","CHN",24.69,"UNK","yes"
"CDS",2000,"TOP","CHL","NAM",13.02,"JPN","yes"
"CDS",2000,"TOP","ARG","ESP",61.07,"JPN","yes"
"CDS",2000,"TOP","GBR","CHN",222.96,"JPN","yes"
"CDS",2000,"TOP","CHL","CHN",28.20,"USA","yes"
"CDS",2000,"TOP","AUS","CHN",117.38,"JPN","yes"
"CDS",2000,"TOP","CHL","USA",5.65,"JPN","yes"
"CDS",2000,"TOP","ESP","CHL",180.70,"JPN","yes"
"CDS",2000,"TOP","ESP","CHL",23.50,"KOR","yes"
"CDS",2000,"TOP","FRA","CHN",181.59,"JPN","yes"
"CDS",2000,"TOP","FRA","CHN",19.99,"USA","yes"
"CDS",2000,"TOP","GBR","CHL",114.97,"JPN","yes"
"CDS",2000,"TOP","CHL","CHN",23.20,"JPN","yes"
"CDS",2001,"TOP","KOR","JPN",34.98,"USA","yes"
"CDS",2001,"TOP","KOR","CHN",19.91,"JPN","yes"
"CDS",2001,"TOP","KOR","CHL",2.0e-03,"USA","yes"
"CDS",2001,"TOP","KOR","CHL",63.82,"JPN","yes"
"CDS",2001,"TOP","GBR","USA",2.99,"JPN","yes"
"CDS",2001,"TOP","GBR","URY",35.00,"USA","yes"
"CDS",2001,"TOP","GBR","URY",110.48,"CHL","yes"
"CDS",2001,"TOP","KOR","SGP",20.00,"USA","yes"
"CDS",2001,"TOP","GBR","ESP",15.08,"JPN","yes"
"CDS",2001,"TOP","URY","SGP",36.59,"JPN","yes"
"CDS",2001,"TOP","GBR","ESP",50.49,"USA","yes"
"CDS",2001,"TOP","RUS","CHN",1070.10,"JPN","yes"
"CDS",2001,"TOP","SYC","CHN",106.60,"JPN","yes"
"CDS",2001,"TOP","SYC","CHN",114.86,"USA","yes"
"CDS",2001,"TOP","URY","CHL",198.90,"JPN","yes"
"CDS",2001,"TOP","URY","CHL",21.00,"USA","yes"
"CDS",2001,"TOP","URY","JPN",10.23,"KOR","yes"
"CDS",2001,"TOP","URY","SGP",49.88,"USA","yes"
"CDS",2001,"TOP","URY","USA",4.32,"JPN","yes"
"CDS",2001,"TOP","ZAF","ZAF",16.84,"USA","yes"
"CDS",2001,"TOP","GBR","CHN",104.36,"USA","yes"
"CDS",2001,"TOP","URY","CHL",23.80,"KOR","yes"
"CDS",2001,"TOP","URY","CHN",58.44,"USA","yes"
"CDS",2001,"TOP","AUS","CHN",16.96,"USA","yes"
"CDS",2001,"TOP","GBR","CHN",56.54,"JPN","yes"
"CDS",2001,"TOP","URY","CHN",533.83,"JPN","yes"
"CDS",2001,"TOP","ARG","CHN",116.67,"JPN","yes"
"CDS",2001,"TOP","ARG","ESP",138.99,"JPN","yes"
"CDS",2001,"TOP","ARG","JPN",2.60,"KOR","yes"
"CDS",2001,"TOP","AUS","CHN",557.53,"JPN","yes"
"CDS",2001,"TOP","AUS","CHN",5.88,"KOR","yes"
"CDS",2001,"TOP","AUS","JPN",0.29,"JPN","yes"
"CDS",2001,"TOP","ARG","CHL",172.64,"JPN","yes"
"CDS",2001,"TOP","AUS","JPN",34.38,"KOR","yes"
"CDS",2001,"TOP","AUS","SGP",10.69,"USA","yes"
"CDS",2001,"TOP","GBR","CHL",2.27,"USA","yes"
"CDS",2001,"TOP","GBR","CHL",100.00,"JPN","yes"
"CDS",2001,"TOP","CHL","CHN",254.67,"JPN","yes"
"CDS",2001,"TOP","FRA","SGP",7.00,"JPN","yes"
"CDS",2001,"TOP","FRA","JPN",0.63,"KOR","yes"
"CDS",2001,"TOP","FRA","SGP",11.02,"USA","yes"
"CDS",2001,"TOP","FRA","JPN",3.09,"CHN","yes"
"CDS",2001,"TOP","FRA","CHN",519.99,"JPN","yes"
"CDS",2001,"TOP","ESP","ESP",5.85,"JPN","yes"
"CDS",2001,"TOP","ESP","CHN",25.44,"JPN","yes"
"CDS",2001,"TOP","CHL","USA",2.27,"JPN","yes"
"CDS",2001,"TOP","FRA","KOR",1.20,"NLD","yes"
"CDS",2002,"TOP","GBR","JPN",48.02,"USA","yes"
