"SBID","SpeciesCode","CatchWeight"
3835,"SRX",141.00
3835,"TOP",7631.04
3836,"ANT",14.60
3836,"GRV",4335.02
3836,"GSK",300.00
3836,"MRL",4.30
3836,"SRR",3766.90
3836,"SRX",109.70
3836,"TOA",43102.50
3836,"TOP",225.00
3837,"ANT",82.40
3837,"GRV",904.50
3837,"SRR",468.50
3837,"TOA",161247.00
3838,"ANT",34.00
3838,"GRV",263.00
3838,"SRR",92.20
3838,"TOA",39118.00
3839,"GRV",146.10
3839,"ICX",48.80
3839,"INV",7.50
3839,"RAJ",7.20
3839,"TOA",18440.00
3839,"TOP",38.20
3840,"ANT",33.40
3840,"ART",2.00
3840,"BHY",160.00
3840,"GRV",11900.69
3840,"ICX",239.85
3840,"INV",38.90
3840,"LAI",27.50
3840,"MRL",1320.90
3840,"RAJ",1216.70
3840,"SRR",9791.00
3840,"TOA",153736.73
3840,"TOP",425.00
3840,"UNK",2.00
3841,"ANT",6.00
3841,"ART",3.90
3841,"ATX",32.50
3841,"BHY",2830.00
3841,"CEP",26.50
3841,"CNI",42.50
3841,"CUX",106.00
3841,"GRV",33512.10
3841,"ICX",18.95
3841,"INV",1978.00
3841,"MRL",480.90
3841,"NOX",10.20
3841,"OCT",1.00
3841,"OWP",53.90
3841,"RAJ",114.00
3841,"SRR",20646.00
3841,"STF",65.70
3841,"TOA",157264.30
3841,"TOP",503.50
3842,"CNI",10.00
3842,"GRV",5309.60
3842,"ICX",16.60
3842,"INV",22.75
3842,"MRL",66.00
3842,"NOK",308.80
3842,"OCT",2.50
3842,"RAJ",146.50
3842,"SRR",2242.00
3842,"STF",33.90
3842,"TOA",40143.27
3843,"KRI",141933.00
3844,"KRI",559012.50
3845,"KRI",6111976.00
3846,"KRI",8594025.00
3847,"KRI",6448104.00
3848,"KRI",353509.00
3849,"KRI",2024146.00
3850,"KRI",2686872.00
3851,"ANI",119424.50
3851,"LXX",1134.00
3851,"MVC",47.38
3851,"SGI",15554.44
3851,"SRR",182.39
3851,"SSI",1253.98
3852,"ANI",59565.00
3852,"SGI",948.00
3852,"SSI",361.50
3853,"ANT",43.00
3853,"BEA",26.00
3853,"TOA",2262.00
3853,"WGR",52.00
3854,"ANT",16.10
3854,"GRV",2100.00
3854,"SSI",47.80
3854,"TOA",84162.00
3855,"GRV",943.30
3855,"MRL",7.50
3855,"SSI",13.70
3855,"TOA",83331.00
3856,"ANT",92.00
3856,"BEA",1114.00
3856,"CHW",22.00
3856,"MVC",80.70
3856,"TOA",34491.00
3856,"WGR",1167.60
3857,"BEA",19.00
3857,"CHW",4.40
3857,"FIC",1.20
3857,"LAI",64.00
3857,"MVC",13.50
3857,"NOS",21.50
3857,"TOA",14865.00
3857,"TOP",996.00
3857,"WGR",685.00
3858,"ANT",2.30
3858,"TOA",4583.00
3858,"WGR",29.30
3859,"ANT",55.70
3859,"RFA",356.70
3859,"TOP",8610.00
3859,"WGR",87.30
3860,"ANT",3.50
3860,"BAM",809.90
3860,"GRV",662.70
3860,"TOA",13226.00
3861,"ANT",136.00
3861,"GRV",42671.00
3861,"ICX",193.00
3861,"MRL",1412.00
3861,"SRX",3204.00
3861,"TOA",112155.00
3862,"ANT",300.00
3862,"GRV",48228.00
3862,"ICX",48.00
3862,"MRL",583.00
3862,"NOX",62.00
3862,"SRX",1315.00
3862,"TOA",70527.00
3863,"ANT",31.00
3863,"GRV",1347.00
3863,"ICX",31.00
3863,"MRL",18.00
3863,"SRX",73.00
3863,"TOA",6109.00
3864,"ANT",152.20
3864,"GRV",412.50
3864,"ICX",2.20
3864,"MRL",8.80
3864,"TOA",3547.80
3865,"KRI",9950464.00
3866,"KRI",3672683.00
3867,"KRI",11915356.00
3868,"KRI",4416400.00
3869,"KRI",1184270.00
3870,"KRI",5896910.00
3871,"KRI",7061918.00
3872,"KRI",4290578.00
3873,"ANT",25.00
3873,"GRV",1755.00
3873,"KCX",3.00
3873,"TOP",85782.50
3874,"ANT",14.00
3874,"GRV",1318.00
3874,"KCX",25.00
3874,"TOP",73055.50
3875,"ANT",40.00
3875,"GRV",3174.00
3875,"TOP",79232.60
3876,"GRV",5355.00
3876,"SRX",15.00
3876,"TOP",64698.40
3880,"GRV",0.40
3880,"KCX",10389.00
3880,"TOP",9669.87
3881,"BMU",24.50
3881,"GRV",318.00
3881,"MOY",25.00
3881,"TOP",4909.58
3882,"BMU",276.50
3882,"GRV",1326.50
3882,"KCM",9.50
3882,"KCZ",10.00
3882,"MOY",254.50
3882,"MRL",0.50
3882,"TOP",20136.56
3883,"KCM",24.00
3883,"PAI",130.57
3883,"TOP",3028.22
3884,"ANT",251.00
3884,"GRV",483.00
3884,"TOP",6923.00
3885,"ANT",3057.00
3885,"GRV",3333.00
3885,"TOP",28607.00
3886,"ANT",46.00
3886,"GRV",925.00
3886,"TOP",6155.20
3887,"GRV",8.80
3887,"KCX",618.00
3887,"TOP",6572.20
3888,"GRV",2.50
3888,"KCM",748.29
3888,"KCX",1959.14
3888,"KCZ",1.00
3888,"PAI",809.96
3888,"TOP",21991.13
3889,"GRV",288.00
3889,"KCM",704.91
3889,"KCX",1900.56
3889,"PAI",10884.71
3889,"TOP",47504.99
3890,"KCM",1813.22
3890,"KCX",1296.10
3890,"PAI",2863.36
3890,"TOP",20424.94
3891,"GRV",1205.00
3891,"KCZ",27.00
3891,"TOP",13751.50
3892,"ANT",403.00
3892,"GRV",3400.00
3892,"KCZ",27.00
3892,"TOP",31491.10
3893,"TOP",5817.04
3894,"TOP",239194.51
3895,"ANT",247.00
3895,"GRV",31899.20
3895,"SRX",14480.25
3895,"TOP",207435.85
3896,"ANT",3433.00
3896,"GRV",86115.17
3896,"SRX",45503.95
3896,"TOP",637697.32
3897,"ANT",12.00
3897,"GRV",720.68
3897,"SRX",568.15
3897,"TOP",2830.30
3898,"ANT",1308.40
3898,"GRV",54639.12
3898,"SRX",64629.00
3898,"TOP",792547.41
3899,"ANT",971.00
3899,"GRV",34647.73
3899,"SRX",26487.84
3899,"TOP",336483.11
3900,"ANT",1980.50
3900,"GRV",43202.16
3900,"SRX",43186.67
3900,"TOP",596225.89
3901,"ANT",2370.00
3901,"GRV",40485.54
3901,"SRX",20989.32
3901,"TOP",399541.03
3902,"ANT",136.00
3902,"GRV",5587.66
3902,"SRX",4065.73
3902,"TOP",62412.42
3904,"ANT",1939.00
3904,"GRV",39715.17
3904,"SRX",27754.27
3904,"TOP",399597.37
3905,"ANT",10755.00
3905,"GRV",151197.02
3905,"SRX",55394.78
3905,"TOP",966696.82
3906,"ANT",7231.00
3906,"GRV",32791.11
3906,"SRX",25555.53
3906,"TOP",509471.44
3907,"ANT",7604.00
3907,"TOP",37567.65
3908,"ANT",211.00
3908,"GRV",3569.18
3908,"TOP",133170.47
3909,"ANT",48654.00
3909,"GRV",28760.03
3909,"SRX",25279.85
3909,"TOP",245997.57
3910,"ANT",4510.50
3910,"GRV",839.66
3910,"TOP",44166.68
3911,"ANT",4176.00
3911,"GRV",9761.52
3911,"TOP",119885.12
3912,"ANT",2209.00
3912,"GRV",10567.27
3912,"SRX",161.78
3912,"TOP",60161.76
3913,"ANT",6068.00
3913,"GRV",348.79
3913,"TOP",17651.39
3914,"ANT",2324.00
3914,"GRV",13229.63
3914,"SRX",6112.31
3914,"TOP",58074.68
3915,"ANT",1670.00
3915,"GRV",2719.41
3915,"TOP",57915.53
3916,"TOA",123180.00
3917,"TOA",190379.00
3918,"ANT",2319.56
3918,"GRV",16344.55
3918,"KCX",105.65
3918,"SRX",2429.00
3918,"TOP",552753.00
3919,"ANT",9227.83
3919,"GRV",17789.85
3919,"KCX",133.23
3919,"SRX",1059.60
3919,"TOP",415493.00
3920,"ANT",7576.83
3920,"GRV",21175.53
3920,"KCX",68.02
3920,"SRX",94.00
3920,"TOP",183466.00
3921,"ANT",5644.35
3921,"GRV",22982.00
3921,"KCX",197.56
3921,"SRX",22.00
3921,"TOP",410684.00
3922,"ANI",4675.00
3922,"KRI",85.00
3922,"SGI",428.00
3922,"SSI",17.00
3923,"ANI",150599.00
3923,"KRI",2150.00
3923,"NOR",889.00
3923,"SGI",969.90
3923,"SSI",34.00
3924,"ANI",180841.00
3924,"KRI",135.00
3924,"NOR",308.00
3925,"ANT",52.62
3925,"GRV",2298.12
3925,"KCX",2.40
3925,"NOR",29.20
3925,"SRX",11.50
3925,"TOP",6427.28
3926,"TOA",34962.00
3927,"TOA",58923.00
3928,"MZZ",40.00
3928,"RAJ",40.00
3928,"SRR",100.00
3928,"TOA",152500.00
3928,"WGR",230.00
3929,"MZZ",80.00
3929,"TOA",460000.00
3929,"TOP",100.00
3929,"WGR",3100.00
3930,"MZZ",60.00
3930,"TOA",61200.00
3930,"WGR",4000.00
3934,"ANT",10.00
3934,"SRR",20.00
3934,"TOA",33200.00
3934,"WGR",1100.00
3936,"ANT",101.06
3936,"BYR",4468.02
3936,"ICX",0.50
3936,"MCC",8700.10
3936,"MRL",0.56
3936,"STF",1054.44
3936,"TOP",128595.31
3937,"ANT",81.84
3937,"BEA",471.10
3937,"BYR",3335.91
3937,"MCC",8614.44
3937,"MRL",0.50
3937,"OCT",1.78
3937,"SRX",1.42
3937,"STF",1328.80
3937,"TOP",137540.68
3938,"ANT",38.26
3938,"ETM",9.55
3938,"GRV",1475.99
3938,"MRL",0.32
3938,"SRX",625.33
3938,"STF",32.64
3938,"TOP",25983.89
3939,"ANT",45.67
3939,"ETM",35.92
3939,"GRV",4691.50
3939,"NOS",4.52
3939,"NOX",71.74
3939,"OCT",1.90
3939,"SRX",4969.30
3939,"STF",122.83
3939,"TOP",281436.27
3940,"ANT",87.46
3940,"ETM",1.60
3940,"GRV",2758.82
3940,"SRX",2697.80
3940,"STF",21.23
3940,"TOA",58.72
3940,"TOP",85293.82
3941,"TOP",5993.62
3942,"TOP",38553.33
3943,"TOP",4701.04
3944,"GAS",0.09
3944,"MCC",2.62
3944,"OCT",2.24
3944,"TOP",480.18
3945,"KCU",6.67
3945,"MCC",63.22
3945,"MCH",17.13
3945,"OCT",10.65
3945,"TOP",15277.48
3946,"MCH",0.76
3946,"OCT",2.06
3946,"TOP",2858.33
3947,"ANI",22887.28
3947,"JEL",41.70
3947,"LIC",233.34
3947,"NOS",6.40
3947,"STF",18.20
3947,"TOP",62.10
3947,"WGR",1.50
3948,"ANI",142989.35
3948,"JEL",354.91
3948,"LIC",11027.76
3948,"NOS",15.32
3948,"STF",547.18
3948,"TOP",1090.28
3948,"WGR",8.67
3949,"JEL",2.15
3949,"LIC",106.35
3949,"STF",3.22
3950,"ANI",69.78
3950,"LIC",15.37
3950,"NOS",3.43
3951,"ANI",3.99
3951,"JEL",354.99
3951,"LIC",20.46
3951,"NOS",132.79
3951,"STF",323.20
3951,"TOP",25503.82
3951,"WGR",357.61
3952,"JEL",142.30
3952,"LIC",4.83
3952,"NOS",60.34
3952,"STF",44.53
3952,"TOP",284985.41
3952,"WGR",339.73
3953,"LIC",0.16
3953,"NOS",395.32
3953,"TOP",126506.66
3954,"ANI",58.40
3954,"LIC",140.94
3954,"NOS",1259.10
3954,"OCT",16.73
3954,"TOP",378478.17
3955,"LIC",222.46
3955,"NOS",371.70
3955,"OCT",10.48
3955,"TOP",248940.76
3956,"LIC",2160.71
3956,"NOS",2008.66
3956,"TOP",441509.72
3956,"WGR",17.83
3957,"LIC",85.08
3957,"NOS",683.12
3957,"TOP",210506.40
3957,"WGR",3.40
3959,"ANI",190205.09
3959,"GRV",44.18
3959,"LIC",17792.06
3959,"NOS",11.83
3959,"OCT",2.49
3959,"SON",0.65
3959,"TOP",929.15
3960,"ANI",301158.70
3960,"JEL",73.86
3960,"LIC",656.99
3960,"NOS",0.48
3960,"STF",0.84
3960,"TOP",2.98
3961,"ANI",0.79
3961,"JEL",10.60
3961,"LIC",0.73
3962,"ANI",2508.90
3962,"ECH",0.47
3962,"GRV",152.93
3962,"LIC",77.63
3962,"NOS",4.88
3962,"OCT",3.91
3962,"SON",0.46
3962,"TOP",82975.98
3963,"ANT",5.68
3963,"ICX",12.06
3963,"TOP",481.70
3964,"ANT",96.08
3964,"ICX",92.38
3964,"TOP",2217.01
3965,"ANT",348.06
3965,"ICX",398.61
3965,"TOP",21725.04
3966,"ANT",212.00
3966,"GRV",3685.00
3966,"TOP",82679.22
3967,"ANT",420.60
3967,"GRV",3153.00
3967,"TOP",59815.58
3968,"ANT",221.00
3968,"GRV",167.90
3968,"TOP",4276.00
3969,"ANT",427.00
3969,"GRV",2767.00
3969,"TOP",77972.00
3970,"GRV",381.00
3970,"TOA",6505.00
3971,"ANI",121.50
3971,"BHY",46.50
3971,"GRV",47350.00
3971,"ICX",47.60
3971,"INV",20.00
3971,"MRL",2159.00
3971,"RAJ",10.00
3971,"SRX",3108.00
3971,"TOA",312623.00
3971,"YDB",57.00
3972,"GRV",7716.00
3972,"ICX",43.00
3972,"MRL",1232.00
3972,"SRX",92.00
3972,"TOA",47991.08
3972,"YDB",353.50
3973,"GRV",965.00
3973,"ICX",5.00
3973,"INV",20.00
3973,"MRL",2.00
3973,"TOA",2457.00
3974,"ANT",23.00
3974,"GRV",774.00
3974,"SRX",28.00
3974,"TOA",660.03
3974,"TOP",8768.97
3975,"GRV",2740.00
3975,"SRX",326.00
3975,"TOA",2633.26
3975,"TOP",34984.74
3976,"AJH",0.05
3976,"ANT",409.32
3976,"ATX",0.05
3976,"CUX",0.99
3976,"ICX",52.98
3976,"ISH",0.03
3976,"KCX",3.16
3976,"LEV",7.00
3976,"MOR",29.00
3976,"MRL",34.02
3976,"NOX",0.80
3976,"OCT",1.52
3976,"SRR",40.11
3976,"SRX",5.01
3976,"SSX",0.01
3976,"STF",3.68
3976,"TOA",370314.29
3976,"TOP",152.32
3976,"WGR",5476.44
3977,"AJH",0.15
3977,"ANT",923.34
3977,"ATX",4.90
3977,"BEA",8.90
3977,"CSS",0.34
3977,"CUX",0.30
3977,"ICX",3161.10
3977,"INV",8.76
3977,"KCX",0.25
3977,"MOY",214.47
3977,"MRL",1341.01
3977,"NOX",5.18
3977,"OCT",5.18
3977,"PFR",1.39
3977,"PGR",3.15
3977,"PLF",0.51
3977,"PWJ",0.01
3977,"SRR",738.05
3977,"SRX",4.00
3977,"SSX",0.24
3977,"STF",259.50
3977,"TOA",853014.64
3977,"WGR",53227.81
3978,"ANT",162.04
3978,"ICX",0.96
3978,"INV",4.68
3978,"KCX",1.40
3978,"LEV",15.50
3978,"MCH",18.50
3978,"MRL",0.80
3978,"NOX",92.28
3978,"OCT",1.15
3978,"STF",166.27
3978,"TOA",122130.27
3978,"TOP",1041.40
3978,"WGR",206.45
3979,"ANT",223.63
3979,"ICX",144.93
3979,"MRL",16.21
3979,"STF",0.27
3979,"TOA",25003.00
3979,"WGR",1540.95
3980,"ANT",237.90
3980,"ICX",195.35
3980,"KCX",12.63
3980,"MRL",6.78
3980,"SRR",29.47
3980,"STF",0.12
3980,"TOA",31739.50
3980,"WGR",12448.15
3981,"ICX",1.50
3981,"STF",0.50
3981,"WGR",258.13
3982,"ANT",12.00
3982,"GRV",2603.98
3982,"INV",12.81
3982,"KCX",6.40
3982,"MRL",0.64
3982,"NOX",9.79
3982,"SRX",1181.62
3982,"TOA",433.30
3982,"TOP",11918.70
3983,"ANT",39.00
3983,"GRV",6172.00
3983,"INV",10.50
3983,"KCX",8.00
3983,"SRX",1121.00
3983,"TOP",140100.90
3984,"ANT",1463.00
3984,"GRV",3358.00
3984,"KCX",13.50
3984,"SRX",1561.00
3984,"TOP",51690.80
3985,"ANT",2204.00
3985,"GRV",12704.12
3985,"KCX",34.00
3985,"SRX",811.04
3985,"TOP",74293.70
3986,"ANT",1450.00
3986,"GRV",10991.00
3986,"KCX",14.00
3986,"SRX",150.00
3986,"TOP",115820.15
3987,"KRI",3143000.00
3988,"ANI",1070.00
3988,"ANS",11750.00
3988,"KRI",4592505.00
3988,"SGI",2460.00
3989,"ANI",14890.00
3989,"ANS",2420.00
3989,"KRI",5142000.00
3989,"NNY",7610.00
3989,"NOE",970.00
3989,"NOR",1100.00
3989,"SGI",940.00
3989,"SSI",2610.00
3990,"KRI",773600.00
3991,"KRI",1555000.00
3992,"TOA",171851.00
3993,"TOA",33115.00
3994,"TOA",59416.00
3995,"TOA",121084.00
3996,"KRI",865092.00
3997,"KRI",5203094.00
3998,"KRI",2015113.00
3999,"KRI",234596.00
4000,"KRI",867579.00
4001,"KRI",42535.00
4002,"KRI",4726000.00
4003,"KRI",6568000.00
4004,"KRI",7209000.00
4005,"KRI",1252800.00
4006,"KRI",1403000.00
4007,"KRI",6282000.00
4008,"KRI",5270000.00
4009,"ANT",848.00
4009,"GRV",1052.40
4009,"KCX",44.40
4009,"NOK",0.50
4009,"TOA",854.20
4009,"TOP",29637.80
4010,"ANT",261.80
4010,"GRV",3406.10
4010,"KCX",0.60
4010,"NOK",2.14
4010,"TOA",26889.30
4010,"TOP",17752.20
4011,"ANT",174.50
4011,"GRV",849.00
4011,"KCX",13.25
4011,"TOA",22691.30
4011,"TOP",14933.20
4012,"ANT",168.80
4012,"GRV",925.00
4012,"KCX",31.30
4012,"MRL",0.30
4012,"TOA",8461.80
4012,"TOP",3007.20
4013,"ANT",409.80
4013,"GRV",2057.20
4013,"KCX",18.60
4013,"MRL",1.70
4013,"TOA",3791.50
4013,"TOP",8515.10
4014,"ANT",865.00
4014,"GRV",1608.20
4014,"KCX",24.85
4014,"TOA",361.00
4014,"TOP",25822.90
4015,"ANT",28.80
4015,"BEA",48.00
4015,"GRV",1517.60
4015,"KCX",0.20
4015,"MRL",0.30
4015,"TOA",11392.00
4016,"BEA",159.00
4016,"GRV",27547.00
4016,"ICX",1.00
4016,"MRL",69.55
4016,"TOA",135877.00
4017,"ANT",315.00
4017,"GRV",2132.90
4017,"ICX",399.50
4017,"MRL",32.76
4017,"TOA",19724.30
4018,"ANT",258.40
4018,"BEA",8.00
4018,"GRV",16294.20
4018,"ICX",371.20
4018,"MRL",709.40
4018,"NOX",67.80
4018,"TOA",45706.00
4019,"ANI",290088.00
4020,"ANI",192093.00
4021,"ANI",367558.00
4022,"ANI",102918.00
4023,"ANI",234449.00
4024,"ANT",100.00
4024,"CWX",420.00
4024,"TOP",72197.00
4025,"ANT",269.00
4025,"CWX",810.00
4025,"TOP",181686.00
4026,"ANT",203.00
4026,"CWX",1374.00
4026,"TOP",149531.00
4027,"ANT",74.00
4027,"CWX",407.00
4027,"TOP",36558.00
4028,"DAH",24.30
4028,"GRV",178.00
4028,"ICX",34.50
4028,"TOA",13851.00
4029,"CEP",0.50
4029,"GRV",280.00
4029,"ICX",3.50
4029,"INV",5.10
4029,"OWP",0.77
4029,"TOA",23712.00
4029,"URX",0.16
4030,"BHY",8.00
4030,"GRV",245.60
4030,"ICX",2.10
4030,"INV",6.20
4030,"MRL",8.80
4030,"OWP",0.40
4030,"STF",3.70
4030,"TOA",6835.00
4031,"CEP",1.50
4031,"GRV",29.90
4031,"ICX",0.50
4031,"INV",4.00
4031,"TOA",1888.00
4032,"CNI",0.50
4032,"CWD",1.20
4032,"ECH",2.50
4032,"GRV",79.10
4032,"ICX",42.00
4032,"INV",30.16
4032,"LAI",25.00
4032,"MRL",17.60
4032,"OCT",4.50
4032,"OWP",0.12
4032,"STF",2.30
4032,"TOA",17260.00
4033,"CEP",6.00
4033,"GRV",277.40
4033,"ICX",7.60
4033,"INV",5.86
4033,"MRL",11.70
4033,"NOX",2.10
4033,"STF",1.95
4033,"TOA",7208.00
4034,"GRV",29.90
4034,"RAJ",24.00
4034,"TOA",629.00
4035,"ANT",3.00
4035,"BMU",109.50
4035,"GRV",67.50
4035,"KCX",1.00
4035,"STF",0.35
4035,"TOA",1752.00
4036,"ANT",96.00
4036,"GRV",785.00
4036,"KCX",236.00
4036,"SRX",8.00
4036,"TOP",129581.00
4037,"ANT",293.00
4037,"GRV",1212.00
4037,"TOP",66806.00
4038,"ANT",30.00
4038,"GRV",775.00
4038,"TOP",117075.00
4039,"ANT",276.00
4039,"GRV",981.00
4039,"TOP",59155.00
4040,"ANT",4.50
4040,"GRV",2387.00
4040,"ICX",44.30
4040,"TOA",108205.00
4041,"ANT",1.50
4041,"GRV",542.30
4041,"ICX",24.50
4041,"TOA",112961.00
4042,"TOA",504.70
4042,"TOP",16.50
4043,"GRV",233.00
4043,"ICX",10.00
4043,"TOA",10185.90
4044,"ANT",37.50
4044,"GRV",14.50
4044,"SRX",73.20
4044,"TOA",335.50
4044,"TOP",10457.42
4045,"ANT",381.90
4045,"GRV",181.40
4045,"SRX",2526.30
4045,"TOA",31.54
4045,"TOP",25577.83
4046,"ANT",326.00
4046,"GRV",252.00
4046,"SRX",1935.00
4046,"TOA",35.00
4046,"TOP",23400.00
4047,"ANT",365.00
4047,"GRV",243.00
4047,"SRX",1756.00
4047,"TOA",100.00
4047,"TOP",21844.00
4048,"ANT",78.00
4048,"GRV",56.00
4048,"SRX",854.00
4048,"TOA",96.00
4048,"TOP",6807.00
4049,"ANT",10.50
4049,"GRV",1338.40
4049,"SRR",0.80
4049,"SRX",86.40
4049,"TOA",123850.10
4049,"TOP",111.50
4050,"GRV",792.00
4050,"ICX",1.70
4050,"SRX",200.40
4050,"TOA",91274.50
4050,"TOP",29.50
4051,"ANT",15.50
4051,"GRV",1463.25
4051,"SRX",135.00
4051,"TOA",46752.10
4052,"ANT",2.50
4052,"GRV",910.00
4052,"SRX",153.00
4052,"TOA",49117.00
4053,"KRI",4267826.00
4054,"KRI",9998097.00
4055,"KRI",13827446.00
4056,"KRI",11298627.00
4057,"KRI",2994218.00
4058,"KRI",644970.00
4059,"ANI",407868.00
4059,"SGI",3696.00
4059,"SSI",12.00
4060,"ANI",237972.00
4060,"SGI",420.00
4061,"ANT",3.50
4061,"GRV",731.00
4061,"KCX",2.50
4061,"TOP",131948.00
4062,"ANT",10.00
4062,"GRV",498.00
4062,"TOP",93052.00
4063,"ART",23.10
4063,"GRV",7903.60
4063,"LIZ",1.00
4063,"MRL",94.70
4063,"SRX",7.40
4063,"SSI",193.60
4063,"TOA",132080.00
4064,"ART",2.00
4064,"GRV",2677.00
4064,"MRL",6.40
4064,"SSI",65.80
4064,"TOA",20995.00
4065,"ART",26.20
4065,"GRV",2963.00
4065,"MRL",240.90
4065,"SSI",233.70
4065,"TOA",94911.00
4066,"ART",25.10
4066,"GRV",908.50
4066,"MRL",76.80
4066,"SRX",8.50
4066,"SSI",58.60
4066,"TOA",31529.00
4067,"KRI",952300.00
4068,"KRI",128500.00
4069,"KRI",580300.00
4070,"KRI",1054720.00
4071,"KRI",1536420.00
4072,"KRI",1181220.00
4073,"KRI",191180.00
4074,"KRI",236100.00
4075,"KRI",552190.00
4076,"GRV",2137.00
4076,"KCX",60.00
4076,"TOP",114421.10
4077,"ANT",44.00
4077,"GRV",2265.00
4077,"KCX",324.00
4077,"TOP",127434.20
4078,"ANT",188.00
4078,"GRV",1266.00
4078,"KCX",4.00
4078,"TOP",62268.80
4080,"ANT",93.00
4080,"GRV",275.00
4081,"ANT",48.00
4081,"GRV",170.00
4082,"ANT",117.00
4082,"GRV",243.00
4082,"TOP",6312.10
4083,"ANT",66.00
4083,"GRV",371.00
4083,"TOP",5356.90
4084,"GRV",465.00
4084,"TOP",14963.50
4085,"ANT",96.00
4085,"GRV",2180.00
4085,"TOP",14386.40
4086,"ANT",216.00
4086,"GRV",1860.00
4086,"TOP",14684.20
4087,"ANT",33.00
4087,"GRV",2343.00
4087,"TOP",57771.90
4088,"ANT",60.00
4088,"GRV",1808.00
4088,"TOP",36860.40
4089,"ANT",102.88
4089,"GRV",19413.85
4089,"ICX",2492.33
4089,"MRL",2260.62
4089,"RAJ",21797.32
4089,"TOA",138290.60
4090,"ANT",236.52
4090,"GRV",2844.40
4090,"ICX",168.84
4090,"MRL",693.12
4090,"RAJ",918.59
4090,"TOA",13524.00
4091,"ANT",711.02
4091,"GRV",5293.64
4091,"ICX",604.17
4091,"MRL",79.80
4091,"RAJ",104.17
4091,"TOA",28391.30
4092,"ANT",586.92
4092,"GRV",7396.80
4092,"ICX",738.15
4092,"MRL",160.74
4092,"TOA",13332.60
4093,"ANI",50.00
4093,"LIC",366.76
4093,"NOS",0.75
4094,"ANI",740.28
4094,"BYR",2.76
4094,"JEL",15.10
4094,"LIC",2839.35
4094,"NOS",2.20
4094,"PFR",51.76
4094,"STF",9.21
4094,"TOP",304.92
4095,"NOS",10.60
4095,"PFR",4.57
4095,"STF",2.12
4096,"BYR",9.40
4097,"ANT",21.40
4097,"GRV",626.40
4097,"MRL",0.60
4097,"SRX",276.68
4097,"STF",59.96
4097,"TOP",12640.43
4098,"ANT",32.24
4098,"ATX",0.13
4098,"ETM",22.06
4098,"GRV",7542.04
4098,"MRL",2.25
4098,"NOX",36.30
4098,"OCT",4.50
4098,"SRX",932.75
4098,"STF",74.57
4098,"TOP",178926.86
4098,"URX",0.96
4099,"ANT",82.29
4099,"ETM",3.66
4099,"GRV",9527.50
4099,"MOL",0.25
4099,"MRL",1.40
4099,"OCT",1.00
4099,"SRX",252.96
4099,"STF",170.80
4099,"TOP",105698.58
4100,"ANT",36.07
4100,"ATX",2.52
4100,"ETM",38.15
4100,"GRV",12734.24
4100,"SRX",1454.85
4100,"STF",23.34
4100,"TOP",88192.00
4101,"ANT",83.26
4101,"ATX",1.53
4101,"GAS",0.01
4101,"GRV",30289.34
4101,"MRL",0.11
4101,"OCT",1.42
4101,"SRR",4520.57
4101,"SRX",87.52
4101,"STF",197.19
4101,"TOP",215147.80
4102,"ANT",3.45
4102,"ETM",7.55
4102,"GRV",343.94
4102,"NOS",23.07
4102,"SRX",620.38
4102,"STF",9.80
4103,"BEA",1583.34
4103,"BMU",136.52
4103,"BYR",89.90
4103,"LEF",3.20
4103,"LIC",58.18
4103,"NOS",794.11
4103,"OCT",33.85
4103,"SON",542.00
4103,"TOP",255085.14
4103,"WGR",1209.34
4104,"BEA",7.31
4104,"BMU",10.91
4104,"LIC",0.34
4104,"NOS",49.95
4104,"OCT",9.53
4104,"TOP",31139.70
4104,"WGR",103.49
4105,"BEA",585.25
4105,"BMU",27.43
4105,"BYR",97.28
4105,"JEL",74.05
4105,"NOS",17.38
4105,"PFR",2.66
4105,"STF",38.88
4105,"TOP",153447.16
4105,"WGR",148.33
4106,"BEA",340.50
4106,"BMU",22.10
4106,"BYR",51.40
4106,"JEL",94.34
4106,"LIC",0.68
4106,"NOS",55.72
4106,"PFR",1.65
4106,"STF",48.00
4106,"TOP",174803.80
4106,"WGR",1555.19
4107,"BEA",832.15
4107,"BMU",73.74
4107,"BYR",185.31
4107,"GRV",213.77
4107,"JEL",180.22
4107,"LIC",16.17
4107,"NOS",4650.81
4107,"PFR",113.95
4107,"STF",139.52
4107,"TOP",173192.65
4108,"ANI",47.11
4108,"BEA",305.48
4108,"BMU",25.70
4108,"BYR",128.59
4108,"GRV",1050.82
4108,"JEL",261.71
4108,"LIC",240.83
4108,"NOS",836.10
4108,"PFR",105.25
4108,"STF",75.68
4108,"TOP",272341.80
4109,"BEA",75.74
4109,"BMU",4.15
4109,"GRV",11.10
4109,"JEL",81.00
4109,"LIC",53.40
4109,"NOS",1021.73
4109,"PFR",15.49
4109,"STF",83.22
4109,"TOP",117386.94
4110,"ATX",5.70
4110,"BEA",1242.89
4110,"BMU",167.57
4110,"BYR",527.04
4110,"JEL",28.40
4110,"LIC",6752.81
4110,"NOS",865.57
4110,"OCT",7.60
4110,"SON",650.00
4110,"STF",38.78
4110,"TOP",199943.78
4110,"WGR",101.50
4111,"ATX",11.68
4111,"BEA",2429.86
4111,"BMU",467.81
4111,"BYR",935.87
4111,"JEL",122.46
4111,"LIC",5010.50
4111,"NOS",1432.30
4111,"OCT",7.00
4111,"SON",650.00
