"EEZID","FAOAreaID","TaxonKey"
8,37,1e+05
8,37,100139
8,37,400359
8,37,400416
8,37,500679
8,37,600030
8,37,600147
8,37,600203
8,37,601350
8,37,100339
8,37,600142
8,37,400419
8,37,600226
8,37,600115
8,37,600089
8,37,600097
8,37,600141
8,37,690404
8,37,100039
8,37,600898
8,37,400015
8,37,400017
8,37,500112
8,37,500142
8,37,500366
8,37,590010
8,37,600031
8,37,600035
8,37,600066
8,37,600301
8,37,600349
8,37,601005
8,37,601341
8,37,690051
8,37,690085
8,37,690088
8,37,690109
8,37,690273
8,37,601370
8,37,400266
8,37,600028
8,37,690241
8,37,100038
8,37,600752
8,37,600439
8,37,602535
8,37,600204
8,37,601043
8,37,600093
8,37,690400
8,37,500487
8,37,601823
8,37,601044
8,37,600078
12,37,100036
12,37,100039
12,37,100043
12,37,100045
12,37,100139
12,37,100339
12,37,100345
12,37,200004
12,37,290002
12,37,290006
12,37,300014
12,37,300026
12,37,300060
12,37,390002
12,37,390007
12,37,390013
12,37,400011
12,37,400013
12,37,400018
12,37,400019
12,37,400062
12,37,400066
12,37,400160
12,37,400163
12,37,400167
12,37,400180
12,37,400185
12,37,400266
12,37,400330
12,37,400359
12,37,400360
12,37,400377
12,37,400405
12,37,400439
12,37,400442
12,37,400488
12,37,400581
12,37,490010
12,37,490012
12,37,490039
12,37,490040
12,37,490046
12,37,490058
12,37,490097
12,37,490124
12,37,500108
12,37,500134
12,37,500142
12,37,500143
12,37,500147
12,37,500366
12,37,500372
12,37,500618
12,37,500661
12,37,500686
12,37,500705
12,37,500716
12,37,500814
12,37,500901
12,37,500903
12,37,501145
12,37,501163
12,37,501905
12,37,501940
12,37,504212
12,37,590011
12,37,590013
12,37,590024
12,37,600020
12,37,600027
12,37,600030
12,37,600031
12,37,600041
12,37,600044
12,37,600054
12,37,600056
12,37,600063
12,37,600066
12,37,600076
12,37,600088
12,37,600090
12,37,600094
12,37,600108
12,37,600115
12,37,600118
12,37,600203
12,37,600204
12,37,600226
12,37,600249
12,37,600301
12,37,600333
12,37,600525
12,37,600637
12,37,600645
12,37,600648
12,37,600669
12,37,600687
12,37,600706
12,37,600716
12,37,600718
12,37,600752
12,37,600754
12,37,600790
12,37,600807
12,37,600845
12,37,600854
12,37,600878
12,37,600889
12,37,600890
12,37,600893
12,37,601005
12,37,601043
12,37,601084
12,37,601164
12,37,601278
12,37,601279
12,37,601327
12,37,601340
12,37,601350
12,37,601353
12,37,601366
12,37,601370
12,37,601383
12,37,601747
12,37,601752
12,37,601756
12,37,601758
12,37,601759
12,37,601766
12,37,602058
12,37,602059
12,37,602499
12,37,602503
12,37,602508
12,37,602535
12,37,604326
12,37,604329
12,37,604552
12,37,604642
12,37,604887
12,37,604943
12,37,604964
12,37,604996
12,37,604997
12,37,605038
12,37,605094
12,37,607613
12,37,607616
12,37,608924
12,37,690051
12,37,690059
12,37,690085
12,37,690088
12,37,690091
12,37,690109
12,37,690124
12,37,690273
12,37,690392
12,37,690676
12,37,690684
12,37,690896
12,37,100035
12,37,100038
12,37,500487
12,37,690125
12,37,600093
12,37,400419
12,37,600219
12,37,600089
12,37,600141
12,37,100047
12,37,400332
12,37,509303
