"Taxonid","EEZID","stocklong","notes","FAOAreaID","id"
600219,60,"White marlin Atlantic","",31,"60_600219"
600219,76,"White marlin Atlantic","",31,"76_600219"
600219,76,"White marlin Atlantic","",41,"76_600219"
600219,178,"White marlin Atlantic","",34,"178_600219"
600219,178,"White marlin Atlantic","",47,"178_600219"
600219,180,"White marlin Atlantic","",34,"180_600219"
600219,180,"White marlin Atlantic","",47,"180_600219"
600219,254,"White marlin Atlantic","",31,"254_600219"
600219,254,"White marlin Atlantic","",41,"254_600219"
600219,266,"White marlin Atlantic","",34,"266_600219"
600219,266,"White marlin Atlantic","",47,"266_600219"
600219,620,"White marlin Atlantic","",27,"620_600219"
600219,620,"White marlin Atlantic","",34,"620_600219"
600219,621,"White marlin Atlantic","",27,"621_600219"
600219,621,"White marlin Atlantic","",34,"621_600219"
600219,622,"White marlin Atlantic","",27,"622_600219"
600219,622,"White marlin Atlantic","",34,"622_600219"
600219,851,"White marlin Atlantic","",21,"851_600219"
600219,851,"White marlin Atlantic","",31,"851_600219"
600219,855,"White marlin Atlantic","",34,"855_600219"
600219,855,"White marlin Atlantic","",47,"855_600219"
600219,946,"White marlin Atlantic","",34,"946_600219"
600219,946,"White marlin Atlantic","",37,"946_600219"
600219,962,"White marlin Atlantic","",27,"962_600219"
