"rgn_id","habitat","km2","rank","extent_rank"
5,"mangrove",93.774893,139,13034.710127
6,"mangrove",9.802309,139,1362.520951
7,"mangrove",397.23933,139,55216.26687
8,"mangrove",47.341449,139,6580.461411
9,"mangrove",7.273821,139,1011.061119
14,"mangrove",0.922028,139,128.161892
15,"mangrove",2088.473236,139,290297.779804
16,"mangrove",3167.272391,139,440250.862349
17,"mangrove",4247.351979,139,590381.925081
18,"mangrove",388.554334,139,54009.052426
24,"mangrove",323.997443,139,45035.644577
25,"mangrove",1915.404873,139,266241.277347
26,"mangrove",523.126979,139,72714.650081
28,"mangrove",0.725981,139,100.911359
29,"mangrove",3.24778,139,451.44142
31,"mangrove",5.18548,139,720.78172
39,"mangrove",0.292447,139,40.650133
40,"mangrove",33.506994,139,4657.472166
41,"mangrove",1191.805675,139,165660.988825
42,"mangrove",838.750025,139,116586.253475
43,"mangrove",237.693446,139,33039.388994
44,"mangrove",8.324245,139,1157.070055
45,"mangrove",1.217213,139,169.192607
46,"mangrove",0.171212,139,23.798468
47,"mangrove",0.165591,139,23.017149
48,"mangrove",0.017796,139,2.473644
49,"mangrove",0.016089,139,2.236371
50,"mangrove",0.301804,139,41.950756
52,"mangrove",2.7e-05,139,0.003753
53,"mangrove",10.813692,139,1503.103188
54,"mangrove",0.279341,139,38.828399
62,"mangrove",0.293685,139,40.822215
65,"mangrove",48.515827,139,6743.699953
66,"mangrove",154.932571,139,21535.627369
96,"mangrove",666.56775,139,92652.91725
97,"mangrove",46.741033,139,6497.003587
98,"mangrove",0.792717,139,110.187663
99,"mangrove",6.651261,139,924.525279
102,"mangrove",6.106863,139,848.853957
104,"mangrove",160.566319,139,22318.718341
106,"mangrove",24.446811,139,3398.106729
108,"mangrove",0.024013,139,3.337807
110,"mangrove",34.005232,139,4726.727248
111,"mangrove",0.188969,139,26.266691
112,"mangrove",1559.117081,139,216717.274259
113,"mangrove",44.818161,139,6229.724379
114,"mangrove",39.682453,139,5515.860967
115,"mangrove",96.92963,139,13473.21857
116,"mangrove",46.788706,139,6503.630134
117,"mangrove",0.262598,139,36.501122
118,"mangrove",0.021232,139,2.951248
119,"mangrove",0.119292,139,16.581588
120,"mangrove",1.517098,139,210.876622
122,"mangrove",0.868182,139,120.677298
124,"mangrove",0.059163,139,8.223657
125,"mangrove",1.119778,139,155.649142
126,"mangrove",51.221458,139,7119.782662
127,"mangrove",0.199127,139,27.678653
129,"mangrove",1354.293356,139,188246.776484
130,"mangrove",337.332012,139,46889.149668
131,"mangrove",553.290666,139,76907.402574
132,"mangrove",1710.455046,139,237753.251394
133,"mangrove",516.874149,139,71845.506711
134,"mangrove",237.958244,139,33076.195916
135,"mangrove",2896.112355,139,402559.617345
136,"mangrove",252.270343,139,35065.577677
137,"mangrove",959.695372,139,133397.656708
138,"mangrove",17.703439,139,2460.778021
139,"mangrove",2433.660497,139,338278.809083
140,"mangrove",29.295968,139,4072.139552
162,"mangrove",66.026256,139,9177.649584
163,"mangrove",1447.704175,139,201230.880325
164,"mangrove",298.680853,139,41516.638567
166,"mangrove",42.539842,139,5913.038038
167,"mangrove",186.973947,139,25989.378633
168,"mangrove",518.360874,139,72052.161486
169,"mangrove",678.42603,139,94301.21817
171,"mangrove",7784.695412,139,1082072.662268
190,"mangrove",0.000728,139,0.101192
191,"mangrove",0.035458,139,4.928662
193,"mangrove",756.476474,139,105150.229886
194,"mangrove",825.060834,139,114683.455926
195,"mangrove",23.207009,139,3225.774251
196,"mangrove",2707.896115,139,376397.559985
197,"mangrove",1133.865849,139,157607.353011
198,"mangrove",1094.562069,139,152144.127591
199,"mangrove",148.154359,139,20593.455901
200,"mangrove",186.423077,139,25912.807703
202,"mangrove",485.418822,139,67473.216258
203,"mangrove",271.161429,139,37691.438631
204,"mangrove",1673.903359,139,232672.566901
205,"mangrove",2543.940877,139,353607.781903
206,"mangrove",4841.344193,139,672946.842827
207,"mangrove",715.231851,139,99417.227289
208,"mangrove",4.207669,139,584.865991
209,"mangrove",31.514598,139,4380.529122
210,"mangrove",7.410579,139,1030.070481
214,"mangrove",0.005978,139,0.830942
216,"mangrove",23869.890278,139,3317914.748642
221,"mangrove",0.043435,139,6.037465
231,"mangrove",5.99694,139,833.57466
237,"mangrove",1.045822,139,145.369258
244,"mangrove",0.286146,139,39.774294
245,"mangrove",0.894529,139,124.339531
247,"mangrove",106.200843,139,14761.917177
250,"mangrove",0.106146,139,14.754294
16,"saltmarsh",13028.95,210,2736079.5
59,"saltmarsh",4.22,210,886.2
69,"saltmarsh",0.82,210,172.2
70,"saltmarsh",5,210,1050
153,"saltmarsh",7.2025259359495,210,1512.5304465494
154,"saltmarsh",0.995940460081194,210,209.147496617051
156,"saltmarsh",2.04961659900767,210,430.419485791611
162,"saltmarsh",181.751917004962,210,38167.902571042
163,"saltmarsh",15747,210,3306870
176,"saltmarsh",283.45,210,59524.5
177,"saltmarsh",112.3,210,23583
178,"saltmarsh",7.05,210,1480.5
179,"saltmarsh",1147.1,210,240891
180,"saltmarsh",314.508957489879,210,66046.8810728746
181,"saltmarsh",56.34,210,11831.4
184,"saltmarsh",349,210,73290
209,"saltmarsh",5734.4,210,1204224
218,"saltmarsh",440,210,92400
222,"saltmarsh",29.3,210,6153
227,"saltmarsh",1.5022604588394,210,315.474696356274
228,"saltmarsh",2.03878205128204,210,428.144230769228
1,"seagrass",199.974,83,16597.842
