iucn_sid,map_iucn_sid,subpop_sid,kingdom,phylum,class,order,family,sciname,map_sciname,alt_sciname,population,subpop,habitat,suitability,presence,spp_group,spatial_source
196322.0,NA,NA,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Akihito futuna,NA,NA,NA,NA,Marine Neritic - Estuaries,Marginal,NA,NA,NA
22679753.0,22679753.0,NA,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Dendrocygna arcuata,Dendrocygna arcuata,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,1,BOTW_marine,iucn
61634591.0,61634591.0,NA,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,MOMOTIDAE,Momotus coeruliceps,Momotus coeruliceps,NA,NA,NA,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Marginal,1,BOTW_marine,iucn
61634940.0,61634940.0,NA,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,MOMOTIDAE,Momotus bahamensis,Momotus bahamensis,NA,NA,NA,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Marginal,1,BOTW_marine,iucn
22692560.0,22692560.0,NA,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Aramides mangle,Aramides mangle,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,1,BOTW_marine,iucn
196323.0,NA,NA,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Akihito vanuatu,NA,NA,NA,NA,Marine Neritic - Estuaries,Marginal,NA,NA,NA
22679758.0,22679758.0,NA,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Dendrocygna javanica,Dendrocygna javanica,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,1,BOTW_marine,iucn
62114375.0,62114375.0,NA,ANIMALIA,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Podiceps occipitalis,Podiceps occipitalis,NA,NA,NA,Marine Neritic - Pelagic,Marginal,1,BOTW_marine,iucn
22692640.0,22692640.0,NA,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Amaurornis phoenicurus,Amaurornis phoenicurus,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,1,BOTW_marine,iucn
22692643.0,22692643.0,NA,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Zapornia flavirostra,Zapornia flavirostra,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,1,BOTW_marine,iucn
64547977.0,NA,NA,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PAMPHAGIDAE,Asiotmethis limbatus,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Sand Dunes,Marginal,NA,NA,NA
58350.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Limnonectes macrocephalus,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,NA,NA,NA
58410.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Occidozyga laevis,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,NA,NA,NA
58474.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CERATOBATRACHIDAE,Cornufer papuensis,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,NA,NA,NA
58590.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Papurana elberti,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,NA,NA,NA
58705.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Pelophylax ridibundus,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Marginal,NA,NA,NA
58705.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Pelophylax ridibundus,NA,NA,NA,NA,Marine Neritic - Estuaries,Marginal,NA,NA,NA
58742.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Hylarana tytleri,NA,NA,NA,NA,Marine Neritic - Estuaries,Marginal,NA,NA,NA
58767.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Strongylopus grayii,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,NA,NA,NA
58953.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Polypedates leucomystax,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,NA,NA,NA
22692792.0,22692792.0,NA,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Porphyrio porphyrio,Porphyrio porphyrio,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,1,BOTW_marine,iucn
22692880.0,22692880.0,NA,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Gallinula tenebrosa,Gallinula tenebrosa,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,1,BOTW_marine,iucn
22692880.0,22692880.0,NA,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Gallinula tenebrosa,Gallinula tenebrosa,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,4,BOTW_marine,iucn
22692880.0,22692880.0,NA,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Gallinula tenebrosa,Gallinula tenebrosa,NA,NA,NA,Marine Neritic - Estuaries,Marginal,1,BOTW_marine,iucn
22692880.0,22692880.0,NA,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Gallinula tenebrosa,Gallinula tenebrosa,NA,NA,NA,Marine Neritic - Estuaries,Marginal,4,BOTW_marine,iucn
22692883.0,22692883.0,NA,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Gallinula angulata,Gallinula angulata,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,1,BOTW_marine,iucn
22692883.0,22692883.0,NA,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Gallinula angulata,Gallinula angulata,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,3,BOTW_marine,iucn
103709500.0,103709500.0,NA,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura javanica,Rhipidura javanica,NA,NA,NA,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Marginal,1,BOTW_marine,iucn
103709500.0,103709500.0,NA,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura javanica,Rhipidura javanica,NA,NA,NA,Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches,Marginal,1,BOTW_marine,iucn
103709532.0,103709532.0,NA,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura nigritorquis,Rhipidura nigritorquis,NA,NA,NA,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Marginal,1,BOTW_marine,iucn
103709532.0,103709532.0,NA,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura nigritorquis,Rhipidura nigritorquis,NA,NA,NA,Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches,Marginal,1,BOTW_marine,iucn
61335.0,NA,NA,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Choerodon azurio,NA,NA,NA,NA,Marine Oceanic - Epipelagic (0-200m),Marginal,NA,NA,NA
61335.0,NA,NA,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Choerodon azurio,NA,NA,NA,NA,Marine Neritic - Pelagic,Marginal,NA,NA,NA
61592.0,61592.0,NA,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Vipera latastei,Vipera latastei,Vipera latastei,NA,NA,Marine Coastal/Supratidal - Coastal Sand Dunes,Marginal,1,REPTILES_marine,iucn
103799817.0,103799817.0,NA,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris pulchellus,Cinnyris pulchellus,NA,NA,NA,Marine Intertidal - Rocky Shoreline,Marginal,1,BOTW_marine,iucn
103800445.0,103800445.0,NA,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris melanogastrus,Cinnyris melanogastrus,NA,NA,NA,Marine Intertidal - Rocky Shoreline,Marginal,1,BOTW_marine,iucn
62237.0,62237.0,NA,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Nerodia fasciata,Nerodia fasciata,Nerodia fasciata,NA,NA,Marine Intertidal - Salt Marshes (Emergent Grasses),Marginal,1,REPTILES_marine,iucn
62237.0,62237.0,NA,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Nerodia fasciata,Nerodia fasciata,Nerodia fasciata,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,1,REPTILES_marine,iucn
62239.0,62239.0,NA,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Nerodia sipedon,Nerodia sipedon,Nerodia sipedon,NA,NA,Marine Intertidal - Salt Marshes (Emergent Grasses),Marginal,1,REPTILES_marine,iucn
62239.0,62239.0,NA,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Nerodia sipedon,Nerodia sipedon,Nerodia sipedon,NA,NA,Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes,Marginal,1,REPTILES_marine,iucn
62239.0,62239.0,NA,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Nerodia sipedon,Nerodia sipedon,Nerodia sipedon,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,1,REPTILES_marine,iucn
63779.0,63779.0,NA,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPSADIDAE,Farancia abacura,Farancia abacura,Farancia abacura,NA,NA,Marine Intertidal - Salt Marshes (Emergent Grasses),Marginal,1,REPTILES_marine,iucn
63780.0,63780.0,NA,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPSADIDAE,Farancia erytrogramma,Farancia erytrogramma,Farancia erytrogramma,NA,NA,Marine Intertidal - Salt Marshes (Emergent Grasses),Marginal,1,REPTILES_marine,iucn
63853.0,63853.0,NA,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Nerodia cyclopion,Nerodia cyclopion,Nerodia cyclopion,NA,NA,Marine Intertidal - Salt Marshes (Emergent Grasses),Marginal,1,REPTILES_marine,iucn
63855.0,63855.0,NA,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Nerodia floridana,Nerodia floridana,Nerodia floridana,NA,NA,Marine Intertidal - Salt Marshes (Emergent Grasses),Marginal,1,REPTILES_marine,iucn
63855.0,63855.0,NA,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Nerodia floridana,Nerodia floridana,Nerodia floridana,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,1,REPTILES_marine,iucn
63857.0,63857.0,NA,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Nerodia taxispilota,Nerodia taxispilota,Nerodia taxispilota,NA,NA,Marine Intertidal - Salt Marshes (Emergent Grasses),Marginal,1,REPTILES_marine,iucn
63857.0,63857.0,NA,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Nerodia taxispilota,Nerodia taxispilota,Nerodia taxispilota,NA,NA,Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes,Marginal,1,REPTILES_marine,iucn
63857.0,63857.0,NA,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Nerodia taxispilota,Nerodia taxispilota,Nerodia taxispilota,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,1,REPTILES_marine,iucn
64255.0,64255.0,NA,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TEIIDAE,Aspidoscelis catalinensis,Aspidoscelis catalinensis,Aspidoscelis catalinensis,NA,NA,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Marginal,1,REPTILES_marine,iucn
4621.0,NA,NA,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PARASTACIDAE,Cherax quadricarinatus,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,NA,NA,NA
8245.0,8245.0,NA,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Eumops hansae,Eumops hansae,Eumops hansae,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,1,TERRESTRIAL_MAMMALS_marine,iucn
8812.0,NA,NA,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias gracilis,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,NA,NA,NA
9014.0,9014.0,NA,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Astrochelys radiata,Astrochelys radiata,Astrochelys radiata,NA,NA,Marine Coastal/Supratidal - Coastal Sand Dunes,Marginal,1,REPTILES_marine,iucn
10103.0,10103.0,NA,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,HIPPOPOTAMIDAE,Hippopotamus amphibius,Hippopotamus amphibius,Hippopotamus amphibius,NA,NA,Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes,Marginal,1,TERRESTRIAL_MAMMALS_marine,iucn
10103.0,10103.0,NA,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,HIPPOPOTAMIDAE,Hippopotamus amphibius,Hippopotamus amphibius,Hippopotamus amphibius,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,1,TERRESTRIAL_MAMMALS_marine,iucn
10103.0,10103.0,NA,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,HIPPOPOTAMIDAE,Hippopotamus amphibius,Hippopotamus amphibius,Hippopotamus amphibius,NA,NA,Marine Neritic - Estuaries,Marginal,1,TERRESTRIAL_MAMMALS_marine,iucn
135664.0,NA,NA,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbus kubanicus,NA,NA,NA,NA,Marine Neritic - Estuaries,Marginal,NA,NA,NA
11369.0,11369.0,NA,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ELAPIDAE,Laticauda crockeri,Laticauda crockeri,Laticauda crockeri,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,1,REPTILES_marine,iucn
11369.0,11369.0,NA,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ELAPIDAE,Laticauda crockeri,Laticauda crockeri,Laticauda crockeri,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,1,SEASNAKES,iucn
12146.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Litoria dentata,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,NA,NA,NA
12155.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Litoria verreauxii,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,NA,NA,NA
136472.0,136472.0,NA,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Babyrousa togeanensis,Babyrousa togeanensis,Babyrousa togeanensis,NA,NA,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Marginal,1,TERRESTRIAL_MAMMALS_marine,iucn
13427.0,13427.0,NA,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus californicus,Microtus californicus,Microtus californicus,NA,NA,Marine Intertidal - Salt Marshes (Emergent Grasses),Marginal,1,TERRESTRIAL_MAMMALS_marine,iucn
41032.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Litoria cooloolensis,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,NA,NA,NA
41065.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Rhinella marina,NA,NA,NA,NA,Marine Intertidal - Salt Marshes (Emergent Grasses),Marginal,NA,NA,NA
41065.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Rhinella marina,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes,Marginal,NA,NA,NA
41065.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Rhinella marina,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,NA,NA,NA
41079.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Litoria adelaidensis,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,NA,NA,NA
41105.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Litoria peronii,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,NA,NA,NA
41111.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Litoria splendida,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,NA,NA,NA
41109.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Litoria rothii,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,NA,NA,NA
41110.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Litoria rubella,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,NA,NA,NA
41134.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MYOBATRACHIDAE,Crinia georgiana,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,NA,NA,NA
41139.0,NA,NA,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MYOBATRACHIDAE,Crinia remota,NA,NA,NA,NA,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,NA,NA,NA
