iucn_sid,presence,origin,distribution_code,rgn_id,rgn_name
39381,Extant,Native,Native,14,Taiwan
39381,Extant,Native,Native,202,Tanzania
39381,Extant,Native,Native,163,United States
39381,Extant,Native,Native,173,Uruguay
39381,Extant,Native,Native,127,Saint Vincent and the Grenadines
39381,Extant,Native,Native,139,Venezuela
39381,Extant,Native,Native,117,British Virgin Islands
39381,Extant,Native,Native,207,Vietnam
39381,Extant,Native,Native,6,Vanuatu
39381,Extant,Native,Native,161,Wallis and Futuna
39381,Extant,Native,Native,152,Samoa
39381,Extant,Native,Native,47,Yemen
39381,Extant,Native,Native,29,Mayotte
39381,Extant,Native,Native,102,South Africa
19488,Extant,Native,Native,54,United Arab Emirates
19488,Extant,Native,Native,120,Antigua and Barbuda
19488,Extant,Native,Native,118,Anguilla
19488,Extant,Native,Native,200,Angola
19488,Extant,Native,Native,172,Argentina
19488,Extant,Native,Native,151,American Samoa
19488,Extant,Native,Native,16,Australia
19488,Extant,Native,Native,250,Aruba
19488,Extant,Native,Native,124,Barbados
19488,Extant,Native,Native,204,Bangladesh
19488,Extant,Native,Native,52,Bahrain
19488,Extant,Native,Native,99,Benin
19488,Extant,Native,Native,247,Brunei
19488,Extant,Native,Native,171,Brazil
19488,Extant,Native,Native,110,Bahamas
19488,Extant,Native,Native,164,Belize
19488,Extant,Vagrant,Vagrant,218,Canada
19488,Extant,Native,Native,199,Democratic Republic of the Congo
19488,Extant,Native,Native,100,Republique du Congo
19488,Extant,Native,Native,195,Ivory Coast
19488,Extant,Native,Native,153,Cook Islands
19488,Extant,Native,Native,224,Chile
19488,Extant,Native,Native,197,Cameroon
19488,Extant,Native,Native,209,China
19488,Extant,Native,Native,132,Colombia
19488,Extant,Native,Native,130,Costa Rica
19488,Extant,Native,Native,112,Cuba
19488,Extant,Native,Native,56,Cape Verde
19488,Extant,Native,Native,244,Curacao
19488,Extant,Native,Native,46,Djibouti
19488,Extant,Native,Native,123,Dominica
19488,Extant,Native,Native,137,Ecuador
19488,Extant,Native,Native,214,Egypt
19488,Extant,Native,Native,63,Western Sahara
19488,Extant,Native,Native,45,Eritrea
19488,Extant,Native,Native,18,Fiji
19488,Extant,Native,Native,9,Micronesia
19488,Extant,Native,Native,198,Gabon
19488,Extant,Native,Native,125,Grenada
19488,Extant,Native,Native,169,French Guiana
19488,Extant,Native,Native,106,Ghana
19488,Extant,Native,Native,65,Gambia
19488,Extant,Native,Native,194,Guinea
19488,Extant,Native,Native,140,Guadeloupe and Martinique
19488,Extant,Native,Native,104,Equatorial Guinea
19488,Extant,Native,Native,136,Guatemala
19488,Extant,Native,Native,193,Guinea Bissau
19488,Extant,Native,Native,167,Guyana
19488,Extant,Native,Native,133,Honduras
19488,Extant,Native,Native,114,Haiti
19488,Extant,Native,Native,216,Indonesia
19488,Extant,Native,Native,79,Israel
19488,Extant,Native,Native,203,India
19488,Extant,Native,Native,192,Iraq
19488,Extant,Native,Native,191,Iran
19488,Extant,Native,Native,166,Jamaica
19488,Extant,Native,Native,215,Jordan
19488,Extant,Native,Native,210,Japan
19488,Extant,Native,Native,43,Kenya
19488,Extant,Native,Native,24,Cambodia
19488,Extant,Native,Native,212,Kiribati
19488,Extant,Native,Native,119,Saint Kitts and Nevis
19488,Extant,Native,Native,113,Cayman Islands
19488,Extant,Native,Native,122,Saint Lucia
19488,Extant,Native,Native,97,Liberia
19488,Extant,Native,Native,62,Morocco
19488,Extant,Native,Native,221,Northern Saint-Martin
19488,Extant,Native,Native,42,Madagascar
19488,Extant,Native,Native,11,Marshall Islands
19488,Extant,Native,Native,205,Myanmar
19488,Extant,Native,Native,64,Mauritania
19488,Extant,Native,Native,121,Montserrat
19488,Extant,Native,Native,39,Maldives
19488,Extant,Native,Native,135,Mexico
19488,Extant,Native,Native,206,Malaysia
19488,Extant,Native,Native,41,Mozambique
19488,Extant,Native,Native,101,Namibia
19488,Extant,Native,Native,5,New Caledonia
19488,Extant,Native,Native,196,Nigeria
19488,Extant,Native,Native,131,Nicaragua
19488,Extant,Native,Native,10,Nauru
19488,Extant,Native,Native,154,Niue
19488,Extant,Vagrant,Vagrant,162,New Zealand
19488,Extant,Native,Native,48,Oman
19488,Extant,Native,Native,129,Panama
19488,Extant,Native,Native,138,Peru
19488,Extant,Native,Native,147,French Polynesia
19488,Extant,Native,Native,17,Papua New Guinea
19488,Extant,Native,Native,15,Philippines
19488,Extant,Native,Native,53,Pakistan
19488,Extant,Native,Native,146,Pitcairn
19488,Extant,Native,Native,116,Puerto Rico and Virgin Islands of the United States
19488,Extant,Native,Native,183,Portugal
19488,Extant,Native,Native,190,Qatar
19488,Extant,Native,Native,50,Saudi Arabia
19488,Extant,Native,Native,7,Solomon Islands
19488,Extant,Native,Native,49,Sudan
19488,Extant,Native,Native,85,Ascension
19488,Extant,Native,Native,86,Saint Helena
19488,Extant,Native,Native,88,Tristan da Cunha
19488,Extant,Native,Native,96,Sierra Leone
19488,Extant,Native,Native,66,Senegal
19488,Extant,Native,Native,44,Somalia
19488,Extant,Native,Native,168,Suriname
19488,Extant,Native,Native,103,Sao Tome and Principe
19488,Extant,Native,Native,134,El Salvador
19488,Extant,Native,Native,220,Sint Maarten
19488,Extant,Native,Native,111,Turks and Caicos Islands
19488,Extant,Native,Native,98,Togo
19488,Extant,Native,Native,25,Thailand
19488,Extant,Native,Native,156,Tokelau
19488,Extant,Native,Native,155,Tonga
19488,Extant,Native,Native,19,Tuvalu
19488,Extant,Native,Native,14,Taiwan
19488,Extant,Native,Native,202,Tanzania
19488,Extant,Native,Native,163,United States
19488,Extant,Native,Native,173,Uruguay
19488,Extant,Native,Native,127,Saint Vincent and the Grenadines
19488,Extant,Native,Native,139,Venezuela
19488,Extant,Native,Native,117,British Virgin Islands
19488,Extant,Native,Native,207,Vietnam
19488,Extant,Native,Native,6,Vanuatu
19488,Extant,Native,Native,161,Wallis and Futuna
19488,Extant,Native,Native,152,Samoa
19488,Extant,Native,Native,47,Yemen
19488,Extant,Native,Native,102,South Africa
39341,Extant,Native,Native,120,Antigua and Barbuda
39341,Extant,Native,Native,118,Anguilla
39341,Extant,Native,Native,82,Albania
39341,Extant,Native,Native,200,Angola
39341,Extant,Native,Native,172,Argentina
39341,Extant,Native,Native,16,Australia
39341,Extant,Native,Native,124,Barbados
39341,Extant,Native,Native,204,Bangladesh
39341,Extant,Native,Native,99,Benin
39341,Extant,Native,Native,108,Bermuda
39341,Extant,Native,Native,247,Brunei
39341,Extant,Native,Native,245,Bonaire
39341,Extant,Native,Native,248,Saba
39341,Extant,Native,Native,249,Sint Eustatius
39341,Extant,Native,Native,171,Brazil
39341,Extant,Native,Native,110,Bahamas
39341,Extant,Native,Native,164,Belize
39341,Extant,Native,Native,218,Canada
39341,Extant,Native,Native,100,Republique du Congo
39341,Extant,Native,Native,195,Ivory Coast
39341,Extant,Native,Native,153,Cook Islands
39341,Extant,Native,Native,224,Chile
39341,Extant,Native,Native,197,Cameroon
39341,Extant,Native,Native,209,China
39341,Extant,Native,Native,132,Colombia
39341,Extant,Native,Native,130,Costa Rica
39341,Extant,Native,Native,112,Cuba
39341,Extant,Native,Native,56,Cape Verde
39341,Extant,Native,Native,244,Curacao
39341,Extant,Native,Native,81,Cyprus
39341,Extant,Native,Native,123,Dominica
39341,Extant,Native,Native,115,Dominican Republic
39341,Extant,Native,Native,84,Algeria
39341,Extant,Native,Native,137,Ecuador
39341,Extant,Native,Native,214,Egypt
39341,Extant,Native,Native,63,Western Sahara
39341,Extant,Native,Native,45,Eritrea
39341,Extant,Native,Native,182,Spain
39341,Extant,Native,Native,18,Fiji
39341,Extant,Native,Native,9,Micronesia
39341,Extant,Native,Native,179,France
39341,Extant,Native,Native,198,Gabon
39341,Extant,Native,Native,180,United Kingdom
39341,Extant,Native,Native,125,Grenada
39341,Extant,Native,Native,169,French Guiana
39341,Extant,Native,Native,106,Ghana
39341,Extant,Native,Native,60,Gibraltar
39341,Extant,Native,Native,65,Gambia
39341,Extant,Native,Native,194,Guinea
39341,Extant,Native,Native,140,Guadeloupe and Martinique
39341,Extant,Native,Native,104,Equatorial Guinea
39341,Extant,Native,Native,80,Greece
39341,Extant,Native,Native,136,Guatemala
39341,Extant,Native,Native,193,Guinea Bissau
39341,Extant,Native,Native,167,Guyana
39341,Extant,Native,Native,133,Honduras
39341,Extant,Native,Native,187,Croatia
39341,Extant,Native,Native,114,Haiti
39341,Extant,Native,Native,216,Indonesia
39341,Extant,Native,Native,181,Ireland
39341,Extant,Native,Native,79,Israel
39341,Extant,Native,Native,203,India
39341,Extant,Native,Native,191,Iran
39341,Extant,Native,Native,184,Italy
39341,Extant,Native,Native,166,Jamaica
39341,Extant,Native,Native,210,Japan
39341,Extant,Native,Native,43,Kenya
39341,Extant,Native,Native,24,Cambodia
39341,Extant,Native,Native,212,Kiribati
39341,Extant,Native,Native,119,Saint Kitts and Nevis
39341,Extant,Native,Native,21,North Korea
39341,Extant,Native,Native,20,South Korea
39341,Extant,Native,Native,113,Cayman Islands
39341,Extant,Native,Native,122,Saint Lucia
39341,Extant,Native,Native,40,Sri Lanka
39341,Extant,Native,Native,97,Liberia
39341,Extant,Native,Native,67,Libya
39341,Extant,Native,Native,62,Morocco
39341,Extant,Native,Native,186,Montenegro
39341,Extant,Native,Native,221,Northern Saint-Martin
39341,Extant,Native,Native,42,Madagascar
39341,Extant,Native,Native,11,Marshall Islands
39341,Extant,Native,Native,205,Myanmar
39341,Extant,Native,Native,13,Northern Mariana Islands and Guam
39341,Extant,Native,Native,64,Mauritania
39341,Extant,Native,Native,121,Montserrat
39341,Extant,Native,Native,68,Malta
39341,Extant,Native,Native,37,Mauritius
39341,Extant,Native,Native,39,Maldives
39341,Extant,Native,Native,135,Mexico
39341,Extant,Native,Native,206,Malaysia
39341,Extant,Native,Native,41,Mozambique
39341,Extant,Native,Native,101,Namibia
39341,Extant,Native,Native,5,New Caledonia
39341,Extant,Native,Native,196,Nigeria
39341,Extant,Native,Native,131,Nicaragua
39341,Extant,Native,Native,223,Norway
39341,Extant,Native,Native,10,Nauru
39341,Extant,Native,Native,162,New Zealand
39341,Extant,Native,Native,48,Oman
39341,Extant,Native,Native,129,Panama
39341,Extant,Native,Native,138,Peru
39341,Extant,Native,Native,147,French Polynesia
39341,Extant,Native,Native,17,Papua New Guinea
39341,Extant,Native,Native,15,Philippines
39341,Extant,Native,Native,53,Pakistan
39341,Extant,Native,Native,146,Pitcairn
39341,Extant,Native,Native,116,Puerto Rico and Virgin Islands of the United States
39341,Extant,Native,Native,183,Portugal
39341,Extant,Native,Native,8,Palau
39341,Extant,Native,Native,73,Russia
39341,Extant,Native,Native,50,Saudi Arabia
39341,Extant,Native,Native,7,Solomon Islands
39341,Extant,Native,Native,49,Sudan
39341,Extant,Native,Native,208,Singapore
39341,Extant,Native,Native,96,Sierra Leone
39341,Extant,Native,Native,66,Senegal
39341,Extant,Native,Native,44,Somalia
39341,Extant,Native,Native,168,Suriname
39341,Extant,Native,Native,134,El Salvador
39341,Extant,Native,Native,220,Sint Maarten
39341,Extant,Native,Native,111,Turks and Caicos Islands
39341,Extant,Native,Native,25,Thailand
39341,Extant,Native,Native,231,East Timor
39341,Extant,Native,Native,61,Tunisia
39341,Extant,Native,Native,155,Tonga
39341,Extant,Native,Native,76,Turkey
39341,Extant,Native,Native,126,Trinidad and Tobago
39341,Extant,Native,Native,19,Tuvalu
39341,Extant,Native,Native,14,Taiwan
39341,Extant,Native,Native,202,Tanzania
39341,Extant,Native,Native,163,United States
39341,Extant,Native,Native,173,Uruguay
39341,Extant,Native,Native,127,Saint Vincent and the Grenadines
39341,Extant,Native,Native,139,Venezuela
39341,Extant,Native,Native,117,British Virgin Islands
39341,Extant,Native,Native,207,Vietnam
39341,Extant,Native,Native,6,Vanuatu
39341,Extant,Native,Native,152,Samoa
39341,Extant,Native,Native,47,Yemen
39341,Extant,Native,Native,102,South Africa
161749,Extant,Native,Native,120,Antigua and Barbuda
161749,Extant,Native,Native,118,Anguilla
161749,Extant,Native,Native,172,Argentina
161749,Extant,Native,Native,250,Aruba
161749,Extant,Native,Native,124,Barbados
161749,Extant,Native,Native,140,Guadeloupe and Martinique
161749,Extant,Native,Native,108,Bermuda
161749,Extant,Native,Native,245,Bonaire
161749,Extant,Native,Native,248,Saba
161749,Extant,Native,Native,249,Sint Eustatius
161749,Extant,Native,Native,171,Brazil
161749,Extant,Native,Native,110,Bahamas
161749,Extant,Native,Native,164,Belize
161749,Extant,Native,Native,218,Canada
161749,Extant,Native,Native,195,Ivory Coast
161749,Extant,Native,Native,132,Colombia
161749,Extant,Native,Native,130,Costa Rica
161749,Extant,Native,Native,112,Cuba
161749,Extant,Native,Native,244,Curacao
161749,Extant,Native,Native,123,Dominica
161749,Extant,Native,Native,115,Dominican Republic
161749,Extant,Native,Native,63,Western Sahara
161749,Extant,Native,Native,179,France
161749,Extant,Native,Native,180,United Kingdom
161749,Extant,Native,Native,169,French Guiana
161749,Extant,Native,Native,106,Ghana
161749,Extant,Native,Native,60,Gibraltar
161749,Extant,Native,Native,65,Gambia
161749,Extant,Native,Native,194,Guinea
161749,Extant,Native,Native,193,Guinea Bissau
161749,Extant,Native,Native,167,Guyana
161749,Extant,Native,Native,133,Honduras
161749,Extant,Native,Native,114,Haiti
161749,Extant,Native,Native,181,Ireland
161749,Extant,Native,Native,166,Jamaica
161749,Extant,Native,Native,119,Saint Kitts and Nevis
161749,Extant,Native,Native,113,Cayman Islands
161749,Extant,Native,Native,122,Saint Lucia
161749,Extant,Native,Native,62,Morocco
161749,Extant,Native,Native,221,Northern Saint-Martin
161749,Extant,Native,Native,64,Mauritania
161749,Extant,Native,Native,121,Montserrat
161749,Extant,Native,Native,135,Mexico
161749,Extant,Native,Native,101,Namibia
161749,Extant,Native,Native,131,Nicaragua
161749,Extant,Native,Native,223,Norway
161749,Extant,Native,Native,129,Panama
161749,Extant,Native,Native,219,Saint Pierre and Miquelon
161749,Extant,Native,Native,116,Puerto Rico and Virgin Islands of the United States
161749,Extant,Native,Native,183,Portugal
161749,Extant,Native,Native,96,Sierra Leone
161749,Extant,Native,Native,66,Senegal
161749,Extant,Native,Native,168,Suriname
161749,Extant,Native,Native,220,Sint Maarten
161749,Extant,Native,Native,111,Turks and Caicos Islands
161749,Extant,Native,Native,126,Trinidad and Tobago
161749,Extant,Native,Native,163,United States
161749,Extant,Native,Native,173,Uruguay
161749,Extant,Native,Native,127,Saint Vincent and the Grenadines
161749,Extant,Native,Native,139,Venezuela
161749,Extant,Native,Native,117,British Virgin Islands
161749,Extant,Native,Native,102,South Africa
161750,Extant,Native,Native,16,Australia
161750,Extant,Native,Native,209,China
161750,Extant,Native,Native,18,Fiji
161750,Extant,Native,Native,216,Indonesia
161750,Extant,Native,Native,203,India
161750,Extant,Native,Native,191,Iran
161750,Extant,Native,Native,210,Japan
161750,Extant,Native,Native,43,Kenya
161750,Extant,Native,Native,21,North Korea
161750,Extant,Native,Native,20,South Korea
161750,Extant,Native,Native,40,Sri Lanka
161750,Extant,Native,Native,42,Madagascar
161750,Extant,Native,Native,37,Mauritius
161750,Extant,Native,Native,39,Maldives
161750,Extant,Native,Native,206,Malaysia
161750,Extant,Native,Native,41,Mozambique
161750,Extant,Native,Native,5,New Caledonia
161750,Extant,Native,Native,162,New Zealand
161750,Extant,Native,Native,48,Oman
161750,Extant,Native,Native,53,Pakistan
161750,Extant,Native,Native,73,Russia
161750,Extant,Native,Native,44,Somalia
161750,Extant,Native,Native,14,Taiwan
161750,Extant,Native,Native,207,Vietnam
161750,Extant,Native,Native,102,South Africa
161751,Extant,Native,Native,224,Chile
161751,Extant,Native,Native,130,Costa Rica
161751,Extant,Native,Native,137,Ecuador
161751,Extant,Native,Native,136,Guatemala
161751,Extant,Native,Native,133,Honduras
161751,Extant,Native,Native,135,Mexico
161751,Extant,Native,Native,131,Nicaragua
161751,Extant,Native,Native,138,Peru
161751,Extant,Native,Native,163,United States
11534,Extant,Native,Native,120,Antigua and Barbuda
11534,Extant,Native,Native,200,Angola
11534,Extant,Native,Native,16,Australia
11534,Extant,Native,Native,204,Bangladesh
11534,Extant,Native,Native,99,Benin
11534,Extant,Native,Native,247,Brunei
11534,Extant,Native,Native,171,Brazil
11534,Extant,Native,Native,100,Republique du Congo
11534,Extant,Native,Native,195,Ivory Coast
11534,Extant,Native,Native,224,Chile
11534,Extant,Native,Native,197,Cameroon
11534,Extant,Native,Native,132,Colombia
11534,Extant,Native,Native,130,Costa Rica
11534,Extant,Native,Native,112,Cuba
11534,Extant,Native,Native,56,Cape Verde
11534,Extant,Native,Native,115,Dominican Republic
11534,Extant,Native,Native,137,Ecuador
11534,Extant,Native,Native,45,Eritrea
11534,Extant,Native,Native,9,Micronesia
11534,Extant,Native,Native,198,Gabon
11534,Extant,Native,Native,169,French Guiana
11534,Extant,Native,Native,106,Ghana
11534,Extant,Native,Native,65,Gambia
11534,Extant,Native,Native,194,Guinea
11534,Extant,Native,Native,140,Guadeloupe and Martinique
11534,Extant,Native,Native,104,Equatorial Guinea
11534,Extant,Native,Native,136,Guatemala
11534,Extant,Native,Native,193,Guinea Bissau
11534,Extant,Native,Native,167,Guyana
11534,Extant,Native,Native,133,Honduras
11534,Extant,Native,Native,216,Indonesia
11534,Extant,Native,Native,203,India
11534,Extant,Native,Native,191,Iran
11534,Extant,Native,Native,166,Jamaica
11534,Extant,Native,Native,210,Japan
11534,Extant,Native,Native,43,Kenya
11534,Extant,Native,Native,24,Cambodia
11534,Extant,Native,Native,40,Sri Lanka
11534,Extant,Native,Native,97,Liberia
11534,Extant,Native,Native,62,Morocco
11534,Extant,Native,Native,42,Madagascar
11534,Extant,Native,Native,205,Myanmar
11534,Extant,Native,Native,64,Mauritania
11534,Extant,Native,Native,39,Maldives
11534,Extant,Native,Native,135,Mexico
11534,Extant,Native,Native,206,Malaysia
11534,Extant,Native,Native,41,Mozambique
11534,Extant,Native,Native,101,Namibia
11534,Extant,Native,Native,196,Nigeria
11534,Extant,Native,Native,131,Nicaragua
11534,Extant,Native,Native,48,Oman
11534,Extant,Native,Native,129,Panama
11534,Extant,Native,Native,138,Peru
11534,Extant,Native,Native,17,Papua New Guinea
11534,Extant,Native,Native,15,Philippines
11534,Extant,Native,Native,53,Pakistan
11534,Extant,Native,Native,116,Puerto Rico and Virgin Islands of the United States
11534,Extant,Native,Native,49,Sudan
11534,Extant,Native,Native,96,Sierra Leone
11534,Extant,Native,Native,66,Senegal
11534,Extant,Native,Native,44,Somalia
11534,Extant,Native,Native,168,Suriname
11534,Extant,Native,Native,103,Sao Tome and Principe
11534,Extant,Native,Native,134,El Salvador
11534,Extant,Native,Native,98,Togo
11534,Extant,Native,Native,25,Thailand
11534,Extant,Native,Native,126,Trinidad and Tobago
11534,Extant,Native,Native,14,Taiwan
11534,Extant,Native,Native,202,Tanzania
11534,Extant,Native,Native,163,United States
11534,Extant,Native,Native,173,Uruguay
11534,Extant,Native,Native,139,Venezuela
11534,Extant,Native,Native,207,Vietnam
11534,Extant,Native,Native,47,Yemen
11534,Extant,Native,Native,102,South Africa
15419,Extant,Native,Native,204,Bangladesh
15419,Extant,Native,Native,247,Brunei
15419,Extant,Native,Native,216,Indonesia
15419,Extant,Native,Native,203,India
15419,Extant,Native,Native,24,Cambodia
15419,Extant,Native,Native,205,Myanmar
15419,Extant,Native,Native,206,Malaysia
15419,Extant,Native,Native,15,Philippines
15419,Extant,Native,Native,208,Singapore
15419,Extant,Native,Native,25,Thailand
15419,Extant,Native,Native,207,Vietnam
39428,Extant,Native,Native,216,Indonesia
44187,Extant,Native,Native,15,Philippines
44555,Extant,Native,Native,24,Cambodia
44555,Extant,Native,Native,207,Vietnam
44556,Extant,Native,Native,205,Myanmar
44557,Extant,Native,Native,25,Thailand
4592,Extant,Native,Native,151,American Samoa
4592,Extant,Native,Native,16,Australia
4592,Extant,Native,Native,1,Cocos Islands
4592,Extant,Native,Native,153,Cook Islands
4592,Extant,Native,Native,209,China
4592,Extant,Native,Native,2,Christmas Island
4592,Extant,Native,Native,46,Djibouti
4592,Extant,Native,Native,214,Egypt
4592,Extant,Native,Native,45,Eritrea
4592,Extant,Native,Native,18,Fiji
4592,Extant,Native,Native,9,Micronesia
4592,Extant,Native,Native,13,Northern Mariana Islands and Guam
4592,Extant,Native,Native,216,Indonesia
4592,Extant,Native,Native,79,Israel
4592,Extant,Native,Native,203,India
4592,Extant,Native,Native,38,British Indian Ocean Territory
4592,Extant,Native,Native,210,Japan
4592,Extant,Native,Native,43,Kenya
4592,Extant,Native,Native,24,Cambodia
4592,Extant,Native,Native,212,Kiribati
4592,Extant,Native,Native,28,Comoro Islands
4592,Extant,Native,Native,40,Sri Lanka
4592,Extant,Native,Native,42,Madagascar
4592,Extant,Native,Native,11,Marshall Islands
4592,Extant,Native,Native,205,Myanmar
4592,Extant,Native,Native,39,Maldives
4592,Extant,Native,Native,206,Malaysia
4592,Extant,Native,Native,41,Mozambique
4592,Extant,Native,Native,5,New Caledonia
4592,Extant,Native,Native,10,Nauru
4592,Extant,Native,Native,154,Niue
4592,Extant,Native,Native,147,French Polynesia
4592,Extant,Native,Native,17,Papua New Guinea
4592,Extant,Native,Native,15,Philippines
4592,Extant,Native,Native,146,Pitcairn
4592,Extant,Native,Native,8,Palau
4592,Extant,Native,Native,50,Saudi Arabia
4592,Extant,Native,Native,7,Solomon Islands
4592,Extant,Native,Native,31,Seychelles
4592,Extant,Native,Native,49,Sudan
4592,Extant,Native,Native,208,Singapore
4592,Extant,Native,Native,44,Somalia
4592,Extant,Native,Native,25,Thailand
4592,Extant,Native,Native,156,Tokelau
4592,Extant,Native,Native,231,East Timor
4592,Extant,Native,Native,155,Tonga
4592,Extant,Native,Native,19,Tuvalu
4592,Extant,Native,Native,14,Taiwan
4592,Extant,Native,Native,202,Tanzania
4592,Extant,Native,Native,158,Howland Island and Baker Island
4592,Extant,Native,Native,149,Jarvis Island
4592,Extant,Native,Native,159,Johnston Atoll
4592,Extant,Native,Native,150,Palmyra Atoll
4592,Extant,Native,Native,12,Wake Island
4592,Extant,Native,Native,207,Vietnam
