comname,sciname,ico_gl,ico_rgn_id,iucn_sid,subpop,cat_2016,cat_code,cat_txt,cat_score,year,cat_2016_score
Gingko-toothed Beaked Whale,Mesoplodon ginkgodens,FALSE,16,13246,NA,DD,NA,NA,NA,2010,NA
Gingko-toothed Beaked Whale,Mesoplodon ginkgodens,FALSE,16,13246,NA,DD,NA,NA,NA,2011,NA
Gingko-toothed Beaked Whale,Mesoplodon ginkgodens,FALSE,16,13246,NA,DD,NA,NA,NA,2012,NA
Gingko-toothed Beaked Whale,Mesoplodon ginkgodens,FALSE,16,13246,NA,DD,NA,NA,NA,2013,NA
Gingko-toothed Beaked Whale,Mesoplodon ginkgodens,FALSE,16,13246,NA,DD,NA,NA,NA,2014,NA
Gingko-toothed Beaked Whale,Mesoplodon ginkgodens,FALSE,16,13246,NA,DD,NA,NA,NA,2015,NA
Gingko-toothed Beaked Whale,Mesoplodon ginkgodens,FALSE,16,13246,NA,DD,NA,NA,NA,2016,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1965,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1966,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1967,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1968,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1969,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1970,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1971,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1972,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1973,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1974,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1975,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1976,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1977,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1978,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1979,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1980,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1981,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1982,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1983,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1984,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1985,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1986,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1987,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1988,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1989,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1990,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1991,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1992,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1993,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1994,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1995,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1996,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1997,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1998,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,1999,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,2e3,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,2001,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,2002,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,2003,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,2004,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,2005,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,2006,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,2007,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,2008,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,2009,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,2010,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,2011,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,2012,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,2013,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,2014,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,2015,NA
Gray's beaked whale,Mesoplodon grayi,FALSE,16,13247,NA,DD,NA,NA,NA,2016,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1965,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1966,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1967,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1968,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1969,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1970,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1971,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1972,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1973,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1974,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1975,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1976,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1977,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1978,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1979,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1980,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1981,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1982,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1983,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1984,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1985,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1986,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1987,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1988,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1989,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1990,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1991,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1992,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1993,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1994,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1995,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1996,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1997,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1998,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,1999,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,2e3,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,2001,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,2002,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,2003,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,2004,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,2005,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,2006,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,2007,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,2008,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,2009,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,2010,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,2011,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,2012,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,2013,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,2014,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,2015,NA
Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,13248,NA,DD,NA,NA,NA,2016,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1965,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1966,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1967,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1968,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1969,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1970,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1971,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1972,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1973,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1974,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1975,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1976,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1977,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1978,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1979,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1980,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1981,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1982,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1983,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1984,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1985,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1986,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1987,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1988,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1989,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1990,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1991,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1992,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1993,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1994,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1995,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1996,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1997,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1998,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,1999,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,2e3,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,2001,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,2002,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,2003,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,2004,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,2005,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,2006,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,2007,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,2008,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,2009,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,2010,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,2011,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,2012,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,2013,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,2014,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,2015,NA
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,DD,NA,NA,NA,2016,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1965,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1966,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1967,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1968,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1969,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1970,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1971,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1972,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1973,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1974,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1975,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1976,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1977,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1978,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1979,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1980,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1981,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1982,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1983,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1984,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1985,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1986,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1987,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1988,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1989,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1990,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1991,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1992,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1993,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1994,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1995,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1996,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1997,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1998,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,1999,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,2e3,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,2001,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,2002,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,2003,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,2004,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,2005,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,2006,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,2007,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,2008,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,2009,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,2010,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,2011,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,2012,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,2013,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,2014,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,2015,NA
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,DD,NA,NA,NA,2016,NA
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1966,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1967,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1968,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1969,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1970,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1971,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1972,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1973,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1974,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1975,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1976,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1977,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1978,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1979,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1980,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1981,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1982,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1983,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1984,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1985,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,EN,Endangered,0.6,1986,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,EN,Endangered,0.6,1987,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,EN,Endangered,0.6,1988,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,EN,Endangered,0.6,1989,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,EN,Endangered,0.6,1990,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,EN,Endangered,0.6,1991,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,EN,Endangered,0.6,1992,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,EN,Endangered,0.6,1993,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,EN,Endangered,0.6,1994,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,EN,Endangered,0.6,1995,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,Critically Endangered,0.8,1996,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,Critically Endangered,0.8,1997,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,Critically Endangered,0.8,1998,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,Critically Endangered,0.8,1999,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,Critically Endangered,0.8,2e3,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,Critically Endangered,0.8,2001,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,CR,Critically Endangered,0.8,2002,0.6
