iucn_sid,risk_trend,year,cat_ts,cat_ts_score,assess_year
10087,0.0,2011.0,VU,0.4,2012
10088,0.0,2011.0,VU,0.4,2012
10089,0.0,2011.0,VU,0.4,2012
10097,0.0,2011.0,EN,0.6,2012
10105,0.0,2011.0,VU,0.4,2012
10106,0.0,2011.0,VU,0.4,2012
10269,0.0194,2011.0,CR,0.8,2012
10276,0.0,2011.0,NT,0.2,2012
10303,0.0,2011.0,EX,1.0,2012
10329,0.0291,2011.0,VU,0.4,2012
10340,0.0,2011.0,LC,0.0,2012
10707,0.0,2011.0,VU,0.4,2012
10708,-0.0582,2011.0,LC,0.0,2012
10724,0.0,2011.0,VU,0.4,2012
10831,0.0,2011.0,VU,0.4,2012
11030,0.0,2011.0,LC,0.0,2012
11047,0.0,2011.0,LC,0.0,2012
11048,0.0,2011.0,LC,0.0,2012
11130,0.0,2011.0,VU,0.4,2012
11140,0.0,2011.0,LC,0.0,2012
11141,0.0,2011.0,LC,0.0,2012
11142,0.0,2011.0,LC,0.0,2012
11144,0.0,2011.0,LC,0.0,2012
11145,0.0,2011.0,LC,0.0,2012
11200,0.0291,2011.0,VU,0.4,2012
11206,-0.0291,2011.0,LC,0.0,2012
11375,0.0,2011.0,CR,0.8,2012
11533,0.0,2011.0,CR,0.8,2012
11534,-0.0291,2011.0,VU,0.4,2012
11696,0.0,2011.0,LC,0.0,2012
11790,0.0,2011.0,EN,0.6,2012
11794,0.0,2011.0,NT,0.2,2012
11987,0.0,2011.0,NT,0.2,2012
12103,0.0,2011.0,VU,0.4,2012
12119,0.0,2011.0,CR,0.8,2012
12125,0.0,2011.0,LC,0.0,2012
12137,0.0,2011.0,VU,0.4,2012
12246,0.0,2011.0,LC,0.0,2012
12302,0.0,2011.0,LC,0.0,2012
12303,0.0,2011.0,EN,0.6,2012
12304,0.0,2011.0,LC,0.0,2012
12305,0.0,2011.0,EN,0.6,2012
12416,0.0,2011.0,VU,0.4,2012
12417,0.0,2011.0,VU,0.4,2012
12419,-0.0194,2011.0,NT,0.2,2012
12420,-0.0388,2011.0,LC,0.0,2012
12421,0.0291,2011.0,EN,0.6,2012
12427,0.0,2011.0,VU,0.4,2012
13006,-0.0582,2011.0,LC,0.0,2012
13045,0.0,2011.0,VU,0.4,2012
13232,0.0,2011.0,LC,0.0,2012
13417,0.0291,2011.0,VU,0.4,2012
13581,0.0,2011.0,LC,0.0,2012
13583,0.0,2011.0,LC,0.0,2012
13653,0.0,2011.0,CR,0.8,2012
13654,0.0291,2011.0,CR,0.8,2012
13704,0.0,2011.0,NT,0.2,2012
14048,0.0,2011.0,VU,0.4,2012
14049,0.0303,2011.0,EN,0.6,2012
14050,-0.0582,2011.0,LC,0.0,2012
14051,0.0,2011.0,VU,0.4,2012
14052,-0.0291,2011.0,NT,0.2,2012
14053,0.0,2011.0,VU,0.4,2012
14054,0.0,2011.0,LC,0.0,2012
14128,0.0,2011.0,LC,0.0,2012
14214,0.0,2011.0,LC,0.0,2012
14264,0.0,2011.0,LC,0.0,2012
14363,0.0,2011.0,VU,0.4,2012
14524,0.0,2011.0,LC,0.0,2012
14549,0.0873,2011.0,EN,0.6,2012
14584,0.0,2011.0,EN,0.6,2012
15106,0.0,2011.0,LC,0.0,2012
15239,-0.0194,2011.0,LC,0.0,2012
15269,0.0,2011.0,LC,0.0,2012
15319,0.0,2011.0,EN,0.6,2012
15419,0.0,2011.0,VU,0.4,2012
15421,0.0,2011.0,VU,0.4,2012
15873,0.0,2011.0,EN,0.6,2012
15939,0.0,2011.0,CR,0.8,2012
16011,0.0,2011.0,NT,0.2,2012
16012,0.0,2011.0,NT,0.2,2012
16474,0.0,2011.0,LC,0.0,2012
16475,0.0,2011.0,VU,0.4,2012
16564,0.0,2011.0,LC,0.0,2012
16687,0.0,2011.0,CR,0.8,2012
16781,0.0,2011.0,LC,0.0,2012
17013,0.0,2011.0,LC,0.0,2012
17023,0.0,2011.0,LC,0.0,2012
17026,0.0,2011.0,VU,0.4,2012
17027,-0.0582,2011.0,LC,0.0,2012
17028,0.0,2011.0,CR,0.8,2012
17031,0.0582,2011.0,CR,0.8,2012
17032,-0.0582,2011.0,LC,0.0,2012
17096,0.0,2011.0,NT,0.2,2012
17177,0.0,2011.0,NT,0.2,2012
17710,0.0,2011.0,VU,0.4,2012
17978,0.0,2011.0,VU,0.4,2012
18175,0.0291,2011.0,CR,0.8,2012
18376,0.0,2011.0,LC,0.0,2012
18510,0.0,2011.0,VU,0.4,2012
18596,0.0,2011.0,LC,0.0,2012
18711,0.0,2011.0,EN,0.6,2012
18878,0.0,2011.0,LC,0.0,2012
19301,0.0,2011.0,NT,0.2,2012
19388,0.0,2011.0,NT,0.2,2012
19401,0.0291,2011.0,EN,0.6,2012
19488,0.0,2011.0,VU,0.4,2012
19855,0.0,2011.0,LC,0.0,2012
19861,0.0,2011.0,LC,0.0,2012
19877,0.0,2011.0,LC,0.0,2012
19899,0.0,2011.0,VU,0.4,2012
19950,0.0,2011.0,VU,0.4,2012
20047,-0.0109,2011.0,VU,0.4,2012
20084,0.0,2011.0,EN,0.6,2012
20085,0.0,2011.0,CR,0.8,2012
20314,0.0,2011.0,VU,0.4,2012
20315,0.0,2011.0,VU,0.4,2012
20316,0.0,2011.0,VU,0.4,2012
20317,0.0,2011.0,VU,0.4,2012
20318,0.0,2011.0,VU,0.4,2012
20391,0.0,2011.0,EN,0.6,2012
20424,0.0,2011.0,NT,0.2,2012
20425,0.0,2011.0,VU,0.4,2012
20427,0.0,2011.0,LC,0.0,2012
20724,0.0,2011.0,VU,0.4,2012
20729,-0.0582,2011.0,LC,0.0,2012
20731,-0.0582,2011.0,LC,0.0,2012
20733,0.0,2011.0,VU,0.4,2012
20738,0.0,2011.0,LC,0.0,2012
20795,0.0,2011.0,CR,0.8,2012
21257,0.0,2011.0,LC,0.0,2012
21341,0.0,2011.0,LC,0.0,2012
21342,0.0,2011.0,LC,0.0,2012
21343,0.0,2011.0,LC,0.0,2012
21689,0.0,2011.0,VU,0.4,2012
21856,0.0,2011.0,NT,0.2,2012
21857,0.0109,2011.0,NT,0.2,2012
21858,0.0,2011.0,CR,0.8,2012
21859,0.0,2011.0,VU,0.4,2012
21860,0.0,2011.0,EN,0.6,2012
21994,0.0,2011.0,LC,0.0,2012
22003,0.0,2011.0,CR,0.8,2012
22102,0.0,2011.0,VU,0.4,2012
22103,0.0,2011.0,VU,0.4,2012
22104,0.0,2011.0,VU,0.4,2012
22135,0.0,2011.0,LC,0.0,2012
22136,0.0,2011.0,VU,0.4,2012
22137,0.0,2011.0,VU,0.4,2012
22138,0.0,2011.0,VU,0.4,2012
22140,0.0,2011.0,VU,0.4,2012
22563,0.0,2011.0,LC,0.0,2012
22781,0.0388,2011.0,CR,0.8,2012
22823,0.0,2011.0,VU,0.4,2012
22949,-0.0582,2011.0,LC,0.0,2012
23095,-0.0606,2011.0,LC,0.0,2012
23141,0.0,2011.0,VU,0.4,2012
23148,0.0,2011.0,LC,0.0,2012
23211,0.0,2011.0,LC,0.0,2012
23259,0.0,2011.0,LC,0.0,2012
29609,0.0,2011.0,EN,0.6,2012
29656,0.0,2011.0,LC,0.0,2012
31382,0.0,2011.0,LC,0.0,2012
33705,0.0,2011.0,LC,0.0,2012
34364,0.0,2011.0,NT,0.2,2012
39302,0.0,2011.0,VU,0.4,2012
39303,-0.0291,2011.0,NT,0.2,2012
39304,0.0,2011.0,NT,0.2,2012
39327,-0.0109,2011.0,LC,0.0,2012
39328,0.0,2011.0,NT,0.2,2012
39329,0.0,2011.0,EN,0.6,2012
39330,0.0303,2011.0,EN,0.6,2012
39332,0.0582,2011.0,CR,0.8,2012
39333,0.0,2011.0,LC,0.0,2012
39334,0.0,2011.0,LC,0.0,2012
39335,0.0,2011.0,VU,0.4,2012
39337,0.0,2011.0,NT,0.2,2012
39338,0.0,2011.0,LC,0.0,2012
39339,0.0,2011.0,VU,0.4,2012
39341,0.0255,2011.0,VU,0.4,2012
39342,0.0,2011.0,LC,0.0,2012
39345,0.0,2011.0,NT,0.2,2012
39346,0.0255,2011.0,VU,0.4,2012
39348,0.0,2011.0,NT,0.2,2012
39349,0.0,2011.0,NT,0.2,2012
39350,0.0,2011.0,NT,0.2,2012
39351,-0.0218,2011.0,LC,0.0,2012
39352,0.0,2011.0,VU,0.4,2012
39353,0.0,2011.0,EN,0.6,2012
39354,0.0,2011.0,NT,0.2,2012
39355,-0.0218,2011.0,LC,0.0,2012
39356,-0.0218,2011.0,LC,0.0,2012
39357,0.0,2011.0,LC,0.0,2012
39358,0.0509,2011.0,VU,0.4,2012
39359,0.0,2011.0,NT,0.2,2012
39360,0.0,2011.0,VU,0.4,2012
39361,0.0255,2011.0,EN,0.6,2012
39362,0.0,2011.0,NT,0.2,2012
39363,-0.0509,2011.0,LC,0.0,2012
39365,0.0,2011.0,NT,0.2,2012
39367,0.0,2011.0,EN,0.6,2012
39368,0.0,2011.0,NT,0.2,2012
39369,0.0218,2011.0,CR,0.8,2012
39370,0.0255,2011.0,NT,0.2,2012
39371,0.0,2011.0,VU,0.4,2012
39372,0.0,2011.0,NT,0.2,2012
39374,0.0291,2011.0,VU,0.4,2012
39375,0.0,2011.0,NT,0.2,2012
39378,0.0,2011.0,NT,0.2,2012
39379,0.0,2011.0,EN,0.6,2012
39380,0.0,2011.0,NT,0.2,2012
39381,0.0,2011.0,NT,0.2,2012
39382,0.0,2011.0,LC,0.0,2012
39383,0.0,2011.0,NT,0.2,2012
39384,0.0,2011.0,NT,0.2,2012
39385,0.0606,2011.0,EN,0.6,2012
39386,0.0,2011.0,EN,0.6,2012
39387,0.0,2011.0,LC,0.0,2012
39388,0.0255,2011.0,VU,0.4,2012
39389,0.0291,2011.0,CR,0.8,2012
39390,0.0291,2011.0,CR,0.8,2012
39393,0.0291,2011.0,CR,0.8,2012
39394,0.0,2011.0,VU,0.4,2012
39396,0.0,2011.0,LC,0.0,2012
39397,0.0291,2011.0,CR,0.8,2012
39399,0.0,2011.0,NT,0.2,2012
39400,0.0,2011.0,NT,0.2,2012
39402,0.0,2011.0,LC,0.0,2012
39406,0.0,2011.0,VU,0.4,2012
39407,0.0,2011.0,EN,0.6,2012
39411,0.0,2011.0,EN,0.6,2012
39412,0.0,2011.0,NT,0.2,2012
39413,0.0,2011.0,VU,0.4,2012
39414,0.0,2011.0,EN,0.6,2012
39415,0.0,2011.0,NT,0.2,2012
39416,0.0,2011.0,LC,0.0,2012
39418,0.0291,2011.0,EN,0.6,2012
39428,0.0,2011.0,CR,0.8,2012
39771,0.0109,2011.0,EN,0.6,2012
39773,0.0,2011.0,LC,0.0,2012
39774,0.0,2011.0,VU,0.4,2012
40711,0.0,2011.0,VU,0.4,2012
40773,0.0,2011.0,VU,0.4,2012
40797,0.0,2011.0,NT,0.2,2012
40802,0.0,2011.0,VU,0.4,2012
41004,0.0,2011.0,VU,0.4,2012
41005,0.0,2011.0,VU,0.4,2012
41006,0.0,2011.0,VU,0.4,2012
41007,0.0,2011.0,VU,0.4,2012
41008,0.0,2011.0,VU,0.4,2012
41010,0.0,2011.0,VU,0.4,2012
41064,0.0,2011.0,CR,0.8,2012
41303,0.0,2011.0,LC,0.0,2012
41485,0.0,2011.0,LC,0.0,2012
41588,0.0,2011.0,LC,0.0,2012
41590,0.0,2011.0,LC,0.0,2012
41658,0.0,2011.0,LC,0.0,2012
41664,0.0,2011.0,LC,0.0,2012
41665,0.0,2011.0,LC,0.0,2012
41666,0.0,2011.0,LC,0.0,2012
41668,0.0291,2011.0,EN,0.6,2012
41669,0.0291,2011.0,EN,0.6,2012
41670,0.0,2011.0,LC,0.0,2012
41671,0.0,2011.0,LC,0.0,2012
41672,0.0,2011.0,LC,0.0,2012
41676,-0.0291,2011.0,LC,0.0,2012
41711,0.0,2011.0,EN,0.6,2012
41712,0.0,2011.0,EN,0.6,2012
41718,0.0,2011.0,NT,0.2,2012
41719,0.0,2011.0,LC,0.0,2012
41720,0.0,2011.0,LC,0.0,2012
41722,0.0,2011.0,LC,0.0,2012
41723,0.0,2011.0,LC,0.0,2012
41724,0.0,2011.0,LC,0.0,2012
41725,0.0,2011.0,LC,0.0,2012
41726,0.0,2011.0,LC,0.0,2012
41727,0.0,2011.0,LC,0.0,2012
41728,0.0,2011.0,LC,0.0,2012
41729,0.0,2011.0,LC,0.0,2012
41730,0.0,2011.0,NT,0.2,2012
41731,0.0,2011.0,LC,0.0,2012
41732,0.0,2011.0,LC,0.0,2012
41734,0.0,2011.0,NT,0.2,2012
41735,0.0,2011.0,LC,0.0,2012
41736,0.0,2011.0,NT,0.2,2012
41737,0.0,2011.0,NT,0.2,2012
41738,0.0,2011.0,NT,0.2,2012
41739,0.0,2011.0,LC,0.0,2012
41740,0.0,2011.0,CR,0.8,2012
41741,0.0,2011.0,NT,0.2,2012
41743,0.0,2011.0,LC,0.0,2012
41747,0.0,2011.0,NT,0.2,2012
41749,0.0,2011.0,LC,0.0,2012
41752,0.0,2011.0,LC,0.0,2012
41753,0.0,2011.0,LC,0.0,2012
41754,0.0,2011.0,VU,0.4,2012
41755,0.0,2011.0,VU,0.4,2012
41758,0.0194,2011.0,EN,0.6,2012
41761,0.0,2011.0,VU,0.4,2012
41762,0.0,2011.0,EN,0.6,2012
41791,0.0,2011.0,NT,0.2,2012
41792,0.0,2011.0,NT,0.2,2012
41794,0.0,2011.0,NT,0.2,2012
41795,0.0,2011.0,NT,0.2,2012
41796,0.0,2011.0,LC,0.0,2012
41797,0.0,2011.0,VU,0.4,2012
41798,0.0,2011.0,LC,0.0,2012
41799,0.0,2011.0,NT,0.2,2012
41800,0.0,2011.0,LC,0.0,2012
41802,0.0,2011.0,NT,0.2,2012
41803,0.0,2011.0,LC,0.0,2012
41804,0.0,2011.0,LC,0.0,2012
41805,0.0,2011.0,LC,0.0,2012
41806,0.0,2011.0,LC,0.0,2012
41807,0.0,2011.0,LC,0.0,2012
41808,0.0,2011.0,LC,0.0,2012
41809,0.0,2011.0,LC,0.0,2012
41810,0.0,2011.0,NT,0.2,2012
41811,0.0,2011.0,LC,0.0,2012
41814,0.0,2011.0,LC,0.0,2012
41816,0.0509,2011.0,VU,0.4,2012
41818,0.0,2011.0,LC,0.0,2012
41819,0.0,2011.0,VU,0.4,2012
41820,0.0,2011.0,LC,0.0,2012
41822,0.0,2011.0,LC,0.0,2012
41823,0.0,2011.0,NT,0.2,2012
41824,0.0,2011.0,LC,0.0,2012
41825,0.0,2011.0,LC,0.0,2012
41826,0.0,2011.0,LC,0.0,2012
41827,0.0,2011.0,LC,0.0,2012
41828,0.0,2011.0,LC,0.0,2012
41829,0.0,2011.0,LC,0.0,2012
41830,0.0,2011.0,LC,0.0,2012
41831,0.0,2011.0,LC,0.0,2012
41832,0.0,2011.0,NT,0.2,2012
41833,0.0,2011.0,NT,0.2,2012
41835,0.0,2011.0,VU,0.4,2012
41836,0.0,2011.0,VU,0.4,2012
41837,0.0,2011.0,NT,0.2,2012
41838,0.0,2011.0,NT,0.2,2012
41839,0.0,2011.0,LC,0.0,2012
41841,0.0,2011.0,LC,0.0,2012
41842,0.0,2011.0,LC,0.0,2012
41844,0.0,2011.0,LC,0.0,2012
41846,0.0,2011.0,LC,0.0,2012
41848,0.0,2011.0,VU,0.4,2012
41849,0.0,2011.0,VU,0.4,2012
41850,0.0,2011.0,LC,0.0,2012
41851,0.0,2011.0,LC,0.0,2012
41852,0.0,2011.0,LC,0.0,2012
41853,0.0,2011.0,VU,0.4,2012
41854,0.0,2011.0,VU,0.4,2012
41858,0.0,2011.0,LC,0.0,2012
41860,0.0,2011.0,LC,0.0,2012
41861,0.0,2011.0,NT,0.2,2012
41862,0.0,2011.0,LC,0.0,2012
41863,0.0,2011.0,LC,0.0,2012
41864,0.0,2011.0,LC,0.0,2012
41866,0.0,2011.0,LC,0.0,2012
41870,0.0,2011.0,VU,0.4,2012
41871,0.0,2011.0,VU,0.4,2012
41872,0.0,2011.0,NT,0.2,2012
41873,0.0,2011.0,NT,0.2,2012
41874,0.0,2011.0,VU,0.4,2012
41875,0.0,2011.0,VU,0.4,2012
41876,0.0,2011.0,VU,0.4,2012
41878,0.0,2011.0,VU,0.4,2012
42564,0.0,2011.0,LC,0.0,2012
42700,0.0,2011.0,LC,0.0,2012
42701,0.0,2011.0,LC,0.0,2012
42704,0.0,2011.0,LC,0.0,2012
42706,0.0,2011.0,NT,0.2,2012
42707,0.0,2011.0,NT,0.2,2012
42712,0.0,2011.0,CR,0.8,2012
42713,0.0,2011.0,LC,0.0,2012
42716,0.0,2011.0,LC,0.0,2012
42717,0.0,2011.0,LC,0.0,2012
42720,0.0,2011.0,LC,0.0,2012
42721,0.0,2011.0,LC,0.0,2012
42727,0.0,2011.0,NT,0.2,2012
42728,0.0,2011.0,LC,0.0,2012
42729,0.0,2011.0,VU,0.4,2012
42730,0.0,2011.0,NT,0.2,2012
43974,0.0,2011.0,EN,0.6,2012
44166,0.0291,2011.0,VU,0.4,2012
44168,0.0291,2011.0,CR,0.8,2012
44169,0.0291,2011.0,EN,0.6,2012
44181,0.0,2011.0,CR,0.8,2012
44183,0.0,2011.0,NT,0.2,2012
44185,0.0,2011.0,EN,0.6,2012
44186,0.0,2011.0,LC,0.0,2012
44187,0.0,2011.0,CR,0.8,2012
44189,-0.0109,2011.0,EN,0.6,2012
44191,-0.0194,2011.0,EN,0.6,2012
44207,0.0,2011.0,LC,0.0,2012
44217,0.0,2011.0,LC,0.0,2012
44222,0.0,2011.0,LC,0.0,2012
44223,0.0,2011.0,LC,0.0,2012
44275,0.0,2011.0,CR,0.8,2012
44463,0.0,2011.0,VU,0.4,2012
44496,0.0,2011.0,NT,0.2,2012
44555,0.0,2011.0,CR,0.8,2012
44556,0.0,2011.0,CR,0.8,2012
44557,0.0,2011.0,CR,0.8,2012
44565,0.0,2011.0,LC,0.0,2012
44566,0.0,2011.0,LC,0.0,2012
44575,0.0,2011.0,EN,0.6,2012
44577,0.0,2011.0,VU,0.4,2012
44578,0.0,2011.0,VU,0.4,2012
44581,0.0,2011.0,CR,0.8,2012
44582,0.0,2011.0,LC,0.0,2012
44583,0.0,2011.0,LC,0.0,2012
44586,0.0,2011.0,VU,0.4,2012
44591,0.0,2011.0,NT,0.2,2012
44595,0.0,2011.0,EN,0.6,2012
44598,0.0,2011.0,LC,0.0,2012
44599,0.0,2011.0,LC,0.0,2012
44602,0.0,2011.0,LC,0.0,2012
44606,0.0,2011.0,LC,0.0,2012
44607,0.0,2011.0,NT,0.2,2012
44609,0.0,2011.0,LC,0.0,2012
44611,0.0,2011.0,LC,0.0,2012
44617,0.0,2011.0,VU,0.4,2012
44618,0.0,2011.0,NT,0.2,2012
44619,0.0,2011.0,LC,0.0,2012
44620,0.0,2011.0,LC,0.0,2012
44642,0.0,2011.0,VU,0.4,2012
44649,0.0,2011.0,LC,0.0,2012
44650,0.0,2011.0,LC,0.0,2012
44651,0.0,2011.0,LC,0.0,2012
44654,0.0,2011.0,LC,0.0,2012
44655,0.0,2011.0,LC,0.0,2012
44656,0.0,2011.0,VU,0.4,2012
44657,0.0,2011.0,LC,0.0,2012
44668,0.0,2011.0,LC,0.0,2012
44669,0.0,2011.0,NT,0.2,2012
44670,0.0,2011.0,LC,0.0,2012
44671,0.0,2011.0,LC,0.0,2012
44673,0.0,2011.0,NT,0.2,2012
44674,0.0,2011.0,NT,0.2,2012
44675,0.0,2011.0,NT,0.2,2012
44676,0.0,2011.0,LC,0.0,2012
44677,0.0,2011.0,VU,0.4,2012
44678,0.0,2011.0,NT,0.2,2012
44681,0.0,2011.0,NT,0.2,2012
44682,0.0,2011.0,LC,0.0,2012
44683,0.0,2011.0,NT,0.2,2012
44684,0.0,2011.0,NT,0.2,2012
44686,0.0,2011.0,NT,0.2,2012
44993,0.0,2011.0,NT,0.2,2012
46863,0.0,2011.0,VU,0.4,2012
46864,0.0,2011.0,LC,0.0,2012
46865,0.0,2011.0,NT,0.2,2012
60081,0.0,2011.0,NT,0.2,2012
60082,0.0,2011.0,LC,0.0,2012
60083,0.0,2011.0,LC,0.0,2012
60084,0.0,2011.0,LC,0.0,2012
60085,0.0,2011.0,LC,0.0,2012
60087,0.0,2011.0,NT,0.2,2012
60088,0.0,2011.0,VU,0.4,2012
60089,0.0,2011.0,LC,0.0,2012
60090,0.0,2011.0,LC,0.0,2012
60091,0.0,2011.0,LC,0.0,2012
60092,0.0,2011.0,LC,0.0,2012
60093,0.0,2011.0,LC,0.0,2012
60094,0.0,2011.0,LC,0.0,2012
60095,0.0,2011.0,CR,0.8,2012
60097,0.0,2011.0,LC,0.0,2012
60098,0.0,2011.0,LC,0.0,2012
60099,0.0,2011.0,LC,0.0,2012
60100,0.0,2011.0,EN,0.6,2012
60101,0.0,2011.0,LC,0.0,2012
60102,0.0,2011.0,LC,0.0,2012
60103,0.0,2011.0,LC,0.0,2012
60104,0.0,2011.0,VU,0.4,2012
60105,0.0,2011.0,VU,0.4,2012
60106,0.0,2011.0,LC,0.0,2012
60108,0.0,2011.0,LC,0.0,2012
60109,0.0,2011.0,LC,0.0,2012
60111,0.0,2011.0,LC,0.0,2012
60112,0.0,2011.0,LC,0.0,2012
60113,0.0,2011.0,VU,0.4,2012
60117,0.0,2011.0,NT,0.2,2012
60118,0.0,2011.0,VU,0.4,2012
60119,0.0,2011.0,EN,0.6,2012
60120,0.0,2011.0,EN,0.6,2012
60121,0.0,2011.0,EN,0.6,2012
60124,0.0,2011.0,EN,0.6,2012
60125,0.0,2011.0,NT,0.2,2012
60128,0.0,2011.0,NT,0.2,2012
