"FAOAreaID","Year","TaxonKey","catch","stock_id"
87,1980,600004,1040465.98,"600004_87"
87,1981,600004,1876166.33,"600004_87"
87,1982,600004,2375183.16,"600004_87"
87,1983,600004,405494.78,"600004_87"
87,1984,600004,358106.55,"600004_87"
87,1985,600004,1350712.02,"600004_87"
87,1986,600004,5935621.29,"600004_87"
87,1987,600004,3413439.05,"600004_87"
87,1988,600004,4332523.28,"600004_87"
87,1989,600004,6466648.36,"600004_87"
87,1990,600004,4539289.89,"600004_87"
87,1991,600004,4869306.37,"600004_87"
87,1992,600004,7550981.53,"600004_87"
87,1993,600004,10272538.44,"600004_87"
87,1994,600004,15446897.42,"600004_87"
87,1995,600004,10377128.88,"600004_87"
87,1996,600004,11133964.33,"600004_87"
87,1997,600004,9229088.26,"600004_87"
87,1998,600004,2107022.66,"600004_87"
87,1999,600004,10730668.81,"600004_87"
87,2000,600004,14379970.32,"600004_87"
87,2001,600004,9143158.03,"600004_87"
87,2002,600004,12284902.29,"600004_87"
87,2003,600004,7700201.55,"600004_87"
87,2004,600004,13568947.09,"600004_87"
87,2005,600004,12971622.68,"600004_87"
87,2006,600004,8529207.19,"600004_87"
87,2007,600004,9178320.29,"600004_87"
87,2008,600004,8942831.42,"600004_87"
87,2009,600004,8431174.36,"600004_87"
87,2010,600004,5210467.04,"600004_87"
21,1980,600005,43.88,"600005_21"
21,1981,600005,51.73,"600005_21"
21,1982,600005,19.51,"600005_21"
21,1983,600005,43.22,"600005_21"
21,1984,600005,23.1,"600005_21"
21,1985,600005,77.4,"600005_21"
21,1986,600005,10.78,"600005_21"
21,1987,600005,35.44,"600005_21"
21,1988,600005,175.52,"600005_21"
21,1989,600005,83.98,"600005_21"
21,1990,600005,68.76,"600005_21"
21,1991,600005,51.79,"600005_21"
21,1992,600005,100.4,"600005_21"
21,1993,600005,64.35,"600005_21"
21,1994,600005,75.28,"600005_21"
21,1995,600005,119.85,"600005_21"
21,1996,600005,180.56,"600005_21"
21,1997,600005,127.72,"600005_21"
21,1998,600005,70.09,"600005_21"
21,1999,600005,58.65,"600005_21"
21,2000,600005,89.17,"600005_21"
21,2001,600005,60.03,"600005_21"
21,2002,600005,58.75,"600005_21"
21,2003,600005,99.43,"600005_21"
21,2004,600005,11.72,"600005_21"
21,2005,600005,13.36,"600005_21"
21,2006,600005,0.13,"600005_21"
21,2007,600005,5.16,"600005_21"
21,2008,600005,0.96,"600005_21"
21,2009,600005,3.32,"600005_21"
21,2010,600005,0.53,"600005_21"
31,1980,600005,394.9,"600005_31"
31,1981,600005,504.85,"600005_31"
31,1982,600005,425.33,"600005_31"
31,1983,600005,290.8,"600005_31"
31,1984,600005,361.6,"600005_31"
31,1985,600005,310.05,"600005_31"
31,1986,600005,243.55,"600005_31"
31,1987,600005,314.23,"600005_31"
31,1988,600005,325.43,"600005_31"
31,1989,600005,283.06,"600005_31"
31,1990,600005,359.82,"600005_31"
31,1991,600005,353.96,"600005_31"
31,1992,600005,337.81,"600005_31"
31,1993,600005,280.55,"600005_31"
31,1994,600005,305.55,"600005_31"
