"rgn_id","mean"
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,1
15,1
16,1
17,
18,
19,
20,
21,
24,
25,1
26,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,1
49,
50,1
51,1
52,1
53,
54,1
55,
56,
57,
58,
59,1
60,
61,1
62,
63,
64,1
65,
66,
67,1
68,1
69,
70,
71,
72,1
73,1
74,
75,
76,
77,
78,
79,
80,
81,
82,
84,
85,
86,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,1
101,
102,1
103,
104,1
105,
106,1
107,
108,
110,1
111,
112,
113,
114,
115,
116,
117,
118,
119,
120,
121,
122,
123,
124,
125,
126,1
127,
129,
130,
131,
132,
133,
134,
135,1
136,
137,
138,
139,1
140,
141,
143,
144,
145,
146,
147,1
148,
149,
150,
151,
152,
153,
154,
155,
156,
157,
158,
159,
161,
162,1
163,1
164,
166,
167,
168,
169,
171,1
172,1
173,
174,
175,1
176,1
177,1
178,1
179,
180,1
181,
182,
183,
184,1
185,
186,
187,
188,
189,
190,1
191,1
192,1
193,
194,
195,1
196,1
197,1
198,1
199,1
200,1
202,
203,1
204,
205,1
206,1
207,1
208,
209,1
210,
212,
213,
214,1
215,
216,1
218,1
219,
220,
221,
222,
223,1
224,1
227,
228,
231,
232,
237,
244,
245,
247,1
248,
249,
250,
260,
261,
262,
263,
264,
266,
267,
269,
270,
272,
273,
274,
275,
276,
277,
