"fao_id","taxon_name","year","b_bmsy","stock_id","fao_saup_id","taxon_name_key","mean_catch","fao_id","saup_id","taxon_name","TaxonKey","penalty"
41,"Acanthistius brasilianus",2006,0.289886876,"Acanthistius brasilianus_41","41_0","Acanthistius brasilianus_600351",203.8109677,41,0,"Acanthistius brasilianus",600351,1
41,"Acanthistius brasilianus",2007,0.27581698,"Acanthistius brasilianus_41","41_0","Acanthistius brasilianus_600351",203.8109677,41,0,"Acanthistius brasilianus",600351,1
41,"Acanthistius brasilianus",2008,0.260647088,"Acanthistius brasilianus_41","41_0","Acanthistius brasilianus_600351",203.8109677,41,0,"Acanthistius brasilianus",600351,1
41,"Acanthistius brasilianus",2009,0.244651087,"Acanthistius brasilianus_41","41_0","Acanthistius brasilianus_600351",203.8109677,41,0,"Acanthistius brasilianus",600351,1
41,"Acanthistius brasilianus",2010,0.233110132,"Acanthistius brasilianus_41","41_0","Acanthistius brasilianus_600351",203.8109677,41,0,"Acanthistius brasilianus",600351,1
41,"Acanthistius brasilianus",2011,0.230468867,"Acanthistius brasilianus_41","41_0","Acanthistius brasilianus_600351",203.8109677,41,0,"Acanthistius brasilianus",600351,1
31,"Acanthocybium solandri",2006,0.28976615,"Acanthocybium solandri_31","31_0","Acanthocybium solandri_600089",512.4925,31,0,"Acanthocybium solandri",600089,1
31,"Acanthocybium solandri",2007,0.26914129,"Acanthocybium solandri_31","31_0","Acanthocybium solandri_600089",512.4925,31,0,"Acanthocybium solandri",600089,1
31,"Acanthocybium solandri",2008,0.256089424,"Acanthocybium solandri_31","31_0","Acanthocybium solandri_600089",512.4925,31,0,"Acanthocybium solandri",600089,1
31,"Acanthocybium solandri",2009,0.243341989,"Acanthocybium solandri_31","31_0","Acanthocybium solandri_600089",512.4925,31,0,"Acanthocybium solandri",600089,1
31,"Acanthocybium solandri",2010,0.225782363,"Acanthocybium solandri_31","31_0","Acanthocybium solandri_600089",512.4925,31,0,"Acanthocybium solandri",600089,1
31,"Acanthocybium solandri",2011,0.218136577,"Acanthocybium solandri_31","31_0","Acanthocybium solandri_600089",512.4925,31,0,"Acanthocybium solandri",600089,1
34,"Acanthocybium solandri",2006,0.531220862,"Acanthocybium solandri_34","34_0","Acanthocybium solandri_600089",522.4040625,34,0,"Acanthocybium solandri",600089,1
34,"Acanthocybium solandri",2007,0.508472596,"Acanthocybium solandri_34","34_0","Acanthocybium solandri_600089",522.4040625,34,0,"Acanthocybium solandri",600089,1
34,"Acanthocybium solandri",2008,0.437824046,"Acanthocybium solandri_34","34_0","Acanthocybium solandri_600089",522.4040625,34,0,"Acanthocybium solandri",600089,1
34,"Acanthocybium solandri",2009,0.353334131,"Acanthocybium solandri_34","34_0","Acanthocybium solandri_600089",522.4040625,34,0,"Acanthocybium solandri",600089,1
34,"Acanthocybium solandri",2010,0.282044241,"Acanthocybium solandri_34","34_0","Acanthocybium solandri_600089",522.4040625,34,0,"Acanthocybium solandri",600089,1
34,"Acanthocybium solandri",2011,0.196395015,"Acanthocybium solandri_34","34_0","Acanthocybium solandri_600089",522.4040625,34,0,"Acanthocybium solandri",600089,1
41,"Acanthocybium solandri",2006,0.261617087,"Acanthocybium solandri_41","41_0","Acanthocybium solandri_600089",89.59,41,0,"Acanthocybium solandri",600089,1
41,"Acanthocybium solandri",2007,0.242735747,"Acanthocybium solandri_41","41_0","Acanthocybium solandri_600089",89.59,41,0,"Acanthocybium solandri",600089,1
41,"Acanthocybium solandri",2008,0.222350383,"Acanthocybium solandri_41","41_0","Acanthocybium solandri_600089",89.59,41,0,"Acanthocybium solandri",600089,1
41,"Acanthocybium solandri",2009,0.20951762,"Acanthocybium solandri_41","41_0","Acanthocybium solandri_600089",89.59,41,0,"Acanthocybium solandri",600089,1
41,"Acanthocybium solandri",2010,0.234339201,"Acanthocybium solandri_41","41_0","Acanthocybium solandri_600089",89.59,41,0,"Acanthocybium solandri",600089,1
47,"Acanthocybium solandri",2006,0.538498984,"Acanthocybium solandri_47","47_0","Acanthocybium solandri_600089",19.0496875,47,0,"Acanthocybium solandri",600089,1
47,"Acanthocybium solandri",2007,0.54112675,"Acanthocybium solandri_47","47_0","Acanthocybium solandri_600089",19.0496875,47,0,"Acanthocybium solandri",600089,1
47,"Acanthocybium solandri",2008,0.52533742,"Acanthocybium solandri_47","47_0","Acanthocybium solandri_600089",19.0496875,47,0,"Acanthocybium solandri",600089,1
