iucn_sid,am_sid,sciname,pop_cat,pop_trend,spatial_source,rgn_id,rgn_name,n_cells,presence,n_spp_rgn
NA,Fis-156671,Abalistes filamentosus,NA,NA,am,276,"Pacific, Southwest",3,NA,6461
NA,Fis-53544,Abalistes stellaris,NA,NA,am,269,"Indian Ocean, Western",12,NA,4727
NA,Fis-53544,Abalistes stellaris,NA,NA,am,267,"Atlantic, Southeast",1,NA,2130
NA,Fis-53544,Abalistes stellaris,NA,NA,am,276,"Pacific, Southwest",10,NA,6461
NA,Fis-142700,Abalistes stellatus,NA,NA,am,272,"Pacific, Northwest",1,NA,3166
NA,Fis-142700,Abalistes stellatus,NA,NA,am,274,"Pacific, Western Central",4,NA,6763
NA,Fis-142700,Abalistes stellatus,NA,NA,am,269,"Indian Ocean, Western",34,NA,4727
NA,Fis-142700,Abalistes stellatus,NA,NA,am,276,"Pacific, Southwest",21,NA,6461
NA,Fis-27725,Ablabys taenianotus,NA,NA,am,274,"Pacific, Western Central",4,NA,6763
NA,Fis-27725,Ablabys taenianotus,NA,NA,am,276,"Pacific, Southwest",11,NA,6461
NA,Fis-25761,Abudefduf notatus,NA,NA,am,269,"Indian Ocean, Western",10,NA,4727
NA,Fis-25761,Abudefduf notatus,NA,NA,am,276,"Pacific, Southwest",10,NA,6461
NA,Fis-25763,Abudefduf sexfasciatus,NA,NA,am,269,"Indian Ocean, Western",12,NA,4727
NA,Fis-25763,Abudefduf sexfasciatus,NA,NA,am,276,"Pacific, Southwest",10,NA,6461
NA,Fis-26803,Abudefduf sparoides,NA,NA,am,269,"Indian Ocean, Western",8,NA,4727
NA,Fis-26228,Abudefduf vaigiensis,NA,NA,am,269,"Indian Ocean, Western",14,NA,4727
NA,Fis-26228,Abudefduf vaigiensis,NA,NA,am,276,"Pacific, Southwest",10,NA,6461
NA,Fis-33558,Abudefduf whitleyi,NA,NA,am,276,"Pacific, Southwest",8,NA,6461
60469175,Fis-50764,Abyssobrotula galatheae,LC,Unknown,am,262,"Atlantic, Northeast",1735,NA,2086
60469175,Fis-50764,Abyssobrotula galatheae,LC,Unknown,am,273,"Pacific, Northeast",2011,NA,1562
