iucn_sid,am_sid,sciname,pop_cat,pop_trend,spatial_source,rgn_id,rgn_name,n_cells,presence,n_spp_rgn
60469186,Fis-29601,Alepisaurus brevirostris,LC,Unknown,am,248400,Antarctica,91,NA,472
60469186,Fis-29601,Alepisaurus brevirostris,LC,Unknown,am,248600,Antarctica,680,NA,1184
60469186,Fis-29601,Alepisaurus brevirostris,LC,Unknown,am,258441,Antarctica,175,NA,868
60469186,Fis-29601,Alepisaurus brevirostris,LC,Unknown,am,258442,Antarctica,283,NA,963
60469186,Fis-29601,Alepisaurus brevirostris,LC,Unknown,am,258432,Antarctica,295,NA,486
60469186,Fis-29601,Alepisaurus brevirostris,LC,Unknown,am,258410,Antarctica,978,NA,1019
60469186,Fis-29601,Alepisaurus brevirostris,LC,Unknown,am,258431,Antarctica,89,NA,392
60469186,Fis-29601,Alepisaurus brevirostris,LC,Unknown,am,248200,Antarctica,124,NA,868
60469186,Fis-29601,Alepisaurus brevirostris,LC,Unknown,am,288100,Antarctica,709,NA,784
60469186,Fis-29601,Alepisaurus brevirostris,LC,Unknown,am,288200,Antarctica,1445,NA,686
60469186,Fis-29601,Alepisaurus brevirostris,LC,Unknown,am,288300,Antarctica,1057,NA,745
60469186,Fis-29601,Alepisaurus brevirostris,LC,Unknown,am,248100,Antarctica,249,NA,909
154820,Fis-29263,Alepisaurus ferox,LC,Unknown,am,258700,Antarctica,74,NA,858
154820,Fis-29263,Alepisaurus ferox,LC,Unknown,am,258600,Antarctica,186,NA,1495
154820,Fis-29263,Alepisaurus ferox,LC,Unknown,am,258510,Antarctica,284,NA,867
154820,Fis-29263,Alepisaurus ferox,LC,Unknown,am,258520,Antarctica,146,NA,731
154820,Fis-29263,Alepisaurus ferox,LC,Unknown,am,248300,Antarctica,184,NA,842
154820,Fis-29263,Alepisaurus ferox,LC,Unknown,am,248400,Antarctica,166,NA,472
154820,Fis-29263,Alepisaurus ferox,LC,Unknown,am,248600,Antarctica,717,NA,1184
154820,Fis-29263,Alepisaurus ferox,LC,Unknown,am,258441,Antarctica,351,NA,868
154820,Fis-29263,Alepisaurus ferox,LC,Unknown,am,258442,Antarctica,447,NA,963
154820,Fis-29263,Alepisaurus ferox,LC,Unknown,am,258432,Antarctica,28,NA,486
154820,Fis-29263,Alepisaurus ferox,LC,Unknown,am,258410,Antarctica,512,NA,1019
154820,Fis-29263,Alepisaurus ferox,LC,Unknown,am,258431,Antarctica,52,NA,392
15147725,Fis-33232,Alepocephalus australis,LC,Stable,am,258600,Antarctica,21,NA,1495
15147725,Fis-33232,Alepocephalus australis,LC,Stable,am,258510,Antarctica,34,NA,867
15147725,Fis-33232,Alepocephalus australis,LC,Stable,am,258700,Antarctica,9,NA,858
15147725,Fis-33232,Alepocephalus australis,LC,Stable,am,258520,Antarctica,6,NA,731
15147725,Fis-33232,Alepocephalus australis,LC,Stable,am,248300,Antarctica,15,NA,842
15147725,Fis-33232,Alepocephalus australis,LC,Stable,am,248600,Antarctica,72,NA,1184
15147725,Fis-33232,Alepocephalus australis,LC,Stable,am,258442,Antarctica,1,NA,963
15147725,Fis-33232,Alepocephalus australis,LC,Stable,am,258441,Antarctica,1,NA,868
15147725,Fis-33232,Alepocephalus australis,LC,Stable,am,258410,Antarctica,2,NA,1019
NA,Fis-32435,Alepocephalus bicolor,NA,NA,am,258600,Antarctica,4,NA,1495
NA,Fis-35430,Allocyttus niger,NA,NA,am,258700,Antarctica,43,NA,858
NA,Fis-35430,Allocyttus niger,NA,NA,am,258600,Antarctica,84,NA,1495
NA,Fis-35430,Allocyttus niger,NA,NA,am,258510,Antarctica,201,NA,867
NA,Fis-35430,Allocyttus niger,NA,NA,am,258520,Antarctica,37,NA,731
NA,Fis-35430,Allocyttus niger,NA,NA,am,258441,Antarctica,3,NA,868
NA,Fis-35430,Allocyttus niger,NA,NA,am,258442,Antarctica,3,NA,963
21133195,Fis-27309,Allocyttus verrucosus,LC,Stable,am,258700,Antarctica,7,NA,858
21133195,Fis-27309,Allocyttus verrucosus,LC,Stable,am,258600,Antarctica,12,NA,1495
21133195,Fis-27309,Allocyttus verrucosus,LC,Stable,am,258510,Antarctica,62,NA,867
39339,Fis-23899,Alopias vulpinus,VU,Decreasing,am,258700,Antarctica,39,NA,858
39339,Fis-23899,Alopias vulpinus,VU,Decreasing,am,258600,Antarctica,60,NA,1495
39339,Fis-23899,Alopias vulpinus,VU,Decreasing,am,258510,Antarctica,140,NA,867
39339,Fis-23899,Alopias vulpinus,VU,Decreasing,am,248300,Antarctica,4,NA,842
161490,Fis-131851,Amblyraja georgiana,DD,Unknown,am,248200,Antarctica,39,NA,868
161490,Fis-131851,Amblyraja georgiana,DD,Unknown,am,248100,Antarctica,194,NA,909
161490,Fis-131851,Amblyraja georgiana,DD,Unknown,am,288300,Antarctica,85,NA,745
161490,Fis-131851,Amblyraja georgiana,DD,Unknown,am,288100,Antarctica,23,NA,784
161490,Fis-131851,Amblyraja georgiana,DD,Unknown,am,248500,Antarctica,9,NA,616
161490,Fis-131851,Amblyraja georgiana,DD,Unknown,am,248600,Antarctica,65,NA,1184
161490,Fis-131851,Amblyraja georgiana,DD,Unknown,am,288200,Antarctica,26,NA,686
63119,Fis-131852,Amblyraja hyperborea,LC,Unknown,am,258600,Antarctica,29,NA,1495
63119,Fis-131852,Amblyraja hyperborea,LC,Unknown,am,258510,Antarctica,30,NA,867
63119,Fis-131852,Amblyraja hyperborea,LC,Unknown,am,258700,Antarctica,9,NA,858
161392,Fis-132542,Amblyraja taaf,DD,Unknown,am,258600,Antarctica,2,NA,1495
18123960,Fis-23904,Anoplogaster cornuta,LC,Unknown,am,258700,Antarctica,15,NA,858
18123960,Fis-23904,Anoplogaster cornuta,LC,Unknown,am,258600,Antarctica,28,NA,1495
18123960,Fis-23904,Anoplogaster cornuta,LC,Unknown,am,258510,Antarctica,71,NA,867
190385,Fis-23905,Antimora rostrata,LC,Unknown,am,258700,Antarctica,74,NA,858
190385,Fis-23905,Antimora rostrata,LC,Unknown,am,258600,Antarctica,186,NA,1495
190385,Fis-23905,Antimora rostrata,LC,Unknown,am,258510,Antarctica,284,NA,867
190385,Fis-23905,Antimora rostrata,LC,Unknown,am,258520,Antarctica,158,NA,731
190385,Fis-23905,Antimora rostrata,LC,Unknown,am,248300,Antarctica,184,NA,842
190385,Fis-23905,Antimora rostrata,LC,Unknown,am,248400,Antarctica,171,NA,472
190385,Fis-23905,Antimora rostrata,LC,Unknown,am,248600,Antarctica,1068,NA,1184
190385,Fis-23905,Antimora rostrata,LC,Unknown,am,258441,Antarctica,306,NA,868
190385,Fis-23905,Antimora rostrata,LC,Unknown,am,258442,Antarctica,339,NA,963
190385,Fis-23905,Antimora rostrata,LC,Unknown,am,258432,Antarctica,238,NA,486
190385,Fis-23905,Antimora rostrata,LC,Unknown,am,258410,Antarctica,943,NA,1019
190385,Fis-23905,Antimora rostrata,LC,Unknown,am,258431,Antarctica,13,NA,392
190385,Fis-23905,Antimora rostrata,LC,Unknown,am,248200,Antarctica,177,NA,868
190385,Fis-23905,Antimora rostrata,LC,Unknown,am,288100,Antarctica,291,NA,784
190385,Fis-23905,Antimora rostrata,LC,Unknown,am,288200,Antarctica,368,NA,686
190385,Fis-23905,Antimora rostrata,LC,Unknown,am,248100,Antarctica,48,NA,909
190385,Fis-23905,Antimora rostrata,LC,Unknown,am,288300,Antarctica,10,NA,745
57453548,Fis-33130,Aphyonus gelatinosus,LC,Unknown,am,258600,Antarctica,21,NA,1495
57453548,Fis-33130,Aphyonus gelatinosus,LC,Unknown,am,258510,Antarctica,30,NA,867
57453548,Fis-33130,Aphyonus gelatinosus,LC,Unknown,am,258700,Antarctica,6,NA,858
57453548,Fis-33130,Aphyonus gelatinosus,LC,Unknown,am,258520,Antarctica,3,NA,731
57453548,Fis-33130,Aphyonus gelatinosus,LC,Unknown,am,258442,Antarctica,1,NA,963
57453548,Fis-33130,Aphyonus gelatinosus,LC,Unknown,am,258441,Antarctica,1,NA,868
57453548,Fis-33130,Aphyonus gelatinosus,LC,Unknown,am,258410,Antarctica,2,NA,1019
42704,Fis-161400,Apristurus australis,DD,Unknown,am,258600,Antarctica,23,NA,1495
42704,Fis-161400,Apristurus australis,DD,Unknown,am,258510,Antarctica,135,NA,867
42704,Fis-161400,Apristurus australis,DD,Unknown,am,258700,Antarctica,16,NA,858
42704,Fis-161400,Apristurus australis,DD,Unknown,am,258520,Antarctica,5,NA,731
42704,Fis-161400,Apristurus australis,DD,Unknown,am,258410,Antarctica,2,NA,1019
42704,Fis-161400,Apristurus australis,DD,Unknown,am,288100,Antarctica,1,NA,784
194997,Fis-136946,Arctozenus risso,LC,Unknown,am,258700,Antarctica,74,NA,858
194997,Fis-136946,Arctozenus risso,LC,Unknown,am,258600,Antarctica,186,NA,1495
194997,Fis-136946,Arctozenus risso,LC,Unknown,am,258510,Antarctica,284,NA,867
194997,Fis-136946,Arctozenus risso,LC,Unknown,am,258520,Antarctica,161,NA,731
194997,Fis-136946,Arctozenus risso,LC,Unknown,am,248300,Antarctica,184,NA,842
194997,Fis-136946,Arctozenus risso,LC,Unknown,am,248400,Antarctica,258,NA,472
194997,Fis-136946,Arctozenus risso,LC,Unknown,am,248600,Antarctica,3865,NA,1184
194997,Fis-136946,Arctozenus risso,LC,Unknown,am,258441,Antarctica,624,NA,868
194997,Fis-136946,Arctozenus risso,LC,Unknown,am,258442,Antarctica,816,NA,963
194997,Fis-136946,Arctozenus risso,LC,Unknown,am,258432,Antarctica,437,NA,486
194997,Fis-136946,Arctozenus risso,LC,Unknown,am,258410,Antarctica,2920,NA,1019
194997,Fis-136946,Arctozenus risso,LC,Unknown,am,258431,Antarctica,323,NA,392
194997,Fis-136946,Arctozenus risso,LC,Unknown,am,248200,Antarctica,476,NA,868
194997,Fis-136946,Arctozenus risso,LC,Unknown,am,288100,Antarctica,1595,NA,784
194997,Fis-136946,Arctozenus risso,LC,Unknown,am,288200,Antarctica,2952,NA,686
194997,Fis-136946,Arctozenus risso,LC,Unknown,am,288300,Antarctica,1491,NA,745
194997,Fis-136946,Arctozenus risso,LC,Unknown,am,248100,Antarctica,448,NA,909
194997,Fis-136946,Arctozenus risso,LC,Unknown,am,258420,Antarctica,1109,NA,682
194997,Fis-136946,Arctozenus risso,LC,Unknown,am,248500,Antarctica,655,NA,616
NA,Fis-55596,Argyripnus iridescens,NA,NA,am,258600,Antarctica,20,NA,1495
NA,Fis-55596,Argyripnus iridescens,NA,NA,am,258510,Antarctica,59,NA,867
NA,Fis-55596,Argyripnus iridescens,NA,NA,am,258700,Antarctica,4,NA,858
18253282,Fis-29669,Argyropelecus gigas,LC,Unknown,am,258700,Antarctica,43,NA,858
18253282,Fis-29669,Argyropelecus gigas,LC,Unknown,am,258600,Antarctica,88,NA,1495
18253282,Fis-29669,Argyropelecus gigas,LC,Unknown,am,258510,Antarctica,221,NA,867
18253282,Fis-29669,Argyropelecus gigas,LC,Unknown,am,258520,Antarctica,45,NA,731
18253282,Fis-29669,Argyropelecus gigas,LC,Unknown,am,248300,Antarctica,23,NA,842
18253282,Fis-29669,Argyropelecus gigas,LC,Unknown,am,248600,Antarctica,117,NA,1184
18253282,Fis-29669,Argyropelecus gigas,LC,Unknown,am,258441,Antarctica,3,NA,868
18253282,Fis-29669,Argyropelecus gigas,LC,Unknown,am,258442,Antarctica,4,NA,963
154998,Fis-32104,Argyropelecus hemigymnus,LC,Stable,am,258700,Antarctica,74,NA,858
154998,Fis-32104,Argyropelecus hemigymnus,LC,Stable,am,258600,Antarctica,186,NA,1495
154998,Fis-32104,Argyropelecus hemigymnus,LC,Stable,am,258510,Antarctica,284,NA,867
154998,Fis-32104,Argyropelecus hemigymnus,LC,Stable,am,258520,Antarctica,144,NA,731
154998,Fis-32104,Argyropelecus hemigymnus,LC,Stable,am,248300,Antarctica,156,NA,842
154998,Fis-32104,Argyropelecus hemigymnus,LC,Stable,am,248400,Antarctica,166,NA,472
154998,Fis-32104,Argyropelecus hemigymnus,LC,Stable,am,248600,Antarctica,669,NA,1184
154998,Fis-32104,Argyropelecus hemigymnus,LC,Stable,am,258441,Antarctica,310,NA,868
154998,Fis-32104,Argyropelecus hemigymnus,LC,Stable,am,258442,Antarctica,394,NA,963
154998,Fis-32104,Argyropelecus hemigymnus,LC,Stable,am,258432,Antarctica,12,NA,486
154998,Fis-32104,Argyropelecus hemigymnus,LC,Stable,am,258410,Antarctica,256,NA,1019
NA,Fis-34692,Argyropelecus lychnus,NA,NA,am,288300,Antarctica,4,NA,745
NA,Fis-34692,Argyropelecus lychnus,NA,NA,am,288100,Antarctica,3,NA,784
NA,Fis-34692,Argyropelecus lychnus,NA,NA,am,288200,Antarctica,1,NA,686
21132859,Fis-32332,Argyropelecus sladeni,LC,Unknown,am,258700,Antarctica,35,NA,858
21132859,Fis-32332,Argyropelecus sladeni,LC,Unknown,am,258600,Antarctica,63,NA,1495
21132859,Fis-32332,Argyropelecus sladeni,LC,Unknown,am,258510,Antarctica,159,NA,867
21132859,Fis-32332,Argyropelecus sladeni,LC,Unknown,am,248300,Antarctica,14,NA,842
NA,Fis-26633,Ariosoma mauritianum,NA,NA,am,258600,Antarctica,1,NA,1495
NA,Fis-164117,Artedidraco lonnbergi,NA,NA,am,248100,Antarctica,31,NA,909
NA,Fis-164117,Artedidraco lonnbergi,NA,NA,am,248500,Antarctica,627,NA,616
NA,Fis-164117,Artedidraco lonnbergi,NA,NA,am,258410,Antarctica,147,NA,1019
NA,Fis-164117,Artedidraco lonnbergi,NA,NA,am,288100,Antarctica,477,NA,784
NA,Fis-164117,Artedidraco lonnbergi,NA,NA,am,258420,Antarctica,148,NA,682
NA,Fis-164117,Artedidraco lonnbergi,NA,NA,am,288300,Antarctica,238,NA,745
NA,Fis-164117,Artedidraco lonnbergi,NA,NA,am,248600,Antarctica,87,NA,1184
NA,Fis-164117,Artedidraco lonnbergi,NA,NA,am,288200,Antarctica,332,NA,686
NA,Fis-32158,Artedidraco orianae,NA,NA,am,248100,Antarctica,2,NA,909
NA,Fis-32158,Artedidraco orianae,NA,NA,am,248500,Antarctica,646,NA,616
NA,Fis-32158,Artedidraco orianae,NA,NA,am,288100,Antarctica,419,NA,784
NA,Fis-32158,Artedidraco orianae,NA,NA,am,288300,Antarctica,203,NA,745
NA,Fis-32158,Artedidraco orianae,NA,NA,am,248600,Antarctica,97,NA,1184
NA,Fis-32158,Artedidraco orianae,NA,NA,am,288200,Antarctica,292,NA,686
NA,Fis-32159,Artedidraco shackletoni,NA,NA,am,248100,Antarctica,13,NA,909
NA,Fis-32159,Artedidraco shackletoni,NA,NA,am,248500,Antarctica,559,NA,616
NA,Fis-32159,Artedidraco shackletoni,NA,NA,am,258420,Antarctica,256,NA,682
NA,Fis-32159,Artedidraco shackletoni,NA,NA,am,258410,Antarctica,346,NA,1019
NA,Fis-32159,Artedidraco shackletoni,NA,NA,am,288100,Antarctica,307,NA,784
NA,Fis-32159,Artedidraco shackletoni,NA,NA,am,288300,Antarctica,275,NA,745
NA,Fis-32159,Artedidraco shackletoni,NA,NA,am,248600,Antarctica,133,NA,1184
NA,Fis-32159,Artedidraco shackletoni,NA,NA,am,288200,Antarctica,355,NA,686
NA,Fis-32160,Artedidraco skottsbergi,NA,NA,am,248200,Antarctica,58,NA,868
NA,Fis-32160,Artedidraco skottsbergi,NA,NA,am,248100,Antarctica,212,NA,909
NA,Fis-32160,Artedidraco skottsbergi,NA,NA,am,288200,Antarctica,437,NA,686
NA,Fis-32160,Artedidraco skottsbergi,NA,NA,am,258410,Antarctica,457,NA,1019
NA,Fis-32160,Artedidraco skottsbergi,NA,NA,am,248500,Antarctica,744,NA,616
NA,Fis-32160,Artedidraco skottsbergi,NA,NA,am,258420,Antarctica,297,NA,682
NA,Fis-32160,Artedidraco skottsbergi,NA,NA,am,288100,Antarctica,434,NA,784
NA,Fis-32160,Artedidraco skottsbergi,NA,NA,am,288300,Antarctica,435,NA,745
NA,Fis-32160,Artedidraco skottsbergi,NA,NA,am,248600,Antarctica,141,NA,1184
15147791,Fis-49668,Asquamiceps hjorti,LC,Unknown,am,258600,Antarctica,20,NA,1495
15147791,Fis-49668,Asquamiceps hjorti,LC,Unknown,am,258510,Antarctica,13,NA,867
15147791,Fis-49668,Asquamiceps hjorti,LC,Unknown,am,258700,Antarctica,3,NA,858
15147791,Fis-49668,Asquamiceps hjorti,LC,Unknown,am,248300,Antarctica,15,NA,842
15147791,Fis-49668,Asquamiceps hjorti,LC,Unknown,am,248600,Antarctica,4,NA,1184
190373,Fis-125182,Astronesthes atlanticus,LC,Unknown,am,248300,Antarctica,23,NA,842
190373,Fis-125182,Astronesthes atlanticus,LC,Unknown,am,248600,Antarctica,67,NA,1184
NA,Fis-150922,Astronesthes ijimai,NA,NA,am,258600,Antarctica,8,NA,1495
NA,Fis-150922,Astronesthes ijimai,NA,NA,am,258510,Antarctica,48,NA,867
NA,Fis-55644,Astronesthes psychrolutes,NA,NA,am,258700,Antarctica,43,NA,858
NA,Fis-55644,Astronesthes psychrolutes,NA,NA,am,258600,Antarctica,88,NA,1495
NA,Fis-55644,Astronesthes psychrolutes,NA,NA,am,258510,Antarctica,221,NA,867
NA,Fis-55644,Astronesthes psychrolutes,NA,NA,am,258520,Antarctica,45,NA,731
NA,Fis-55644,Astronesthes psychrolutes,NA,NA,am,258441,Antarctica,4,NA,868
NA,Fis-55644,Astronesthes psychrolutes,NA,NA,am,258442,Antarctica,4,NA,963
NA,Fis-55644,Astronesthes psychrolutes,NA,NA,am,258410,Antarctica,8,NA,1019
NA,Fis-55644,Astronesthes psychrolutes,NA,NA,am,288100,Antarctica,3,NA,784
NA,Fis-27752,Atrophacanthus japonicus,NA,NA,am,258600,Antarctica,20,NA,1495
NA,Fis-27752,Atrophacanthus japonicus,NA,NA,am,258510,Antarctica,24,NA,867
NA,Fis-27752,Atrophacanthus japonicus,NA,NA,am,258700,Antarctica,3,NA,858
NA,Fis-27301,Avocettina acuticeps,NA,NA,am,258700,Antarctica,42,NA,858
NA,Fis-27301,Avocettina acuticeps,NA,NA,am,258600,Antarctica,70,NA,1495
NA,Fis-27301,Avocettina acuticeps,NA,NA,am,258510,Antarctica,215,NA,867
NA,Fis-27301,Avocettina acuticeps,NA,NA,am,258520,Antarctica,37,NA,731
NA,Fis-27301,Avocettina acuticeps,NA,NA,am,248300,Antarctica,23,NA,842
NA,Fis-27301,Avocettina acuticeps,NA,NA,am,248600,Antarctica,105,NA,1184
NA,Fis-27301,Avocettina acuticeps,NA,NA,am,258442,Antarctica,2,NA,963
NA,Fis-27301,Avocettina acuticeps,NA,NA,am,258441,Antarctica,2,NA,868
NA,Fis-27301,Avocettina acuticeps,NA,NA,am,258410,Antarctica,10,NA,1019
NA,Fis-27301,Avocettina acuticeps,NA,NA,am,288100,Antarctica,6,NA,784
NA,Fis-27301,Avocettina acuticeps,NA,NA,am,288200,Antarctica,1,NA,686
NA,Fis-48116,Avocettina paucipora,NA,NA,am,258700,Antarctica,43,NA,858
NA,Fis-48116,Avocettina paucipora,NA,NA,am,258600,Antarctica,88,NA,1495
NA,Fis-48116,Avocettina paucipora,NA,NA,am,258510,Antarctica,221,NA,867
NA,Fis-48116,Avocettina paucipora,NA,NA,am,258520,Antarctica,37,NA,731
NA,Fis-48116,Avocettina paucipora,NA,NA,am,248300,Antarctica,23,NA,842
NA,Fis-48116,Avocettina paucipora,NA,NA,am,248600,Antarctica,113,NA,1184
NA,Fis-48116,Avocettina paucipora,NA,NA,am,258441,Antarctica,3,NA,868
NA,Fis-48116,Avocettina paucipora,NA,NA,am,258442,Antarctica,3,NA,963
NA,Fis-48116,Avocettina paucipora,NA,NA,am,258410,Antarctica,11,NA,1019
NA,Fis-48116,Avocettina paucipora,NA,NA,am,288100,Antarctica,6,NA,784
NA,Fis-48116,Avocettina paucipora,NA,NA,am,288300,Antarctica,9,NA,745
NA,Fis-48116,Avocettina paucipora,NA,NA,am,288200,Antarctica,1,NA,686
NA,Fis-35876,Azygopus pinnifasciatus,NA,NA,am,258600,Antarctica,2,NA,1495
NA,Fis-31272,Bajacalifornia burragei,NA,NA,am,258600,Antarctica,88,NA,1495
NA,Fis-31272,Bajacalifornia burragei,NA,NA,am,258510,Antarctica,221,NA,867
NA,Fis-31272,Bajacalifornia burragei,NA,NA,am,258700,Antarctica,12,NA,858
