Pesticides (use),Antigua and Barbuda,Amides,Use (tonnes of active ingredients),2011,0.04
Pesticides (use),Antigua and Barbuda,Anticoagulants,Use (tonnes of active ingredients),2011,0.001
Pesticides (use),Antigua and Barbuda,Benzimidazoles,Use (tonnes of active ingredients),2011,0.12
Pesticides (use),Antigua and Barbuda,Bipiridils,Use (tonnes of active ingredients),2011,2.17
Pesticides (use),Antigua and Barbuda,Botanic.Produc&Biologic.,Use (tonnes of active ingredients),2011,9.12
Pesticides (use),Antigua and Barbuda,Carbamates Herbicides,Use (tonnes of active ingredients),2011,0.01
Pesticides (use),Antigua and Barbuda,Carbamates Insecticides,Use (tonnes of active ingredients),2011,10.55
Pesticides (use),Antigua and Barbuda,Dinitroanilines,Use (tonnes of active ingredients),2011,0.02
Pesticides (use),Antigua and Barbuda,Dithiocarbamates,Use (tonnes of active ingredients),2011,0.19
Pesticides (use),Antigua and Barbuda,Fungicides&Bactericides,Use (tonnes of active ingredients),2011,1.69
Pesticides (use),Antigua and Barbuda,Herbicides,Use (tonnes of active ingredients),2011,18.65
Pesticides (use),Antigua and Barbuda,Inorganics,Use (tonnes of active ingredients),2011,0.46
Pesticides (use),Antigua and Barbuda,Insecticides,Use (tonnes of active ingredients),2011,18.92
Pesticides (use),Antigua and Barbuda,Organo-Phosphates,Use (tonnes of active ingredients),2011,2.66
Pesticides (use),Antigua and Barbuda,Other Fungicides,Use (tonnes of active ingredients),2011,0.92
Pesticides (use),Antigua and Barbuda,Other Herbicides,Use (tonnes of active ingredients),2011,4.76
Pesticides (use),Antigua and Barbuda,Other Insecticides,Use (tonnes of active ingredients),2011,3.68
Pesticides (use),Antigua and Barbuda,Pyrethroids,Use (tonnes of active ingredients),2011,2.03
Pesticides (use),Antigua and Barbuda,Rodenticides,Use (tonnes of active ingredients),2011,0.001
Pesticides (use),Antigua and Barbuda,Sulfonyl Ureas,Use (tonnes of active ingredients),2011,4023.044
Pesticides (use),Antigua and Barbuda,Triazines,Use (tonnes of active ingredients),2011,0.03
Pesticides (use),Antigua and Barbuda,Uracil,Use (tonnes of active ingredients),2011,2.51
Pesticides (use),Antigua and Barbuda,Urea derivates,Use (tonnes of active ingredients),2011,9.11
Pesticides (use),Argentina,Fungicides&Bactericides,Use (tonnes of active ingredients),2011,20073
Pesticides (use),Argentina,Herbicides,Use (tonnes of active ingredients),2011,212337
Pesticides (use),Argentina,Insecticides,Use (tonnes of active ingredients),2011,23240
Pesticides (use),Argentina,Other Pesticides nes,Use (tonnes of active ingredients),2011,9347
Pesticides (use),Argentina,Other Pesticides nes,Use (tonnes of active ingredients),2011,9347
