ISSCAAP,TAXOCODE,speciesIDpresent,3A_CODE,Scientific_name,English_name
32,1480700101,1,MLG,Melanonus gracilis,Pelagic cod
32,1480700102,2,MZY,Melanonus zugmayeri,Arrowtail
32,1481000101,1,EUY,Euclichthys polynemus,Eucla cod
32,148XXXXXXX,XX,GAD,Gadiformes,Gadiformes nei
25,1500100101,1,GTA,Gasterosteus aculeatus,Three-spined stickleback
25,1500100102,2,GUO,Gasterosteus crenobiontus,
25,1500100103,3,GUW,Gasterosteus wheatlandi,Blackspotted stickleback
25,15001001XX,XX,SKB,Gasterosteus spp,Sticklebacks
25,1500100201,1,CUZ,Culaea inconstans,Brook stickleback
25,1500100601,1,GPT,Pungitius pungitius,Ninespine stickleback
25,1500100602,2,PNY,Pungitius platygaster,Southern ninespine stickleback
25,1500100701,1,GSS,Spinachia spinachia,Sea stickleback
25,1500100801,1,AQD,Apeltes quadracus,Fourspine stickleback
33,1500200101,1,AJP,Aulichthys japonicus,
33,1500200201,1,AFV,Aulorhynchus flavidus,Tube-snout
13,1500300201,1,IPX,Indostomus paradoxus,Pipe fish
33,1500400101,1,EYC,Eurypegasus draconis,Short dragonfish
33,1500400201,1,PGV,Pegasus volitans,Longtail seamouth
33,1500500901,1,KLA,Hypoptychus dybowskii,Korean sandlance
33,1510101901,1,AGQ,Aulostomus strigosus,
33,1510200101,1,FUC,Fistularia corneta,Pacific cornetfish
33,1510200103,3,FUT,Fistularia tabacaria,Cornetfish
33,1510200104,4,FIO,Fistularia commersonii,Bluespotted cornetfish
33,1510200105,5,FIP,Fistularia petimba,Red cornetfish
33,15102001XX,XX,FIT,Fistularia spp,Flutemouth
34,1510300401,1,SNS,Macroramphosus scolopax,Longspine snipefish
34,1510300402,2,MFG,Macroramphosus gracilis,Slender snipefish
34,1510302201,1,NPE,Notopogon endeavouri,
34,1510302202,2,NPR,Notopogon fernandezianus,Orange bellowfish
34,1510302203,3,NPX,Notopogon xenosoma,Longspine bellowfish
34,1510302204,4,NLD,Notopogon lilliei,Crested bellowfish
34,15103XXXXX,XX,SNI,Macroramphosidae,Snipefishes nei
33,1510400201,1,CUW,Centriscus cristatus,Smooth razorfish
33,1510400202,2,FHS,Centriscus scutatus,Grooved razor-fish
33,1510402001,1,AOW,Aeoliscus punctulatus,Speckled shrimpfish
34,1510402101,1,CUQ,Centriscops humerosus,Banded yellowfish
33,1510502501,1,SLY,Solenostomus cyanopterus,Ghost pipefish
33,1510502502,2,SXS,Solenostomus paradoxus,Harlequin ghost pipefish
33,1510600101,1,SAQ,Anarchopterus criniger,Fringed pipefish
33,1510600201,1,AYE,Apterygocampus epinnulatus,
33,1510600301,1,SGQ,Syngnathus acus,Greater pipefish
33,1510600302,2,STQ,Syngnathus typhle,Broadnosed pipefish
33,1510600303,3,SHQ,Syngnathus abaster,
33,1510600304,4,SGP,Syngnathus phlegon,
33,1510600305,5,SFR,Syngnathus rostellatus,Nilsson's pipefish
33,1510600306,6,SSJ,Syngnathus schmidti,
33,1510600307,7,SUZ,Syngnathus taenionotus,
33,1510600308,8,STX,Syngnathus tenuirostris,
33,1510600309,9,SVR,Syngnathus variegatus,
33,15106003XX,XX,SWY,Syngnathus spp,Pipefishes nei
33,1510600401,1,BHT,Bhanotia fasciolata,
33,1510600501,1,HPY,Hippocampus fuscus,Sea pony
33,1510600503,3,HPH,Hippocampus hippocampus,Short snouted seahorse
33,1510600504,4,HPI,Hippocampus guttulatus,Long-snouted seahorse
33,1510600505,5,HWF,Hippocampus comes,Tiger tail seahorse
33,1510600506,6,HZI,Hippocampus algiricus,West African seahorse
33,1510600507,7,HVH,Hippocampus kuda,Spotted seahorse
33,1510600508,8,HVK,Hippocampus trimaculatus,Longnose seahorse
33,1510600509,9,HVN,Hippocampus histrix,Thorny seahorse
33,15106005XX,XX,HIC,Hippocampus spp,Seahorses nei
33,1510600601,1,NRM,Nerophis maculatus,
33,1510600602,2,NRO,Nerophis ophidion,Straightnose pipefish
33,1510600603,3,NRL,Nerophis lumbriciformis,Worm pipefish
33,1510600701,1,DBJ,Doryichthys boaja,
33,1510601001,1,CBJ,Choeroichthys brachysoma,Short-bodied pipefish
33,1510601101,1,SGH,Stigmatopora argus,Spotted pipefish
33,1510601201,1,SGJ,Syngnathoides biaculeatus,Alligator pipefish
33,1510601301,1,SGD,Solegnathus dunckeri,
33,1510601501,1,AQA,Acentronura australe,Southern little pipehorse
33,1510601502,2,DJP,Acentronura tentaculata,Shortpouch pygmy pipehorse
33,1510601601,1,PXT,Phyllopteryx taeniolatus,Common seadragon
33,1510601701,1,PCQ,Phycodurus eques,Leafy seadragon
33,1510601801,1,BXY,Bryx analicarens,Pink pipefish
33,1510601901,1,BLN,Bulbonaricus brauni,Pugheaded pipefish
33,1510602001,1,CGL,Campichthys galei,Gale's pipefish
33,1510602101,1,CFV,Corythoichthys flavofasciatus,Network pipefish
33,1510602102,2,DBY,Corythoichthys haematopterus,Messmate pipefish
33,1510602201,1,CPZ,Cosmocampus arctus,Snubnose pipefish
33,1510602202,2,DDE,Cosmocampus retropinnis,
33,1510602203,3,DDN,Cosmocampus investigatoris,
33,1510602301,1,ENQ,Entelurus aequoreus,Snake pipefish
33,1510602501,1,DBW,Doryrhamphus baldwini,
33,1510602502,2,DCQ,Doryrhamphus excisus,Bluestripe pipefish
33,1510602601,1,ENK,Enneacampus kaupi,
33,1510602701,1,FXE,Festucalex erythraeus,
33,1510602702,2,FXW,Festucalex wassi,
33,1510602801,1,FLG,Filicampus tigris,Tiger pipefish
33,1510602901,1,HBK,Halicampus brocki,Brock's pipefish
33,1510603001,1,HYF,Haliichthys taeniophorus,Ribboned pipefish
33,1510603101,1,HRU,Heraldia nocturna,
33,1510603201,1,HCY,Hippichthys cyanospilus,Blue-spotted pipefish
33,1510603202,2,GZR,Hippichthys penicillus,Beady pipefish
33,1510603401,1,HSI,Histiogamphelus cristatus,Macleay's crested pipefish
33,1510603501,1,HYH,Hypselognathus horridus,Prickly pipefish
33,1510603601,1,IYC,Ichthyocampus carce,
33,1510603701,1,KUU,Kaupus costatus,
33,1510603801,1,KUS,Kimblaeus bassensis,Trawl pipefish
33,1510603901,1,LTF,Leptoichthys fistularius,Brush-tailed pipefish
33,1510604001,1,LNB,Leptonotus blainvilleanus,Deep-bodied pipefish
33,1510604101,1,LSW,Lissocampus bannwarthi,
33,1510604201,1,MBY,Maroubra yasudai,Orange pipefish
33,1510604301,1,MID,Micrognathus andersonii,Shortnose pipefish
33,1510604401,1,MIG,Microphis argulus,Flat-nosed pipefish
33,1510604402,2,QBV,Microphis brachyurus,Short-tailed pipefish
33,1510604501,1,MIY,Minyichthys myersi,Myers' pipefish
33,1510604601,1,MIO,Mitotichthys mollisoni,Mollison's pipefish
33,1510604701,1,NAL,Nannocampus elegans,Elegant pipefish
33,1510604801,1,NIR,Notiocampus ruber,Red pipefish
33,1510604901,1,PXU,Penetopteryx nanus,
33,1510605001,1,PXL,Phoxocampus belcheri,Rock pipefish
33,1510605101,1,PFK,Pseudophallus starksii,
33,1510605201,1,PGQ,Pugnaso curtirostris,Pug-nosed pipefish
33,1510605301,1,SKU,Siokunichthys bentuviai,
33,1510605401,1,STK,Stipecampus cristatus,Ring-backed pipefish
33,1510605501,1,TYF,Trachyrhamphus bicoarctatus,Double-ended pipefish
33,1510605601,1,URN,Urocampus carinirostris,
33,1510605701,1,VCM,Vanacampus margaritifer,Mother-of-pearl pipefish
33,15106XXXXX,XX,VUX,Syngnathidae,"Pipefishes, seahorses nei"
37,1520100102,2,LAG,Lampris guttatus,Opah
37,1520100103,3,LAI,Lampris immaculatus,Southern opah
37,15201001XX,XX,LAP,Lampris spp,"Moonfish, opah, mambo"
37,1520200201,1,VMM,Metavelifer multiradiatus,Spinyfin velifer
37,1520200301,1,VVH,Velifer hypselopterus,Sailfin velifer
37,1520300101,1,LEK,Eumecichthys fiski,Unicorn crestfish
37,1520300201,1,LLL,Lophotus lacepede,Crested oarfish
37,1520300202,2,LOP,Lophotus capellei,Unicornfish
37,1520400101,1,DSM,Desmodema polystictum,Polka-dot ribbonfish
37,1520400202,2,TRQ,Trachipterus trachipterus,Mediterranean dealfish
37,1520400203,3,TPA,Trachipterus arcticus,Dealfish
37,1520400205,5,TJZ,Trachipterus jacksonensis,Blackflash ribbonfish
37,1520400206,6,TWK,Trachipterus ishikawae,Slender ribbonfish
37,15204002XX,XX,TRP,Trachipterus spp,Dealfishes
37,1520400301,1,ZUE,Zu elongatus,Taper-tail ribbonfish
37,1520400302,2,ZUC,Zu cristatus,Scalloped ribbonfish
37,15204XXXXX,XX,TRX,Trachipteridae,Ribbonfishes
37,1520500101,1,REL,Regalecus glesne,King of herrings
37,1520500201,1,AGP,Agrostichthys parkeri,Streamer fish
37,1520500301,1,RGR,Gymnetrus russelii,
37,15205XXXXX,XX,RRG,Regalecidae,Oarfishes nei
37,1520600101,1,LSC,Stylephorus chordatus,Tube-eye
37,1520700101,1,ATI,Ateleopus indicus,
37,1520700102,2,IQI,Ateleopus natalensis,Jelly-head fish
37,1520700201,1,AGA,Guentherus altivela,Jellynose
37,1520700301,1,AID,Ijimaia dofleini,
37,1520700302,2,AZI,Ijimaia loppei,Loppe's tadpole fish
37,15207XXXXX,XX,JQX,Ateleopodidae,Jellynose fishes nei
37,1520800101,1,MEF,Eutaeniophorus festivus,Festive ribbonfish
37,1520800201,1,LME,Mirapinna esau,Hairyfish
37,1520800301,1,LMB,Parataeniophorus brevis,
37,1520900101,1,LMX,Ataxolepis apus,
37,1520900201,1,LMC,Cetomimoides parri,
37,1521000101,1,LRE,Radiicephalus elongatus,Tapertail
13,1570200201,1,UCT,Cualac tessellatus,Checkered pupfish
13,1570200301,1,UBC,Cubanichthys cubensis,Cuban killifish
13,1570200601,1,CVZ,Cyprinodon alvarezi,Potosi pupfish
13,1570200602,2,YCM,Cyprinodon macularius,Desert pupfish
13,1570200603,3,YCU,Cyprinodon atrorus,Bolson pupfish
13,1570200604,4,YCF,Cyprinodon latifasciatus,Parras pupfish
13,1570200605,5,YCK,Cyprinodon variegatus,Sheepshead minnow
13,1570200801,1,FYC,Floridichthys carpio,Goldspotted killifish
13,1570200901,1,JDF,Jordanella floridae,Flagfish
13,1570201001,1,KWA,Kosswigichthys asquamatus,Scaleless killifish
13,1570201201,1,MPP,Megupsilon aporus,Catarina pupfish
13,1570201301,1,OUG,Orestias chungarensis,
13,1570203401,1,AFS,Aphanius fasciatus,
13,1570203402,2,AFD,Aphanius dispar,
13,1570203403,3,AFJ,Aphanius iberus,Spanish toothcarp
13,1570400101,1,ADU,Allodontichthys hubbsi,Whitepatched splitfin
13,1570400201,1,ATZ,Allodontichthys tamazulae,Tuxpan splitfin
13,1570400301,1,ADE,Allotoca dugesii,Opal allotoca
13,1570400401,1,GMS,Ameca splendens,Butterfly splitfin
13,1570400501,1,GAW,Ataeniobius toweri,Bluetail goodea
13,1570400601,1,GCY,Crenichthys baileyi,White River springfish
13,1570400701,1,GEE,Empetrichthys merriami,Ash Meadows killifish
13,1570400901,1,GGT,Girardinichthys multiradiatus,Darkedged splitfin
13,1570401001,1,GOT,Goodea atripinnis,Blackfin goodea
13,1570401401,1,KFL,Skiffia lermae,
13,1570401501,1,GCE,Chapalichthys encaustus,Barred splitfin
13,1570401502,2,GCP,Chapalichthys pardalis,Polka-dot splitfin
13,1570401701,1,GCU,Characodon audax,Bold characodon
13,1570401702,2,GCT,Characodon lateralis,Rainbow characodon
13,1570401801,1,HUT,Hubbsina turneri,
13,1570401901,1,IYF,Ilyodon furcidens,Goldbreast splitfin
13,1570403101,1,ZOQ,Zoogoneticus quitzeoensis,Picotee goodeid
13,1570403201,1,XTE,Xenotoca eiseni,Redtail splitfin
13,1570404001,1,XFC,Xenoophorus captivus,Relict splitfin
13,1570404101,1,XTR,Xenotaenia resolanae,Leopard splitfin
13,1570405201,1,NFC,Neoophorus catarinae,
13,1570405301,1,AFR,Alloophorus robustus,Bulldog goodeid
13,1570600101,1,AAW,Anableps anableps,Largescale foureyes
13,1570600201,1,JYL,Jenynsia lineata,Onesided livebearer
13,1570600301,1,XYD,Oxyzygonectes dovii,White-eye
13,1570700101,1,AFU,Alfaro cultratus,
13,1570700201,1,GSF,Gambusia affinis,Mosquitofish
13,1570700202,2,GSR,Gambusia echeagarayi,
13,1570700501,1,AFE,Aplocheilichthys fuelleborni,
13,1570700601,1,BFJ,Brachyrhaphis cascajalensis,
13,1570700701,1,UBK,Carlhubbsia kidderi,
13,1570700801,1,CXH,Congopanchax brichardi,
13,1570700901,1,CXK,Cynopanchax bukobanus,
13,1570701001,1,GIL,Girardinus creolus,Creole topminnow
13,1570701101,1,HXS,Hylopanchax stictopleuron,
13,1570701201,1,PEK,Poeciliopsis hnilickai,
13,1570701301,1,HXE,Hypsopanchax catenatus,
13,1570701401,1,LCU,Laciris pelagicus,
13,1570701501,1,XFM,Xiphophorus montezumae,Montezuma swordtail
13,1570701502,2,XUV,Xiphophorus alvarezi,
13,1570701601,1,LYN,Lamprichthys tanganicanus,Tanganyika killifish
13,1570701701,1,LMY,Limia caymanensis,Grand Cayman limia
13,1570701801,1,NHC,Neoheterandria cana,
13,1570701901,1,PFU,Pamphorichthys araguaiensis,
13,1570702101,1,PXS,Pantanodon podoxys,
13,1570702201,1,FCJ,Phalloptychus januarius,
13,1570702301,1,PFD,Plataplochilus cabindae,
13,1570702401,1,PRQ,Priapella bonita,
13,1570702501,1,PZA,Priapichthys annectens,
13,1570702601,1,PRZ,Procatopus aberrans,
13,1570702701,1,PRW,Pseudopoecilia austrocolumbiana,
13,1570702801,1,QTA,Quintana atrizona,Barred topminnow
13,1570702901,1,SGW,Scolichthys greenwayi,
13,1570703001,1,TUI,Tomeurus gracilis,
13,1570703201,1,PFX,Phallichthys fairweatheri,
13,1570703401,1,XXC,Xenodexia ctenolepis,
13,1570703501,1,XUU,Xenophallus umbratilis,
13,1570704201,1,FCU,Phalloceros caudimaculatus,Dusky millions fish
13,1570704301,1,CNQ,Cnesterodon carnegiei,
13,1570704401,1,HTA,Heterandria attenuata,
13,1570705001,1,POZ,Poecilia amazonica,
13,1570705002,2,PFL,Poecilia reticulata,Guppy
13,1570705401,1,BXB,Belonesox belizanus,Top minnow
13,1570800101,1,AFM,Adamas formosus,Starhead killi
13,1570800201,1,AFB,Aphyoplatys duboisi,
13,1570800301,1,AFH,Aphyosemion ahli,
13,1570800401,1,ADI,Aplocheilus dayi,Ceylon killifish
13,1570800402,2,AXD,Aplocheilus panchax,Blue panchax
13,1570800501,1,ADP,Austrofundulus dolichopterus,Saberfin killie
13,1570800601,1,CBY,Cynolebias bellottii,Argentine pearlfish
13,1570800701,1,DCY,Diapteron cyanostictum,Gabon jewelfish
13,1570800801,1,EYA,Epiplatys azureus,
13,1570800901,1,FOF,Foerschichthys flavipinnis,
13,1570801001,1,FUY,Fundulosoma thierryi,
13,1570801101,1,LLN,Leptolebias minimus,Barredtail pearlfish
13,1570801201,1,NBY,Nothobranchius cyaneus,
13,1570801301,1,PXO,Pachypanchax omalonotus,
13,1570801401,1,PKY,Pronothobranchius kiyawensis,
13,1570801501,1,PBG,Pterolebias hoignei,
13,1570801601,1,RVY,Rivulus cylindraceus,Green rivulus
13,1570801701,1,SMO,Spectrolebias semiocellatus,
13,1570900101,1,PFH,Profundulus hildebrandi,Chiapas killifish
13,1571000101,1,ADX,Adinia xenica,Diamond killifish
13,1571000201,1,FUX,Fundulus bifax,Stippled studfish
13,1571000301,1,LUO,Leptolucania ommata,Pygmy killifish
13,1571000401,1,LUI,Lucania goodei,Bluefin killifish
13,1571100101,1,VLX,Valencia letourneuxi,Corfu toothcarp
13,1571100102,2,VHS,Valencia hispanica,Valencia toothcarp
34,1580200101,1,CUS,Genypterus blacodes,Pink cusk-eel
34,1580200102,2,CUC,Genypterus chilensis,Red cusk-eel
34,1580200103,3,CUB,Genypterus maculatus,Black cusk-eel
34,1580200105,5,KCP,Genypterus capensis,Kingklip
34,1580200106,6,GVT,Genypterus tigerinus,Rock ling
34,15802001XX,XX,CEX,Genypterus spp,Cusk-eels nei
34,1580200201,1,OPK,Parophidion schmidti,Dusky cusk-eel
34,1580200301,1,OOA,Ophidion barbatum,Snake blenny
34,1580200302,2,OVK,Ophidion holbrooki,Band cusk-eel
34,1580200303,3,OQZ,Ophidion lozanoi,
34,1580200501,1,OBK,Brotula clarki,
34,1580200502,2,BRD,Brotula barbata,Bearded brotula
34,1580200503,3,WBM,Brotula multibarbata,Goatsbeard brotula
34,1580200601,1,OBV,Brotulotaenia brevicauda,
34,1580200701,1,OHG,Hoplobrotula gnathopus,False kinglip
34,1580201201,1,OLA,Lepophidium aporrhox,
34,1580201202,2,LPW,Lepophidium brevibarbe,Shortbeard cusk-eel
34,1580201203,3,DGQ,Lepophidium negropinna,Specklefin cusk-eel
34,1580202001,1,OAG,Abyssobrotula galatheae,
34,1580202101,1,OAA,Acanthonus armatus,
34,1580202201,1,OAD,Apagesoma delosommatus,
34,1580202301,1,OBI,Barathrites iris,
34,1580202401,1,OBG,Bassogigas gillii,
34,1580202501,1,OBO,Bassozetus compressus,
34,1580202601,1,OBP,Bathyonus laticeps,
34,1580202701,1,OBR,Benthocometes robustus,
34,1580202801,1,OCL,Cherublemma emmelas,Black brotula
34,1580202901,1,OCY,Chilara taylori,Spotted cusk-eel
34,1580203001,1,ODT,Dannevigia tusca,Australian tusk
34,1580203101,1,ODI,Dicrolene intronigra,
34,1580203201,1,OEF,Epetriodus freddyi,
34,1580203301,1,OGJ,Glyptophidium japonicum,
34,1580203401,1,OHE,Holcomycteronus aequatoris,
34,1580203501,1,OHR,Homostolus acer,
34,1580203601,1,OHN,Hypopleuron caninum,
34,1580203701,1,OLB,Lamprogrammus brunswigi,
34,1580203702,2,OFZ,Lamprogrammus exutus,Legless cuskeel
34,1580203801,1,OLR,Luciobrotula bartschi,
34,1580203901,1,OMN,Monomitopus agassizii,
34,1580203902,2,OHV,Monomitopus metriostoma,
34,1580204001,1,ONS,Neobythites analis,Black-edged cusk-eel
34,1580204002,2,KZH,Neobythites steatiticus,
34,1580204003,3,KZG,Neobythites stefanovi,
34,1580204101,1,OOC,Otophidium chickcharney,
34,1580204201,1,OPW,Penopus microphthalmus,
34,1580204301,1,PXH,Petrotyx hopkinsi,Velvetnose brotula
34,1580204401,1,PUY,Porogadus abyssalis,
34,1580204501,1,PCF,Pycnocraspedum fulvum,
34,1580204601,1,RYF,Raneya fluminensis,
34,1580204701,1,SOU,Selachophidium guentheri,Barbed brotula
34,1580204801,1,OSI,Sirembo imberbis,
34,1580204901,1,OSG,Spectrunculus grandis,
34,1580205001,1,OSU,Spottobrotula amaculata,
34,1580205101,1,OXM,Xyelacyba myersi,
34,15802XXXXX,XX,OPH,Ophidiidae,"Cusk-eels, brotulas nei"
33,1580500101,1,DIV,Disparichthys fluviatilis,
33,1580500201,1,ECI,Echiodon cryomargarites,Messmate
33,1580500301,1,ENB,Encheliophis boraborensis,Pinhead pearlfish
33,1580500401,1,EUW,Eurypleuron owasianum,
33,1580500501,1,OXF,Onuxodon fowleri,
33,1580500601,1,PYJ,Pyramodon punctatus,Dogtooth pearlfish
33,1580500701,1,SNB,Snyderidia bothrops,
33,1580501001,1,CPW,Carapus acus,
33,15805XXXXX,XX,YXX,Carapidae,Pearlfishes nei
34,1580600101,1,AHD,Abythites lepidogenys,
34,1580600201,1,BTP,Bellottia apoda,
33,1580600301,1,BDC,Bidenichthys capensis,Freetail brotula
33,1580600401,1,BDP,Brosmodorsalis persicinus,Pink brotula
33,1580600501,1,BRY,Brotulina erythrea,
34,1580600601,1,BII,Bythites islandicus,
33,1580600701,1,CXI,Calamopteryx goslinei,Longarm brotula
34,1580600801,1,CXL,Cataetyx alleni,
34,1580600802,2,TVY,Cataetyx laticeps,
34,1580600803,3,UAD,Cataetyx bruuni,
33,1580600901,1,DTC,Dermatopsis macrodon,Fleshfish
33,1580601001,1,DTK,Dermatopsoides kasougae,Orange brotula
33,1580601101,1,DCG,Diancistrus longifilis,
33,1580601201,1,DMD,Dinematichthys dasyrhynchus,
33,1580601202,2,DMS,Dinematichthys iluocoeteoides,Yellow pigmy brotula
34,1580601301,1,DTJ,Diplacanthopoma japonicum,
33,1580601401,1,DUC,Dipulus caecus,
33,1580601501,1,GMO,Grammonoides opisthodon,Bighead brotula
33,1580601601,1,GMT,Grammonus ater,
33,1580601602,2,BPS,Grammonus diagrammus,Purple brotula
33,1580601701,1,GTL,Gunterichthys longipenis,Gold brotula
33,1580601801,1,LUX,Lucifuga dentatus,Toothed Cuban cusk-eel
33,1580601901,1,MXM,Monothrix mizolepis,
33,1580602001,1,OGY,Ogilbia cayorum,Key brotula
33,1580602201,1,SGE,Stygnobrotula latebricola,
34,1580602301,1,TLI,Thalassobathia pelagica,
34,1580700101,1,AYV,Aphyonus brevidorsalis,
34,1580700201,1,BTL,Barathronus maculatus,
34,1580700301,1,NYK,Nybelinella erikssoni,
34,1580700401,1,NYE,Sciadonus cryptophthalmus,
34,1580800101,1,PBP,Parabrotula plagiophthalma,
13,1590100101,1,PFO,Percopsis omiscomaycus,Trout-perch
13,1590200201,1,PHY,Aphredoderus sayanus,Pirate perch
13,1590300101,1,ABY,Amblyopsis rosae,Ozark cavefish
13,1590300201,1,AYC,Chologaster cornuta,Swampfish
13,1590300301,1,AFA,Forbesichthys agassizi,Spring cavefish
13,1590300401,1,TYP,Speoplatyrhinus poulsoni,Alabama cavefish
13,1590300501,1,TYS,Typhlichthys subterraneus,Southern cavefish
34,1600100101,1,RRB,Rondeletia bicolor,
34,1600200101,1,BBF,Barbourisia rufa,Velvet whalefish
34,1600300101,1,CJI,Cetichthys indagator,
34,1600300201,1,CJK,Cetomimus picklei,
34,1600300301,1,CJR,Cetostoma regani,Pink flabby whalefish
34,1600300401,1,DYG,Danacetichthys galathenus,
34,1600300501,1,DYS,Ditropichthys storeri,
34,1600300601,1,GYD,Gyrinomimus andriashevi,
34,1600300602,2,GFY,Gyrinomimus grahami,Flabby whalefish
34,1600300701,1,NTV,Notocetichthys trunovi,
34,1600300801,1,PYK,Procetichthys kreffti,
34,1600300901,1,RYS,Rhamphocetichthys savagei,
34,16003XXXXX,XX,CWT,Cetomimidae,
34,1610100101,1,PXJ,Polymixia japonica,
34,1610100102,2,PXV,Polymixia nobilis,Stout beardfish
34,1610100103,3,QIJ,Polymixia berndti,Pacific beardfish
34,1610200301,1,BXD,Beryx decadactylus,Alfonsino
34,1610200302,2,BYS,Beryx splendens,Splendid alfonsino
34,16102003XX,XX,ALF,Beryx spp,Alfonsinos nei
34,1610201201,1,CXF,Centroberyx affinis,Redfish
34,1610201202,2,CXZ,Centroberyx gerrardi,Bight redfish
34,1610201203,3,CWB,Centroberyx lineatus,Swallow-tail
34,16102XXXXX,XX,BRX,Berycidae,"Alfonsinos, etc. nei"
34,1610300101,1,SFN,Diretmichthys parini,Parin's spinyfish
34,1610300201,1,DTV,Diretmoides veriginae,
34,1610300202,2,DTW,Diretmoides pauciradiatus,Longwing spinyfin
34,1610301101,1,DUU,Diretmus argenteus,Silver spinyfin
34,16103XXXXX,XX,QNX,Diretmidae,Spinyfins nei
34,1610500101,1,GXW,Gephyroberyx darwinii,Darwin's slimehead
34,1610500201,1,HPR,Hoplostethus mediterraneus,Mediterranean slimehead
34,1610500202,2,ORY,Hoplostethus atlanticus,Orange roughy
34,1610500203,3,FSZ,Hoplostethus melanopus,Smallscale slimehead
34,1610500301,1,ANZ,Aulotrachichthys novaezelandicus,
34,1610500501,1,OVE,Optivus elongatus,Slender roughy
34,1610501001,1,TCU,Trachichthys australis,
34,1610501301,1,TPT,Paratrachichthys trailli,Sandpaper fish
34,1610501501,1,TSA,Sorosichthys ananassa,Little pineapple fish
34,16105XXXXX,XX,TRC,Trachichthyidae,Slimeheads nei
34,1610900101,1,MCJ,Cleidopus gloriamaris,Pineapplefish
34,1610900701,1,MMJ,Monocentris japonica,Pineconefish
34,1611000101,1,AKA,Anomalops katoptron,Splitfin flashlightfish
34,1611000201,1,KYA,Kryptophanaron alfredi,Atlantic flashlightfish
34,1611000301,1,PBZ,Photoblepharon steinitzi,Flashlight fish
34,1611000401,1,PVY,Phthanophaneron harveyi,Gulf flashlightfish
33,1611100502,2,HOO,Holocentrus ascensionis,Squirrelfish
33,1611100601,1,MJA,Myripristis jacobus,Blackbar soldierfish
33,1611100602,2,HMJ,Myripristis murdjan,Pinecone soldierfish
33,1611100603,3,YJW,Myripristis berndti,Blotcheye soldierfish
33,1611100604,4,YJZ,Myripristis kuntee,Shoulderbar soldierfish
33,1611100605,5,YJR,Myripristis botche,Blacktip soldierfish
33,1611100606,6,YJY,Myripristis chryseres,Yellowfin soldierfish
33,1611100607,7,YKB,Myripristis hexagona,Doubletooth soldierfish
33,1611100608,8,YKC,Myripristis vittata,Whitetip soldierfish
33,1611100701,1,HNA,Neoniphon argenteus,Clearfin squirrelfish
33,1611100702,2,NHS,Neoniphon sammara,Sammara squirrelfish
33,1611100801,1,HOH,Ostichthys acanthorhinus,
33,1611100802,2,HWJ,Ostichthys japonicus,Japanese soldierfish
33,1611100803,3,HWK,Ostichthys kaianus,Kai soldierfish
33,1611100901,1,HPS,Plectrypops lima,Shy soldier
33,1611101001,1,HPO,Pristilepis oligolepis,Spinyface soldier
33,1611101101,1,HSU,Sargocentron caudimaculatum,Silverspot squirrelfish
33,1611101102,2,HVS,Sargocentron spiniferum,Sabre squirrelfish
33,1611101103,3,HWD,Sargocentron diadema,Crown squirrelfish
33,1611101104,4,AXH,Sargocentron hastatum,Red squirrelfish
33,1611101105,5,HWH,Sargocentron rubrum,Redcoat
33,1611101106,6,IFC,Sargocentron violaceum,Violet squirrelfish
33,16111XXXXX,XX,HCZ,Holocentridae,Squirrelfishes nei
34,1611200101,1,GBT,Gibberichthys latifrons,
34,1611300101,1,MMT,Melamphaes acanthomus,Slender bigscale
34,1611300102,2,MWM,Melamphaes microps,
34,1611300103,3,JBE,Melamphaes leprus,
34,1611300201,1,PMC,Poromitra crassiceps,Crested bigscale
34,1611300301,1,SXM,Scopeloberyx microlepis,
34,1611300401,1,SBN,Scopelogadus beanii,
34,1611300501,1,SIK,Sio nordenskjoeldii,
34,1611401601,1,AGW,Anoplogaster cornuta,Common fangtooth
34,1611500101,1,SUK,Acanthochaenus lutkeni,
34,1611600101,1,HXG,Hispidoberyx ambagiosus,
34,1620100101,1,JOD,Zeus faber,John dory
34,1620100104,4,ZCP,Zeus capensis,Cape dory
34,16201001XX,XX,ZMX,Zeus spp,
34,1620100401,1,JOS,Zenopsis conchifer,Silvery John dory
34,1620100402,2,ZNE,Zenopsis nebulosus,Mirror dory
34,1620100801,1,ZCA,Capromimus abbreviatus,Capro dory
34,1620100901,1,ZCF,Cyttomimus affinis,
34,1620101001,1,ZCC,Cyttopsis cypho,
34,1620101002,2,ZCD,Cyttopsis rosea,Red dory
34,1620101101,1,ZCN,Cyttus novaezealandiae,New Zealand dory
34,1620101102,2,ZCT,Cyttus traversi,King dory
34,1620101103,3,ZCU,Cyttus australis,Silver dory
34,16201XXXXX,XX,ZEX,Zeidae,Dories nei
34,1620200101,1,GMG,Grammicolepis brachiusculus,Thorny tinselfish
34,1620200201,1,XED,Xenolepidichthys dalgleishi,Spotted tinselfish
34,16202XXXXX,XX,XJX,Grammicolepididae,Grammicolepidids nei
34,1620300201,1,BOC,Capros aper,Boarfish
34,1620300801,1,ZAC,Antigonia capros,Deepbody boarfish
34,1620300802,2,ZAM,Antigonia malayana,
34,1620300803,3,ZAI,Antigonia rubescens,Indo-Pacific boarfish
34,16203XXXXX,XX,BOR,Caproidae,Boarfishes nei
34,1620400101,1,ONE,Neocyttus helgae,
