"rgn_id","habitat","trend"
5,"mangrove",-0.001884
6,"mangrove",0
7,"mangrove",-0.002639
8,"mangrove",-0.000938
9,"mangrove",-0.006475
14,"mangrove",-0.012048
15,"mangrove",-0.006166
16,"mangrove",-0.001489
17,"mangrove",-0.003166
18,"mangrove",-0.001046
24,"mangrove",-0.033432
25,"mangrove",-0.014174
26,"mangrove",-0.0176633
28,"mangrove",0
29,"mangrove",-0.004027
31,"mangrove",0
39,"mangrove",0
40,"mangrove",-0.007548
41,"mangrove",-0.0016
42,"mangrove",-0.001715
43,"mangrove",-0.000673
44,"mangrove",0
45,"mangrove",0
46,"mangrove",0
47,"mangrove",0
48,"mangrove",0
49,"mangrove",0
50,"mangrove",0
52,"mangrove",0
53,"mangrove",0
54,"mangrove",0
62,"mangrove",0
65,"mangrove",0
66,"mangrove",-0.000225
96,"mangrove",-0.000297
97,"mangrove",-0.002441
98,"mangrove",0
99,"mangrove",-0.002149
102,"mangrove",-0.005634
104,"mangrove",-0.003787
106,"mangrove",-0.011735
108,"mangrove",0
110,"mangrove",-0.00203
111,"mangrove",0
112,"mangrove",-0.009622
113,"mangrove",-0.003116
114,"mangrove",-0.001416
115,"mangrove",-0.001931
116,"mangrove",-0.001058
117,"mangrove",0
118,"mangrove",0
119,"mangrove",-0.107143
120,"mangrove",0
122,"mangrove",-0.009259
124,"mangrove",0
125,"mangrove",-0.013514
126,"mangrove",-0.013211
127,"mangrove",0
129,"mangrove",-0.001659
130,"mangrove",-0.002783
131,"mangrove",-0.003359
132,"mangrove",-0.000786
133,"mangrove",-0.013332
134,"mangrove",-0.001733
135,"mangrove",-0.005461
136,"mangrove",-0.037881
137,"mangrove",-0.00079
138,"mangrove",-0.001741
139,"mangrove",-0.001979
140,"mangrove",-0.004027
162,"mangrove",-0.004299
163,"mangrove",-0.009989
164,"mangrove",-0.005782
166,"mangrove",-0.004079
167,"mangrove",-0.001701
168,"mangrove",-0.005998
169,"mangrove",-0.004027
171,"mangrove",-0.002594
190,"mangrove",0
191,"mangrove",0
193,"mangrove",-0.000356
194,"mangrove",-0.000506
195,"mangrove",-0.011131
196,"mangrove",-0.000569
197,"mangrove",-0.004101
198,"mangrove",-0.001942
199,"mangrove",-0.009385
200,"mangrove",-0.012353
202,"mangrove",-0.002543
203,"mangrove",-0.018159
204,"mangrove",-0.000141
205,"mangrove",-0.065579
206,"mangrove",-0.030894
207,"mangrove",-0.006981
208,"mangrove",0
209,"mangrove",-0.009652
210,"mangrove",-0.002538
214,"mangrove",0
216,"mangrove",-0.011238
221,"mangrove",0
231,"mangrove",-0.0047
237,"mangrove",-0.0176633
244,"mangrove",0
245,"mangrove",0
247,"mangrove",-0.003469
250,"mangrove",0
