"rgn_id","habitat","gap_fill","health"
5,"mangrove","0",0.798076923076923
6,"mangrove","0",0.833333333333333
7,"mangrove","0",0.687086092715232
8,"mangrove","0",1
9,"mangrove","0",1
14,"mangrove","r1_gap_fill",0.764670001153157
15,"mangrove","0",0.813559322033898
16,"mangrove","0",0.99519890260631
17,"mangrove","0",0.697247706422018
18,"mangrove","0",0.778723404255319
24,"mangrove","0",0.758771929824561
25,"mangrove","0",0.857142857142857
26,"mangrove","disagg2012_gap_fill",0.884152358397474
28,"mangrove","r2_gap_fill",0.917327754951335
29,"mangrove","disagg2012_gap_fill",1
31,"mangrove","0",1
39,"mangrove","0",0.885170418930361
40,"mangrove","0",0.916666666666667
41,"mangrove","0",0.96944099378882
42,"mangrove","0",0.909090909090909
43,"mangrove","0",0.914076782449726
44,"mangrove","0",0.768421052631579
45,"mangrove","0",0.955223880597015
46,"mangrove","r2_gap_fill",0.917327754951335
47,"mangrove","0",0.9
48,"mangrove","r2_gap_fill",0.89047619047619
49,"mangrove","0",1
50,"mangrove","0",0.952380952380952
52,"mangrove","0",0.6
53,"mangrove","0",0.455072463768116
54,"mangrove","0",1
62,"mangrove","r2_gap_fill",1
65,"mangrove","0",0.823863636363636
66,"mangrove","0",0.680473372781065
96,"mangrove","0",0.596302921884317
97,"mangrove","0",0.349740932642487
98,"mangrove","r2_gap_fill",0.683156864262259
99,"mangrove","r2_gap_fill",0.683156864262259
102,"mangrove","0",0.857142857142857
104,"mangrove","0",0.936329588014981
106,"mangrove","0",0.688888888888889
108,"mangrove","disagg2012_gap_fill",0.969822341202239
110,"mangrove","0",0.777777777777778
111,"mangrove","disagg2012_gap_fill",0.969822341202239
112,"mangrove","0",1
113,"mangrove","disagg2012_gap_fill",0.969822341202239
114,"mangrove","0",0.769662921348315
115,"mangrove","0",0.488372093023256
116,"mangrove","0",1
117,"mangrove","disagg2012_gap_fill",0.969822341202239
118,"mangrove","disagg2012_gap_fill",0.969822341202239
119,"mangrove","r2_gap_fill",0.884301436021579
120,"mangrove","r2_gap_fill",0.884301436021579
122,"mangrove","r2_gap_fill",0.884301436021579
124,"mangrove","r2_gap_fill",0.884301436021579
125,"mangrove","0",0.728813559322034
126,"mangrove","0",0.933333333333333
127,"mangrove","r2_gap_fill",0.884301436021579
129,"mangrove","0",0.68
130,"mangrove","0",0.646687697160883
131,"mangrove","0",0.62862669245648
132,"mangrove","0",0.795454545454545
133,"mangrove","0",0.440655737704918
134,"mangrove","0",0.599571734475375
135,"mangrove","0",0.729537366548043
136,"mangrove","0",0.940860215053763
137,"mangrove","0",0.741379310344828
138,"mangrove","0",0.542168674698795
139,"mangrove","0",0.859615384615385
140,"mangrove","disagg2012_gap_fill",0.969387755102041
162,"mangrove","0",0.935483870967742
163,"mangrove","0",0.709090909090909
164,"mangrove","0",0.968152866242038
166,"mangrove","0",0.8
167,"mangrove","0",0.879120879120879
168,"mangrove","0",0.994782608695652
169,"mangrove","0",1
171,"mangrove","0",0.952380952380952
190,"mangrove","0",1
191,"mangrove","0",0.690909090909091
193,"mangrove","0",0.760869565217391
194,"mangrove","0",0.922459893048128
195,"mangrove","0",0.327814569536424
196,"mangrove","0",0.997997997997998
197,"mangrove","0",0.919117647058823
198,"mangrove","0",0.68649885583524
199,"mangrove","0",0.306122448979592
200,"mangrove","0",0.622641509433962
202,"mangrove","0",0.822368421052632
203,"mangrove","0",0.884152358397474
204,"mangrove","0",1
205,"mangrove","0",0.912691269126913
206,"mangrove","0",0.838278931750742
207,"mangrove","0",0.583317852498607
208,"mangrove","0",0.279329608938548
209,"mangrove","r1_gap_fill",0.764670001153157
210,"mangrove","r1_gap_fill",0.764670001153157
214,"mangrove","0",1
216,"mangrove","0",0.69047619047619
221,"mangrove","disagg2012_gap_fill",0.969387755102041
231,"mangrove","0",0.423529411764706
237,"mangrove","disagg2012_gap_fill",0.423529411764706
244,"mangrove","disagg2012_gap_fill",0.87719298245614
245,"mangrove","disagg2012_gap_fill",0.87719298245614
247,"mangrove","0",0.838278931750742
250,"mangrove","disagg2012_gap_fill",0.87719298245614
