"rgn_id","habitat","gap_fill","type"
5,"mangrove",0,NA
6,"mangrove",0,NA
7,"mangrove",0,NA
8,"mangrove",0,NA
9,"mangrove",0,NA
14,"mangrove",0,NA
15,"mangrove",0,NA
16,"mangrove",0,NA
17,"mangrove",0,NA
18,"mangrove",0,NA
24,"mangrove",0,NA
25,"mangrove",0,NA
26,"mangrove",1,"regional (r2) mean"
28,"mangrove",0,NA
29,"mangrove",1,"three countries combined"
31,"mangrove",0,NA
39,"mangrove",0,NA
40,"mangrove",0,NA
41,"mangrove",0,NA
42,"mangrove",0,NA
43,"mangrove",0,NA
44,"mangrove",0,NA
45,"mangrove",0,NA
46,"mangrove",0,NA
47,"mangrove",0,NA
48,"mangrove",0,NA
49,"mangrove",0,NA
50,"mangrove",0,NA
52,"mangrove",1,"regional (r2) mean"
53,"mangrove",0,NA
54,"mangrove",0,NA
62,"mangrove",0,NA
65,"mangrove",0,NA
66,"mangrove",0,NA
96,"mangrove",0,NA
97,"mangrove",0,NA
98,"mangrove",0,NA
99,"mangrove",0,NA
102,"mangrove",0,NA
104,"mangrove",0,NA
106,"mangrove",0,NA
108,"mangrove",0,NA
110,"mangrove",0,NA
111,"mangrove",0,NA
112,"mangrove",0,NA
113,"mangrove",0,NA
114,"mangrove",0,NA
115,"mangrove",0,NA
116,"mangrove",0,NA
117,"mangrove",0,NA
118,"mangrove",0,NA
119,"mangrove",0,NA
120,"mangrove",0,NA
122,"mangrove",0,NA
124,"mangrove",0,NA
125,"mangrove",0,NA
126,"mangrove",0,NA
127,"mangrove",0,NA
129,"mangrove",0,NA
130,"mangrove",0,NA
131,"mangrove",0,NA
132,"mangrove",0,NA
133,"mangrove",0,NA
134,"mangrove",0,NA
135,"mangrove",0,NA
136,"mangrove",0,NA
137,"mangrove",0,NA
138,"mangrove",0,NA
139,"mangrove",0,NA
140,"mangrove",1,"three countries combined"
162,"mangrove",0,NA
163,"mangrove",0,NA
164,"mangrove",0,NA
166,"mangrove",0,NA
167,"mangrove",0,NA
168,"mangrove",0,NA
169,"mangrove",1,"three countries combined"
171,"mangrove",0,NA
190,"mangrove",0,NA
191,"mangrove",0,NA
193,"mangrove",0,NA
194,"mangrove",0,NA
195,"mangrove",0,NA
196,"mangrove",0,NA
197,"mangrove",0,NA
198,"mangrove",0,NA
199,"mangrove",0,NA
200,"mangrove",0,NA
202,"mangrove",0,NA
203,"mangrove",0,NA
204,"mangrove",0,NA
205,"mangrove",0,NA
206,"mangrove",0,NA
207,"mangrove",0,NA
208,"mangrove",0,NA
209,"mangrove",0,NA
210,"mangrove",0,NA
214,"mangrove",0,NA
216,"mangrove",0,NA
221,"mangrove",0,NA
231,"mangrove",0,NA
237,"mangrove",1,"regional (r2) mean"
244,"mangrove",0,NA
245,"mangrove",0,NA
247,"mangrove",0,NA
250,"mangrove",0,NA
