rgn_type,rgn_id,rgn_name,area_km2
eez,1,צפון,3486.00703499
eez,2,מרכז,12773.8150885
eez,3,דרום,11401.5144418
eez,4,חיפה,84.889665461
land,1,צפון,814.46842935
land,2,מרכז,1309.18436344
land,3,דרום,16394.5996744
land,4,חיפה,2008.27750179
