"rgn_id","habitat","km2"
16,"saltmarsh",13028.95
59,"saltmarsh",4.22
69,"saltmarsh",0.82
70,"saltmarsh",5
153,"saltmarsh",7.2025259359495
154,"saltmarsh",0.995940460081194
156,"saltmarsh",2.04961659900767
162,"saltmarsh",181.751917004962
163,"saltmarsh",15747
176,"saltmarsh",283.45
177,"saltmarsh",112.3
178,"saltmarsh",7.05
179,"saltmarsh",1147.1
180,"saltmarsh",314.508957489879
181,"saltmarsh",56.34
184,"saltmarsh",349
209,"saltmarsh",5734.4
218,"saltmarsh",440
222,"saltmarsh",29.3
227,"saltmarsh",1.5022604588394
228,"saltmarsh",2.03878205128204
