"sp_id","year","area_km2"
248100,1975,7570.493636
248200,1975,165.5117963
248300,1975,NA
248400,1975,NA
248500,1975,8952.705865
248600,1975,3921.359651
258410,1975,5331.531678
258420,1975,5046.263257
258431,1975,NA
258432,1975,NA
258441,1975,NA
258442,1975,NA
258510,1975,NA
258520,1975,NA
258600,1975,NA
258700,1975,NA
288100,1975,5404.42623
288200,1975,7276.040772
288300,1975,7154.049705
248100,1976,7570.493636
248200,1976,165.5117963
248300,1976,NA
248400,1976,NA
248500,1976,8952.705865
248600,1976,3921.359651
258410,1976,5331.531678
258420,1976,5046.263257
258431,1976,NA
258432,1976,NA
258441,1976,NA
258442,1976,NA
258510,1976,NA
258520,1976,NA
258600,1976,NA
258700,1976,NA
288100,1976,5404.42623
288200,1976,7276.040772
288300,1976,7154.049705
248100,1977,7570.493636
248200,1977,165.5117963
248300,1977,NA
248400,1977,NA
248500,1977,8952.705865
248600,1977,3921.359651
258410,1977,5331.531678
258420,1977,5046.263257
258431,1977,NA
258432,1977,NA
258441,1977,NA
258442,1977,NA
258510,1977,NA
258520,1977,NA
258600,1977,NA
258700,1977,NA
288100,1977,5404.42623
288200,1977,7276.040772
288300,1977,7154.049705
248100,1978,7570.493636
248200,1978,165.5117963
248300,1978,NA
248400,1978,NA
248500,1978,8952.705865
248600,1978,3921.359651
258410,1978,5331.531678
258420,1978,5046.263257
258431,1978,NA
258432,1978,NA
258441,1978,NA
258442,1978,NA
258510,1978,NA
258520,1978,NA
258600,1978,NA
258700,1978,NA
288100,1978,5404.42623
288200,1978,7276.040772
288300,1978,7154.049705
248100,1979,7570.493636
248200,1979,165.5117963
248300,1979,NA
248400,1979,NA
248500,1979,8952.705865
248600,1979,3921.359651
258410,1979,5331.531678
258420,1979,5046.263257
258431,1979,NA
258432,1979,NA
258441,1979,NA
258442,1979,NA
258510,1979,NA
258520,1979,NA
258600,1979,NA
258700,1979,NA
288100,1979,5404.42623
288200,1979,7276.040772
288300,1979,7154.049705
248100,1980,7570.493636
248200,1980,165.5117963
248300,1980,NA
248400,1980,NA
248500,1980,8952.705865
248600,1980,3921.359651
258410,1980,5331.531678
258420,1980,5046.263257
258431,1980,NA
258432,1980,NA
258441,1980,NA
258442,1980,NA
258510,1980,NA
258520,1980,NA
258600,1980,NA
258700,1980,NA
288100,1980,5404.42623
288200,1980,7276.040772
288300,1980,7154.049705
248100,1981,7570.493636
248200,1981,165.5117963
248300,1981,NA
248400,1981,NA
248500,1981,8952.705865
248600,1981,3921.359651
258410,1981,5331.531678
258420,1981,5046.263257
258431,1981,NA
258432,1981,NA
258441,1981,NA
258442,1981,NA
258510,1981,NA
258520,1981,NA
258600,1981,NA
258700,1981,NA
288100,1981,5404.42623
288200,1981,7276.040772
288300,1981,7154.049705
248100,1982,7570.493636
248200,1982,165.5117963
248300,1982,NA
248400,1982,NA
248500,1982,8952.705865
248600,1982,3921.359651
258410,1982,5331.531678
258420,1982,5046.263257
258431,1982,NA
258432,1982,NA
258441,1982,NA
258442,1982,NA
258510,1982,NA
258520,1982,NA
258600,1982,NA
258700,1982,NA
288100,1982,5404.42623
288200,1982,7276.040772
288300,1982,7154.049705
248100,1983,7570.493636
248200,1983,165.5117963
248300,1983,NA
248400,1983,NA
248500,1983,8952.705865
248600,1983,3921.359651
258410,1983,5331.531678
258420,1983,5046.263257
258431,1983,NA
258432,1983,NA
258441,1983,NA
258442,1983,NA
258510,1983,NA
258520,1983,NA
258600,1983,NA
258700,1983,NA
288100,1983,5404.42623
288200,1983,7276.040772
288300,1983,7154.049705
248100,1984,7570.493636
248200,1984,165.5117963
248300,1984,NA
248400,1984,NA
248500,1984,8952.705865
248600,1984,3921.359651
258410,1984,5331.531678
258420,1984,5046.263257
258431,1984,NA
258432,1984,NA
258441,1984,NA
258442,1984,NA
258510,1984,NA
258520,1984,NA
258600,1984,NA
258700,1984,NA
288100,1984,5404.42623
288200,1984,7276.040772
288300,1984,7154.049705
248100,1985,7570.493636
248200,1985,165.5117963
248300,1985,NA
248400,1985,NA
248500,1985,8952.705865
248600,1985,3921.359651
258410,1985,5331.531678
258420,1985,5046.263257
258431,1985,NA
258432,1985,NA
258441,1985,NA
258442,1985,NA
258510,1985,NA
258520,1985,NA
258600,1985,NA
258700,1985,NA
288100,1985,5404.42623
288200,1985,7276.040772
288300,1985,7154.049705
248100,1986,7570.493636
248200,1986,165.5117963
248300,1986,NA
248400,1986,NA
248500,1986,8952.705865
248600,1986,3921.359651
258410,1986,5331.531678
258420,1986,5046.263257
258431,1986,NA
258432,1986,NA
258441,1986,NA
258442,1986,NA
258510,1986,NA
258520,1986,NA
258600,1986,NA
258700,1986,NA
288100,1986,5404.42623
288200,1986,7276.040772
288300,1986,7154.049705
248100,1987,7570.493636
248200,1987,165.5117963
248300,1987,NA
248400,1987,NA
248500,1987,8952.705865
248600,1987,3921.359651
258410,1987,5331.531678
258420,1987,5046.263257
258431,1987,NA
258432,1987,NA
258441,1987,NA
258442,1987,NA
258510,1987,NA
258520,1987,NA
258600,1987,NA
258700,1987,NA
288100,1987,5404.42623
288200,1987,7276.040772
288300,1987,7154.049705
248100,1988,7570.493636
248200,1988,165.5117963
248300,1988,NA
248400,1988,NA
248500,1988,8952.705865
248600,1988,3921.359651
258410,1988,5331.531678
258420,1988,5046.263257
258431,1988,NA
258432,1988,NA
258441,1988,NA
258442,1988,NA
258510,1988,NA
258520,1988,NA
258600,1988,NA
258700,1988,NA
288100,1988,5404.42623
288200,1988,7276.040772
288300,1988,7154.049705
248100,1989,7570.493636
248200,1989,165.5117963
248300,1989,NA
248400,1989,NA
248500,1989,8952.705865
248600,1989,3921.359651
258410,1989,5331.531678
258420,1989,5046.263257
258431,1989,NA
258432,1989,NA
258441,1989,NA
258442,1989,NA
258510,1989,NA
258520,1989,NA
258600,1989,NA
258700,1989,NA
288100,1989,5404.42623
288200,1989,7276.040772
288300,1989,7154.049705
248100,1990,7570.493636
248200,1990,165.5117963
248300,1990,NA
248400,1990,NA
248500,1990,8952.705865
248600,1990,3921.359651
258410,1990,5331.531678
258420,1990,5046.263257
258431,1990,NA
258432,1990,NA
258441,1990,NA
258442,1990,NA
258510,1990,NA
258520,1990,NA
258600,1990,NA
258700,1990,NA
288100,1990,5404.42623
288200,1990,7276.040772
288300,1990,7154.049705
248100,1991,7570.493636
248200,1991,165.5117963
248300,1991,NA
248400,1991,NA
248500,1991,8952.705865
248600,1991,3921.359651
258410,1991,5331.531678
258420,1991,5046.263257
258431,1991,NA
258432,1991,NA
258441,1991,NA
258442,1991,NA
258510,1991,NA
258520,1991,NA
258600,1991,NA
258700,1991,NA
288100,1991,5404.42623
288200,1991,7276.040772
288300,1991,7154.049705
248100,1992,7570.493636
248200,1992,165.5117963
248300,1992,NA
248400,1992,NA
248500,1992,8952.705865
248600,1992,3921.359651
258410,1992,5331.531678
258420,1992,5046.263257
258431,1992,NA
258432,1992,NA
258441,1992,NA
258442,1992,NA
258510,1992,NA
258520,1992,NA
258600,1992,NA
258700,1992,NA
288100,1992,5404.42623
288200,1992,7276.040772
288300,1992,7154.049705
248100,1993,7570.493636
248200,1993,165.5117963
248300,1993,NA
248400,1993,NA
248500,1993,8952.705865
248600,1993,3921.359651
258410,1993,5331.531678
258420,1993,5046.263257
258431,1993,NA
258432,1993,NA
258441,1993,NA
258442,1993,NA
258510,1993,NA
258520,1993,NA
258600,1993,NA
