"zone","oa_interpolated_cells","oa_prs_layer_1958","oa_prs_layer_1959","oa_prs_layer_1960","oa_prs_layer_1961","oa_prs_layer_1962","oa_prs_layer_1963","oa_prs_layer_1964","oa_prs_layer_1965","oa_prs_layer_1966","oa_prs_layer_1967","oa_prs_layer_1968","oa_prs_layer_1969","oa_prs_layer_1970","oa_prs_layer_1971","oa_prs_layer_1972","oa_prs_layer_1973","oa_prs_layer_1974","oa_prs_layer_1975","oa_prs_layer_1976","oa_prs_layer_1977","oa_prs_layer_1978","oa_prs_layer_1979","oa_prs_layer_1980","oa_prs_layer_1981","oa_prs_layer_1982","oa_prs_layer_1983","oa_prs_layer_1984","oa_prs_layer_1985","oa_prs_layer_1986","oa_prs_layer_1987","oa_prs_layer_1988","oa_prs_layer_1989","oa_prs_layer_1990","oa_prs_layer_1991","oa_prs_layer_1992","oa_prs_layer_1993","oa_prs_layer_1994","oa_prs_layer_1995","oa_prs_layer_1996","oa_prs_layer_1997","oa_prs_layer_1998","oa_prs_layer_1999","oa_prs_layer_2000","oa_prs_layer_2001","oa_prs_layer_2002","oa_prs_layer_2003","oa_prs_layer_2004","oa_prs_layer_2005","oa_prs_layer_2006","oa_prs_layer_2007","oa_prs_layer_2008","oa_prs_layer_2009","oa_prs_layer_2010","oa_prs_layer_2011","oa_prs_layer_2012","oa_prs_layer_2013","oa_prs_layer_2014","oa_prs_layer_2015","oa_prs_layer_2016","oa_prs_layer_2017","oa_prs_layer_2018","oa_prs_layer_2019","oa_prs_layer_2020"
1,NA,0.00871432446003245,0.0202444850717328,0.020561126674263,0.0156208457902635,0.0200526822651002,0.0240212639298777,0.0193184657106207,0.0241783742443618,0.0163269988676897,0.0103870502663892,0.0178113334333935,0.0220357907519921,0.0262158367767184,0.02428284065043,0.0315945664946593,0.0317951860050759,0.0556724596179479,0.0474024896415935,0.0437967050020982,0.0434089282974309,0.0427024054574168,0.0460018433997728,0.0509709080119877,0.0446156474740856,0.0504818519662637,0.0605800829647959,0.0711303703578409,0.0608184902285099,0.064070173246799,0.0482206949429506,0.0611387991852145,0.0762864384092441,0.109199481356436,0.103225137009683,0.105251752091603,0.097871093144705,0.118679480437792,0.110994396440709,0.112019433169966,0.109313233079854,0.114464855318852,0.125943846689087,0.101946610487263,0.112847760497557,0.111326120163738,0.105725698464778,0.116418950417048,0.116232265557335,0.137277048503214,0.136680271504968,0.145532487675503,0.153605426689957,0.147041675566701,0.157173497055226,0.15370218231115,0.165876032457455,0.16492083388458,0.170859791773241,0.164242874626669,0.19634604977652,0.217088698059621,0.2028541307248,0.214078186057731
2,NA,0.00303289034018146,0.0124409123465737,0.00733398325836716,0.00398968761363341,0.00953497411813488,0.0110182719849029,0.00590829272345418,0.00884795486050658,0.00413411863215045,0.00351830748608901,0.00885205865245673,0.00916456591838692,0.0102906245034802,0.0122749692569823,0.0195988826576177,0.014312680800924,0.0377082415197207,0.0298080580839294,0.0316021041661767,0.0293588681371782,0.0302741056491258,0.0376348378278265,0.0386541549496601,0.0293379505872069,0.0437985143611409,0.0503159564403771,0.0590407199592626,0.0444418308540021,0.0506189396746958,0.034115873243221,0.0443566598918824,0.0667729279198327,0.10180776543865,0.0922601882804562,0.0942946769402523,0.0828540768725953,0.112248387958329,0.103242961812251,0.09979405426091,0.0954178622231499,0.110798905810891,0.117748948555816,0.0919320670914089,0.100250604365215,0.101986713772353,0.0960138386832254,0.103016145242877,0.107593069355027,0.131962356327686,0.134937076789503,0.137769018076021,0.141821362467956,0.131771545533542,0.151563885680087,0.14749100260123,0.15020890786632,0.148805680482991,0.156606620318341,0.147438204776345,0.199351204068329,0.221861678241287,0.203095013121687,0.215986983645416
3,NA,0.0344077699044299,0.0457027487091026,0.0448047297320172,0.0294599824658677,0.0390150734814239,0.0523090204863648,0.0526197384292172,0.0527043456892633,0.0504361976712027,0.0462003631586433,0.045656780392993,0.0510905141295787,0.0516571999817101,0.0543441655882344,0.0603611347327055,0.0576587646858005,0.101264102312928,0.0853290270619981,0.086604460449057,0.0839599002042165,0.0799466674015997,0.0811166737396314,0.092694027325309,0.0870506527902835,0.0901400215464375,0.10565817150753,0.113385222398498,0.110805689971543,0.114809370415416,0.0937888663133706,0.109771092358883,0.12155514666648,0.15725375726548,0.134992843267261,0.155439026946052,0.135146201545769,0.170035708707932,0.156023739543784,0.162304347486772,0.163098152482457,0.169865818876775,0.172018735109685,0.138838840488898,0.161814146888256,0.158866044886784,0.147259087001051,0.166068678279619,0.176369738889321,0.185771405084131,0.186750549476758,0.18716523132081,0.210571779024317,0.19935573715021,0.207157310459844,0.201215648244698,0.205697055513015,0.210489415261554,0.213471613124325,0.207945991030207,0.239164154174628,0.249783512929839,0.249965176388355,0.247339863574366
4,NA,0.0963337907877773,0.167918383542861,0.101438072614851,0.119953390331038,0.204470263827487,0.173219801593478,0.204126847760615,0.165724934634883,0.127401044184073,0.123182579499639,0.179469306321813,0.204138653471137,0.212445379248786,0.216925006849682,0.242093478034202,0.180451228020842,0.236889006233096,0.200870060977075,0.245323033973756,0.170067391452867,0.189431489487778,0.22013680701788,0.256066286756991,0.259985668754684,0.229615352918067,0.260884427310403,0.283335737666666,0.235810603921514,0.290633648876255,0.186994124950915,0.24425024883699,0.290778614340282,0.351133052058131,0.282335881642724,0.333717976306167,0.297772040071293,0.339769716605502,0.349818308043347,0.337598376541208,0.280919421758705,0.354487539156639,0.365027578610333,0.33794534538115,0.353930191527872,0.352594964478683,0.359302771662779,0.339649382753344,0.341853814869631,0.38831042751721,0.404284710215074,0.387883157723762,0.416943667075525,0.385328326382458,0.42140182818893,0.407553609192923,0.434983808178156,0.432039891426263,0.44495516438003,0.413664829393585,0.36563158032109,0.40238050479119,0.422387698781463,0.415453477259347
5,NA,0.00189460296375421,0.00838962983347774,0.00749593523027143,0.0025588974125093,0.0102331493591189,0.0183988896082251,0.0167879989407015,0.0151092813555752,0.0113203452880037,0.00839662111621158,0.0160539397318492,0.0228383559416368,0.0225346115628681,0.0246769472809047,0.0317188773725742,0.0249193902970936,0.0627697096856874,0.0533527863271045,0.0536365320515059,0.0483886609464687,0.0505498436854265,0.0503840688302449,0.0589431999770828,0.0545581547605524,0.0536475347352742,0.0749770661215284,0.0846107765784775,0.0753272959302394,0.0771935189182887,0.0558685854799024,0.0789698851945186,0.103673662897947,0.121929312290249,0.104647704134389,0.118031461724841,0.106091007188981,0.131831518522609,0.120582528728661,0.120761048312661,0.118201185637875,0.130128319705816,0.135107089042787,0.103996422657196,0.119312850701981,0.122132084415396,0.10721479740623,0.125169642805357,0.13776555713552,0.149934714369266,0.143809244498868,0.13689211993242,0.151354306758558,0.144659065555909,0.152515888966942,0.148747842565892,0.161892726475459,0.160356348820823,0.166455847408002,0.157387819690581,0.227014695934702,0.232452336694899,0.23484972263441,0.249275996434754
6,NA,0.0231235330263595,0.0349223133407665,0.033645114400141,0.0247141833784284,0.037189444062127,0.0479592737265216,0.0443288045071316,0.046016671033521,0.0435348391486491,0.038174956646341,0.047648601373003,0.052611650824174,0.0522674742468356,0.0555563978610242,0.0584445748904489,0.0551797259488272,0.0786565878892474,0.0711866839463405,0.0632634527955824,0.0646872436897934,0.0680425114037552,0.0659069633077012,0.0733899730136774,0.0719588227332662,0.0661058778112066,0.0856969072319484,0.092005666762357,0.0899476821964479,0.0892872082302383,0.0666666756365249,0.0930250037019782,0.110663960802964,0.119396016267066,0.112721845015673,0.118588972007452,0.109473139705597,0.125189049936612,0.128309981471805,0.119701875116368,0.118441980376379,0.129620760294757,0.129832215244768,0.108585092856034,0.122465268249288,0.12013062846625,0.112359165914294,0.1182603009014,0.135091387593552,0.139745806874773,0.134998491154401,0.139015493420655,0.145211036371122,0.140943459798947,0.149610596511398,0.145385084087013,0.166781670400779,0.161324341815719,0.17182145109,0.160224214161132,0.213286409111178,0.215313144660283,0.22275820980235,0.236701743704941
7,NA,0.0615654470204076,0.0736410189657211,0.0727416636465965,0.0682311458941659,0.0707089656264689,0.0763395173490753,0.0753024628437739,0.0750442950748032,0.0751591533228558,0.071736174778969,0.0745445688521778,0.0766983584817308,0.0759256848874506,0.0768139905025819,0.0777194880372799,0.0763112355282433,0.0864486935909767,0.0898169159541241,0.0799614375531854,0.0821321383798858,0.0839298658059007,0.0887454604512431,0.0834552582876287,0.0867099394241436,0.0814885643185749,0.09757749385139,0.103304514157377,0.097696616200082,0.0876072765223094,0.0809976541215923,0.0999297678188668,0.121946347926098,0.122304609969655,0.125459940914693,0.12239047885247,0.120274101009342,0.123273175454451,0.136789189910851,0.125731629983515,0.124980373197029,0.134214548113621,0.142728449676626,0.109031431013645,0.129850532070937,0.115048462427923,0.11461314104075,0.116691128104109,0.152780763688011,0.146422784151655,0.145715874366362,0.14593318853965,0.150920841657352,0.151060756320145,0.151025108811476,0.148656119578511,0.165250116705783,0.161819458045897,0.168617206912747,0.162191885474957,0.187844139204206,0.194254253301366,0.218661646818258,0.217044526725323
8,NA,0.0761188659273538,0.077392268364548,0.07971815300125,0.0811973919690963,0.0778972849163669,0.0835025069880981,0.0805756068023676,0.0791014467122005,0.0830827350205789,0.0832212453334032,0.0831183082608205,0.0831525011355196,0.0795705423429712,0.0808196640265784,0.0813552877551398,0.0927382549617437,0.120014438999178,0.119641551865311,0.12123705555514,0.123721586927836,0.121795828020527,0.132163112247145,0.129586432134919,0.126668594209396,0.131002443752538,0.135145345681884,0.142926839557541,0.144256079101435,0.13212625304482,0.123422149332839,0.145293747433364,0.152308310136164,0.185142644680656,0.185469507455146,0.19118710534692,0.173452604573323,0.176953081133122,0.206677387406835,0.190486907862788,0.196032003466033,0.182171098974357,0.202968732635326,0.145645858581692,0.196965388101065,0.154004486762417,0.148250414529272,0.172725958197529,0.211887243045585,0.209609590007221,0.200859770572008,0.193825217033742,0.198176476013536,0.201902781763072,0.198573533767792,0.196819291864283,0.234587214790004,0.231676442739177,0.237452758031425,0.234695024457162,0.206610880616825,0.231620537888485,0.231713045779691,0.234002064510979
9,NA,0.0632526435307092,0.0618125335491116,0.071694591256711,0.0687259977807614,0.0701390041233585,0.0708913849736265,0.0718828384244503,0.0691363760951823,0.0684067559862029,0.0684701943381133,0.0732929281400811,0.0739551128006434,0.0769269398777943,0.079397002864846,0.077551161605647,0.0774774260187879,0.106558968177632,0.101785285875355,0.0957286223808212,0.107532967015807,0.102915398334632,0.107457687040006,0.1105208183562,0.10768911793254,0.111583045757221,0.115394390490434,0.116296141432826,0.129930582292517,0.11770292896722,0.103009407811275,0.129010601007389,0.130431239163188,0.162869440462839,0.169963999273574,0.175452654959867,0.1552658057624,0.159213310641824,0.185633153748168,0.17498656554641,0.171709936364896,0.162904442095221,0.18521292109942,0.137291441259704,0.175474066900858,0.136744004879032,0.139478622673767,0.16143503931494,0.190474757051778,0.190517620646699,0.185966034948227,0.184322469365541,0.175823311787807,0.178431598654489,0.176799898765718,0.179424481518014,0.215355573946764,0.205981275235291,0.219329933761762,0.213794113512209,0.193600772032113,0.2022553055456,0.213436765266503,0.216041088248841
10,NA,0.0778157480322507,0.0820173183919345,0.0867185974979976,0.0827926035342339,0.0998486903150837,0.0969778748043108,0.0922457879511427,0.10752302493742,0.0867095497940509,0.089822140473758,0.0947773328438952,0.0891519373569249,0.111225240353832,0.112229443155111,0.108239035565451,0.103634581876507,0.0939546207151147,0.10018942719637,0.0639166649919685,0.0869172836171015,0.0842379964203754,0.0819395120416382,0.0838276245937769,0.0982086669947671,0.0851855058313687,0.118216436483309,0.110773677156967,0.0975988821200862,0.093041067223374,0.0666503134759269,0.0998614795695148,0.149252374808932,0.122802910714287,0.120010534170844,0.131550542574297,0.106007579747626,0.134518246241753,0.140299441131549,0.138436448644432,0.124456092670446,0.166420840085357,0.16526830840461,0.20572669140077,0.12823078913281,0.168244688918782,0.17892935053108,0.145917736026763,0.13709730184959,0.162039539241985,0.171056801581796,0.228985215441902,0.175736957635653,0.17848029821693,0.200715030773308,0.212362105011389,0.173537926189347,0.16609957019182,0.179924090279434,0.16897850657088,0.161703584001716,0.148751199892132,0.171180718989547,0.161137228736134
