"country","year","score_wgi_scale","score_ohi_scale"
"Afghanistan",1996,-2.0705465277036,0.0858906944592794
"Afghanistan",1998,-2.0960636138916,0.0807872772216793
"Afghanistan",2000,-2.12371534109116,0.0752569317817684
"Afghanistan",2002,-1.74848957856496,0.150302084287007
"Afghanistan",2003,-1.57123162349065,0.18575367530187
"Afghanistan",2004,-1.51061813036601,0.197876373926799
"Afghanistan",2005,-1.55465886990229,0.189068226019542
"Afghanistan",2006,-1.66405242681503,0.167189514636994
"Afghanistan",2007,-1.6866397857666,0.16267204284668
"Afghanistan",2008,-1.76482578118642,0.147034843762715
"Afghanistan",2009,-1.79278022050857,0.141443955898285
"Afghanistan",2010,-1.75863156716029,0.148273686567942
"Afghanistan",2011,-1.72819087902705,0.154361824194591
"Afghanistan",2012,-1.57565973202387,0.184868053595225
"Afghanistan",2013,-1.5890152057012,0.182196958859761
"Afghanistan",2014,-1.49266870816549,0.201466258366903
"Albania",1996,-0.738839323321979,0.352232135335604
"Albania",1998,-0.700566781063876,0.359886643787225
"Albania",2000,-0.687544286251068,0.362491142749786
"Albania",2002,-0.504968916997313,0.399006216600537
"Albania",2003,-0.499277280643582,0.400144543871284
"Albania",2004,-0.40825546036164,0.418348907927672
"Albania",2005,-0.490040765454372,0.401991846909126
"Albania",2006,-0.419610692809026,0.416077861438195
"Albania",2007,-0.295178301632404,0.440964339673519
"Albania",2008,-0.209562580411633,0.458087483917674
"Albania",2009,-0.156973380595446,0.468605323880911
"Albania",2010,-0.173799129823843,0.465240174035231
"Albania",2011,-0.222875624274214,0.455424875145157
"Albania",2012,-0.260954783918957,0.447809043216209
"Albania",2013,-0.225880462055405,0.454823907588919
"Albania",2014,-0.0220138790706795,0.495597224185864
"Algeria",1996,-1.08670791983604,0.282658416032791
"Algeria",1998,-1.16870148976644,0.266259702046712
"Algeria",2000,-1.08078720172246,0.283842559655508
"Algeria",2002,-0.925467550754546,0.314906489849091
"Algeria",2003,-0.882162312666575,0.323567537466685
"Algeria",2004,-0.738690127929051,0.35226197441419
"Algeria",2005,-0.614996001124382,0.377000799775124
"Algeria",2006,-0.712246085206667,0.357550782958667
"Algeria",2007,-0.762832850217819,0.347433429956436
"Algeria",2008,-0.792703857024512,0.341459228595098
"Algeria",2009,-0.870861689249676,0.325827662150065
"Algeria",2010,-0.861386314034462,0.327722737193108
"Algeria",2011,-0.899623364210128,0.320075327157974
"Algeria",2012,-0.880903005599975,0.323819398880005
"Algeria",2013,-0.824523563186326,0.335095287362735
"Algeria",2014,-0.860995908578237,0.327800818284353
"American Samoa",1996,0.700183966981642,0.640036793396328
"American Samoa",1998,0.700183966981642,0.640036793396328
"American Samoa",2000,0.700183966981642,0.640036793396328
"American Samoa",2002,0.700183966981642,0.640036793396328
"American Samoa",2003,0.700183966981642,0.640036793396328
"American Samoa",2004,0.52441659818093,0.604883319636186
"American Samoa",2005,0.652220668892065,0.630444133778413
"American Samoa",2006,0.55729970584313,0.611459941168626
"American Samoa",2007,0.719782049457231,0.643956409891446
"American Samoa",2008,0.732432196537654,0.646486439307531
"American Samoa",2009,0.730955446759859,0.646191089351972
"American Samoa",2010,0.727838496367137,0.645567699273427
