"rgn_id","rgn_nam","score"
14,"Taiwan",0.715
15,"Philippines",0.548333333333333
16,"Australia",0.681666666666667
20,"South Korea",0.668333333333333
24,"Cambodia",0.501666666666667
25,"Thailand",0.59
31,"Seychelles",0.516666666666667
37,"Mauritius",0.575
40,"Sri Lanka",0.536666666666667
41,"Mozambique",0.383333333333333
42,"Madagascar",0.403333333333333
43,"Kenya",0.475
47,"Yemen",0.33
48,"Oman",0.606666666666667
50,"Saudi Arabia",0.683333333333333
51,"Kuwait",0.593333333333333
52,"Bahrain",0.575
53,"Pakistan",0.401666666666667
54,"United Arab Emirates",0.685
56,"Cape Verde",0.421666666666667
59,"Belgium",0.688333333333333
61,"Tunisia",0.51
62,"Morocco",0.518333333333333
64,"Mauritania",0.365
65,"Gambia",0.445
66,"Senegal",0.45
67,"Libya",0.455
68,"Malta",0.583333333333333
69,"Latvia",0.566666666666667
70,"Estonia",0.608333333333333
71,"Bulgaria",0.551666666666667
72,"Romania",0.521666666666667
73,"Russian Federation",0.541666666666667
74,"Georgia",0.525
75,"Ukraine",0.508333333333333
76,"Turkey",0.575
78,"Lebanon",0.461666666666667
79,"Israel",0.656666666666667
80,"Greece",0.488333333333333
81,"Cyprus",0.55
82,"Albania",0.475
84,"Algeria",0.465
96,"Sierra Leone",0.335
97,"Liberia",0.408333333333333
99,"Benin",0.408333333333333
101,"Namibia",0.488333333333333
102,"South Africa",0.561666666666667
106,"Ghana",0.448333333333333
114,"Haiti",0.351666666666667
115,"Dominican Republic",0.46
116,"Puerto Rico",0.611666666666667
124,"Barbados",0.57
126,"Trinidad and Tobago",0.485
129,"Panama",0.583333333333333
130,"Costa Rica",0.558333333333333
131,"Nicaragua",0.473333333333333
132,"Colombia",0.531666666666667
133,"Honduras",0.45
134,"El Salvador",0.473333333333333
135,"Mexico",0.556666666666667
136,"Guatemala",0.506666666666667
137,"Ecuador",0.53
138,"Peru",0.541666666666667
139,"Venezuela",0.391666666666667
143,"Iceland",0.61
162,"New Zealand",0.685
163,"United States",0.746666666666667
166,"Jamaica",0.476666666666667
167,"Guyana",0.461666666666667
168,"Suriname",0.458333333333333
171,"Brazil",0.555
172,"Argentina",0.46
173,"Uruguay",0.508333333333333
174,"Finland",0.756666666666667
175,"Denmark",0.696666666666667
176,"Germany",0.751666666666667
177,"Netherlands",0.736666666666667
178,"Poland",0.576666666666667
179,"France",0.675
180,"United Kingdom",0.728333333333333
181,"Ireland",0.653333333333333
182,"Spain",0.595
183,"Portugal",0.566666666666667
184,"Italy",0.568333333333333
186,"Montenegro",0.533333333333333
187,"Croatia",0.521666666666667
188,"Slovenia",0.541666666666667
189,"Lithuania",0.568333333333333
190,"Qatar",0.706666666666667
191,"Iran",0.511666666666667
194,"Guinea",0.318333333333333
195,"Ivory Coast",0.416666666666667
196,"Nigeria",0.428333333333333
197,"Cameroon",0.446666666666667
198,"Gabon",0.45
200,"Angola",0.358333333333333
202,"Tanzania",0.416666666666667
203,"India",0.546666666666667
204,"Bangladesh",0.451666666666667
205,"Myanmar",0.371666666666667
206,"Malaysia",0.671666666666667
207,"Vietnam",0.53
208,"Singapore",0.768333333333333
209,"Hong Kong SAR",0.745
209,"China",0.64
210,"Japan",0.733333333333333
214,"Egypt",0.438333333333333
215,"Jordan",0.533333333333333
216,"Indonesia",0.588333333333333
218,"Canada",0.7
222,"Sweden",0.746666666666667
223,"Norway",0.721666666666667
224,"Chile",0.601666666666667
231,"Timor-Leste",0.375
232,"Bosnia and Herzegovina",0.503333333333333
247,"Brunei Darussalam",0.658333333333333
