"rgn_id","gapfilled","method"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
1,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
2,"gapfilled","UN georegion (r2)"
3,"gapfilled","UN georegion (r2)"
3,"gapfilled","UN georegion (r2)"
3,"gapfilled","UN georegion (r2)"
3,"gapfilled","UN georegion (r2)"
3,"gapfilled","UN georegion (r2)"
3,"gapfilled","UN georegion (r2)"
3,"gapfilled","UN georegion (r2)"
3,"gapfilled","UN georegion (r2)"
3,"gapfilled","UN georegion (r2)"
3,"gapfilled","UN georegion (r2)"
3,"gapfilled","UN georegion (r2)"
3,"gapfilled","UN georegion (r2)"
3,"gapfilled","UN georegion (r2)"
3,"gapfilled","UN georegion (r2)"
3,"gapfilled","UN georegion (r2)"
3,"gapfilled","UN georegion (r2)"
3,"gapfilled","UN georegion (r2)"
3,"gapfilled","UN georegion (r2)"
3,"gapfilled","UN georegion (r2)"
3,"gapfilled","UN georegion (r2)"
3,"gapfilled","UN georegion (r2)"
