"rgn_id","pcgdp"
1,41824.410223731
2,41824.410223731
3,41824.410223731
4,41824.410223731
5,38800
6,3041.63112652175
7,2138.22301884629
8,13965.90777937
9,3342.69195378092
10,14800
11,3816.57970098114
12,10669.4533926323
13,26275.8992093082
14,27841.6581854641
15,6994.4320081393
16,45937.3000394504
17,2865.17898820235
18,8824.60897701726
19,3779.05973015466
20,33417.3160467909
21,27841.6581854641
24,3274.56073239507
25,15755.0634649584
26,25033.0124835419
28,1434.50052405888
29,6487.22318375166
30,6487.22318375166
31,26518.4603833769
32,6487.22318375166
33,6487.22318375166
34,6487.22318375166
35,6487.22318375166
36,6487.22318375166
37,18659.6601024461
38,9128.70221843387
39,12575.4539619689
40,11195.6942756295
41,1135.73268791803
42,1441.97127128236
43,2965.15548672265
44,400
45,6487.22318375166
46,3282.36024053408
47,42459.3065819361
48,38771.8381020344
49,4084.2136160984
50,52200.2267956267
51,73513.2903883879
52,45666.4894524738
53,4828.94243814692
54,67921.3994644049
55,26562.3667100776
56,6543.35296220579
57,26562.3667100776
58,26562.3667100776
59,43409.2408923283
60,43000
61,11307.8001700856
62,7518.05866732092
63,10565.7559205742
64,3885.69336469889
65,1636.45357097406
66,2330.45964076125
67,15654.0988696528
68,35900
69,23547.9793999503
70,28139.9394406363
71,17207.5953349321
72,20372.0701831615
73,25094.7271005568
74,9204.31867305886
75,8666.90291325018
76,19390.3811372673
77,42459.3065819361
78,14172.6653257963
79,33703.4250415256
80,26794.7487486664
81,30295.2127792148
82,11167.0225730627
84,14259.0289420825
85,42460.7661624467
86,42460.7661624467
88,42460.7661624467
89,NA
90,NA
91,NA
92,NA
93,NA
94,NA
95,42460.7661624467
96,2019.00374815201
97,845.464205478077
98,1406.76497364097
99,2037.58620518812
100,6299.68435295346
101,9985.28339270617
102,13083.2204904225
103,3187.85994223351
104,34870.5798687516
105,NA
106,4096.58449385328
107,10948.4403356168
108,85700
110,23576.960514993
111,29100
112,10200
113,43800
114,1738.91412296337
115,13310.753009608
116,23029.1239909185
117,42300
118,23029.1239909185
119,23326.1433911132
120,22157.5816228727
121,23029.1239909185
122,10772.2598378526
123,10917.074249073
124,16116.487565159
125,12470.3895344715
126,32083.799608369
127,10772.8170465276
129,21102.6753465096
130,14972.5843150574
131,4952.34343585099
132,13376.6306574434
133,4926.616328813
134,8338.33034419771
135,17356.9226448088
136,7476.09238446357
137,11413.2129728622
138,12046.987919668
139,15813.2743861617
140,23029.1239909185
141,36600
143,43993.2928638575
144,42460.7661624467
145,37900
146,10784.1066547048
147,26100
148,10669.4533926323
149,10669.4533926323
150,10669.4533926323
151,13000
152,5811.32224898534
153,10784.1066547048
154,10784.1066547048
155,5230.1512943838
156,10784.1066547048
157,10669.4533926323
158,10669.4533926323
159,10669.4533926323
161,10784.1066547048
162,37711.5204080117
163,54398.4600093994
164,8461.95788523344
166,8910.17532444892
167,7245.24469291777
168,16698.3652067874
169,15813.2743861617
171,15951.2212185795
172,22600
173,20859.2491387487
174,40693.7512405515
175,45995.8727101234
176,46393.8765153842
177,48253.3341426866
178,25262.2721865603
179,39163.1945015004
180,40217.1637487818
181,49376.8434317514
182,33625.4281084708
183,28759.9844575541
184,35419.3953084239
185,78700
186,15054.7550055037
187,21635.1050289927
188,30402.6773017919
189,27685.9217668332
190,141442.215519528
191,17365.7789395309
192,14914.6546596009
193,1405.98989326315
194,1225.74405766009
195,3270.13738897818
196,5932.83133198482
197,2983.08304030027
198,19501.1176390943
199,748.006605251535
200,7317.83407326534
202,2547.16795742594
203,5672.18944357195
204,3134.15425175505
205,25033.0124835419
206,25732.2652320619
207,5649.58759184422
208,83689.4243587932
209,13530.4478947727
210,36577.2106148287
212,1815.64171235369
214,10571.335258205
215,10774.8682262501
216,10553.1873508433
218,45025.0261369835
219,49711.7430731915
220,23029.1239909185
221,23029.1239909185
222,45297.7655208762
223,65702.1961508927
224,22128.5576684484
227,57000
228,52300
231,2203.69283198073
232,10426.9172783872
237,25033.0124835419
244,15000
245,23029.1239909185
247,71444.8987808606
248,23029.1239909185
249,23029.1239909185
250,25300
