"","cntry_key","sector","cur_adj_value"
"154","CRI","cf",26321999643
"155","CRI","mar",36217527243
"156","CRI","mmw",22526464348
"157","CRI","og",29397499977
"158","CRI","tour",40869768515
"159","CUB","aqf",60806200000
"160","CUB","cf",58603500000
"161","CUB","mar",67425870000
"162","CUB","og",62076880000.001
"163","CUB","tour",73977446428.5703
"164","CYM","cf",10323696146
"165","CYM","og",10314044641.4
"166","CYM","tour",NA
"167","CYP","cf",21841815681
"168","CYP","mar",10557366162
"169","CYP","mmw",25321517504
"170","CYP","og",23542650736
"171","CYP","tour",24689602446
"172","DEU","aqf",3.32381e+12
"173","DEU","cf",3.32381e+12
"174","DEU","mar",3.29864e+12
"175","DEU","mmw",3.62369e+12
"176","DEU","og",3.29864e+12
"177","DEU","tour",3.60083e+12
"178","DJI","aqf",982534421.9
"179","DJI","cf",847918929.1
"180","DJI","og",1049054417
"181","DMA","cf",418759930
"182","DMA","mmw",462166696.3
"183","DMA","og",481257770.4
"184","DMA","tour",484137160
"185","DNK","aqf",3.43881e+11
"186","DNK","cf",3.11418e+11
"187","DNK","mar",1.73881e+11
"188","DNK","mmw",3.43881e+11
"189","DNK","og",3.10545e+11
"190","DNK","tour",3.33616e+11
"191","DOM","aqf",45805370532
"192","DOM","cf",41314666869
"193","DOM","mar",26570402719
"194","DOM","mmw",45805370532
"195","DOM","og",46788255295
"196","DOM","tour",55611245616
"197","DZA","aqf",1.17169e+11
"198","DZA","cf",1.35804e+11
"199","DZA","mar",57053038888
"200","DZA","og",1.3812e+11
"201","DZA","tour",1.88681e+11
"202","Easter Island","aqf",128499201.061426
"203","Easter Island","tour",256768061.283035
"204","ECU","aqf",45311174221.6027
"205","ECU","cf",45311174221.6027
"206","ECU","mar",24613351051.7151
"207","ECU","mmw",41528680484.0427
"208","ECU","og",51801912898.6229
"209","ECU","tour",65666615436.6267
"210","EGY","aqf",1.62818e+11
"211","EGY","cf",1.30478e+11
"212","EGY","mar",87850680573
"213","EGY","mmw",1.62818e+11
"214","EGY","og",1.88984e+11
"215","EGY","tour",2.29531e+11
"216","ESP","aqf",1.59342e+12
"217","ESP","cf",1.44143e+12
"218","ESP","mar",6.86296e+11
"219","ESP","mmw",1.59342e+12
"220","ESP","og",1.45596e+12
"221","ESP","tour",1.47688e+12
"222","EST","aqf",23781594463
"223","EST","cf",21993654861
"224","EST","og",19117640930
"225","EST","tour",22154722222
"226","FIN","aqf",2.71974e+11
"227","FIN","cf",2.46127e+11
"228","FIN","mar",2.39383e+11
"229","FIN","og",2.39383e+11
"230","FIN","tour",2.63011e+11
"231","FJI","aqf",3589854454
"232","FJI","cf",3379863774
"233","FJI","mar",1842691481
"234","FJI","mmw",3589854454
"235","FJI","og",2878524079
"236","FJI","tour",3818121194
"237","FLK","mar",332105595921.167
"238","FLK","mmw",382848450631.333
"239","FLK","og",319570546063.667
"240","FRA","aqf",2.83179e+12
"241","FRA","cf",2.58239e+12
"242","FRA","mar",1.45203e+12
"243","FRA","mmw",2.83179e+12
"244","FRA","og",2.61969e+12
"245","FRA","tour",2.77303e+12
"246","FRA","wte",2.83179e+12
"247","FSM","aqf",261339642.4
"248","FSM","cf",255890836.4
"249","FSM","mmw",261339642.4
"250","GAB","aqf",14534823245
"251","GAB","cf",11570860872
"252","GAB","mmw",14534823245
"253","GAB","og",10946387019
"254","GAB","tour",17051616749
"255","GBR","aqf",2.64894e+12
"256","GBR","cf",2.82553e+12
"257","GBR","mar",1.60162e+12
"258","GBR","mmw",2.64894e+12
"259","GBR","og",2.18386e+12
"260","GBR","tour",2.44541e+12
"261","GEO","cf",10172260738
"262","GEO","mmw",12799337250
"263","GEO","og",10766836277
"264","GEO","tour",14366527680
"265","GHA","aqf",10731883141
"266","GHA","cf",24757642258
"267","GHA","og",25978537279
"268","GHA","tour",39199656051
"269","GIB","mmw",466302747698.9
"270","GIB","og",427491102775.6
"271","GIN","aqf",2821346684
"272","GIN","cf",4209332040
"273","GIN","og",4164652171
"274","GIN","tour",5089487834
"275","GLP","cf",7861856229.67417
"276","GLP","mar",8708008500.88324
"277","GLP","og",8267721855.10303
"278","GLP","tour",9303674722.91377
"279","GMB","aqf",965771303
"280","GMB","cf",798869805.1
"281","GMB","mmw",965771303
"282","GMB","og",900629373
"283","GMB","tour",898282865.9
"284","GNB","aqf",842890956.1
"285","GNB","cf",690721769.2
"286","GNB","og",832530156.8
"287","GNQ","aqf",9602960533
"288","GNQ","cf",12575148296
"289","GNQ","og",12222195530
"290","GRC","aqf",3.41594e+11
"291","GRC","cf",3.05432e+11
"292","GRC","mar",1.4605e+11
"293","GRC","mmw",3.41594e+11
"294","GRC","og",3.21016e+11
"295","GRC","tour",2.89627e+11
"296","GRD","cf",763824454.9
"297","GRD","mmw",832339701.3
"298","GRD","og",775507460.7
"299","GRD","tour",816054406.7
"300","GRL","aqf",1739579594
"301","GRL","cf",2121759848
"302","GRL","mmw",2121759848
"303","GRL","og",1267711816
"304","GTM","aqf",39136286496
"305","GTM","cf",34113106486
"306","GTM","mar",20776640958
"307","GTM","mmw",30231130543
"308","GTM","og",37733791089
"309","GTM","tour",46900000257
"310","GUF","aqf",293562623909
"311","GUF","cf",241860504704.6
"312","GUF","og",288052788490.4
"313","GUM","cf",129618971.400298
"314","GUM","mar",142157011.198161
"315","GUM","mmw",132875480.216851
"316","GUM","og",132321472.531303
"317","GUY","aqf",1922597807
"318","GUY","cf",1740335069
"319","GUY","og",2025565089
"320","GUY","tour",2576731667
"321","Hawaii","aqf",196381244171.049
"322","Hawaii","tour",207043254291.1
"323","HKG","cf",1695483465770
"324","HKG","mar",1260893777700
"325","HKG","mmw",1870719760750
"326","HKG","og",2059835203340
"327","HKG","tour",2059835203340
"328","HND","aqf",13835990547
"329","HND","cf",12315697003
"330","HND","mar",15343558028
"331","HND","mmw",10877302306
"332","HND","og",14123452608
"333","HND","tour",17426574426
"334","HRV","cf",59335976948
"335","HRV","mar",26524896398
"336","HRV","mmw",69586490140
"337","HRV","og",62202619240
"338","HRV","tour",62493220674
"339","HTI","aqf",6407707284
"340","HTI","cf",5971284338
"341","HTI","og",6470254240
"342","HTI","tour",7346156703
"343","IDN","aqf",5.10245e+11
"344","IDN","cf",4.32217e+11
"345","IDN","mmw",5.10245e+11
"346","IDN","og",5.3958e+11
"347","IDN","tour",8.46832e+11
"348","IND","aqf",1.2387e+12
"349","IND","cf",1.2387e+12
"350","IND","mmw",1.2241e+12
"351","IND","og",1.36537e+12
"352","IND","tour",1.87284e+12
"353","IRL","aqf",2.63654e+11
"354","IRL","cf",2.59955e+11
"355","IRL","mar",1.23599e+11
"356","IRL","mmw",2.63654e+11
"357","IRL","og",2.23099e+11
"358","IRL","tour",2.17275e+11
"359","IRN","aqf",2.22881e+11
"360","IRN","cf",2.86058e+11
"361","IRN","mar",359066599999.984
"362","IRN","og",3.31015e+11
"363","IRN","tour",400039155555.547
"364","IRQ","cf",56989916308
"365","IRQ","og",64231331197
"366","IRQ","tour",1.15388e+11
"367","ISL","cf",20428232684
"368","ISL","mar",12569632120
"369","ISL","mmw",16832079677
"370","ISL","og",12113097224
"371","ISL","tour",14026172280
"372","ISR","aqf",2.01662e+11
"373","ISR","cf",1.67112e+11
"374","ISR","mar",1.67112e+11
"375","ISR","og",1.94866e+11
"376","ISR","tour",2.42929e+11
"377","ITA","aqf",2.30731e+12
"378","ITA","cf",2.12718e+12
"379","ITA","mar",1.22518e+12
"380","ITA","mmw",2.30731e+12
"381","ITA","og",2.11115e+12
"382","ITA","tour",2.19397e+12
"383","JAM","aqf",12702332855
"384","JAM","cf",12702332855
"385","JAM","mar",13414720930
"386","JAM","mmw",13075044561
"387","JAM","og",12012993251
"388","JAM","tour",14439331395
"389","JOR","cf",17110610000
"390","JOR","mar",26425379367
"391","JOR","og",23820013059
"392","JOR","tour",28840197019
"393","JPN","aqf",4.84921e+12
"394","JPN","cf",4.35633e+12
"395","JPN","mar",3.98082e+12
"396","JPN","mmw",4.84921e+12
"397","JPN","og",5.03514e+12
"398","JPN","tour",5.86715e+12
"399","KEN","aqf",30465489796
"400","KEN","cf",27236739896
"401","KEN","mmw",30465489796
"402","KEN","og",30580367979
"403","KEN","tour",33620684016
"404","KHM","aqf",10351829066
"405","KHM","cf",8639164917
"406","KHM","mar",4284028138
"407","KHM","og",10401935532
"408","KHM","tour",12829541141
"409","KIR","aqf",131333539.3
"410","KIR","cf",123962353.7
"411","KIR","mar",141615976.3
"412","KIR","og",120292736
"413","KIR","tour",166690184.6
"414","KNA","mmw",740102893.7
"415","KNA","og",688663854.4
"416","KNA","tour",697278707.8
"417","KOR","aqf",9.31402e+11
"418","KOR","cf",1.04924e+12
"419","KOR","mar",8.3406e+11
"420","KOR","og",8.3406e+11
"421","KOR","tour",1.11625e+12
"422","KWT","aqf",80797945205
"423","KWT","cf",1.14722e+11
"424","KWT","mar",38138801497
"425","KWT","og",1.05911e+11
"426","KWT","tour",1.7659e+11
"427","LBN","aqf",22438474295
"428","LBN","cf",25056716418
"429","LBN","og",34650746269
"430","LBN","tour",40094328358
"431","LBR","aqf",850700000
"432","LBR","cf",7.39e+08
"433","LBR","og",1155146230
"434","LBY","aqf",93167701863
"435","LBY","cf",71803278689
"436","LBY","mar",82645271845.332
"437","LBY","og",62360446571
"438","LBY","tour",95601264994.1895
"439","LCA","cf",1132407670
"440","LCA","mar",1208853571
"441","LCA","mmw",1174876792
"442","LCA","og",1173930131
"443","LCA","tour",1259078382
"444","LKA","aqf",40715249700
"445","LKA","cf",32351184234
"446","LKA","mar",32351184234
"447","LKA","mmw",40715249700
"448","LKA","og",42067965895
"449","LKA","tour",59172135299
"450","LTU","cf",39103973051
"451","LTU","og",36846183172
"452","LTU","tour",42725404055
"453","LVA","aqf",33669367720
"454","LVA","cf",28765687042
"455","LVA","og",25875781250
"456","LVA","tour",28252498853
"457","MAR","aqf",88882967742
"458","MAR","cf",75226318359
"459","MAR","mar",40416114690
"460","MAR","mmw",88882967742
"461","MAR","og",90908402631
"462","MAR","tour",1.00221e+11
"463","MDG","aqf",5515218334
"464","MDG","cf",7342923620
"465","MDG","mar",8837041787
"466","MDG","mmw",9394896990
"467","MDG","og",8487986651
"468","MDG","tour",9911781297
"469","MDV","aqf",1541976563
"470","MDV","cf",1541976563
"471","MDV","mmw",1891632813
"472","MDV","og",1942031250
"473","MDV","tour",2050135788
"474","MEX","aqf",1.03593e+12
"475","MEX","cf",1.03593e+12
"476","MEX","mar",6.49076e+11
"477","MEX","mmw",9.52276e+11
"478","MEX","og",8.79703e+11
"479","MEX","tour",1.15334e+12
"480","MHL","aqf",152565763.1
"481","MHL","cf",149739017.4
"482","MLT","cf",7513834700
"483","MLT","mar",8163841060
"484","MLT","og",8099400961
"485","MLT","tour",8886572143
"486","MMR","aqf",163412219952.222
"487","MMR","cf",142551831741.667
"488","MMR","mar",201934897243.667
"489","MMR","mmw",163412219952.222
"490","MMR","og",163212752819.889
"491","MMR","tour",233195037425.222
"492","MNE","og",363284632265
"493","MNE","tour",363284632265
"494","MOZ","aqf",8035635713
"495","MOZ","cf",8035635713
"496","MOZ","mmw",9891003405
"497","MOZ","og",9674035109
"498","MOZ","tour",12762040281
"499","MRT","cf",3356758534
"500","MRT","mmw",3585284290
"501","MRT","og",3027020112
"502","MTQ","cf",7993791942.72703
"503","MTQ","mar",8854144130.59596
"504","MTQ","og",8406468703.99077
"505","MTQ","tour",9459806674.79893
"506","MUS","aqf",9641063862
"507","MUS","cf",7792060060
"508","MUS","mar",7792060060
"509","MUS","mmw",9641063862
"510","MUS","og",8834647745
"511","MUS","tour",11259856301
"512","MYS","aqf",174163703002
"513","MYS","cf",205798627895
"514","MYS","mar",106689329102
"515","MYS","mmw",245381099069
"516","MYS","og",212984435034
"517","MYS","tour",212984435034
"518","MYT","aqf",7877488198.6
"519","MYT","cf",7877488198.6
"520","MYT","mmw",9329731237.13333
"521","NAM","aqf",7261301443
"522","NAM","cf",8811608767
"523","NAM","mar",8859203056
"524","NAM","mmw",8829927125
"525","NAM","og",8859203056
"526","NAM","tour",12510721241
"527","NCL","aqf",821983805.333008
"528","NCL","cf",1407561243.70001
"529","NCL","mar",3462744184.67
"530","NCL","mmw",821983805.333008
"531","NCL","og",3260192137.32
"532","NGA","aqf",1.65921e+11
"533","NGA","cf",1.65921e+11
"534","NGA","og",1.68587e+11
"535","NGA","tour",2.43986e+11
"536","NIC","aqf",8221678774
"537","NIC","cf",7446636655
"538","NIC","mar",8426613595
"539","NIC","mmw",6786294613
"540","NIC","og",8061961615
"541","NIC","tour",9316755540
"542","NIU","mmw",788809473.563282
"543","NIU","og",293848590.407653
"544","NLD","aqf",8.70811e+11
"545","NLD","cf",7.82567e+11
"546","NLD","mar",4.37807e+11
"547","NLD","og",7.96333e+11
"548","NLD","tour",8.36074e+11
"549","NOR","aqf",3.40042e+11
"550","NOR","cf",3.93479e+11
"551","NOR","mar",1.91927e+11
"552","NOR","mmw",4.53885e+11
"553","NOR","og",3.74758e+11
"554","NOR","tour",4.85803e+11
"555","NZL","aqf",1.34015e+11
"556","NZL","cf",1.34015e+11
"557","NZL","mar",1.41548e+11
"558","NZL","mmw",1.30677e+11
"559","NZL","og",1.17376e+11
"560","NZL","tour",1.59706e+11
"561","OMN","aqf",21542262852
"562","OMN","cf",41901170689
"563","OMN","mmw",60566970579
"564","OMN","og",46866060196
"565","OMN","tour",71781535039
"566","PAK","aqf",1.43171e+11
"567","PAK","cf",1.43171e+11
"568","PAK","mar",1.76478e+11
"569","PAK","og",1.61819e+11
"570","PAK","tour",2.10216e+11
"571","PAN","aqf",23001600000
"572","PAN","cf",19793659790
"573","PAN","mar",12272400000
"574","PAN","mmw",1.7137e+10
"575","PAN","og",24080100000
"576","PAN","tour",26778100000
"577","PER","aqf",1.07513e+11
"578","PER","cf",1.07513e+11
"579","PER","mar",1.26888e+11
"580","PER","mmw",92303809836
"581","PER","og",1.26923e+11
"582","PER","tour",1.76925e+11
"583","PHL","aqf",1.73603e+11
"584","PHL","cf",1.4936e+11
"585","PHL","mar",1.99589e+11
"586","PHL","mmw",1.73603e+11
"587","PHL","og",1.68334e+11
"588","PHL","tour",2.24771e+11
"589","PLW","aqf",160279989.1
"590","PLW","mar",156131323.6
"591","PLW","mmw",160279989.1
"592","PNG","aqf",8010370370
"593","PNG","cf",6329292929
"594","PNG","mmw",8010370370
"595","PNG","og",7914594203
"596","PNG","tour",12937183216
"597","POL","aqf",5.29401e+11
"598","POL","cf",4.25322e+11
"599","POL","og",4.30878e+11
"600","POL","tour",5.14496e+11
"601","PRI","cf",85937391214.7282
"602","PRI","mar",80497516617.956
"603","PRI","mmw",90021300647.4873
"604","PRI","og",92554281912.1087
"605","PRI","tour",98419840232.7434
"606","PRK","cf",1825857743118.8
"607","PRK","mar",1236787205307.8
"608","PRK","og",2219163609959.6
"609","PRT","aqf",2.51925e+11
"610","PRT","cf",2.31742e+11
"611","PRT","mar",1.32286e+11
"612","PRT","mmw",2.51925e+11
"613","PRT","og",2.34084e+11
"614","PRT","tour",2.37374e+11
"615","PYF","aqf",3360498206.49999
"616","PYF","cf",3360498206.49999
"617","PYF","mmw",2198960535.83313
"618","PYF","og",302286759.00061
"619","QAT","aqf",1.1502e+11
"620","QAT","cf",79546975729
"621","QAT","og",97583513671
"622","QAT","tour",1.72982e+11
"623","REU","cf",7877488198.6
"624","REU","mar",4392786182.02222
"625","REU","mmw",9329731237.13333
"626","REU","og",9248192673.47778
"627","REU","tour",10758587163.9159
"628","ROU","aqf",2.04335e+11
"629","ROU","cf",1.69282e+11
"630","ROU","og",1.64346e+11
"631","ROU","tour",1.89776e+11
"632","RUS","cf",1.29971e+12
"633","RUS","mar",1.48752e+12
"634","RUS","mmw",1.66085e+12
"635","RUS","og",1.22265e+12
"636","RUS","tour",1.85777e+12
"637","SAU","aqf",4.76305e+11
"638","SAU","cf",3.84891e+11
"639","SAU","mar",1.88551e+11
"640","SAU","og",3.76693e+11
"641","SAU","tour",5.76824e+11
"642","SCG","aqf",3668857104
"643","SCG","mar",4110821471
"644","SCG","tour",4495775882
"645","SDN","aqf",12257299163
"646","SDN","cf",45456460335
"647","SDN","og",52645594564
"648","SDN","tour",64053368930
"649","SEN","cf",11319748340
"650","SEN","mar",5333862344
"651","SEN","mmw",13386346544
"652","SEN","og",12769040890
"653","SEN","tour",14291456855
"654","SGP","aqf",1.66792e+11
"655","SGP","cf",1.68434e+11
"656","SGP","mar",90582818234
"657","SGP","og",1.75935e+11
"658","SGP","tour",2.397e+11
"659","SHN","aqf",308570280593.417
"660","SHN","cf",384476128113.833
"661","SHN","og",319570546063.667
"662","SLB","aqf",645796657.5
"663","SLB","cf",586218381
"664","SLB","mar",586218381
"665","SLB","mmw",645796657.5
"666","SLB","og",601299089.8
"667","SLB","tour",838022104.9
"668","SLE","aqf",1862637320
"669","SLE","cf",2127144419
"670","SLE","og",2401197067
"671","SLE","tour",2973035097
"672","SLV","aqf",2.1431e+10
"673","SLV","cf",20104900000
"674","SLV","mar",14306700000
"675","SLV","og",2.0661e+10
"676","SLV","tour",23054100000
"677","SPM","mmw",7.86099e+12
"678","SPM","og",7.61794e+12
"679","STP","aqf",124184906.7
"680","STP","cf",144259256.6
"681","STP","mmw",183464986.3
"682","STP","og",196473838.9
"683","STP","tour",248286778.2
"684","SUR","aqf",3532969035
"685","SUR","cf",2936612022
"686","SUR","mar",4366914555
"687","SUR","mmw",2626093294
"688","SUR","og",3875409836
"689","SUR","tour",4304467564
"690","SVN","aqf",54606018255
"691","SVN","mmw",54606018255
"692","SVN","og",49056152691
"693","SVN","tour",49539271105
"694","SWE","aqf",4.86159e+11
"695","SWE","cf",4.62513e+11
"696","SWE","mar",4.62903e+11
"697","SWE","og",4.05783e+11
"698","SWE","tour",5.39682e+11
"699","SYC","cf",1033635773
"700","SYC","mar",1033635773
"701","SYC","mmw",967211974.9
"702","SYC","og",847424851.5
"703","SYC","tour",1059593501
"704","SYR","aqf",52581913978
"705","SYR","cf",40405006007
"706","SYR","og",53934534351
"707","SYR","tour",61555337151
"708","TCA","aqf",17022069246.6
"709","TCA","cf",15855648172.4012
"710","TCA","mar",14589005800.8362
"711","TCA","mmw",17022069246.6
"712","TCA","og",16674190559.0938
"713","TGO","aqf",3163416556
"714","TGO","cf",2523462649
"715","TGO","og",3163000591
"716","TGO","tour",3620169607
"717","THA","aqf",2.72578e+11
"718","THA","cf",2.46977e+11
"719","THA","mar",1.26877e+11
"720","THA","mmw",2.72578e+11
"721","THA","og",2.63711e+11
"722","THA","tour",3.45672e+11
"723","TLS","mar",875100000
"724","TLS","og",788100000
"725","TON","aqf",346869182.8
"726","TON","cf",301064027.1
"727","TON","mar",301064027.1
"728","TON","mmw",346869182.8
"729","TON","og",318486402.9
"730","TON","tour",433879294.5
"731","TTO","aqf",28017710148
"732","TTO","cf",21735387008
"733","TTO","og",19740432084
"734","TUN","aqf",44736953169
"735","TUN","cf",38848711944
"736","TUN","mar",23141616605
"737","TUN","og",43607568688
"738","TUN","tour",46434616144
"739","TUR","aqf",5.309e+11
"740","TUR","cf",6.47155e+11
"741","TUR","mar",7.31144e+11
"742","TUR","mmw",7.30337e+11
"743","TUR","og",6.14554e+11
"744","TUR","tour",7.74983e+11
"745","TUV","aqf",30185175.62
"746","TUV","mar",31816524.87
"747","TWN","aqf",2108489860491.8
"748","TWN","mmw",2108489860491.8
"749","TWN","og",2219163609959.6
"750","TWN","tour",2917388088783
"751","TZA","aqf",20715086119
"752","TZA","cf",16825547177
"753","TZA","mar",22915004297
"754","TZA","mmw",20715086119
"755","TZA","og",21368165400
"756","TZA","tour",23874165048
"757","UKR","cf",1.42719e+11
"758","UKR","mar",1.42719e+11
"759","UKR","mmw",1.79992e+11
"760","UKR","og",1.17228e+11
"761","UKR","tour",1.65245e+11
"762","URY","aqf",30366148248
"763","URY","cf",23410536955
"764","URY","mmw",19579479147
"765","URY","og",30497048979
"766","URY","tour",46709797684
"767","USA","aqf",13919727042705.6
"768","USA","cf",13667652066195.1
"769","USA","mar",10367085111620.2
"770","USA","mmw",13919727042705.6
"771","USA","og",13605489887521.6
"772","USA","tour",14675462506263.5
"773","VCT","cf",684691914.8
"774","VCT","mmw",699004420.7
"775","VCT","og",672342406.3
"776","VCT","tour",687993792.6
"777","VEN","aqf",2.30364e+11
"778","VEN","cf",2.30364e+11
"779","VEN","mar",92889586976
"780","VEN","mmw",1.83478e+11
"781","VEN","og",3.29419e+11
"782","VEN","tour",3.16482e+11
"783","VGB","mmw",17022069246.6
"784","VGB","og",16674190559.0938
"785","VGB","tour",18763481397.7127
"786","VIR","mar",2310983382.04399
"787","VIR","mmw",2584399352.51274
"788","VIR","og",2657118087.89126
"789","VIR","tour",2825510957.32262
"790","VNM","aqf",71015592863
"791","VNM","cf",71015592863
"792","VNM","mar",35058216051
"793","VNM","og",97180304813
"794","VNM","tour",1.236e+11
"795","VUT","aqf",593437284.1
"796","VUT","cf",527743610.8
"797","VUT","og",590448828.6
"798","VUT","tour",760039790.3
"799","WSM","aqf",490916834.7
"800","WSM","mmw",579223000
"801","WSM","og",527620000
"802","YEM","aqf",26917363956
"803","YEM","cf",21656550140
"804","YEM","og",25130088571
"805","YEM","tour",33757503322
"806","ZAF","aqf",2.7387e+11
"807","ZAF","cf",2.86172e+11
"808","ZAF","mar",1.11101e+11
"809","ZAF","mmw",2.7387e+11
"810","ZAF","og",2.83012e+11
"811","ZAF","tour",4.08237e+11
