"","cntry_key","sector","ref_adj_value"
"171","GTM","cf",97.23036741
"172","GTM","mar",97.23036741
"173","GTM","mmw",91.8643393285
"174","GTM","tour",93.8427312565
"175","GUF","cf",89.3920075503
"176","GUM","cf",91.7488167624
"177","GUM","mar",91.7488167624
"178","GUM","mmw",91.1645778233
"179","GUY","cf",89.3920075503
"180","GUY","mar",89.3920075503
"181","GUY","tour",90.5289188506
"182","HKG","cf",92.14202062
"183","HKG","mar",92.14202062
"184","HKG","mmw",93.25842697
"185","HKG","tour",94.41508154
"186","HND","cf",96.05924427
"187","HND","mar",95.98572388
"188","HND","mmw",95.98572388
"189","HND","tour",95.83346612
"190","HRV","cf",86.06603246
"191","HRV","mmw",88.97096162
"192","HRV","tour",87.38888889
"193","HTI","tour",90.1398624799
"194","IDN","cf",90.49902309
"195","IDN","mar",91.89875724
"196","IDN","mmw",94.54089257
"197","IDN","tour",88.7532797
"198","IND","cf",93.3323256168
"199","IND","mar",93.3323256168
"200","IND","mmw",96.40000046
"201","IND","tour",93.1560479461
"202","IRL","mmw",92.27918468
"203","IRL","tour",95.63939245
"204","IRN","cf",93.3323256168
"205","IRN","mar",93.3323256168
"206","IRN","tour",87.90263876
"207","IRQ","cf",71.89999962
"208","ISL","cf",96.64788309
"209","ISL","mmw",97.25613987
"210","ISL","tour",97.40969557
"211","ISR","tour",91.00650758
"212","ITA","mmw",87.88258148
"213","ITA","tour",92.27434461
"214","JAM","cf",85.70000474
"215","JAM","mmw",84.49999646
"216","JAM","tour",89.10000196
"217","JOR","cf",84.57408547
"218","JOR","mar",84.57408547
"219","JOR","tour",88.9977542604
"220","JPN","cf",94.61722488
"221","JPN","mmw",95.92167256
"222","JPN","tour",95.59398496
"223","KEN","cf",90.2802384588
"224","KEN","mar",90.2802384588
"225","KEN","mmw",91.1060890261
"226","KEN","tour",89.9498982319
"227","KHM","mar",96.97416515
"228","KHM","tour",94.6388776012
"229","KIR","cf",91.1645778233
"230","KIR","tour",91.1645778233
"231","KNA","cf",86.8194115495
"232","KNA","mmw",87.2348134505
"233","KNA","tour",90.1398624799
"234","KOR","cf",96.43803036
"235","KOR","mar",96.43803036
"236","KOR","tour",96.26458314
"237","KWT","tour",98.04954208
"238","LBN","cf",89.9070107898
"239","LBN","mar",89.9070107898
"240","LBN","tour",88.9977542604
"241","LBR","cf",91.8685389757
"242","LBR","mar",91.8685389757
"243","LBY","tour",87.1370796752
"244","LCA","cf",77.82015353
"245","LCA","mar",77.82015353
"246","LCA","mmw",78.39566245
"247","LCA","tour",90.1398624799
"248","LKA","cf",91.77876854
"249","LKA","mar",91.77876854
"250","LKA","mmw",90.86663024
"251","LKA","tour",92.32851763
"252","LTU","cf",87.10059172
"253","LTU","mar",87.10059172
"254","LTU","tour",91.72370877
"255","LVA","cf",89.40338379
"256","LVA","mar",89.40338379
"257","LVA","tour",91.10132159
"258","MAR","cf",88.08363015
"259","MAR","mmw",80.87701724
"260","MAR","tour",88.99075651
"261","MDG","cf",94.99330328
"262","MDG","mar",94.99330328
"263","MDG","mmw",91.1060890261
"264","MDG","tour",97.38190979
"265","MDV","cf",93.3323256168
"266","MDV","mmw",93.457641968
"267","MDV","tour",93.1560479461
"268","MEX","cf",97.03608113
"269","MEX","mar",97.03608113
"270","MEX","mmw",96.42665783
"271","MEX","tour",96.49388427
"272","MLT","cf",92.54658385
"273","MLT","mar",92.54658385
"274","MLT","tour",92.5
"275","MMR","cf",94.658881671
"276","MMR","mar",94.7863811871
"277","MMR","mmw",95.808469903
"278","MMR","tour",94.6388776012
"279","MNE","tour",69.70000277
"280","MOZ","mmw",91.1060890261
"281","MOZ","tour",89.9498982319
"282","MRT","mmw",94.9249328825
"283","MTQ","cf",89.3104095835
"284","MTQ","tour",90.1398624799
"285","MUS","cf",89.80000127
"286","MUS","mar",89.80000127
"287","MUS","mmw",93.10000104
"288","MUS","tour",90.37788018
"289","MYS","cf",96.69999953
"290","MYS","mar",96.69999953
"291","MYS","mmw",96.80422351
"292","MYS","tour",96.49999905
"293","MYT","cf",90.2802384588
"294","MYT","mar",90.2802384588
"295","MYT","mmw",91.1060890261
"296","NAM","mmw",76.6952613265
"297","NAM","tour",74.3711257324
"298","NCL","cf",89.0994544851
"299","NCL","mmw",94.5211062976
"300","NGA","cf",92.0239238558
"301","NGA","tour",91.709922222
"302","NIC","cf",90.19445822
"303","NIC","mar",90.19445822
"304","NIC","mmw",86.7807631
"305","NIC","tour",94.38056166
"306","NIU","mmw",95.19536818
"307","NLD","cf",95.60836993
"308","NLD","tour",95.27781041
"309","NOR","cf",95.57522124
"310","NOR","mar",95.57522124
"311","NOR","mmw",96.81446406
"312","NOR","tour",95.39178631
"313","NZL","cf",95.24180614
"314","NZL","mmw",92.29422103
"315","NZL","tour",96.19715711
"316","OMN","cf",89.4523825251
"317","OMN","mmw",90.5889531869
"318","OMN","tour",88.9977542604
"319","PAK","cf",93.3323256168
"320","PAK","tour",93.1560479461
"321","PAN","cf",86.3814421
"322","PAN","mmw",85.976738
"323","PAN","tour",89.67324454
"324","PER","cf",92.12342919
"325","PER","mar",92.12342919
"326","PER","mmw",92.24547485
"327","PER","tour",91.31177591
"328","PHL","cf",91.64021541
"329","PHL","mmw",90.62190248
"330","PHL","tour",92.25741012
"331","PLW","cf",90.585864992
"332","PLW","mmw",91.1645778233
"333","PNG","mmw",94.5211062976
"334","PNG","tour",94.5211062976
"335","POL","cf",80.35524608
"336","POL","mar",80.35524608
"337","POL","tour",82.25288491
"338","PRI","cf",86.54434251
"339","PRI","mmw",86.54434251
"340","PRI","tour",88.65248227
"341","PRT","mmw",95.05857893
"342","PRT","tour",92.38218901
"343","PYF","cf",88.28619671
"344","PYF","mar",88.28619671
"345","PYF","mmw",91.2607094238
"346","QAT","cf",89.4523825251
"347","QAT","tour",88.9977542604
"348","REU","cf",90.2802384588
"349","REU","mmw",91.1060890261
"350","REU","tour",89.9498982319
"351","ROU","cf",93.43766211
"352","ROU","mar",93.43766211
"353","ROU","tour",92.82004277
"354","RUS","cf",89.43784629
"355","RUS","mar",89.43784629
"356","RUS","mmw",86.82375157
"357","RUS","tour",92.87023049
"358","SAU","cf",95.40000052
"359","SAU","mar",95.40000052
"360","SAU","tour",88.9977542604
"361","SDN","cf",85.5101127219
"362","SDN","mar",85.5101127219
"363","SDN","tour",87.1370796752
"364","SEN","cf",96.0821533777
"365","SEN","mmw",94.9249328825
"366","SEN","tour",91.709922222
"367","SGP","cf",95.30204461
"368","SGP","mar",95.30204461
"369","SGP","tour",94.4000001
"370","SHN","cf",93.4967228068
"371","SLB","mmw",94.5211062976
"372","SLB","tour",94.5211062976
"373","SLE","tour",91.709922222
"374","SLV","cf",93.05407869
"375","SLV","mar",93.05407869
"376","SLV","tour",92.80902419
"377","SPM","mmw",93.2149081995
"378","STP","cf",90.24235023
"379","STP","mmw",90.2333559822
"380","STP","tour",90.1703962479
"381","SUR","cf",88.9756882969
"382","SUR","mar",89.3920075503
"383","SUR","mmw",89.39999962
"384","SUR","tour",90.5289188506
"385","SVN","cf",92.84963197
"386","SVN","mar",93.6883036
"387","SVN","mmw",92.37804878
"388","SVN","tour",93.49441051
"389","SWE","cf",92.92314627
"390","SWE","tour",92.31996981
"391","SYC","cf",90.19357486
"392","SYC","mar",90.19357486
"393","SYC","mmw",91.1060890261
"394","SYC","tour",94.54896079
"395","SYR","cf",89.72072736
"396","SYR","mar",89.72072736
"397","SYR","tour",88.9977542604
"398","TCA","cf",92.23447552
"399","TCA","mmw",87.2348134505
"400","TGO","cf",92.251086422
"401","TGO","mar",92.251086422
"402","TGO","tour",91.709922222
"403","THA","cf",97.79069881
"404","THA","mar",98.49999985
"405","THA","mmw",96.59564453
"406","THA","tour",98.65400379
"407","TLS","cf",95.2454685968
"408","TON","cf",94.8175583
"409","TON","mar",94.8175583
"410","TON","mmw",98.89999998
"411","TON","tour",91.2607094238
"412","TTO","cf",89.19999981
"413","TUN","cf",85.48565121
"414","TUN","mar",85.48565121
"415","TUN","tour",85.75946587
"416","TUR","mmw",93.11244121
"417","TUR","tour",89.36445018
"418","TUV","cf",92.334706602
"419","TWN","cf",95.2246430537
"420","TWN","mar",95.2246430537
"421","TWN","mmw",95.6706468417
"422","TWN","tour",95.736375983
"423","TZA","cf",90.2802384588
"424","TZA","mar",95.6626998
"425","TZA","mmw",91.1060890261
"426","TZA","tour",89.9498982319
"427","UKR","mmw",88.69999981
"428","UKR","tour",92.81533877
"429","URY","cf",88.69999934
"430","URY","mar",84.78141
"431","URY","mmw",90.01129579
"432","URY","tour",87.79642323
"433","USA","tour",94.91766061
"434","VCT","cf",89.3104095835
"435","VCT","mmw",87.2348134505
"436","VCT","tour",90.1398624799
"437","VEN","cf",88.98707717
"438","VEN","mar",88.98707717
"439","VEN","mmw",88.98707717
"440","VEN","tour",88.60000038
"441","VGB","mmw",87.2348134505
"442","VGB","tour",90.1398624799
"443","VIR","mar",90.1398624799
"444","VIR","mmw",87.2348134505
"445","VIR","tour",90.1398624799
"446","VNM","tour",94.6388776012
"447","VUT","cf",89.0994544851
"448","VUT","tour",94.5211062976
"449","WSM","cf",92.8717051911
"450","WSM","mmw",91.2607094238
"451","YEM","cf",89.4523825251
"452","YEM","tour",83.89999962
"453","ZAF","cf",83.2116558416
"454","ZAF","mmw",74.99786554
"455","ZAF","tour",73.2630199
