"","cntry_key","sector","ref_base_value"
"1","ABW","cf",2914586.99524608
"2","ABW","og",0
"3","ABW","tour",1625615763.55
"4","AGO","cf",2019702248.18862
"5","AGO","og",41510470856.1527
"6","AGO","tour",71972355.452
"7","AIA","tour",129064039.409
"8","Alaska","aqf",10276.1363627344
"9","Alaska","tour",9592004035.81705
"10","ALB","aqf",11356.2309468778
"11","ALB","cf",16620751.221803
"12","ALB","mar",2208364.29811287
"13","ALB","og",0
"14","ALB","tour",922040892.786
"15","ANT","aqf",210090.272517263
"16","ANT","cf",80354060.8259379
"17","ANT","mmw",0
"18","ANT","og",0
"19","ANT","tour",1569458128.08
"20","ARE","aqf",3697770.496
"21","ARE","cf",648450964.069171
"22","ARE","mar",38985890.1
"23","ARE","og",47031758612.776
"24","ARE","tour",9835781619.81
"25","ARG","aqf",110696.341232315
"26","ARG","cf",9236746809.07059
"27","ARG","mar",781182.9
"28","ARG","mmw",60349593.5
"29","ARG","og",170839786.120028
"30","ARG","tour",2304493529.54
"31","ASM","mmw",0
"32","ASM","og",0
"33","ATA","mmw",16869918.7
"34","ATA","og",0
"35","ATG","aqf",5960.30060605465
"36","ATG","cf",50726866.7905843
"37","ATG","mmw",0
"38","ATG","og",0
"39","ATG","tour",752709359.606
"40","AUS","aqf",3029584.07582531
"41","AUS","cf",4093860723.0976
"42","AUS","mmw",182518228.7
"43","AUS","og",10241973712.9111
"44","AUS","tour",16012013104
"45","Azores","mmw",3424796.75
"46","BEL","aqf",702047.848342013
"47","BEL","cf",822803972.046336
"48","BEL","og",0
"49","BEL","tour",5037893421.19
"50","BEN","cf",182292271.306486
"51","BEN","mmw",0
"52","BEN","og",0
"53","BEN","tour",12496846.1374
"54","BGD","aqf",12111.4482758517
"55","BGD","cf",3454059168.26522
"56","BGD","mar",801643496.39262
"57","BGD","mmw",0
"58","BGD","og",0
"59","BGD","tour",861231403.191
"60","BGR","aqf",2458.624
"61","BGR","cf",98970046.5156301
"62","BGR","mar",432305.1
"63","BGR","og",0
"64","BGR","tour",956316008.785
"65","BHR","cf",64775831.7565542
"66","BHR","mmw",0
"67","BHR","og",0
"68","BHR","tour",3027586206.9
"69","BHS","cf",365813449.726771
"70","BHS","mar",766090.9090143
"71","BHS","mmw",3018292.68
"72","BHS","og",0
"73","BHS","tour",3474876847.29
"74","BIH","cf",44255.232
"75","BIH","mar",4313444.22
"76","BIH","og",0
"77","BIH","tour",152365296.273
"78","BLZ","aqf",128174.710900472
"79","BLZ","cf",75361742.848
"80","BLZ","mar",30426507.888129
"81","BLZ","mmw",491869.92
"82","BLZ","og",0
"83","BLZ","tour",302503557.063
"84","BMU","cf",3079961.04272998
"85","BMU","mmw",20325.2
"86","BMU","og",0
"87","BMU","tour",880788177.34
"88","BRA","aqf",6930173.57346729
"89","BRA","cf",4276888084.28134
"90","BRA","mar",49442903.568576
"91","BRA","mmw",10348170.73
"92","BRA","og",49990398989.0167
"93","BRA","tour",6397530459.22
"94","BRB","aqf",276984.222784561
"95","BRB","cf",33194106.1375078
"96","BRB","og",0
"97","BRB","tour",1942857142.86
"98","BRN","aqf",9654.28272251155
"99","BRN","cf",29238850.6620314
"100","BRN","mar",9457364.02356634
"101","BRN","og",5696789459.27347
"102","BRN","tour",544840899.568
"103","CAN","aqf",11652.2464454952
"104","CAN","cf",15122623108.139
"105","CAN","mar",1645963184.13535
"106","CAN","mmw",198694105.7
"107","CAN","og",1513765813.05298
"108","CAN","tour",21839880838.3
"109","CAN","wte",4471401.63613147
"110","Canary Islands","mmw",63206300.81
"111","CHL","aqf",6224.3645569614
"112","CHL","cf",47771217349.675
"113","CHL","mar",3220959261.8754
"114","CHL","mmw",690040.65
"115","CHL","og",0
"116","CHL","tour",7034669086.73
"117","CHN","aqf",8812011.3744105
"118","CHN","cf",76583593804.3474
"119","CHN","mar",43600412705.7285
"120","CHN","mmw",0
"121","CHN","og",62542839421.39
"122","CHN","tour",13819093521.7
"123","CIV","aqf",272815.229946721
"124","CIV","cf",323837734.656307
"125","CIV","mar",1410927.11416341
"126","CIV","og",611089311.130995
"127","CIV","tour",69091248.7774
"128","CMR","cf",700744644.863693
"129","CMR","og",1459627749.81355
"130","CMR","tour",45814404.7352
"131","COD","aqf",844787.867299569
"132","COD","cf",100729080.243169
"133","COD","og",463861343.703318
"134","COD","tour",300105.51233
"135","COG","aqf",442552.32
"136","COG","og",4008278391.15883
"137","COG","tour",5122274.22809
"138","COK","aqf",400755.712
"139","COK","mar",2979492.255
"140","COK","mmw",481976.63
"141","COK","og",0
"142","COL","aqf",13397170.3507074
"143","COL","cf",1182144386.25526
"144","COL","mar",201791155.846788
"145","COL","mmw",0
"146","COL","og",0
"147","COL","tour",1071076527.11
"148","COM","og",0
"149","COM","tour",29556650.2463
"150","CPV","cf",79131036.9535078
"151","CPV","og",0
"152","CPV","tour",458128078.818
"153","CRI","aqf",1007919.31753537
"154","CRI","cf",417958927.616922
"155","CRI","mar",86683492.8
"156","CRI","mmw",221544.72
"157","CRI","og",0
"158","CRI","tour",3018634435.5
"159","CUB","aqf",291306.161136765
"160","CUB","cf",189420260.5568
"161","CUB","mar",23526498.6
"162","CUB","og",0
"163","CUB","tour",6194119727.83
"164","CYM","cf",1966732.17387029
"165","CYM","og",0
"166","CYM","tour",641379310.345
"167","CYP","cf",32695228.9790157
"168","CYP","mar",56150152.9077207
"169","CYP","mmw",0
"170","CYP","og",0
"171","CYP","tour",4335790223.23
"172","DEU","aqf",733116.974545902
"173","DEU","cf",2818610599.84896
"174","DEU","mar",69707845.02331
"175","DEU","mmw",0
"176","DEU","og",2369273215.56793
"177","DEU","tour",17431697907.4
"178","DJI","aqf",5849066.496
"179","DJI","cf",4776946.08791859
"180","DJI","og",0
"181","DMA","cf",46412860.8253542
"182","DMA","mmw",985772.36
"183","DMA","og",0
"184","DMA","tour",107389162.562
"185","DNK","aqf",55348.1706160345
"186","DNK","cf",18568156424.8248
"187","DNK","mar",148251401.101718
"188","DNK","mmw",0
"189","DNK","og",17223499250.7798
"190","DNK","tour",19688390472.2
