"","cntry_key","sector","ref_base_value"
"191","DOM","aqf",137682.944
"192","DOM","cf",201485399.065324
"193","DOM","mar",1992252.71749023
"194","DOM","mmw",5284552.85
"195","DOM","og",0
"196","DOM","tour",5399471458.93
"197","DZA","aqf",9083.58620690103
"198","DZA","cf",1268976656.20777
"199","DZA","mar",1131462.14667318
"200","DZA","og",0
"201","DZA","tour",217002016.351
"202","Easter Island","aqf",2.06583712841109
"203","Easter Island","tour",15772666.4754187
"204","ECU","aqf",119206.012121093
"205","ECU","cf",3746215520.7895
"206","ECU","mar",2324804555.83833
"207","ECU","mmw",21356707.32
"208","ECU","og",782391694.242872
"209","ECU","tour",480016296.172
"210","EGY","aqf",119435.52606627
"211","EGY","cf",892466624.462336
"212","EGY","mar",582339247.80273
"213","EGY","mmw",431910.57
"214","EGY","og",10298622172.2122
"215","EGY","tour",3598931386.62
"216","ESP","aqf",34533832.704
"217","ESP","cf",13359705467.6808
"218","ESP","mar",1403951423.38325
"219","ESP","mmw",1956300.81
"220","ESP","og",0
"221","ESP","tour",42969063603.7
"222","EST","aqf",49172.48
"223","EST","cf",903401868.800614
"224","EST","og",0
"225","EST","tour",1589269369.22
"226","FIN","aqf",39337.984
"227","FIN","cf",1474574912.97249
"228","FIN","mar",244443056.46183
"229","FIN","og",0
"230","FIN","tour",3045684677.36
"231","FJI","aqf",2012925.57345992
"232","FJI","cf",346095583.232
"233","FJI","mar",2438792.1194553
"234","FJI","mmw",0
"235","FJI","og",0
"236","FJI","tour",1277832512.32
"237","FLK","mar",505065.03131
"238","FLK","mmw",0
"239","FLK","og",0
"240","FRA","aqf",3154414.592
"241","FRA","cf",9418844960.3584
"242","FRA","mar",3053921440.00495
"243","FRA","mmw",520325.2
"244","FRA","og",0
"245","FRA","tour",45623412815.4
"246","FRA","wte",78429404.6479126
"247","FSM","aqf",78652.663507074
"248","FSM","cf",353835570.070528
"249","FSM","mmw",0
"250","GAB","aqf",9834.496
"251","GAB","cf",353765596.156314
"252","GAB","mmw",0
"253","GAB","og",6128431580.81448
"254","GAB","tour",36272391.4674
"255","GBR","aqf",1185616.07583022
"256","GBR","cf",9104506990.61658
"257","GBR","mar",2715101321.01359
"258","GBR","mmw",8364837.4
"259","GBR","og",160786980387.333
"260","GBR","tour",129719165058
"261","GEO","cf",13096091.6966799
"262","GEO","mmw",0
"263","GEO","og",0
"264","GEO","tour",1.777e+09
"265","GHA","aqf",6829.51111111658
"266","GHA","cf",1361877072.2816
"267","GHA","og",188616823.880425
"268","GHA","tour",158845597.899
"269","GIB","mmw",2743902.44
"270","GIB","og",0
"271","GIN","aqf",4917.248
"272","GIN","cf",486680478.510285
"273","GIN","og",0
"274","GIN","tour",14591910.3085
"275","GLP","cf",351562371.067085
"276","GLP","mar",35607.7892697465
"277","GLP","og",0
"278","GLP","tour",1689655172.41
"279","GMB","aqf",16197414.912
"280","GMB","cf",85105761.4848
"281","GMB","mmw",106707.32
"282","GMB","og",0
"283","GMB","tour",46358602.4087
"284","GNB","aqf",11652.2464454952
"285","GNB","cf",61031332.1856717
"286","GNB","og",0
"287","GNQ","aqf",398297.088
"288","GNQ","cf",73609712.4863386
"289","GNQ","og",8100532390.39374
"290","GRC","aqf",436959.241705147
"291","GRC","cf",1360338304.34253
"292","GRC","mar",1793591689.25152
"293","GRC","mmw",265243.9
"294","GRC","og",0
"295","GRC","tour",35550088097.5
"296","GRD","cf",36878465.9459686
"297","GRD","mmw",274390.24
"298","GRD","og",0
"299","GRD","tour",156650246.305
"300","GRL","aqf",248321.024
"301","GRL","cf",903303225.855386
"302","GRL","mmw",2794715.45
"303","GRL","og",0
"304","GTM","aqf",599904.256
"305","GTM","cf",184208335.283661
"306","GTM","mar",45743152.867947
"307","GTM","mmw",0
"308","GTM","og",0
"309","GTM","tour",405951179.972
"310","GUF","aqf",12293.12
"311","GUF","cf",152771564.185784
"312","GUF","og",0
"313","GUM","cf",7071360.24315392
"314","GUM","mar",130481738.277555
"315","GUM","mmw",16475609.76
"316","GUM","og",0
"317","GUY","aqf",253436.360188641
"318","GUY","cf",329270191.003443
"319","GUY","og",0
"320","GUY","tour",17760747.0072
"321","Hawaii","aqf",19556.2258160532
"322","Hawaii","tour",18254272844.5282
"323","HKG","cf",1320659269.11816
"324","HKG","mar",273007247.404003
"325","HKG","mmw",2550813.01
"326","HKG","og",0
"327","HKG","tour",17974384236.5
"328","HND","aqf",354041.856
"329","HND","cf",118691191.167539
"330","HND","mar",263317466.187
"331","HND","mmw",0
"332","HND","og",0
"333","HND","tour",510959527.767
"334","HRV","cf",218749911.620639
"335","HRV","mar",14535544.5236871
"336","HRV","mmw",18292.68
"337","HRV","og",66643169.8491294
"338","HRV","tour",6017130287.73
"339","HTI","aqf",8465042.432
"340","HTI","cf",34887725.5427994
"341","HTI","og",0
"342","HTI","tour",239639102.364
"343","IDN","aqf",25425201.744105
"344","IDN","cf",20761672631.6124
"345","IDN","mmw",4606500
"346","IDN","og",16359335526.6428
"347","IDN","tour",28324729665.8
"348","IND","aqf",4061944.86302732
"349","IND","cf",14514513784.6088
"350","IND","mmw",480182.93
"351","IND","og",12189575241.26
"352","IND","tour",5279018375.51
"353","IRL","aqf",369958.824643839
"354","IRL","cf",3467948338.45555
"355","IRL","mar",565482183.329366
"356","IRL","mmw",7234756.1
"357","IRL","og",0
"358","IRL","tour",10526785560.8
"359","IRN","aqf",2458.624
"360","IRN","cf",2148609692.41999
"361","IRN","mar",54258082.2
"362","IRN","og",39514373848.3744
"363","IRN","tour",1083641986.09
"364","IRQ","cf",126060357.811476
"365","IRQ","og",0
"366","IRQ","tour",5.662e+09
"367","ISL","cf",28312939172.4605
"368","ISL","mar",203127787.679
"369","ISL","mmw",6575203.25
"370","ISL","og",0
"371","ISL","tour",1403496779.65
"372","ISR","aqf",24833850.2370309
"373","ISR","cf",60565296.5889843
"374","ISR","mar",120518484.315145
"375","ISR","og",0
"376","ISR","tour",5489072681.71
"377","ITA","aqf",2012925.57345992
"378","ITA","cf",4171192263.8633
"379","ITA","mar",1836252619.87761
"380","ITA","mmw",551829.27
"381","ITA","og",1207386196.5789
"382","ITA","tour",95546761685.1
"383","JAM","aqf",80464.0581818852
"384","JAM","cf",151663901.926369
"385","JAM","mar",615144.41643861
"386","JAM","mmw",0
"387","JAM","og",0
"388","JAM","tour",4120197044.33
"389","JOR","cf",1468618.06925138
"390","JOR","mar",2861505.828
"391","JOR","og",0
"392","JOR","tour",141954816.448
"393","JPN","aqf",35451959.8103753
"394","JPN","cf",51185862026.4786
"395","JPN","mar",30997842433.6408
"396","JPN","mmw",33520325.2
"397","JPN","og",1131085661.05463
"398","JPN","tour",269258481907
"399","KEN","aqf",410741.687202789
"400","KEN","cf",66672685.4963814
"401","KEN","mmw",0
"402","KEN","og",0
"403","KEN","tour",142078092.247
"404","KHM","aqf",2820041.728
"405","KHM","cf",381491364.763443
"406","KHM","mar",5390761.0609917
"407","KHM","og",0
"408","KHM","tour",203222902.96
"409","KIR","aqf",36879.36
"410","KIR","cf",76547544.6528307
"411","KIR","mar",555069.636
"412","KIR","og",0
"413","KIR","tour",9852216.74877
"414","KNA","mmw",0
"415","KNA","og",0
"416","KNA","tour",218719211.823
"417","KOR","aqf",780700.511849087
"418","KOR","cf",25310759239.7292
"419","KOR","mar",7466334772.90629
"420","KOR","og",131361469.461154
"421","KOR","tour",31840014493.9
"422","KWT","aqf",44702.2545454098
"423","KWT","cf",63574950.3747994
"424","KWT","mar",3603229.4833659
"425","KWT","og",0
"426","KWT","tour",3695827249.62
"427","LBN","aqf",6055.72413792583
"428","LBN","cf",95012079.1041229
"429","LBN","og",0
"430","LBN","tour",6739910176.47
"431","LBR","aqf",2913.06161136765
"432","LBR","cf",52465546.0863386
"433","LBR","og",0
"434","LBY","aqf",132765.696
"435","LBY","cf",566634334.773965
"436","LBY","mar",2765741.4
"437","LBY","og",4885666460.86288
"438","LBY","tour",116049786.124
"439","LCA","cf",24782810.7259085
"440","LCA","mar",25281
"441","LCA","mmw",8130.08
"442","LCA","og",0
"443","LCA","tour",519211822.66
"444","LKA","aqf",18815464.9478778
"445","LKA","cf",3687244157.95814
"446","LKA","mar",79937388.197712
"447","LKA","mmw",0
"448","LKA","og",0
"449","LKA","tour",2014829358.16
"450","LTU","cf",836973543.632486
"451","LTU","og",0
"452","LTU","tour",171821823.134
"453","LVA","aqf",245862.4
"454","LVA","cf",1179650775.29815
"455","LVA","og",0
"456","LVA","tour",565447773.855
"457","MAR","aqf",18862073.933656
"458","MAR","cf",9542993658.67008
"459","MAR","mar",23049333.4652235
"460","MAR","mmw",0
"461","MAR","og",75821563.9084221
"462","MAR","tour",2513906017.97
"463","MDG","aqf",9083.58620690103
"464","MDG","cf",650412588.291379
"465","MDG","mar",113811818.801634
"466","MDG","mmw",786585.37
"467","MDG","og",2027951.01032689
"468","MDG","tour",270000505.381
"469","MDV","aqf",1513916.35394044
"470","MDV","cf",1703326660.86124
"471","MDV","mmw",151422.76
"472","MDV","og",0
"473","MDV","tour",1102463054.19
"474","MEX","aqf",196689.92
"475","MEX","cf",13419853599.2586
"476","MEX","mar",376820449.66341
"477","MEX","mmw",42315040.65
"478","MEX","og",52065197382.1464
"479","MEX","tour",26842414801
"480","MHL","aqf",5694173.184
"481","MHL","cf",648570527.691878
"482","MLT","cf",9885277.76004608
"483","MLT","mar",109359207.31693
"484","MLT","og",0
"485","MLT","tour",1828571428.57
"486","MMR","aqf",49172.48
"487","MMR","cf",5675699233.24006
"488","MMR","mar",513626979.10644
"489","MMR","mmw",0
"490","MMR","og",68043831.4701757
"491","MMR","tour",182280827.49
"492","MNE","og",0
"493","MNE","tour",161554333.667
"494","MOZ","aqf",113096.704
"495","MOZ","cf",147342058.162862
"496","MOZ","mmw",152439.02
"497","MOZ","og",0
"498","MOZ","tour",67935689.7021
"499","MRT","cf",1520543433.41896
"500","MRT","mmw",0
"501","MRT","og",0
"502","MTQ","cf",19419255403.563
"503","MTQ","mar",16199.7621903204
"504","MTQ","og",0
"505","MTQ","tour",1105418719.21
"506","MUS","aqf",230131.867298586
"507","MUS","cf",337241020.262093
"508","MUS","mar",117640.919991573
"509","MUS","mmw",0
"510","MUS","og",0
"511","MUS","tour",2484729064.04
"512","MYS","aqf",39176157.7090853
"513","MYS","cf",6579575988.70835
"514","MYS","mar",459958117.38129
"515","MYS","mmw",0
"516","MYS","og",37919474109.5145
"517","MYS","tour",11160271890
"518","MYT","aqf",2458.624
"519","MYT","cf",38309103.3064858
"520","MYT","mmw",0
"521","NAM","aqf",15560.9113924035
"522","NAM","cf",4811872031.81261
"523","NAM","mar",330460.97450715
"524","NAM","mmw",768292.68
"525","NAM","og",0
"526","NAM","tour",87677663.9668
"527","NCL","aqf",305871.469193357
"528","NCL","cf",73681191.3980621
"529","NCL","mar",118940865.579
"530","NCL","mmw",1048028.46
"531","NCL","og",0
"532","NGA","aqf",3278165.33332514
"533","NGA","cf",3791390784.64205
"534","NGA","og",90959787864.0842
"535","NGA","tour",76877815.1651
"536","NIC","aqf",34068.6928405842
"537","NIC","cf",227967402.061199
"538","NIC","mar",100822195.422
"539","NIC","mmw",0
"540","NIC","og",0
"541","NIC","tour",122765920.945
"542","NIU","mmw",41778.46
"543","NIU","og",0
"544","NLD","aqf",1733329.92
"545","NLD","cf",5473352511.14086
"546","NLD","mar",448589535.391913
"547","NLD","og",57632245103.5337
"548","NLD","tour",37001013013
"549","NOR","aqf",0
"550","NOR","cf",36723120256.9871
"551","NOR","mar",8090450423.55111
"552","NOR","mmw",12238821.14
"553","NOR","og",140644829622.573
"554","NOR","tour",11420882873.9
"555","NZL","aqf",17880.9018181885
"556","NZL","cf",5955504948.7145
"557","NZL","mar",1187466423.94625
"558","NZL","mmw",73514387.2
"559","NZL","og",204890371.747621
"560","NZL","tour",16590439213.2
"561","OMN","aqf",92034.0534759017
"562","OMN","cf",837624229.783757
"563","OMN","mmw",508130.08
"564","OMN","og",0
"565","OMN","tour",754504592.558
"566","PAK","aqf",2458.624
"567","PAK","cf",2566786289.88723
"568","PAK","mar",191124.36
"569","PAK","og",22030206.1039291
"570","PAK","tour",392185314.308
"571","PAN","aqf",4917.248
"572","PAN","cf",1828432476.41815
"573","PAN","mar",122533846.875
"574","PAN","mmw",0
"575","PAN","og",0
"576","PAN","tour",2069861963.95
"577","PER","aqf",19189187.8012158
"578","PER","cf",95873126066.4863
"579","PER","mar",196176606.961716
"580","PER","mmw",41158.54
"581","PER","og",316389702.220973
"582","PER","tour",907439446.24
"583","PHL","aqf",19601991.5829486
"584","PHL","cf",19559838481.4264
"585","PHL","mar",2624987902.9995
"586","PHL","mmw",942073.17
"587","PHL","og",0
"588","PHL","tour",22977003687.9
"589","PLW","aqf",305871.469193357
"590","PLW","mar",53090.1
"591","PLW","mmw",0
"592","PNG","aqf",2980.15030302732
"593","PNG","cf",1485040470.387
"594","PNG","mmw",22865.85
"595","PNG","og",0
"596","PNG","tour",78957199.2936
"597","POL","aqf",22127.616
"598","POL","cf",1499172894.86899
"599","POL","og",0
"600","POL","tour",1417377684.22
"601","PRI","cf",48084784.7424
"602","PRI","mar",4129194.86250791
"603","PRI","mmw",0
"604","PRI","og",0
"605","PRI","tour",6625206269.41
"606","PRK","cf",1496035452.15846
"607","PRK","mar",993021604.57053
"608","PRK","og",1094585.73610819
"609","PRT","aqf",2913.06161136765
"610","PRT","cf",2545957901.77792
"611","PRT","mar",342192079.026718
"612","PRT","mmw",88414.63
"613","PRT","og",0
"614","PRT","tour",10561830871.3
"615","PYF","aqf",739077.275151366
"616","PYF","cf",309948332.617728
"617","PYF","mmw",1335365.85
"618","PYF","og",0
"619","QAT","aqf",5426183.168
"620","QAT","cf",92452279.6532429
"621","QAT","og",38608827380.2953
"622","QAT","tour",4785221674.88
"623","REU","cf",63891144.3204608
"624","REU","mar",362383.89944553
"625","REU","mmw",0
"626","REU","og",0
"627","REU","tour",1365517241.38
"628","ROU","aqf",2913.06161136765
"629","ROU","cf",12268325.1506708
"630","ROU","og",0
"631","ROU","tour",201865917.26
"632","RUS","cf",22316151335.3964
"633","RUS","mar",3259414.7319888
"634","RUS","mmw",0
"635","RUS","og",132744383284.961
"636","RUS","tour",8792367288.79
"637","SAU","aqf",786526.63507074
"638","SAU","cf",560936376.784179
"639","SAU","mar",23405019.274197
"640","SAU","og",51314730141.999
"641","SAU","tour",1243447700.68
"642","SCG","aqf",1184.83412322
"643","SCG","mar",73700
"644","SCG","tour",8.52e+08
"645","SDN","aqf",3286.93048127869
"646","SDN","cf",24921581.4143386
"647","SDN","og",0
"648","SDN","tour",17659048.6343
"649","SEN","cf",2620472385.58515
"650","SEN","mar",742698.07333659
"651","SEN","mmw",0
"652","SEN","og",0
"653","SEN","tour",122857612.906
"654","SGP","aqf",120679403.374288
"655","SGP","cf",43735791.7954765
"656","SGP","mar",53677837.6287071
"657","SGP","og",76373696.7438995
"658","SGP","tour",14460098522.2
"659","SHN","aqf",12111.4482758517
"660","SHN","cf",11405631.2396831
"661","SHN","og",0
"662","SLB","aqf",160218.388625712
"663","SLB","cf",88782557.6807322
"664","SLB","mar",669809.10332682
"665","SLB","mmw",36839.43
"666","SLB","og",0
"667","SLB","tour",68965517.2414
"668","SLE","aqf",4917.248
"669","SLE","cf",822402277.631693
"670","SLE","og",15399.9317357965
"671","SLE","tour",33456800.0688
"672","SLV","aqf",535980.032
"673","SLV","cf",465197647.718093
"674","SLV","mar",2969040.4853841
"675","SLV","og",0
"676","SLV","tour",1118849229.54
"677","SPM","mmw",95528.46
"678","SPM","og",0
"679","STP","aqf",3286.93048127869
"680","STP","cf",10701123.7069292
"681","STP","mmw",0
"682","STP","og",0
"683","STP","tour",19704433.4975
"684","SUR","aqf",7375.872
"685","SUR","cf",324774574.645965
"686","SUR","mar",2489167.26
"687","SUR","mmw",0
"688","SUR","og",0
"689","SUR","tour",27593604.0546
"690","SVN","aqf",14751.744
"691","SVN","mmw",0
"692","SVN","og",0
"693","SVN","tour",945107026.616
"694","SWE","aqf",3257676.8
"695","SWE","cf",4111402543.11629
"696","SWE","mar",33534419.63564
"697","SWE","og",0
"698","SWE","tour",5747352916.2
"699","SYC","cf",1535682745.80941
"700","SYC","mar",6803040.4909857
"701","SYC","mmw",0
"702","SYC","og",0
"703","SYC","tour",482758620.69
"704","SYR","aqf",5678.11547343889
"705","SYR","cf",24818244.7100314
"706","SYR","og",0
"707","SYR","tour",209474499.455
"708","TCA","aqf",1101463.552
"709","TCA","cf",54996885.7596928
"710","TCA","mar",271206.192
"711","TCA","mmw",152439.02
"712","TCA","og",0
"713","TGO","aqf",11417849.856
"714","TGO","cf",62728349.2864
"715","TGO","og",0
"716","TGO","tour",6080391.52197
"717","THA","aqf",18174148.608
"718","THA","cf",15284691191.4476
"719","THA","mar",5737582372.9905
"720","THA","mmw",0
"721","THA","og",10370754132.1005
"722","THA","tour",8137228401.07
"723","TLS","mar",105548.175
"724","TLS","og",403062853.300934
"725","TON","aqf",983449.6
"726","TON","cf",40129511.9107994
"727","TON","mar",160879.090918284
"728","TON","mmw",1923833.33
"729","TON","og",0
"730","TON","tour",39408866.9951
"731","TTO","aqf",748656.834122617
"732","TTO","cf",137032079.180524
"733","TTO","og",6645592820.69726
"734","TUN","aqf",157351.936
"735","TUN","cf",1171295736.12943
"736","TUN","mar",24341412.3986871
"737","TUN","og",513333404.343502
"738","TUN","tour",1636505573.8
"739","TUR","aqf",312245.248
"740","TUR","cf",3973291948.51635
"741","TUR","mar",890431075.755
"742","TUR","mmw",0
"743","TUR","og",0
"744","TUR","tour",12482321396
"745","TUV","aqf",39337.984
"746","TUV","mar",5789.349
"747","TWN","aqf",5703774.63507074
"748","TWN","mmw",4349593.5
"749","TWN","og",0
"750","TWN","tour",16058128078.8
"751","TZA","aqf",766135.203792495
"752","TZA","cf",112097340.390676
"753","TZA","mar",923868.864
"754","TZA","mmw",1334349.59
"755","TZA","og",0
"756","TZA","tour",116923811.259
"757","UKR","cf",1756282292.48461
"758","UKR","mar",347376.26180286
"759","UKR","mmw",0
"760","UKR","og",0
"761","UKR","tour",1216719520.86
"762","URY","aqf",1470257.152
"763","URY","cf",1026497513.62099
"764","URY","mmw",0
"765","URY","og",0
"766","URY","tour",434247504.274
"767","USA","aqf",24938720.4549518
"768","USA","cf",57508300176.2089
"769","USA","mar",1367669304.76897
"770","USA","mmw",362825203.3
"771","USA","og",31151266775.2316
"772","USA","tour",136164481938
"773","VCT","cf",615690559.22985
"774","VCT","mmw",101626.02
"775","VCT","og",0
"776","VCT","tour",189162561.576
"777","VEN","aqf",137086.913939454
"778","VEN","cf",3173555680.54784
"779","VEN","mar",68009908.844727
"780","VEN","mmw",0
"781","VEN","og",26769794342.1343
"782","VEN","tour",1981091241.4
"783","VGB","mmw",14227.64
"784","VGB","og",0
"785","VGB","tour",712315270.936
"786","VIR","mar",118544.038492097
"787","VIR","mmw",8130.08
"788","VIR","og",0
"789","VIR","tour",1378325123.15
"790","VNM","aqf",5179501.22667486
"791","VNM","cf",15542581718.4942
"792","VNM","mar",842544283.61871
"793","VNM","og",17561611053.7893
"794","VNM","tour",3150987058.55
"795","VUT","aqf",28288927.744
"796","VUT","cf",257301885.7472
"797","VUT","og",0
"798","VUT","tour",235467980.296
"799","WSM","aqf",2980.15030302732
"800","WSM","mmw",18788.62
"801","WSM","og",0
"802","YEM","aqf",58962720.768
"803","YEM","cf",2317361060.96947
"804","YEM","og",0
"805","YEM","tour",235337854.894
"806","ZAF","aqf",218479.620853066
"807","ZAF","cf",8339348840.08755
"808","ZAF","mar",19599713.5347765
"809","ZAF","mmw",70310975.61
"810","ZAF","og",0
"811","ZAF","tour",3613351384.26
