"","cntry_key","sector","cur_base_value"
"159","GMB","tour",25215.3982919
"160","GNQ","cf",546.845194
"161","GNQ","mar",0
"162","GRC","cf",31107.2325494
"163","GRC","mar",33247.02634335
"164","GRC","mmw",14.6689
"165","GRC","tour",579888.608598
"166","GRD","cf",5895.166382
"167","GRD","mmw",7.33445
"168","GRD","tour",10000
"169","GRL","mmw",14.6689
"170","GTM","cf",6502.076952
"171","GTM","mar",583.90935
"172","GTM","mmw",0
"173","GTM","tour",42228.591117
"174","GUF","cf",394.6795748
"175","GUM","cf",1877.043
"176","GUM","mar",12.79800000324
"177","GUM","mmw",1492.560575
"178","GUY","cf",16643.1146
"179","GUY","mar",104.792115160279
"180","GUY","tour",3016.98036403
"181","HKG","cf",17903.236134
"182","HKG","mar",7637.78389149
"183","HKG","mmw",275.041875
"184","HKG","tour",422600
"185","HND","cf",7125.255228
"186","HND","mar",89479.7504055847
"187","HND","mmw",0
"188","HND","tour",91198.5930215
"189","HRV","cf",29985.136244
"190","HRV","mmw",0
"191","HRV","tour",135948.808096
"192","HTI","tour",147380.970382
"193","IDN","cf",4265206.8110792
"194","IDN","mar",0
"195","IDN","mmw",124.68565
"196","IDN","tour",4456116.9172
"197","IND","cf",12618067.8074626
"198","IND","mar",0
"199","IND","mmw",344.71915
"200","IND","tour",2699334.06205
"201","IRL","mmw",495.075375
"202","IRL","tour",77356.1978323
"203","IRN","cf",367494.986712
"204","IRN","mar",0
"205","IRN","tour",54375.5712933
"206","IRQ","cf",13201.8691
"207","ISL","cf",5380.8566
"208","ISL","mmw",484.0737
"209","ISL","tour",18733.2341116
"210","ISR","tour",84697.0647815
"211","ITA","mmw",62.342825
"212","ITA","tour",1086664.5733
"213","JAM","cf",37072.6003396
"214","JAM","mmw",0
"215","JAM","tour",260800
"216","JOR","cf",1012.1015856
"217","JOR","mar",79.4599375857983
"218","JOR","tour",8266.60282167
"219","JPN","cf",255690.79746
"220","JPN","mmw",652.76605
"221","JPN","tour",3207503.84771
"222","KEN","cf",137528.3127498
"223","KEN","mar",0
"224","KEN","mmw",0
"225","KEN","tour",23205.1903319
"226","KHM","mar",5929.48516261929
"227","KHM","tour",118208.254206
"228","KIR","cf",4923.6089252
"229","KIR","tour",3500
"230","KNA","cf",429.217166
"231","KNA","mmw",0
"232","KNA","tour",5700
"233","KOR","cf",108760.876868
"234","KOR","mar",139735.6348221
"235","KOR","tour",839411.064657
"236","KWT","tour",86680.5752265
"237","LBN","cf",14152.90422
"238","LBN","mar",0
"239","LBN","tour",295836.871065
"240","LBR","cf",27196.1006184
"241","LBR","mar",908.199492668001
"242","LBY","tour",2119.89376774
"243","LCA","cf",3920.517146
"244","LCA","mar",46.712748
"245","LCA","mmw",29.3378
"246","LCA","tour",31900
"247","LKA","cf",392164.33718
"248","LKA","mar",11396.4884864181
"249","LKA","mmw",3.667225
"250","LKA","tour",332467.876355
"251","LTU","cf",2509.4813548
"252","LTU","mar",0
"253","LTU","tour",4585.40451765
"254","LVA","cf",980.442127
"255","LVA","mar",0
"256","LVA","tour",20256.3349575
"257","MAR","cf",277499.534396
"258","MAR","mmw",0
"259","MAR","tour",311853.078116
"260","MDG","cf",287312.7152
"261","MDG","mar",33945.6570803141
"262","MDG","mmw",55.008375
"263","MDG","tour",135762.615374
"264","MDV","cf",35203.315784
"265","MDV","mmw",47.673925
"266","MDV","tour",82200
"267","MEX","cf",304647.832986
"268","MEX","mar",52333.5573441616
"269","MEX","mmw",832.460075
"270","MEX","tour",1203065.04612
"271","MLT","cf",1247.7330502
"272","MLT","mar",1441.5975
"273","MLT","tour",38200
"274","MMR","cf",4415005.35392
"275","MMR","mar",155343.40478869
"276","MMR","mmw",0
"277","MMR","tour",107389.164465
"278","MNE","tour",8198.88243362
"279","MOZ","mmw",29.3378
"280","MOZ","tour",78577.9246276
"281","MRT","mmw",0
"282","MTQ","cf",2140.8301096
"283","MTQ","tour",14000
"284","MUS","cf",41738.553829
"285","MUS","mar",342.728178065974
"286","MUS","mmw",73.3445
"287","MUS","tour",155200
"288","MYS","cf",274726.516204
"289","MYS","mar",91716.6994956859
"290","MYS","mmw",11.001675
"291","MYS","tour",633182.324974
"292","MYT","cf",6027.810754
"293","MYT","mar",97.318225
"294","MYT","mmw",33.005025
"295","NAM","mmw",150.356225
"296","NAM","tour",7719.42647033
"297","NCL","cf",1942.113824
"298","NCL","mmw",40.339475
"299","NGA","cf",1494029.4977174
"300","NGA","tour",39160.2545573
"301","NIC","cf",37778.61878
"302","NIC","mar",20690.9862201785
"303","NIC","mmw",14.6689
"304","NIC","tour",52528.4684244
"305","NIU","mmw",1
"306","NLD","cf",8516.769772
"307","NLD","tour",402462.600205
"308","NOR","cf",26688.5481912
"309","NOR","mar",29343.7884816
"310","NOR","mmw",150.356225
"311","NOR","tour",89165.6774439
"312","NZL","cf",3468.775464
"313","NZL","mmw",2871.437175
"314","NZL","tour",301600.527867
"315","OMN","cf",52890.066292
"316","OMN","mmw",25.670575
"317","OMN","tour",15299.3489842
"318","PAK","cf",571012.8734422
"319","PAK","tour",129082.626489
"320","PAN","cf",86486.633268
"321","PAN","mmw",33.005025
"322","PAN","tour",169543.888116
"323","PER","cf",203815.8360224
"324","PER","mar",24119.7650945847
"325","PER","mmw",0
"326","PER","tour",89477.5274022
"327","PHL","cf",2236118.823176
"328","PHL","mmw",58.6756
"329","PHL","tour",3899192.95609
"330","PLW","cf",551.3500972
"331","PLW","mmw",0
"332","PNG","mmw",3.667225
"333","PNG","tour",29704.6424277
"334","POL","cf",8696.9659
"335","POL","mar",0
"336","POL","tour",52224.8587772
"337","PRI","cf",1336.454616
"338","PRI","mmw",91.680625
"339","PRI","tour",70774.7225588
"340","PRT","mmw",245.704075
"341","PRT","tour",322159.23517
"342","PYF","cf",15499.369732
"343","PYF","mar",0
"344","PYF","mmw",44.0067
"345","QAT","cf",7255.396876
"346","QAT","tour",39500
"347","REU","cf",916.2472564
"348","REU","mmw",11.001675
"349","REU","tour",16600
"350","ROU","cf",12843.353887
"351","ROU","mar",0
"352","ROU","tour",16442.8275922
"353","RUS","cf",200881.14186
"354","RUS","mar",3.07344363833586
"355","RUS","mmw",7.33445
"356","RUS","tour",389139.044081
"357","SAU","cf",34804.131306
"358","SAU","mar",9160.33195983408
"359","SAU","tour",33698.7727856
"360","SDN","cf",29124.199188
"361","SDN","mar",0
"362","SDN","tour",2026.14118315
"363","SEN","cf",139018.810028
"364","SEN","mmw",0
"365","SEN","tour",29466.3362282
"366","SGP","cf",207.726092
"367","SGP","mar",1651.708077183
"368","SGP","tour",184700
"369","SHN","cf",54.3091108
"370","SLB","mmw",3.667225
"371","SLB","tour",9100
"372","SLE","tour",16202.4941248
"373","SLV","cf",44303.0951118
"374","SLV","mar",238.385914765812
"375","SLV","tour",73362.8914526
"376","SPM","mmw",1
"377","STP","cf",4977.918036
"378","STP","mmw",0
"379","STP","tour",4800
"380","SUR","cf",5613.609932
"381","SUR","mar",133.1313318
"382","SUR","mmw",3.667225
"383","SUR","tour",679.593946918
"384","SVN","cf",458.9995816
"385","SVN","mar",0
"386","SVN","mmw",0
"387","SVN","tour",19283.8863612
"388","SWE","cf",2393.855506
"389","SWE","tour",60082.3761609
"390","SYC","cf",4617.52578
"391","SYC","mar",786.331258
"392","SYC","mmw",0
"393","SYC","tour",20700
"394","SYR","cf",14227.2351228
"395","SYR","mar",0
"396","SYR","tour",28980.8403541
"397","TCA","cf",457.998492
"398","TCA","mmw",0
"399","TGO","cf",31722.0267
"400","TGO","mar",0
"401","TGO","tour",1978.07608808
"402","THA","cf",307906.7550426
"403","THA","mar",171222.620682415
"404","THA","mmw",3.667225
"405","THA","tour",753661.794524
"406","TLS","cf",6211.760968
"407","TON","cf",12687.8095904
"408","TON","mar",210.5966389
"409","TON","mmw",66.01005
"410","TON","tour",3800
"411","TTO","cf",19407.4983942
"412","TUN","cf",113311.454781
"413","TUN","mar",1549.86740189559
"414","TUN","tour",116129.906892
"415","TUR","mmw",0
"416","TUR","tour",347481.517457
"417","TUV","cf",841.540945
"418","TWN","cf",528397.8656684
"419","TWN","mar",169239.228699876
"420","TWN","mmw",682.10385
"421","TWN","tour",464200
"422","TZA","cf",430626.199612
"423","TZA","mar",20481.2902925927
"424","TZA","mmw",69.677275
"425","TZA","tour",45226.1463391
"426","UKR","mmw",3.667225
"427","UKR","tour",150358.426661
"428","URY","cf",8409.9034572
"429","URY","mar",0
"430","URY","mmw",14.6689
"431","URY","tour",22270.5843443
"432","USA","tour",1520051.37366
"433","VCT","cf",4579.98492
"434","VCT","mmw",3.667225
"435","VCT","tour",9800
"436","VEN","cf",52354.2330836
"437","VEN","mar",1870.42849897894
"438","VEN","mmw",25.670575
"439","VEN","tour",104330.434609
"440","VGB","mmw",0
"441","VGB","tour",9200
"442","VIR","mar",0
"443","VIR","mmw",0
"444","VIR","tour",17300
"445","VNM","tour",1134318.1931
"446","VUT","cf",650.70824
"447","VUT","tour",31000
"448","WSM","cf",235.256056
"449","WSM","mmw",3.667225
"450","YEM","cf",183810.061456
"451","YEM","tour",56300.300229
"452","ZAF","cf",56891.921968
"453","ZAF","mmw",1961.965375
"454","ZAF","tour",115235.791512
