"","cntry_key","sector","cur_base_value"
"1","ABW","cf",2774677.4008791
"2","ABW","og",0
"3","ABW","tour",1949753694.58
"4","AGO","cf",3442427914.76326
"5","AGO","og",116346664523.459
"6","AGO","tour",4.287e+09
"7","AIA","tour",1.41e+08
"8","Alaska","aqf",17337.3515328902
"9","Alaska","tour",9620016667.42732
"10","ALB","aqf",39856.1134751898
"11","ALB","cf",34117329.8986598
"12","ALB","mar",11300379.471
"13","ALB","og",27028200.0783622
"14","ALB","tour",2.596e+09
"15","ANT","aqf",160288.84121976
"16","ANT","cf",15269994.0190659
"17","ANT","mmw",0
"18","ANT","og",0
"19","ANT","tour",1663054187.19
"20","ARE","aqf",8012655.616
"21","ARE","cf",1028340816.80906
"22","ARE","mar",51275090.17887
"23","ARE","og",93613496105.9528
"24","ARE","tour",5.1583e+10
"25","ARG","aqf",156933.446808406
"26","ARG","cf",11459700366.8726
"27","ARG","mar",2054435.184
"28","ARG","mmw",62566162.6
"29","ARG","og",470950027.869989
"30","ARG","tour",4.4767e+10
"31","ASM","mmw",0
"32","ASM","og",0
"33","ATA","mmw",37437248.98
"34","ATA","og",0
"35","ATG","aqf",5826.12322275988
"36","ATG","cf",19233109.7646428
"37","ATG","mmw",48272.36
"38","ATG","og",0
"39","ATG","tour",8.71e+08
"40","AUS","aqf",5985890.04256044
"41","AUS","cf",3690418303.00774
"42","AUS","mmw",174768087.4
"43","AUS","og",19322531072.2027
"44","AUS","tour",1.44147e+11
"45","Azores","mmw",7795511.18
"46","BEL","aqf",99640.2836879744
"47","BEL","cf",373354825.722368
"48","BEL","og",56037290.9517982
"49","BEL","tour",2.4261e+10
"50","BEN","cf",44939458.5277747
"51","BEN","mmw",0
"52","BEN","og",0
"53","BEN","tour",4.6e+08
"54","BGD","aqf",119608.735135016
"55","BGD","cf",2331324412.02555
"56","BGD","mar",1213121703.591
"57","BGD","mmw",1783.54
"58","BGD","og",0
"59","BGD","tour",4.507e+09
"60","BGR","aqf",341748.736
"61","BGR","cf",83603298.6940928
"62","BGR","mar",2023086.744
"63","BGR","og",14610818.0168759
"64","BGR","tour",6.968e+09
"65","BHR","cf",144782757.247171
"66","BHR","mmw",452926.83
"67","BHR","og",0
"68","BHR","tour",3.588e+09
"69","BHS","cf",380586567.036928
"70","BHS","mar",121803.858
"71","BHS","mmw",4048079.27
"72","BHS","og",0
"73","BHS","tour",3.63e+09
"74","BIH","cf",58427.867916759
"75","BIH","mar",4477265.1
"76","BIH","og",0
"77","BIH","tour",1.507e+09
"78","BLZ","aqf",311375.886524459
"79","BLZ","cf",145964344.552499
"80","BLZ","mar",94382399.991573
"81","BLZ","mmw",197154.47
"82","BLZ","og",0
"83","BLZ","tour",4.85e+08
"84","BMU","cf",7600793.4388736
"85","BMU","mmw",32418.7
"86","BMU","og",0
"87","BMU","tour",9.48e+08
"88","BRA","aqf",14021878.9219848
"89","BRA","cf",5096511549.58848
"90","BRA","mar",391433261.28858
"91","BRA","mmw",28817229.88
"92","BRA","og",81534583646.6559
"93","BRA","tour",1.96304e+11
"94","BRB","aqf",24695.9999998946
"95","BRB","cf",23746326.4721428
"96","BRB","og",0
"97","BRB","tour",1.818e+09
"98","BRN","aqf",101957.156398114
"99","BRN","cf",23058790.7544781
"100","BRN","mar",3180166.54657454
"101","BRN","og",7555858818.38402
"102","BRN","tour",496596427.942
"103","CAN","aqf",89676.255319054
"104","CAN","cf",15462777465.813
"105","CAN","mar",2449750674.66853
"106","CAN","mmw",152810975.6
"107","CAN","og",936658753.650973
"108","CAN","tour",7.7805e+10
"109","CAN","wte",3493984.81461523
"110","Canary Islands","mmw",57446646.34
"111","CHL","aqf",5487.99999999298
"112","CHL","cf",66650001309.3734
"113","CHL","mar",5142458893.3488
"114","CHL","mmw",2493725.61
"115","CHL","og",0
"116","CHL","tour",19726602957.1126
"117","CHN","aqf",11366465.3616988
"118","CHN","cf",70435468051.7806
"119","CHN","mar",42620765322.267
"120","CHN","mmw",13465569.11
"121","CHN","og",93243575711.5937
"122","CHN","tour",7.85463e+11
"123","CIV","aqf",5170.6077812794
"124","CIV","cf",523445160.173466
"125","CIV","mar",2706874.9757712
"126","CIV","og",1225090709.41027
"127","CIV","tour",1.111e+09
"128","CMR","cf",456662908.704666
"129","CMR","og",1607480909.6645
"130","CMR","tour",1.372e+09
"131","COD","aqf",647661.843972448
"132","COD","cf",127877403.411538
"133","COD","og",457892014.641947
"134","COD","tour",3.91e+08
"135","COG","aqf",229172.652482219
"136","COG","og",6525619383.8621
"137","COG","tour",3.79e+08
"138","COK","aqf",376142.070923179
"139","COK","mar",5661022.644
"140","COK","mmw",517518.29
"141","COK","og",0
"142","COL","aqf",18809594.5531874
"143","COL","cf",1506928963.81297
"144","COL","mar",343208757.96999
"145","COL","mmw",2599085.37
"146","COL","og",0
"147","COL","tour",1.8757e+10
"148","COM","og",0
"149","COM","tour",4e+07
"150","CPV","cf",184795453.858929
"151","CPV","og",0
"152","CPV","tour",7.62e+08
"153","CRI","aqf",742320.113474487
"154","CRI","cf",229434862.012088
"155","CRI","mar",48777161.4
"156","CRI","mmw",21505118.9
"157","CRI","og",0
"158","CRI","tour",5.203e+09
"159","CUB","aqf",176861.503546001
"160","CUB","cf",106205317.947116
"161","CUB","mar",30937623.75
"162","CUB","og",0
"163","CUB","tour",7.817e+09
"164","CYM","cf",746506.498539827
"165","CYM","og",0
"166","CYM","tour",7.84e+08
"167","CYP","cf",56322086.2101094
"168","CYP","mar",68840760.8021178
"169","CYP","mmw",5516.26
"170","CYP","og",0
"171","CYP","tour",4.227e+09
"172","DEU","aqf",1626156.14721465
"173","DEU","cf",3369390365.73082
"174","DEU","mar",41806717.00325
"175","DEU","mmw",0
"176","DEU","og",2320511323.18936
"177","DEU","tour",1.55417e+11
"178","DJI","aqf",13839594.496
"179","DJI","cf",14298023.1665797
"180","DJI","og",0
"181","DMA","cf",5242996.29129114
"182","DMA","mmw",1814024.39
"183","DMA","og",0
"184","DMA","tour",1.49e+08
"185","DNK","aqf",2491.00709220551
"186","DNK","cf",9941660516.34381
"187","DNK","mar",81106403.2896365
"188","DNK","mmw",3800.81
"189","DNK","og",15886279822.2845
"190","DNK","tour",2.0104e+10
"191","DOM","aqf",358705.021276708
"192","DOM","cf",177033337.462088
"193","DOM","mar",29972908.450143
"194","DOM","mmw",9072154.47
"195","DOM","og",0
"196","DOM","tour",8.544e+09
"197","DZA","aqf",0
"198","DZA","cf",1647953785.35496
"199","DZA","mar",1664562.32721144
"200","DZA","og",0
"201","DZA","tour",1.3769e+10
"202","Easter Island","aqf",2.06583712841109
"203","Easter Island","tour",20397042.8873669
"204","ECU","aqf",108582.763406966
"205","ECU","cf",3818221819.65414
"206","ECU","mar",1112541825.03714
"207","ECU","mmw",55136615.85
"208","ECU","og",0
"209","ECU","tour",3731157707.54798
