"","cntry_key","sector","cur_base_value"
"210","EGY","aqf",9964.02836879744
"211","EGY","cf",706474127.576269
"212","EGY","mar",1815686874.62856
"213","EGY","mmw",3525211.38
"214","EGY","og",8303024868.83453
"215","EGY","tour",3.6949e+10
"216","ESP","aqf",74469262.336
"217","ESP","cf",9957939769.01427
"218","ESP","mar",1499379937.62883
"219","ESP","mmw",8288054.88
"220","ESP","og",0
"221","ESP","tour",2.09834e+11
"222","EST","aqf",297493.504
"223","EST","cf",825670313.352192
"224","EST","og",37963410.650732
"225","EST","tour",2.825e+09
"226","FIN","aqf",2301272.064
"227","FIN","cf",1490318153.64884
"228","FIN","mar",253919678.82579
"229","FIN","og",43549027.2257555
"230","FIN","tour",1.6123e+10
"231","FJI","aqf",1367562.89361822
"232","FJI","cf",184056108.644424
"233","FJI","mar",2107270.94171859
"234","FJI","mmw",0
"235","FJI","og",0
"236","FJI","tour",1.309e+09
"237","FLK","mar",94300.65301
"238","FLK","mmw",24898.37
"239","FLK","og",0
"240","FRA","aqf",523686.912
"241","FRA","cf",7871875609.73005
"242","FRA","mar",2656246521.19481
"243","FRA","mmw",1659322.15
"244","FRA","og",1642373321.94406
"245","FRA","tour",2.52621e+11
"246","FRA","wte",85108228.0732443
"247","FSM","aqf",12455.0354610029
"248","FSM","cf",206628965.691044
"249","FSM","mmw",0
"250","GAB","aqf",88510.464
"251","GAB","cf",231669081.646428
"252","GAB","mmw",23882.11
"253","GAB","og",6862850889.81441
"254","GAB","tour",3.58e+08
"255","GBR","aqf",3980629.33333919
"256","GBR","cf",6925444483.59322
"257","GBR","mar",3312350938.23095
"258","GBR","mmw",21787604.67
"259","GBR","og",151647588856.637
"260","GBR","tour",1.67706e+11
"261","GEO","cf",142153994.401126
"262","GEO","mmw",0
"263","GEO","og",4914413.46147226
"264","GEO","tour",2.344e+09
"265","GHA","aqf",0
"266","GHA","cf",1397630795.04671
"267","GHA","og",160078840.161111
"268","GHA","tour",2.217e+09
"269","GIB","mmw",2539256.1
"270","GIB","og",0
"271","GIN","aqf",236559.498378339
"272","GIN","cf",473286309.236429
"273","GIN","og",0
"274","GIN","tour",2.42e+08
"275","GLP","cf",214898215.305769
"276","GLP","mar",66901.1807837563
"277","GLP","og",0
"278","GLP","tour",1453801334.05885
"279","GMB","aqf",2491.00709220551
"280","GMB","cf",197146820.751319
"281","GMB","mmw",2184959.35
"282","GMB","og",0
"283","GMB","tour",2.02e+08
"284","GNB","aqf",7473.02127659193
"285","GNB","cf",10835008.6054533
"286","GNB","og",0
"287","GNQ","aqf",5315.94378377847
"288","GNQ","cf",18784818.0696566
"289","GNQ","og",7201727063.0013
"290","GRC","aqf",2745089.81559601
"291","GRC","cf",1306800413.76174
"292","GRC","mar",1606079233.71643
"293","GRC","mmw",716913.62
"294","GRC","og",423292653.276998
"295","GRC","tour",4.0005e+10
"296","GRD","cf",26384784.208599
"297","GRD","mmw",290548.78
"298","GRD","og",0
"299","GRD","tour",1.74e+08
"300","GRL","aqf",322079.744
"301","GRL","cf",1605566786.99039
"302","GRL","mmw",975813.01
"303","GRL","og",0
"304","GTM","aqf",7473.02127659193
"305","GTM","cf",63379939.96544
"306","GTM","mar",70377401.028141
"307","GTM","mmw",154471.54
"308","GTM","og",0
"309","GTM","tour",4.086e+09
"310","GUF","aqf",0
"311","GUF","cf",107863092.36011
"312","GUF","og",0
"313","GUM","cf",11251242.5332142
"314","GUM","mar",1427125.53332646
"315","GUM","mmw",33206962.4
"316","GUM","og",0
"317","GUY","aqf",264046.75177221
"318","GUY","cf",291850199.254835
"319","GUY","og",0
"320","GUY","tour",2.58e+08
"321","Hawaii","aqf",32994.2256176208
"322","Hawaii","tour",18307582895.1285
"323","HKG","cf",1625948702.50373
"324","HKG","mar",73521464.6813461
"325","HKG","mmw",1530487.81
"326","HKG","og",0
"327","HKG","tour",29076847290.6
"328","HND","aqf",835932.16
"329","HND","cf",112873075.207281
"330","HND","mar",154818720.396
"331","HND","mmw",0
"332","HND","og",0
"333","HND","tour",2.646e+09
"334","HRV","cf",436161759.02423
"335","HRV","mar",76480387.631001
"336","HRV","mmw",37782.52
"337","HRV","og",1512482886.09742
"338","HRV","tour",1.3287e+10
"339","HTI","aqf",1068642.04255306
"340","HTI","cf",33547420.3391488
"341","HTI","og",0
"342","HTI","tour",4.04e+08
"343","IDN","aqf",13526168.510641
"344","IDN","cf",21296821356.1242
"345","IDN","mmw",1738515.98
"346","IDN","og",13651827791.7207
"347","IDN","tour",7.3736e+10
"348","IND","aqf",3885711.74763764
"349","IND","cf",20563548716.7058
"350","IND","mmw",2310663.11
"351","IND","og",17383895242.7094
"352","IND","tour",1.14922e+11
"353","IRL","aqf",2122338.042552
"354","IRL","cf",2601031327.69894
"355","IRL","mar",761124563.151496
"356","IRL","mmw",11685858.74
"357","IRL","og",0
"358","IRL","tour",1.8932e+10
"359","IRN","aqf",39337.984
"360","IRN","cf",2896940042.00653
"361","IRN","mar",96457127.4
"362","IRN","og",0
"363","IRN","tour",2.7436e+10
"364","IRQ","cf",56690078.3478579
"365","IRQ","og",0
"366","IRQ","tour",5.788e+09
"367","ISL","cf",15685854599.8551
"368","ISL","mar",162028749.333
"369","ISL","mmw",16980677.85
"370","ISL","og",0
"371","ISL","tour",2.594e+09
"372","ISR","aqf",39679251.9717458
"373","ISR","cf",31196215.7115392
"374","ISR","mar",124956375.539136
"375","ISR","og",0
"376","ISR","tour",1.7171e+10
"377","ITA","aqf",4366735.43262932
"378","ITA","cf",3753369433.13203
"379","ITA","mar",1749003047.61321
"380","ITA","mmw",2719372.97
"381","ITA","og",1483592200.61864
"382","ITA","tour",2.15016e+11
"383","JAM","aqf",2585.3038906397
"384","JAM","cf",214582084.350054
"385","JAM","mar",4060608.939
"386","JAM","mmw",25406.5
"387","JAM","og",0
"388","JAM","tour",3.982e+09
"389","JOR","cf",1988305.51620055
"390","JOR","mar",3988027.188
"391","JOR","og",0
"392","JOR","tour",6.099e+09
"393","JPN","aqf",55412452.7660247
"394","JPN","cf",58136796650.8923
"395","JPN","mar",28136243719.2658
"396","JPN","mmw",23090424.8
"397","JPN","og",0
"398","JPN","tour",3.83539e+11
"399","KEN","aqf",194298.553191489
"400","KEN","cf",49615756.2126643
"401","KEN","mmw",0
"402","KEN","og",0
"403","KEN","tour",5.166e+09
"404","KHM","aqf",17210.368
"405","KHM","cf",272516883.189555
"406","KHM","mar",5257528.6918284
"407","KHM","og",0
"408","KHM","tour",3.435e+09
"409","KIR","aqf",1843345.24822814
"410","KIR","cf",147225300.666071
"411","KIR","mar",1144900.647
"412","KIR","og",0
"413","KIR","tour",5e+07
"414","KNA","mmw",0
"415","KNA","og",0
"416","KNA","tour",1.7e+08
"417","KOR","aqf",961528.73758926
"418","KOR","cf",36995409120.5028
"419","KOR","mar",8241088654.07334
"420","KOR","og",0
"421","KOR","tour",6.0725e+10
"422","KWT","aqf",4917.248
"423","KWT","cf",37647427.9418675
"424","KWT","mar",3764877.1631001
"425","KWT","og",0
"426","KWT","tour",8.056e+09
"427","LBN","aqf",5315.94378377847
"428","LBN","cf",27097500.779561
"429","LBN","og",0
"430","LBN","tour",1.1285e+10
"431","LBR","aqf",2134085.632
"432","LBR","cf",152557102.151373
"433","LBR","og",0
"434","LBY","aqf",137682.944
"435","LBY","cf",203800332.989891
"436","LBY","mar",2755629
"437","LBY","og",9040482314.65501
"438","LBY","tour",2.32e+09
"439","LCA","cf",18090663.9746703
"440","LCA","mar",31727.655
"441","LCA","mmw",1602652.44
"442","LCA","og",0
"443","LCA","tour",4.72e+08
"444","LKA","aqf",22344333.6170298
"445","LKA","cf",2284061153.13582
"446","LKA","mar",97426487.603268
"447","LKA","mmw",52032.52
"448","LKA","og",0
"449","LKA","tour",4.832e+09
"450","LTU","cf",1838144266.91983
"451","LTU","og",28633452.9352402
"452","LTU","tour",1.731e+09
"453","LVA","aqf",174562.304
"454","LVA","cf",1955094909.27852
"455","LVA","og",0
"456","LVA","tour",2.04e+09
"457","MAR","aqf",3761420.70923179
"458","MAR","cf",9749491905.07622
"459","MAR","mar",11179104.9819714
"460","MAR","mmw",0
"461","MAR","og",81961421.8246734
"462","MAR","tour",1.816e+10
"463","MDG","aqf",2657.97189188923
"464","MDG","cf",859961008.549171
"465","MDG","mar",51990376.5
"466","MDG","mmw",1855313.01
"467","MDG","og",0
"468","MDG","tour",1.428e+09
"469","MDV","aqf",1520158.68769604
"470","MDV","cf",1399893582.26924
"471","MDV","mmw",590991.87
"472","MDV","og",0
"473","MDV","tour",1.083e+09
"474","MEX","aqf",113753.371188343
"475","MEX","cf",14569904090.284
"476","MEX","mar",733210685.64
"477","MEX","mmw",86868966.46
"478","MEX","og",42486863627.7877
"479","MEX","tour",1.42006e+11
"480","MHL","aqf",1522005.33333427
"481","MHL","cf",425822042.837094
"482","MLT","cf",12260545.1718543
"483","MLT","mar",171700922.66165
"484","MLT","og",0
"485","MLT","tour",2.465e+09
"486","MMR","aqf",602823.716312552
"487","MMR","cf",6396667986.34394
"488","MMR","mar",566788491.864
"489","MMR","mmw",3434.96
"490","MMR","og",314328215.384658
"491","MMR","tour",1.679e+09
"492","MNE","og",0
"493","MNE","tour",266703921.529
"494","MOZ","aqf",0
"495","MOZ","cf",680476647.72649
"496","MOZ","mmw",1200831.3
"497","MOZ","og",0
"498","MOZ","tour",9.64e+08
"499","MRT","cf",3547254439.49363
"500","MRT","mmw",0
"501","MRT","og",343561581.898842
"502","MTQ","cf",105630346.375823
"503","MTQ","mar",30436.6893080137
"504","MTQ","og",0
"505","MTQ","tour",1478198665.94115
"506","MUS","aqf",256573.73049761
"507","MUS","cf",105922020.341402
"508","MUS","mar",2429209.02219048
"509","MUS","mmw",2705920.73
"510","MUS","og",0
"511","MUS","tour",3.032e+09
"512","MYS","aqf",39526700.0044306
"513","MYS","cf",8059379166.35443
"514","MYS","mar",712219181.92713
"515","MYS","mmw",233866.87
"516","MYS","og",43270967088.3806
"517","MYS","tour",15435569573.3
"518","MYT","aqf",2458.624
"519","MYT","cf",190831957.464781
"520","MYT","mmw",1578169.72
"521","NAM","aqf",293607.999999649
"522","NAM","cf",2555519689.66246
"523","NAM","mar",4254716.457
"524","NAM","mmw",3138903.46
"525","NAM","og",0
"526","NAM","tour",1.542e+09
"527","NCL","aqf",351231.999999649
"528","NCL","cf",53745823.1245107
"529","NCL","mar",68276610.84632
"530","NCL","mmw",1328206.3
"531","NCL","og",0
"532","NGA","aqf",3327286.10725769
"533","NGA","cf",1772193190.41946
"534","NGA","og",93249408194.3744
"535","NGA","tour",7.179e+09
"536","NIC","aqf",59784.1702127846
"537","NIC","cf",208263808.468818
"538","NIC","mar",161444339.595
"539","NIC","mmw",0
"540","NIC","og",0
"541","NIC","tour",7.86e+08
"542","NIU","mmw",44887.2
"543","NIU","og",0
"544","NLD","aqf",14783706.112
"545","NLD","cf",4609772689.08442
"546","NLD","mar",435715895.857009
"547","NLD","og",54532496814.3386
"548","NLD","tour",4.1141e+10
"549","NOR","aqf",2458.624
"550","NOR","cf",36612442885.717
"551","NOR","mar",7977119152.94667
"552","NOR","mmw",10179166.67
"553","NOR","og",146744558070.396
"554","NOR","tour",3.1417e+10
"555","NZL","aqf",178385.968454212
"556","NZL","cf",6080786767.8208
"557","NZL","mar",1855413204.56438
"558","NZL","mmw",82234289.63
"559","NZL","og",593967378.220138
"560","NZL","tour",2.4627e+10
"561","OMN","aqf",29130.6161136765
"562","OMN","cf",1380911324.51973
"563","OMN","mmw",1259527.44
"564","OMN","og",174223676.319384
"565","OMN","tour",4.948e+09
"566","PAK","aqf",5170.6077812794
"567","PAK","cf",1775879161.73302
"568","PAK","mar",510676.2
"569","PAK","og",0
"570","PAK","tour",1.5147e+10
"571","PAN","aqf",24586.24
"572","PAN","cf",1936380670.06505
"573","PAN","mar",52870997.991573
"574","PAN","mmw",3191438.01
"575","PAN","og",0
"576","PAN","tour",4.238e+09
"577","PER","aqf",9857763.73502198
"578","PER","cf",60502734590.1978
"579","PER","mar",606316498.29
"580","PER","mmw",119630.08
"581","PER","og",2045414112.62244
"582","PER","tour",1.6914e+10
"583","PHL","aqf",18303920.1134839
"584","PHL","cf",15039520122.0956
"585","PHL","mar",3542478358.059
"586","PHL","mmw",1588353.66
"587","PHL","og",63910954.370368
"588","PHL","tour",1.59e+10
"589","PLW","aqf",41796.608
"590","PLW","mar",330094.017
"591","PLW","mmw",0
"592","PNG","aqf",72239.2056738122
"593","PNG","cf",2761666579.03002
"594","PNG","mmw",24551.83
"595","PNG","og",0
"596","PNG","tour",4.62e+08
"597","POL","aqf",61465.6
"598","POL","cf",1081166718.89121
"599","POL","og",0
"600","POL","tour",2.3309e+10
"601","PRI","cf",21305489.3628846
"602","PRI","mar",6289747.21213909
"603","PRI","mmw",992886.18
"604","PRI","og",0
"605","PRI","tour",7058363189.32209
"606","PRK","cf",977244870.677197
"607","PRK","mar",868325036.15142
"608","PRK","og",0
"609","PRT","aqf",620260.765956565
"610","PRT","cf",2931144542.02573
"611","PRT","mar",272130827.022654
"612","PRT","mmw",6237905.49
"613","PRT","og",23582570.9939478
"614","PRT","tour",3.3089e+10
"615","PYF","aqf",380039.671924011
"616","PYF","cf",191632109.023846
"617","PYF","mmw",1433837.4
"618","PYF","og",0
"619","QAT","aqf",21215466.496
"620","QAT","cf",42019719.7195059
"621","QAT","og",65634829970.4712
"622","QAT","tour",1.0501e+10
"623","REU","cf",70624814.634752
"624","REU","mar",296446.53828141
"625","REU","mmw",467686.99
"626","REU","og",0
"627","REU","tour",1.451e+09
"628","ROU","aqf",7095588.864
"629","ROU","cf",3414927.91028838
"630","ROU","og",361743585.315896
"631","ROU","tour",8.043e+09
"632","RUS","cf",19889327601.0957
"633","RUS","mar",51190232.85
"634","RUS","mmw",1165400.41
"635","RUS","og",240065383750.69
"636","RUS","tour",1.08403e+11
"637","SAU","aqf",323830.921986224
"638","SAU","cf",475012775.169946
"639","SAU","mar",109131182.188713
"640","SAU","og",99446990175.3117
"641","SAU","tour",3.244e+10
"642","SCG","aqf",0
"643","SCG","mar",1611200
"644","SCG","tour",8.01e+08
"645","SDN","aqf",0
"646","SDN","cf",30391255.5018957
"647","SDN","og",0
"648","SDN","tour",1.715e+09
"649","SEN","cf",3794290360.39782
"650","SEN","mar",218213.334557712
"651","SEN","mmw",0
"652","SEN","og",0
"653","SEN","tour",1.522e+09
"654","SGP","aqf",171371323.914957
"655","SGP","cf",40610263.7489562
"656","SGP","mar",34833832.8790818
"657","SGP","og",0
"658","SGP","tour",2.9461e+10
"659","SHN","aqf",7375.872
"660","SHN","cf",5041885.49980774
"661","SHN","og",0
"662","SLB","aqf",226681.64539011
"663","SLB","cf",171671003.530056
"664","SLB","mar",93574.258671942
"665","SLB","mmw",39555.89
"666","SLB","og",0
"667","SLB","tour",1.19e+08
"668","SLE","aqf",9834.496
"669","SLE","cf",1383637837.73215
"670","SLE","og",528449.011341003
"671","SLE","tour",2.04e+08
"672","SLV","aqf",639242.24
"673","SLV","cf",268841227.278848
"674","SLV","mar",3641567.1718284
"675","SLV","og",0
"676","SLV","tour",1.864e+09
"677","SPM","mmw",94085.37
"678","SPM","og",0
"679","STP","aqf",21263.7751351385
"680","STP","cf",31094742.545879
"681","STP","mmw",0
"682","STP","og",0
"683","STP","tour",3e+07
"684","SUR","aqf",14751.744
"685","SUR","cf",295190773.726106
"686","SUR","mar",1091380.77
"687","SUR","mmw",99412.6
"688","SUR","og",0
"689","SUR","tour",1.21e+08
"690","SVN","aqf",27044.864
"691","SVN","mmw",13513.21
"692","SVN","og",24975.9280698903
"693","SVN","tour",6.006e+09
"694","SWE","aqf",9123953.664
"695","SWE","cf",2992520018.70438
"696","SWE","mar",55963058.71146
"697","SWE","og",24142980.8661775
"698","SWE","tour",5.2972e+10
"699","SYC","cf",1229764945.16951
"700","SYC","mar",6969953.0906559
"701","SYC","mmw",0
"702","SYC","og",0
"703","SYC","tour",6.17e+08
"704","SYR","aqf",286465.815603387
"705","SYR","cf",17918870.5312225
"706","SYR","og",0
"707","SYR","tour",9.379e+09
"708","TCA","aqf",2266851.328
"709","TCA","cf",72874546.0721152
"710","TCA","mar",203404.644
"711","TCA","mmw",33130.08
"712","TCA","og",0
"713","TGO","aqf",7011995.648
"714","TGO","cf",94408188.508928
"715","TGO","og",0
"716","TGO","tour",2.27e+08
"717","THA","aqf",47945626.624
"718","THA","cf",12256719643.8794
"719","THA","mar",3625879406.2686
"720","THA","mmw",17835.37
"721","THA","og",17074936629.2323
"722","THA","tour",5.5671e+10
"723","TLS","mar",326124.9
"724","TLS","og",0
"725","TON","aqf",391088.113474839
"726","TON","cf",26473253.3185434
"727","TON","mar",53167.192437582
"728","TON","mmw",2145140.24
"729","TON","og",0
"730","TON","tour",6e+07
"731","TTO","aqf",792140.255319089
"732","TTO","cf",125514073.710879
"733","TTO","og",9351549428.42434
"734","TUN","aqf",14946.0425531839
"735","TUN","cf",958887511.801139
"736","TUN","mar",22148117.1937998
"737","TUN","og",2661055136.11663
"738","TUN","tour",6.135e+09
"739","TUR","aqf",2657.97189188923
"740","TUR","cf",5696309833.97683
"741","TUR","mar",1243947737.007
"742","TUR","mmw",0
"743","TUR","og",493746046.638365
"744","TUR","tour",8.5856e+10
"745","TUV","aqf",4982.01418438643
"746","TUV","mar",12640.5
"747","TWN","aqf",7649882.78013425
"748","TWN","mmw",16450482.72
"749","TWN","og",0
"750","TWN","tour",2.4145e+10
"751","TZA","aqf",308884.879432106
"752","TZA","cf",287287758.480486
"753","TZA","mar",5177194.866
"754","TZA","mmw",1919077.24
"755","TZA","og",0
"756","TZA","tour",3.934e+09
"757","UKR","cf",1735406099.87369
"758","UKR","mar",3117724.1643861
"759","UKR","mmw",1.02
"760","UKR","og",459756334.357768
"761","UKR","tour",1.2578e+10
"762","URY","aqf",3427321.856
"763","URY","cf",753879686.951731
"764","URY","mmw",127794.72
"765","URY","og",0
"766","URY","tour",4.868e+09
"767","USA","aqf",33018299.0070987
"768","USA","cf",61855739543.2131
"769","USA","mar",1130024567.14185
"770","USA","mmw",972170024.4
"771","USA","og",23649829718.3622
"772","USA","tour",1297662400437.44
"773","VCT","cf",57702147.265495
"774","VCT","mmw",209756.1
"775","VCT","og",0
"776","VCT","tour",1.55e+08
"777","VEN","aqf",0
"778","VEN","cf",1255991146.87621
"779","VEN","mar",134096552.721144
"780","VEN","mmw",913407.62
"781","VEN","og",29282303518.9749
"782","VEN","tour",3.396e+10
"783","VGB","mmw",8130.08
"784","VGB","og",0
"785","VGB","tour",7.6e+08
"786","VIR","mar",180570.803860906
"787","VIR","mmw",18800.81
"788","VIR","og",0
"789","VIR","tour",202636810.677907
"790","VNM","aqf",2955002.3470044
"791","VNM","cf",15571916146.5907
"792","VNM","mar",2781970515.1971
"793","VNM","og",21878741901.7378
"794","VNM","tour",1.2764e+10
"795","VUT","aqf",1180737.36170157
"796","VUT","cf",1315445411.48948
"797","VUT","og",0
"798","VUT","tour",3.86e+08
"799","WSM","aqf",2585.3038906397
"800","WSM","mmw",20173.78
"801","WSM","og",0
"802","YEM","aqf",209244.595744624
"803","YEM","cf",1511696988.08791
"804","YEM","og",0
"805","YEM","tour",2.939e+09
"806","ZAF","aqf",276501.787233975
"807","ZAF","cf",5979827289.84883
"808","ZAF","mar",39032056.029285
"809","ZAF","mmw",62543834.35
"810","ZAF","og",11997070284.6072
"811","ZAF","tour",3.5785e+10
