"","cntry_key","sector","cur_adj_value"
"1","ABW","cf",10323696146
"2","ABW","og",10314044641.4
"3","ABW","tour",10308744494
"4","AGO","cf",61796534508
"5","AGO","og",65161070140
"6","AGO","tour",NA
"7","AIA","tour",NA
"8","Alaska","aqf",100862165261.435
"9","Alaska","tour",NA
"10","ALB","aqf",12118583126
"11","ALB","cf",10704660840
"12","ALB","mar",11858216877
"13","ALB","og",12118583126
"14","ALB","tour",NA
"15","ANT","aqf",70433751925
"16","ANT","cf",65773031636.2238
"17","ANT","mmw",70433751925
"18","ANT","og",69058940974.0752
"19","ANT","tour",72374494804.5835
"20","ARE","aqf",2.70335e+11
"21","ARE","cf",2.5815e+11
"22","ARE","mar",3.60245e+11
"23","ARE","og",2.70335e+11
"24","ARE","tour",NA
"25","ARG","aqf",3.07155e+11
"26","ARG","cf",2.60769e+11
"27","ARG","mar",4.46044e+11
"28","ARG","mmw",2.14066e+11
"29","ARG","og",3.07155e+11
"30","ARG","tour",NA
"31","ASM","mmw",788809473.563282
"32","ASM","og",293848590.407653
"33","ATA","mmw",NA
"34","ATA","og",NA
"35","ATG","aqf",1354616665
"36","ATG","cf",1295824296
"37","ATG","mmw",1354616665
"38","ATG","og",1214286802
"39","ATG","tour",NA
"40","AUS","aqf",9.21972e+11
"41","AUS","cf",8.50326e+11
"42","AUS","mar",8.50326e+11
"43","AUS","mmw",1.05282e+12
"44","AUS","og",9.21972e+11
"45","AUS","tour",NA
"46","Azores","mmw",466302747698.9
"47","BEL","aqf",4.73405e+11
"48","BEL","cf",4.59619e+11
"49","BEL","og",4.73405e+11
"50","BEL","tour",NA
"51","BEN","cf",5506275948
"52","BEN","mmw",6633561835
"53","BEN","og",6585134688
"54","BEN","tour",NA
"55","BGD","aqf",68415421373
"56","BGD","cf",68415421373
"57","BGD","mar",1.11879e+11
"58","BGD","mmw",79554350678
"59","BGD","og",89359767442
"60","BGD","tour",NA
"61","BGR","aqf",48568714012
"62","BGR","cf",42113656147
"63","BGR","mar",53514380731
"64","BGR","og",48568714012
"65","BGR","tour",NA
"66","BHR","cf",18473097689
"67","BHR","mar",18473097689
"68","BHR","mmw",21902892584
"69","BHR","og",19318822541
"70","BHR","tour",NA
"71","BHS","cf",8318996000
"72","BHS","mar",7717078000
"73","BHS","mmw",8246650000
"74","BHS","og",7717078000
"75","BHS","tour",NA
"76","BIH","cf",15280615815
"77","BIH","mar",18088238053
"78","BIH","og",17082889410
"79","BIH","tour",NA
"80","BLZ","aqf",1.349e+09
"81","BLZ","cf",1276751656
"82","BLZ","mar",1276751656
"83","BLZ","mmw",1213104430
"84","BLZ","og",1.349e+09
"85","BLZ","tour",NA
"86","BMU","cf",5895048000
"87","BMU","mmw",6109928000
"88","BMU","og",5806378000
"89","BMU","tour",NA
"90","BRA","aqf",1.62166e+12
"91","BRA","cf",1.36598e+12
"92","BRA","mar",1.36598e+12
"93","BRA","mmw",1.08892e+12
"94","BRA","og",1.62166e+12
"95","BRA","tour",NA
"96","BRB","aqf",3595210913
"97","BRB","cf",3409200000
"98","BRB","og",3595210913
"99","BRB","tour",NA
"100","BRN","aqf",116166394894
"101","BRN","cf",132427825400
"102","BRN","mar",132427825400
"103","BRN","og",168253739418
"104","BRN","tour",186769445450
"105","CAN","aqf",1.33758e+12
"106","CAN","cf",1.42407e+12
"107","CAN","mar",1.42407e+12
"108","CAN","mmw",1.50268e+12
"109","CAN","og",1.33758e+12
"110","CAN","tour",NA
"111","CAN","wte",1.27861e+12
"112","Canary Islands","mmw",466302747698.9
"113","CHL","aqf",154252504978.664
"114","CHL","cf",172689441433.643
"115","CHL","mar",172689441433.643
"116","CHL","mmw",154252504978.664
"117","CHL","og",172412727552.085
"118","CHL","tour",NA
"119","CHN","aqf",5226618049798
"120","CHN","cf",3723718715594
"121","CHN","mar",6187615518238
"122","CHN","mmw",4761837302459
"123","CHN","og",5226618049798
"124","CHN","tour",NA
"125","CIV","aqf",23041633639
"126","CIV","cf",19795705245
"127","CIV","mar",19795705245
"128","CIV","og",23041633639
"129","CIV","tour",NA
"130","CMR","aqf",23735537026
"131","CMR","cf",20431779034
"132","CMR","og",22188223918
"133","CMR","tour",NA
"134","COD","aqf",11204008249
"135","COD","cf",10013852849
"136","COD","og",11204008249
"137","COD","tour",NA
"138","COG","aqf",9593536719
"139","COG","og",9593536719
"140","COG","tour",NA
"141","COK","aqf",293848590.407653
"142","COK","mar",1044913078.17
"143","COK","mmw",788809473.563282
"144","COK","og",293848590.407653
"145","COL","aqf",2.3436e+11
"146","COL","cf",2.0752e+11
"147","COL","mar",2.0752e+11
"148","COL","mmw",1.62774e+11
"149","COL","og",2.3436e+11
"150","COL","tour",NA
"151","COM","og",535336461.8
"152","COM","tour",NA
"153","CPV","cf",1331208452
"154","CPV","og",1600829246
"155","CPV","tour",NA
"156","CRI","aqf",29397499977
"157","CRI","cf",26321999643
"158","CRI","mar",40869768515
"159","CRI","mmw",22526464348
"160","CRI","og",29397499977
