"","cntry_key","sector","ref_base_value"
"1","ABW","cf",1858792.72656
"2","ABW","og",0
"3","ABW","tour",1723152709.36
"4","AGO","cf",1288075413.3856
"5","AGO","og",25127403665.952
"6","AGO","tour",97232131.3826
"7","AIA","tour",139901477.833
"8","Alaska","aqf",12721.7987597976
"9","Alaska","tour",9900578413.03701
"10","ALB","aqf",7242.49422632512
"11","ALB","cf",10599968.891456
"12","ALB","mar",5923460.56782
"13","ALB","og",0
"14","ALB","tour",1068512115.02
"15","ANT","aqf",133986.14318703
"16","ANT","cf",51246212.26144
"17","ANT","mmw",0
"18","ANT","og",0
"19","ANT","tour",1608866995.07
"20","ARE","aqf",21727.482678944
"21","ARE","cf",413552910.7584
"22","ARE","mar",10297164
"23","ARE","og",28469587538
"24","ARE","tour",14348170230.1
"25","ARG","aqf",54318.7066975168
"26","ARG","cf",5890782403.744
"27","ARG","mar",394956
"28","ARG","mmw",60349593.5
"29","ARG","og",103413914.11624
"30","ARG","tour",2527222832.25
"31","ASM","mmw",0
"32","ASM","og",0
"33","ATA","mmw",16869918.7
"34","ATA","og",0
"35","ATG","aqf",3715.6398104336
"36","ATG","cf",32351318.10624
"37","ATG","mmw",0
"38","ATG","og",0
"39","ATG","tour",810837438.424
"40","AUS","aqf",2580138.5681344
"41","AUS","cf",2610880563.2
"42","AUS","mar",700348245.0152
"43","AUS","mmw",182518228.7
"44","AUS","og",6199741956.968
"45","AUS","tour",16090346256.3
"46","Azores","mmw",3424796.75
"47","BEL","aqf",222706.697460352
"48","BEL","cf",524747431.152
"49","BEL","og",0
"50","BEL","tour",4995118854.41
"51","BEN","cf",116257826.08832
"52","BEN","mmw",0
"53","BEN","og",0
"54","BEN","tour",15815791.724
"55","BGD","aqf",11403.6363636406
"56","BGD","cf",2202843857.312
"57","BGD","mar",504178299.618
"58","BGD","mmw",0
"59","BGD","og",0
"60","BGD","tour",913439415.508
"61","BGR","aqf",31360
"62","BGR","cf",63118652.11456
"63","BGR","mar",362520
"64","BGR","og",0
"65","BGR","tour",736293323.966
"66","BHR","cf",41311117.19168
"67","BHR","mar",22473.454546535
"68","BHR","mmw",0
"69","BHR","og",0
"70","BHR","tour",3105418719.21
"71","BHS","cf",233299393.9584
"72","BHS","mar",87990.6
"73","BHS","mmw",3018292.68
"74","BHS","og",0
"75","BHS","tour",3485714285.71
"76","BIH","cf",28224
"77","BIH","mar",2886963
"78","BIH","og",0
"79","BIH","tour",164203457.27
"80","BLZ","aqf",162956.120092864
"81","BLZ","cf",48062336
"82","BLZ","mar",59359999.9947
"83","BLZ","mmw",491869.92
"84","BLZ","og",0
"85","BLZ","tour",331041628.485
"86","BMU","cf",1964260.869088
"87","BMU","mmw",20325.2
"88","BMU","og",0
"89","BMU","tour",1240394088.67
"90","BRA","aqf",4823501.15473184
"91","BRA","cf",2727607196.608
"92","BRA","mar",246184441.062
"93","BRA","mmw",10348170.73
"94","BRA","og",30260532075.676
"95","BRA","tour",6690893174.84
"96","BRB","aqf",36212.4711316256
"97","BRB","cf",21169710.54688
"98","BRB","og",0
"99","BRB","tour",2092610837.44
"100","BRN","aqf",36689.6551723744
"101","BRN","cf",18647226.18752
"102","BRN","mar",1337890.8483696
"103","BRN","og",3448419769.536
"104","BRN","tour",531975707.135
"105","CAN","aqf",88720.5542725376
"106","CAN","cf",9644530043.456
"107","CAN","mar",1030606089.4693
"108","CAN","mmw",198694105.7
"109","CAN","og",916323131.388
"110","CAN","tour",20708548840.2
"111","CAN","wte",2706659.586036
"112","Canary Islands","mmw",63206300.81
"113","CHL","aqf",3862.06896551392
"114","CHL","cf",30466337595.456
"115","CHL","mar",3234250876.32
"116","CHL","mmw",690040.65
"117","CHL","og",0
"118","CHL","tour",7075404796.32
"119","CHN","aqf",5937034.6420336
"120","CHN","cf",48841577681.344
"121","CHN","mar",27193684731.48
"122","CHN","mmw",0
"123","CHN","og",37858861635.224
"124","CHN","tour",15613569807.5
"125","CIV","aqf",1695.13513513344
"126","CIV","cf",206529167.5104
"127","CIV","mar",1702437.09168
"128","CIV","og",369908783.9776
"129","CIV","tour",76656896.8335
"130","CMR","aqf",16487.9074658144
"131","CMR","cf",446903472.4896
"132","CMR","og",883551906.6668
"133","CMR","tour",45379207.4536
"134","COD","aqf",412822.170899936
"135","COD","cf",64240484.84896
"136","COD","og",280787738.3192
"137","COD","tour",285904.936037
"138","COG","aqf",200704
"139","COG","og",2426318638.716
"140","COG","tour",6222762.83178
"141","COK","aqf",141120
"142","COK","mar",1873894.5
"143","COK","mmw",481976.63
"144","COK","og",0
"145","COL","aqf",13166854.5034589
"146","COL","cf",753918613.6832
"147","COL","mar",215854564.761
"148","COL","mmw",0
"149","COL","og",0
"150","COL","tour",1092906730.82
"151","COM","og",0
"152","COM","tour",29556650.2463
"153","CPV","cf",50466222.54688
"154","CPV","og",0
"155","CPV","tour",538916256.158
"156","CRI","aqf",756840.646651712
"157","CRI","cf",266555438.5312
"158","CRI","mar",54632400
"159","CRI","mmw",221544.72
"160","CRI","og",0
"161","CRI","tour",3261234895.61
"162","CUB","aqf",195547.344110496
"163","CUB","cf",120803737.6
"164","CUB","mar",25948800
"165","CUB","og",0
"166","CUB","tour",6459905675.64
"167","CYM","cf",1254293.4782336
"168","CYM","og",0
"169","CYM","tour",649261083.744
"170","CYP","aqf",0
"171","CYP","cf",20851549.09376
"172","CYP","mar",28961195.12079
"173","CYP","mmw",0
"174","CYP","og",0
"175","CYP","tour",4502231306.66
"176","DEU","aqf",789573.45971616
"177","DEU","cf",1797583290.72
"178","DEU","mar",31486146.09
"179","DEU","mmw",0
"180","DEU","og",1434184755.1864
"181","DEU","tour",17294397414.4
"182","DJI","aqf",4177152
"183","DJI","cf",3046521.739744
"184","DJI","og",0
"185","DMA","cf",29600038.79168
"186","DMA","mmw",985772.36
"187","DMA","og",0
"188","DMA","tour",107389162.562
"189","DNK","aqf",1960000
"190","DNK","cf",11841936495.424
"191","DNK","mar",34121330.79076
"192","DNK","mmw",0
"193","DNK","og",10425847004.104
"194","DNK","tour",18539901028
"195","DOM","aqf",153903.002309526
"196","DOM","cf",128498341.24064
"197","DOM","mar",18850885.8177
"198","DOM","mmw",5284552.85
"199","DOM","og",0
"200","DOM","tour",5638361755.53
"201","DZA","aqf",3801.21212120832
"202","DZA","cf",809296336.8672
"203","DZA","mar",1046894.545416
"204","DZA","og",0
"205","DZA","tour",222617897.678
"206","Easter Island","aqf",2.06583712841109
"207","Easter Island","tour",15966855.1654893
"208","ECU","aqf",52018.9573459136
"209","ECU","cf",2389168061.728
"210","ECU","mar",699711839.646
"211","ECU","mmw",21356707.32
"212","ECU","og",473602720.486
"213","ECU","tour",550249507.041
"214","EGY","aqf",50697.4595843072
"215","EGY","cf",569175143.152
"216","EGY","mar",1141941430.584
"217","EGY","mmw",431910.57
"218","EGY","og",6234032791.896
"219","EGY","tour",3951376547.02
"220","ERI","aqf",290723.404256096
"221","ERI","cf",64320538.38336
"222","ERI","mmw",0
"223","ERI","og",0
"224","ESP","aqf",28430976
"225","ESP","cf",8520220323.776
"226","ESP","mar",630786679.6924
"227","ESP","mmw",1956300.81
"228","ESP","og",0
"229","ESP","tour",42680429723.4
"230","EST","aqf",53312
"231","EST","cf",576149151.0208
"232","EST","og",0
"233","EST","tour",1439744025.8
"234","FIN","aqf",25088
"235","FIN","cf",940417674.0896
"236","FIN","mar",103930212.79
"237","FIN","og",0
"238","FIN","tour",3176453140.16
"239","FJI","aqf",1341672.05542675
"240","FJI","cf",220724224
"241","FJI","mar",1325327.636301
"242","FJI","mmw",0
"243","FJI","og",0
"244","FJI","tour",1238423645.32
"245","FLK","mar",212480.03
"246","FLK","mmw",0
"247","FLK","og",0
"248","FRA","aqf",1041152
"249","FRA","cf",6006916428.8
"250","FRA","mar",1117478553.3003
"251","FRA","mmw",520325.2
"252","FRA","og",0
"253","FRA","tour",45257734686.1
"254","FRA","wte",47475426.54232
"255","FSM","aqf",38023.0946882304
"256","FSM","cf",225660440.096
"257","FSM","mmw",0
"258","GAB","aqf",76832
"259","GAB","cf",225615813.8752
"260","GAB","mmw",0
"261","GAB","og",3709704346.74
"262","GAB","tour",31929095.4017
"263","GBR","aqf",914364.896073664
"264","GBR","cf",5806445784.832
"265","GBR","mar",1393500605.0614
"266","GBR","mmw",8364837.4
"267","GBR","og",97328680621.872
"268","GBR","tour",120190148807
"269","GEO","cf",8352099.296352
"270","GEO","mmw",0
"271","GEO","og",0
"272","GEO","tour",1.657e+09
"273","GHA","aqf",0
"274","GHA","cf",868544051.2
"275","GHA","og",114174832.8574
"276","GHA","tour",152912358.072
"277","GIB","mmw",2743902.44
"278","GIB","og",0
"279","GIN","aqf",61152
"280","GIN","cf",310382958.2336
"281","GIN","og",0
"282","GIN","tour",10989723.2449
"283","GLP","aqf",0
"284","GLP","cf",224210695.8336
"285","GLP","mar",24856.8938989122
"286","GLP","og",0
"287","GLP","tour",1760591133
"288","GMB","aqf",11411904
"289","GMB","cf",54276633.6
"290","GMB","mmw",106707.32
"291","GMB","og",0
"292","GMB","tour",55630322.8905
"293","GNB","aqf",7242.49422632512
"294","GNB","cf",38923043.48576
"295","GNB","og",0
"296","GNQ","aqf",5573.45971564256
"297","GNQ","cf",46944969.69792
"298","GNQ","og",4903469969.972
"299","GRC","aqf",702521.939953568
"300","GRC","cf",867562694.096
"301","GRC","mar",675674898.4924
"302","GRC","mmw",265243.9
"303","GRC","og",0
"304","GRC","tour",36736826479.5
"305","GRD","cf",23519429.81248
"306","GRD","mmw",274390.24
"307","GRD","og",0
"308","GRD","tour",179310344.828
"309","GRL","aqf",152096
"310","GRL","cf",576086240.9792
"311","GRL","mmw",2794715.45
"312","GRL","og",0
"313","GTM","aqf",205408
"314","GTM","cf",117479805.6656
"315","GTM","mar",44262516.3699
"316","GTM","mmw",0
"317","GTM","og",0
"318","GTM","tour",472596250.86
"319","GUF","aqf",7840
"320","GUF","cf",97430844.50624
"321","GUF","og",0
"322","GUM","cf",4509796.07344
"323","GUM","mar",54893453.2089
"324","GUM","mmw",16475609.76
"325","GUM","og",0
"326","GUY","aqf",175630.484988
"327","GUY","cf",209993744.2624
"328","GUY","mar",1306997.282664
"329","GUY","og",0
"330","GUY","tour",17576697.8154
"331","Hawaii","aqf",24210.4970731223
"332","Hawaii","tour",18841512054.7673
"333","HKG","cf",842257186.9376
"334","HKG","mar",30930359.56304
"335","HKG","mmw",2550813.01
"336","HKG","og",0
"337","HKG","tour",20006896551.7
"338","HND","aqf",290080
"339","HND","cf",75695912.7344
"340","HND","mar",198870585.6
"341","HND","mmw",0
"342","HND","og",0
"343","HND","tour",575347745.109
"344","HRV","aqf",3499.99999999552
"345","HRV","cf",139508872.20704
"346","HRV","mar",48100872.7239
"347","HRV","mmw",18292.68
"348","HRV","og",40340901.84572
"349","HRV","tour",6149384408.41
"350","HTI","aqf",635528.868360288
"351","HTI","cf",22249824.96352
"352","HTI","og",0
"353","HTI","tour",313952273.481
"354","IDN","aqf",12308618.9376461
"355","IDN","cf",13240862647.712
"356","IDN","mar",2924212551.69
"357","IDN","mmw",4606500
"358","IDN","og",9902745476.176
"359","IDN","tour",30590287285.5
"360","IND","aqf",4401175.35544288
"361","IND","cf",9256705219.776
"362","IND","mar",1037824951.209
"363","IND","mmw",480182.93
"364","IND","og",7378677506.816
"365","IND","tour",7283837940.46
"366","IRL","aqf",572157.043879904
"367","IRL","cf",2211701746.464
"368","IRL","mar",320203854.9228
"369","IRL","mmw",7234756.1
"370","IRL","og",0
"371","IRL","tour",10653205233.7
"372","IRN","aqf",1568
"373","IRN","cf",1370286793.6352
"374","IRN","mar",34124580
"375","IRN","og",23919112499.016
"376","IRN","tour",1085856451.74
"377","IRQ","cf",80395636.35936
"378","IRQ","og",0
"379","IRQ","tour",5.572e+09
"380","ISL","cf",18056721411.008
"381","ISL","mar",85455527
"382","ISL","mmw",6575203.25
"383","ISL","og",0
"384","ISL","tour",1370369928.88
"385","ISR","aqf",19536628.1755008
"386","ISR","cf",38625826.90624
"387","ISR","mar",50701928.61386
"388","ISR","og",0
"389","ISR","tour",5746620163.26
"390","ITA","aqf",1182337.18244835
"391","ITA","cf",2660199147.872
"392","ITA","mar",735802712.5003
"393","ITA","mmw",551829.27
"394","ITA","og",730863315.1204
"395","ITA","tour",96455771030.8
"396","JAM","aqf",33440.758293824
"397","JAM","cf",96724427.24896
"398","JAM","mar",386883.280779
"399","JAM","mmw",0
"400","JAM","og",0
"401","JAM","tour",4013793103.45
"402","JOR","cf",936618.6666144
"403","JOR","mar",2511707.1
"404","JOR","og",0
"405","JOR","tour",155650383.846
"406","JPN","aqf",33329958.4296224
"407","JPN","cf",32644044659.744
"408","JPN","mar",11836871568.896
"409","JPN","mmw",33520325.2
"410","JPN","og",684676550.2752
"411","JPN","tour",284189642760
"412","KEN","aqf",2002549.65357888
"413","KEN","cf",42520845.34208
"414","KEN","mmw",0
"415","KEN","og",0
"416","KEN","tour",155017608.904
"417","KHM","aqf",787136
"418","KHM","cf",243298064.2624
"419","KHM","mar",3306621.81876
"420","KHM","og",0
"421","KHM","tour",232267396.281
"422","KIR","aqf",23520
"423","KIR","cf",48818587.15104
"424","KIR","mar",593133.6
"425","KIR","og",0
"426","KIR","tour",9852216.74877
"427","KNA","mmw",0
"428","KNA","og",0
"429","KNA","tour",223645320.197
"430","KOR","aqf",763616
"431","KOR","cf",16142065841.664
"432","KOR","mar",3611373081.21
"433","KOR","og",79516628.00312
"434","KOR","tour",33444973731.5
"435","KWT","aqf",7431.27962085152
"436","KWT","cf",40545248.96352
"437","KWT","mar",2367847.27239
"438","KWT","og",0
"439","KWT","tour",4059938867.38
"440","LBN","aqf",3499.99999999552
"441","LBN","cf",60594438.20416
"442","LBN","og",0
"443","LBN","tour",6903406462.23
"444","LBR","aqf",18106.2355658912
"445","LBR","cf",33460169.69792
"446","LBR","og",0
"447","LBY","aqf",86240
"448","LBY","cf",361373937.9936
"449","LBY","mar",1733100
"450","LBY","og",2957425218.44
"451","LBY","tour",108688110.454
"452","LCA","cf",15805363.98336
"453","LCA","mar",25901.1
"454","LCA","mmw",8130.08
"455","LCA","og",0
"456","LCA","tour",514285714.286
"457","LKA","aqf",13371454.9653642
"458","LKA","cf",2351558774.208
"459","LKA","mar",61274520.5052
"460","LKA","mmw",0
"461","LKA","og",0
"462","LKA","tour",2091033191.68
"463","LTU","cf",533784147.7248
"464","LTU","og",0
"465","LTU","tour",178295270.579
"466","LVA","aqf",169344
"467","LVA","cf",752328300.5728
"468","LVA","og",0
"469","LVA","tour",610905339.988
"470","MAR","aqf",12837321.0161728
"471","MAR","cf",6086092894.56
"472","MAR","mar",7030883.63646
"473","MAR","mmw",0
"474","MAR","og",45896830.45304
"475","MAR","tour",2778799738.7
"476","MDG","aqf",5701.81818181248
"477","MDG","cf",414803946.6144
"478","MDG","mar",71579760.2526
"479","MDG","mmw",786585.37
"480","MDG","og",1227573.2508032
"481","MDG","tour",325979667.754
"482","MDV","aqf",1018085.30805677
"483","MDV","cf",1086305268.4064
"484","MDV","mmw",151422.76
"485","MDV","og",0
"486","MDV","tour",1215763546.8
"487","MEX","aqf",55734.5971564256
"488","MEX","cf",8558580101.568
"489","MEX","mar",461138796
"490","MEX","mmw",42315040.65
"491","MEX","og",31516463306.384
"492","MEX","tour",26313525240.9
"493","MHL","aqf",315048.498845472
"494","MHL","cf",413629163.0688
"495","MLT","cf",6304386.32656
"496","MLT","mar",46007239.09
"497","MLT","og",0
"498","MLT","tour",1827586206.9
"499","MMR","aqf",23520
"500","MMR","cf",3619706143.648
"501","MMR","mar",323035835.916
"502","MMR","mmw",0
"503","MMR","og",41188759.96984
"504","MMR","tour",195489583.106
"505","MNE","og",0
"506","MNE","tour",194631190.776
"507","MOZ","aqf",1810.62355658912
"508","MOZ","cf",93968149.33856
"509","MOZ","mar",5842334.54478
"510","MOZ","mmw",152439.02
"511","MOZ","og",0
"512","MOZ","tour",82668730.8423
"513","MRT","cf",969734332.5376
"514","MRT","mmw",0
"515","MRT","og",0
"516","MTQ","aqf",0
"517","MTQ","cf",12384729211.456
"518","MTQ","mar",16906.065376832
"519","MTQ","og",0
"520","MTQ","tour",1069950738.92
"521","MUS","aqf",114069.284064691
"522","MUS","cf",215077181.2896
"523","MUS","mar",1527804.416472
"524","MUS","mmw",0
"525","MUS","og",0
"526","MUS","tour",3057142857.14
"527","MYS","aqf",24984794.4573248
"528","MYS","cf",4196158156.064
"529","MYS","mar",447936592.407
"530","MYS","mmw",0
"531","MYS","og",22953676821.74
"532","MYS","tour",12125071253
"533","MYT","aqf",1568
"534","MYT","cf",24431826.08832
"535","MYT","mar",17282.6086998
"536","MYT","mmw",0
"537","NAM","aqf",35298.5781990016
"538","NAM","cf",3068795938.656
"539","NAM","mar",1185027
"540","NAM","mmw",768292.68
"541","NAM","og",0
"542","NAM","tour",131339297.761
"543","NCL","aqf",217274.82678944
"544","NCL","cf",46990555.73856
"545","NCL","mar",47440807.79
"546","NCL","mmw",1048028.46
"547","NCL","og",0
"548","NGA","aqf",2229383.88626016
"549","NGA","cf",2417978816.736
"550","NGA","og",55060404276.08
"551","NGA","tour",142171778.543
"552","NIC","aqf",21727.482678944
"553","NIC","cf",145387373.76352
"554","NIC","mar",71487036
"555","NIC","mmw",0
"556","NIC","og",0
"557","NIC","tour",133349189.992
"558","NIU","mmw",41778.46
"559","NIU","og",0
"560","NLD","aqf",2129344
"561","NLD","cf",3490658489.248
"562","NLD","mar",183304962.49769
"563","NLD","og",34886346914.972
"564","NLD","tour",37623943981.4
"565","NOR","aqf",0
"566","NOR","cf",23420357306.752
"567","NOR","mar",3355960939.397
"568","NOR","mmw",12238821.14
"569","NOR","og",85136095413.18
"570","NOR","tour",10572226216.2
"571","NZL","aqf",37156.398104336
"572","NZL","cf",3798153666.272
"573","NZL","mar",536056999.1
"574","NZL","mmw",73514387.2
"575","NZL","og",124025648.75764
"576","NZL","tour",16624502570.3
"577","OMN","aqf",59862.068965552
"578","OMN","cf",534199126.1376
"579","OMN","mmw",508130.08
"580","OMN","og",0
"581","OMN","tour",898921487.227
