"","cntry_key","sector","ref_base_value"
"582","PAK","aqf",1568
"583","PAK","cf",1636981052.224
"584","PAK","mar",179367.9
"585","PAK","og",13335475.849836
"586","PAK","tour",412983020.37
"587","PAN","aqf",20384
"588","PAN","cf",1166092140.5728
"589","PAN","mar",33252199.9947
"590","PAN","mmw",0
"591","PAN","og",0
"592","PAN","tour",2424048409.43
"593","PER","aqf",5762957.34597632
"594","PER","cf",61143575297.504
"595","PER","mar",123381513.8124
"596","PER","mmw",41158.54
"597","PER","og",191519190.2064
"598","PER","tour",1000726182.02
"599","PHL","aqf",13300840.6466454
"600","PHL","cf",12474386786.624
"601","PHL","mar",1650935788.05
"602","PHL","mmw",942073.17
"603","PHL","og",0
"604","PHL","tour",24154590505.8
"605","PLW","aqf",162956.120092864
"606","PLW","mar",33390
"607","PLW","mmw",0
"608","PNG","aqf",10976
"609","PNG","cf",947092136.7264
"610","PNG","mar",19272.7272708
"611","PNG","mmw",22865.85
"612","PNG","og",0
"613","PNG","tour",77669853.6529
"614","POL","aqf",23520
"615","POL","cf",956105162.544
"616","POL","og",0
"617","POL","tour",1602089310.42
"618","PRI","cf",30666316.8
"619","PRI","mar",2794648.13487881
"620","PRI","mmw",0
"621","PRI","og",0
"622","PRI","tour",7087475132.54
"623","PRK","cf",954104242.448
"624","PRK","mar",546116374.938
"625","PRK","og",662582.1647144
"626","PRT","aqf",0
"627","PRT","cf",1623697641.44
"628","PRT","mar",114484992.43696
"629","PRT","mmw",88414.63
"630","PRT","og",0
"631","PRT","tour",11373437694.8
"632","PYF","aqf",462597.156397376
"633","PYF","cf",197671130.496
"634","PYF","mar",318851146.875
"635","PYF","mmw",1335365.85
"636","PYF","og",0
"637","QAT","aqf",4729088
"638","QAT","cf",58961913.04416
"639","QAT","mar",14262
"640","QAT","og",23370960883.956
"641","QAT","tour",3256157635.47
"642","REU","cf",40746903.2656
"643","REU","mar",186444.363699
"644","REU","mmw",0
"645","REU","og",0
"646","REU","tour",1299507389.16
"647","ROU","aqf",4533088
"648","ROU","cf",7824186.958336
"649","ROU","og",0
"650","ROU","tour",220355246.355
"651","RUS","cf",14232239372.064
"652","RUS","mar",2049946.37232
"653","RUS","mmw",0
"654","RUS","og",80353742908.572
"655","RUS","tour",9603722409.04
"656","SAU","aqf",1424960.73902963
"657","SAU","cf",357740036.2144
"658","SAU","mar",68635963.6407
"659","SAU","og",31062185315.98
"660","SAU","tour",1396485632.68
"661","SCG","aqf",1184.83412322
"662","SCG","mar",787720
"663","SCG","tour",9.91e+08
"664","SDN","aqf",2096.25668448896
"665","SDN","cf",15893865.69792
"666","SDN","og",0
"667","SDN","tour",21684344.1038
"668","SEN","cf",1671219633.664
"669","SEN","mar",137241.0909168
"670","SEN","mmw",0
"671","SEN","og",0
"672","SEN","tour",162641032.42
"673","SGP","aqf",89676563.5103296
"674","SGP","cf",27892724.35936
"675","SGP","mar",14654536.339538
"676","SGP","og",46231051.29776
"677","SGP","tour",17679802955.7
"678","SHN","aqf",7724.13793102784
"679","SHN","cf",7273999.515104
"680","SHN","og",0
"681","SLB","aqf",119501.154734349
"682","SLB","cf",56621529.13312
"683","SLB","mar",58851.7350138
"684","SLB","mmw",36839.43
"685","SLB","og",0
"686","SLB","tour",59113300.4926
"687","SLE","aqf",10976
"688","SLE","cf",524491248.4896
"689","SLE","og",9321.992576148
"690","SLE","tour",35424847.1316
"691","SLV","aqf",0
"692","SLV","cf",296682173.2896
"693","SLV","mar",2290293.81876
"694","SLV","og",0
"695","SLV","tour",1088382912.49
"696","SOM","aqf",3801.21212120832
"697","SOM","og",0
"698","SPM","mmw",95528.46
"699","SPM","og",0
"700","STP","aqf",2096.25668448896
"701","STP","cf",6824696.241664
"702","STP","mmw",0
"703","STP","og",0
"704","STP","tour",19704433.4975
"705","SUR","aqf",10863.7413394877
"706","SUR","cf",207126641.9936
"707","SUR","mar",1565514
"708","SUR","mmw",0
"709","SUR","og",0
"710","SUR","tour",20999544.2621
"711","SVN","aqf",3136
"712","SVN","mar",2467558.532402
"713","SVN","mmw",0
"714","SVN","og",0
"715","SVN","tour",1009119000.85
"716","SWE","aqf",2557408
"717","SWE","cf",2622067948.416
"718","SWE","mar",17956333.4
"719","SWE","og",0
"720","SWE","tour",5876076642.91
"721","SYC","cf",979389506.256
"722","SYC","mar",15979992.9
"723","SYC","mmw",0
"724","SYC","og",0
"725","SYC","tour",589162561.576
"726","SYR","aqf",3621.24711316256
"727","SYR","cf",15827962.18752
"728","SYR","og",0
"729","SYR","tour",247807104.477
"730","TCA","aqf",702464
"731","TCA","cf",35074544.4896
"732","TCA","mar",85572
"733","TCA","mmw",152439.02
"734","TCA","og",0
"735","TGO","aqf",10334688
"736","TGO","cf",40005324.8
"737","TGO","og",0
"738","TGO","tour",6911898.05489
"739","THA","aqf",15466752
"740","THA","cf",9747889790.464
"741","THA","mar",2280427299.54
"742","THA","mmw",0
"743","THA","og",6277696205.872
"744","THA","tour",8428317845.35
"745","TLS","mar",66382.5
"746","TLS","og",243984778.0272
"747","TON","aqf",1116416
"748","TON","cf",25592800.96352
"749","TON","mar",101181.8181876
"750","TON","mmw",1923833.33
"751","TON","og",0
"752","TON","tour",29556650.2463
"753","TTO","aqf",443602.771362688
"754","TTO","cf",87392907.64064
"755","TTO","og",4022755944.732
"756","TUN","aqf",54880
"757","TUN","cf",746999831.7152
"758","TUN","mar",13929633.45522
"759","TUN","og",310734506.2612
"760","TUN","tour",1698273032.55
"761","TUR","aqf",471968
"762","TUR","cf",2533987212.064
"763","TUR","mar",571751486.7
"764","TUR","mmw",0
"765","TUR","og",0
"766","TUR","tour",12358368095.3
"767","TUV","aqf",25088
"768","TUV","mar",3593.4
"769","TWN","aqf",3891030.02309056
"770","TWN","mmw",4349593.5
"771","TWN","og",0
"772","TWN","tour",17551724137.9
"773","TZA","aqf",302374.133948768
"774","TZA","cf",71490650.75936
"775","TZA","mar",581049.6
"776","TZA","mmw",1334349.59
"777","TZA","og",0
"778","TZA","tour",129839109.707
"779","UKR","aqf",7840
"780","UKR","cf",1120077992.656
"781","UKR","mar",218475.636354
"782","UKR","mmw",0
"783","UKR","og",0
"784","UKR","tour",1289764253.84
"785","URY","aqf",760480
"786","URY","cf",654654026.544
"787","URY","mmw",0
"788","URY","og",0
"789","URY","tour",483119439.105
"790","USA","aqf",15687242.4941568
"791","USA","cf",36676211847.072
"792","USA","mar",475399481.3386
"793","USA","mmw",362825203.3
"794","USA","og",18856699016.484
"795","USA","tour",139841258140
"796","VCT","cf",392659795.4272
"797","VCT","mmw",101626.02
"798","VCT","og",0
"799","VCT","tour",185221674.877
"800","VEN","aqf",52018.9573459136
"801","VEN","cf",2023951326.88
"802","VEN","mar",84337454.5416
"803","VEN","mmw",0
"804","VEN","og",16204475994.028
"805","VEN","tour",2286642082.89
"806","VGB","mmw",14227.64
"807","VGB","og",0
"808","VGB","tour",726108374.384
"809","VIR","mar",80230.8651211801
"810","VIR","mmw",8130.08
"811","VIR","og",0
"812","VIR","tour",1709359605.91
"813","VNM","aqf",78561630.3317216
"814","VNM","cf",9912360789.856
"815","VNM","mar",1749666990.69
"816","VNM","og",10630515165.732
"817","VNM","tour",2117134963.18
"818","VUT","aqf",860046.189377088
"819","VUT","cf",164095590.4
"820","VUT","og",0
"821","VUT","tour",284729064.039
"822","WSM","aqf",0
"823","WSM","mmw",18788.62
"824","WSM","og",0
"825","YEM","aqf",14484.9884526502
"826","YEM","cf",1477908839.904
"827","YEM","og",0
"828","YEM","tour",273428925.511
"829","ZAF","aqf",23538.1062355488
"830","ZAF","cf",5318462270.464
"831","ZAF","mar",24548462.9115
"832","ZAF","mmw",70310975.61
"833","ZAF","og",0
"834","ZAF","tour",3865920789.8
