"","cntry_key","sector","ref_adj_value"
"144","COL","mar",1.0666e+11
"145","COL","mmw",98443743191
"146","COL","og",1.17075e+11
"147","COL","tour",1.62774e+11
"148","COM","og",362420483.5
"149","COM","tour",403179474.4
"150","CPV","cf",620974807.1
"151","CPV","og",924318506.2
"152","CPV","tour",1107890815
"153","CRI","aqf",17517535902
"154","CRI","cf",16844378718
"155","CRI","mar",19964893792
"156","CRI","mmw",14095921303
"157","CRI","og",18596365934
"158","CRI","tour",22526464348
"159","CUB","aqf",35901500000
"160","CUB","cf",33590400000
"161","CUB","mar",42644200000
"162","CUB","og",38202800000
"163","CUB","tour",52742100000
"164","CYM","cf",9975811301.4
"165","CYM","og",10321800655.5
"166","CYM","tour",10326673928.2
"167","CYP","cf",10557366162
"168","CYP","mar",8905554119
"169","CYP","mmw",9553478738
"170","CYP","og",15816972051
"171","CYP","tour",18435765910
"172","DEU","aqf",2.00659e+12
"173","DEU","cf",2.00659e+12
"174","DEU","mar",2.72634e+12
"175","DEU","mmw",2.17817e+12
"176","DEU","og",2.72634e+12
"177","DEU","tour",2.90275e+12
"178","DJI","aqf",622044665.5
"179","DJI","cf",502675561.7
"180","DJI","og",666072101.8
"181","DMA","cf",326998081.3
"182","DMA","mmw",258440730.3
"183","DMA","og",366976849.4
"184","DMA","tour",387724738.9
"185","DNK","aqf",2.12622e+11
"186","DNK","cf",1.73881e+11
"187","DNK","mar",1.70435e+11
"188","DNK","mmw",1.73653e+11
"189","DNK","og",2.44728e+11
"190","DNK","tour",2.74377e+11
"191","DOM","aqf",21268012747
"192","DOM","cf",26570402719
"193","DOM","mar",19593449903
"194","DOM","mmw",21171235998
"195","DOM","og",22039232610
"196","DOM","tour",35952845583
"197","DZA","aqf",55180990396
"198","DZA","cf",57053038888
"199","DZA","mar",48177861891
"200","DZA","og",85013944728
"201","DZA","tour",1.17169e+11
"202","Easter Island","aqf",81940025.201869
"203","Easter Island","tour",159495021.336106
"204","ECU","aqf",24613351051.7151
"205","ECU","cf",24613351051.7151
"206","ECU","mar",23547355565.5025
"207","ECU","mmw",23167782758.97
"208","ECU","og",32507596515.3451
"209","ECU","tour",41528680484.0427
"210","EGY","aqf",82923680622
"211","EGY","cf",87850680573
"212","EGY","mar",78436575744
"213","EGY","mmw",84828807270
"214","EGY","og",78845185709
"215","EGY","tour",1.07484e+11
"216","ESP","aqf",8.8384e+11
"217","ESP","cf",6.86296e+11
"218","ESP","mar",5.72638e+11
"219","ESP","mmw",6.00839e+11
"220","ESP","og",1.04461e+12
"221","ESP","tour",1.23635e+12
"222","EST","aqf",9840744921
"223","EST","cf",7318191229
"224","EST","og",12025938550
"225","EST","tour",16798533760
"226","FIN","aqf",2.07949e+11
"227","FIN","cf",1.35184e+11
"228","FIN","mar",1.89065e+11
"229","FIN","og",1.89065e+11
"230","FIN","tour",2.07949e+11
"231","FJI","aqf",2315935753
"232","FJI","cf",1842691481
"233","FJI","mar",2093994597
"234","FJI","mmw",3006725015
"235","FJI","og",2727507213
"236","FJI","tour",3103099942
"237","FLK","mar",292053202940.167
"238","FLK","mmw",191112215124
"239","FLK","og",292053202940.167
"240","FRA","aqf",1.79221e+12
"241","FRA","cf",1.45203e+12
"242","FRA","mar",1.42149e+12
"243","FRA","mmw",1.46887e+12
"244","FRA","og",2.05568e+12
"245","FRA","tour",2.25571e+12
"246","FRA","wte",1.79221e+12
"247","FSM","aqf",244990983.6
"248","FSM","cf",241543395.8
"249","FSM","mmw",249845592.6
"250","GAB","aqf",6054883172
"251","GAB","cf",4931503836
"252","GAB","mmw",4483417313
"253","GAB","og",7178135606
"254","GAB","tour",9545982814
"255","GBR","aqf",1.85567e+12
"256","GBR","cf",1.60162e+12
"257","GBR","mar",1.3681e+12
"258","GBR","mmw",1.46194e+12
"259","GBR","og",2.19686e+12
"260","GBR","tour",2.45297e+12
"261","GEO","cf",3395778661
"262","GEO","mmw",3613500142
"263","GEO","og",5125273877
"264","GEO","tour",7761900179
"265","GHA","aqf",6932984635
"266","GHA","cf",6166197192
"267","GHA","og",8881419348
"268","GHA","tour",20410257646
"269","GIB","mmw",237895536749.333
"270","GIB","og",329352237712.3
"271","GIN","aqf",2949637039
"272","GIN","cf",2949637039
"273","GIN","og",3666349049
"274","GIN","tour",2821346684
"275","GLP","cf",5341130872.52034
"276","GLP","mar",6955474350.13614
"277","GLP","og",6092988534.29163
"278","GLP","tour",7233804944.01365
"279","GMB","aqf",487038678.2
"280","GMB","cf",578235309.8
"281","GMB","mmw",840285268.9
"282","GMB","og",578785600.7
"283","GMB","tour",655068112.3
"284","GNB","aqf",475221697.9
"285","GNB","cf",268551010.9
"286","GNB","og",522651787.7
"287","GNQ","aqf",1736116149
"288","GNQ","cf",2146760314
"289","GNQ","og",5240842261
"290","GRC","aqf",1.9285e+11
"291","GRC","cf",1.4605e+11
"292","GRC","mar",1.34653e+11
"293","GRC","mmw",1.35274e+11
"294","GRC","og",2.2795e+11
"295","GRC","tour",2.61713e+11
"296","GRD","cf",544381961.6
"297","GRD","mmw",340814808.8
"298","GRD","og",600014340.6
"299","GRD","tour",704762535.9
"300","GRL","aqf",1426452030
"301","GRL","cf",1169136691
"302","GRL","mmw",1149858127
"303","GRL","og",1644951892
"304","GTM","aqf",21917582105
"305","GTM","cf",20776640958
"306","GTM","mar",17788657194
"307","GTM","mmw",19393672244
"308","GTM","og",23965280312
"309","GTM","tour",30231130543
"310","GUF","aqf",126537297709.47
"311","GUF","cf",96496610221.46
"312","GUF","og",126537297709.47
"313","GUM","cf",105451453.487951
"314","GUM","mar",129618971.400298
"315","GUM","mmw",120202360.213066
"316","GUM","og",114252032.046702
"317","GUY","aqf",741929343
"318","GUY","cf",722460911.6
"319","GUY","og",785918769.7
"320","GUY","tour",1458449058
"321","Hawaii","aqf",153153146145.451
"322","Hawaii","tour",183885147336.045
"323","HKG","cf",1260893777700
"324","HKG","mar",1407915115140
"325","HKG","mmw",1331472187670
"326","HKG","og",1331472187670
"327","HKG","tour",1331472187670
"328","HND","aqf",8233948657
"329","HND","cf",7776438041
"330","HND","mar",9714443494
"331","HND","mmw",5202215657
"332","HND","og",8871111447
"333","HND","tour",10877302306
"334","HRV","cf",26524896398
"335","HRV","mar",23501676220
"336","HRV","mmw",25106400616
"337","HRV","og",41003558916
"338","HRV","tour",49855078905
"339","HTI","aqf",2826481072
"340","HTI","cf",3214632479
"341","HTI","og",3660483886
"342","HTI","tour",4879738636
"343","IDN","aqf",2.34772e+11
"344","IDN","cf",1.95661e+11
"345","IDN","mmw",95445548017
"346","IDN","og",2.56837e+11
"347","IDN","tour",3.64571e+11
"348","IND","aqf",5.22798e+11
"349","IND","cf",5.22798e+11
"350","IND","mmw",4.28741e+11
"351","IND","og",7.21585e+11
"352","IND","tour",9.49117e+11
"353","IRL","aqf",1.59121e+11
"354","IRL","cf",1.23599e+11
"355","IRL","mar",81150642625
"356","IRL","mmw",88116381513
"357","IRL","og",1.86947e+11
"358","IRL","tour",2.23671e+11
"359","IRN","aqf",1.16421e+11
"360","IRN","cf",1.16421e+11
"361","IRN","mar",1.92015e+11
"362","IRN","og",1.63227e+11
"363","IRN","tour",2.22881e+11
"364","IRQ","cf",18969591211
"365","IRQ","og",25755086059
"366","IRQ","tour",45080072237
"367","ISL","cf",8907207933
"368","ISL","mar",16651492784
"369","ISL","mmw",8291725774
"370","ISL","og",13251434311
"371","ISL","tour",16651492784
"372","ISR","aqf",1.18673e+11
"373","ISR","cf",1.12974e+11
"374","ISR","mar",1.12974e+11
"375","ISR","og",1.26571e+11
"376","ISR","tour",1.4548e+11
"377","ITA","aqf",1.5145e+12
"378","ITA","cf",1.22518e+12
"379","ITA","mar",1.19865e+12
"380","ITA","mmw",1.22458e+12
"381","ITA","og",1.73552e+12
"382","ITA","tour",1.87298e+12
"383","JAM","aqf",9718989517
"384","JAM","cf",9718989517
"385","JAM","mar",12702332855
"386","JAM","mmw",8742153397
"387","JAM","og",10173234921
"388","JAM","tour",11827619910
"389","JOR","cf",9584232160
"390","JOR","mar",12588665468
"391","JOR","og",11411390547
"392","JOR","tour",15056937190
"393","JPN","aqf",4.30294e+12
"394","JPN","cf",3.98082e+12
"395","JPN","mar",4.32428e+12
"396","JPN","mmw",3.91457e+12
"397","JPN","og",4.6558e+12
"398","JPN","tour",4.35676e+12
"399","KEN","aqf",14904504019
"400","KEN","cf",13147736954
"401","KEN","mmw",14093998844
"402","KEN","og",16095321631
"403","KEN","tour",22504136042
"404","KHM","aqf",4658246907
"405","KHM","cf",4284028138
"406","KHM","mar",3443413332
"407","KHM","og",5337833256
"408","KHM","tour",7274424519
"409","KIR","aqf",93517271.48
"410","KIR","cf",74174176.07
"411","KIR","mar",105399007.3
"412","KIR","og",102405737.3
"413","KIR","tour",104236445.8
"414","KNA","mmw",287324365.9
"415","KNA","og",497548516.5
"416","KNA","tour",629511777.7
"417","KOR","aqf",6.43762e+11
"418","KOR","cf",5.75929e+11
"419","KOR","mar",8.44863e+11
"420","KOR","og",7.21975e+11
"421","KOR","tour",9.51773e+11
"422","KWT","aqf",38138801497
"423","KWT","cf",38138801497
"424","KWT","mar",30350433060
"425","KWT","og",59440511982
"426","KWT","tour",1.01561e+11
"427","LBN","aqf",17649751244
"428","LBN","cf",19152238806
"429","LBN","og",21789054726
"430","LBN","tour",22438474295
"431","LBR","aqf",4.09e+08
"432","LBR","cf",5.36e+08
"433","LBR","og",4.67e+08
"434","LBY","aqf",24062500000
"435","LBY","cf",19842519685
"436","LBY","mar",4.4e+10
"437","LBY","og",33384615385
"438","LBY","tour",56484375000
"439","LCA","cf",723027643.1
"440","LCA","mar",908558306.8
"441","LCA","mmw",657529594.3
"442","LCA","og",858255380.4
"443","LCA","tour",1018069267
"444","LKA","aqf",18881765437
"445","LKA","cf",17102623876
"446","LKA","mar",17102623876
"447","LKA","mmw",15794972847
"448","LKA","og",20662525941
"449","LKA","tour",28267410543
"450","LTU","cf",14163949142
"451","LTU","og",22551543054
"452","LTU","tour",30088510798
"453","LVA","aqf",11186452601
"454","LVA","cf",9314784080
"455","LVA","og",13761569545
"456","LVA","tour",19935046397
"457","MAR","aqf",49822651702
"458","MAR","cf",40416114690
"459","MAR","mar",33414747560
"460","MAR","mmw",40021694631
"461","MAR","og",56948015336
"462","MAR","tour",65637107776
"463","MDG","aqf",4529575233
"464","MDG","cf",4397254715
"465","MDG","mar",7342923620
"466","MDG","mmw",3738704582
"467","MDG","og",4363934417
"468","MDG","tour",5515218334
"469","MDV","aqf",828242187.5
"470","MDV","cf",828242187.5
"471","MDV","mmw",540096400.2
"472","MDV","og",1075609375
"473","MDV","tour",1303375000
"474","MEX","aqf",6.49076e+11
"475","MEX","cf",6.49076e+11
"476","MEX","mar",4.0148e+11
"477","MEX","mmw",4.21215e+11
"478","MEX","og",7.59777e+11
"479","MEX","tour",9.52276e+11
"480","MHL","aqf",126887585.5
"481","MHL","cf",124735071.9
"482","MLT","cf",4296164768
"483","MLT","mar",6390123590
"484","MLT","og",5643525282
"485","MLT","tour",6390123590
"486","MMR","aqf",79550107709.3333
"487","MMR","cf",71199349923.8889
"488","MMR","mar",142551831741.667
"489","MMR","mmw",60236583392.75
"490","MMR","og",89175617565
"491","MMR","tour",119532549257.333
"492","MNE","og",250417162324
"493","MNE","tour",250417162324
"494","MOZ","aqf",4310090792
"495","MOZ","cf",4201332885
"496","MOZ","mmw",4324474017
"497","MOZ","og",5697991242
"498","MOZ","tour",7095910828
"499","MRT","cf",1324424463
"500","MRT","mmw",1375114088
"501","MRT","og",1833445283
"502","MTQ","cf",5430764400.47966
"503","MTQ","mar",7072199388.24386
"504","MTQ","og",6195239550.26167
"505","MTQ","tour",7355200856.82256
"506","MUS","aqf",5609836354
"507","MUS","cf",4767303153
"508","MUS","mar",4767303153
"509","MUS","mmw",4169672974
"510","MUS","og",6385691315
"511","MUS","tour",6507098599
"512","MYS","aqf",132621333197
"513","MYS","cf",106689329102
"514","MYS","mar",105366332974
"515","MYS","mmw",76226457536
"516","MYS","og",132621333197
"517","MYS","tour",132621333197
"518","MYT","aqf",6594806106.82222
"519","MYT","cf",3811890994.26667
"520","MYT","mmw",4195063476.77778
"521","NAM","aqf",3908598123
"522","NAM","cf",3361241961
"523","NAM","mar",3361241961
"524","NAM","mmw",3398703727
"525","NAM","og",6606970843
"526","NAM","tour",7978676470
"527","NCL","aqf",1951397947.89
"528","NCL","cf",1878079798.54
"529","NCL","mar",2328254907.74
"530","NCL","mmw",2328254907.74
"531","NCL","og",2110977513.7
"532","NGA","aqf",59116868251
"533","NGA","cf",59116868251
"534","NGA","og",87845403963
"535","NGA","tour",1.45428e+11
"536","NIC","aqf",5795568203
"537","NIC","cf",5224213019
"538","NIC","mar",6322582497
"539","NIC","mmw",4635267226
"540","NIC","og",5795568203
"541","NIC","tour",6786294613
"542","NIU","mmw",232957698.223333
"543","NIU","og",212279158.58
"544","NLD","aqf",5.38313e+11
"545","NLD","cf",4.37807e+11
"546","NLD","mar",3.86534e+11
"547","NLD","og",6.0989e+11
"548","NLD","tour",6.77692e+11
"549","NOR","aqf",1.70923e+11
"550","NOR","cf",1.91927e+11
"551","NOR","mar",1.58223e+11
"552","NOR","mmw",1.51139e+11
"553","NOR","og",2.60029e+11
"554","NOR","tour",3.40042e+11
"555","NZL","aqf",65463945931
"556","NZL","cf",65463945931
"557","NZL","mar",1.1308e+11
"558","NZL","mmw",1.0221e+11
"559","NZL","og",1.0221e+11
"560","NZL","tour",1.09522e+11
"561","OMN","aqf",14085373243
"562","OMN","cf",20049414986
"563","OMN","mmw",14085373243
"564","OMN","og",24673602280
"565","OMN","tour",36803641389
"566","PAK","aqf",97977766198
"567","PAK","cf",72306820396
"568","PAK","mar",1.096e+11
"569","PAK","og",97977766198
"570","PAK","tour",1.275e+11
"571","PAN","aqf",12933200000
"572","PAN","cf",12272400000
"573","PAN","mar",1.0084e+10
"574","PAN","mmw",10932500000
"575","PAN","og",14179300000
"576","PAN","tour",1.7137e+10
"577","PER","aqf",56772338815
"578","PER","cf",56772338815
"579","PER","mar",56772338815
"580","PER","mmw",56751679594
"581","PER","og",69725009965
"582","PER","tour",92303809836
"583","PHL","aqf",83908205719
"584","PHL","cf",81357657790
"585","PHL","mar",1.4936e+11
"586","PHL","mmw",72207022472
"587","PHL","og",91371236939
"588","PHL","tour",1.22211e+11
"589","PLW","aqf",122728000
"590","PLW","mar",145428000
"591","PLW","mmw",145428000
"592","PNG","aqf",2999542369
"593","PNG","cf",2999542369
"594","PNG","mmw",4901584516
"595","PNG","og",3927114457
"596","PNG","tour",5598700444
"597","POL","aqf",2.16801e+11
"598","POL","cf",1.98179e+11
"599","POL","og",2.52769e+11
"600","POL","tour",3.4167e+11
"601","PRI","cf",69624662703.541
"602","PRI","mar",59979853165.5301
"603","PRI","mmw",52576980416.327
"604","PRI","og",76998847060.726
"605","PRI","tour",83753054191.4362
"606","PRK","cf",1236787205307.8
"607","PRK","mar",1195448710577
"608","PRK","og",1497754664895.8
"609","PRT","aqf",1.61932e+11
"610","PRT","cf",1.32286e+11
"611","PRT","mar",1.15661e+11
"612","PRT","mmw",1.22859e+11
"613","PRT","og",1.85397e+11
"614","PRT","tour",2.0179e+11
"615","PYF","aqf",689527739.027
"616","PYF","cf",689527739.027
"617","PYF","mmw",285740693.386
"618","PYF","og",364856000.178
"619","QAT","aqf",23533790531
"620","QAT","cf",11297801802
"621","QAT","og",31675273812
"622","QAT","tour",60496701553
"623","REU","cf",4392786182.02222
"624","REU","mar",3811890994.26667
"625","REU","mmw",4195063476.77778
"626","REU","og",5371733454.72222
"627","REU","tour",6594806106.82222
"628","ROU","aqf",59507345651
"629","ROU","cf",45824529873
"630","ROU","og",75489440364
"631","ROU","tour",1.22642e+11
"632","RUS","cf",3.4511e+11
"633","RUS","mar",1.29971e+12
"634","RUS","mmw",2.70953e+11
"635","RUS","og",5.91017e+11
"636","RUS","tour",9.89931e+11
"637","SAU","aqf",2.14573e+11
"638","SAU","cf",1.88551e+11
"639","SAU","mar",1.64994e+11
"640","SAU","og",2.50339e+11
"641","SAU","tour",3.5663e+11
"642","SCG","aqf",1707662608
"643","SCG","mar",2257181943
"644","SCG","tour",2695897629
"645","SDN","aqf",11250220583
"646","SDN","cf",14803423335
"647","SDN","og",21457886199
"648","SDN","tour",35159250985
"649","SEN","cf",5333862344
"650","SEN","mar",4672504142
"651","SEN","mmw",5030344291
"652","SEN","og",8029978032
"653","SEN","tour",9369573437
"654","SGP","aqf",93362870573
"655","SGP","cf",90582818234
"656","SGP","mar",1.04562e+11
"657","SGP","og",1.09336e+11
"658","SGP","tour",1.39125e+11
"659","SHN","aqf",191167270100.667
"660","SHN","cf",209942809582.833
"661","SHN","og",292053202940.167
"662","SLB","aqf",332736306.5
"663","SLB","cf",341663053.7
"664","SLB","mar",567919502.8
"665","SLB","mmw",413909879.3
"666","SLB","og",375109694.5
"667","SLB","tour",456735444.9
"668","SLE","aqf",1079478388
"669","SLE","cf",1239004288
"670","SLE","og",1431208677
"671","SLE","tour",1862637320
"672","SLV","aqf",15046700000
"673","SLV","cf",14306700000
"674","SLV","mar",11134716450
"675","SLV","og",15798300000
"676","SLV","tour",18550700000
"677","SPM","mmw",4.678883e+12
"678","SPM","og",6.395013e+12
"679","STP","aqf",4837300842.03
"680","STP","cf",90713303.06
"681","STP","mmw",4837300842.03
"682","STP","og",106764253.7
"683","STP","tour",124184906.7
"684","SUR","aqf",1271196078
"685","SUR","cf",1078402128
"686","SUR","mar",2626093294
"687","SUR","mmw",9.45e+08
"688","SUR","og",1484092538
"689","SUR","tour",2626093294
"690","SVN","aqf",29152072068
"691","SVN","mmw",21747365515
"692","SVN","og",33837749815
"693","SVN","tour",38945146500
"694","SWE","aqf",3.14713e+11
"695","SWE","cf",2.50961e+11
"696","SWE","mar",3.7058e+11
"697","SWE","og",3.6209e+11
"698","SWE","tour",3.99076e+11
"699","SYC","cf",698083345
"700","SYC","mar",698083345
"701","SYC","mmw",608358684.5
"702","SYC","og",839319935.2
"703","SYC","tour",1016419769
"704","SYR","aqf",25086930693
"705","SYR","cf",21582248882
"706","SYR","og",25086930693
"707","SYR","tour",33332844575
"708","TCA","aqf",12288228084.5533
"709","TCA","cf",10771895273
"710","TCA","mar",10318872602.7875
"711","TCA","mmw",8408360858
"712","TCA","og",12288228084.5533
"713","TGO","aqf",1673690390
"714","TGO","cf",1474630199
"715","TGO","og",1937074538
"716","TGO","tour",2202809211
"717","THA","aqf",1.4264e+11
"718","THA","cf",1.26877e+11
"719","THA","mar",1.50891e+11
"720","THA","mmw",1.1186e+11
"721","THA","og",1.6134e+11
"722","THA","tour",2.07089e+11
"723","TLS","mar",525100000
"724","TLS","og",309300000
"725","TON","aqf",208098551.9
"726","TON","cf",181801947
"727","TON","mar",181801947
"728","TON","mmw",295998379.1
"729","TON","og",240794581.2
"730","TON","tour",295998379.1
"731","TTO","aqf",11235960523
"732","TTO","cf",9008273516
"733","TTO","og",12884712296
"734","TUN","aqf",27453084983
"735","TUN","cf",23141616605
"736","TUN","mar",20746360430
"737","TUN","og",31183059012
"738","TUN","tour",34377235162
"739","TUR","aqf",1.96005e+11
"740","TUR","cf",2.32535e+11
"741","TUR","mar",4.8298e+11
"742","TUR","mmw",2.69287e+11
"743","TUR","og",3.92166e+11
"744","TUR","tour",5.309e+11
"745","TUV","aqf",22820838.02
"746","TUV","mar",21839580.57
"747","TWN","aqf",1351394641702
"748","TWN","mmw",1090906895137.6
"749","TWN","og",1497754664895.8
"750","TWN","tour",1645917365621.2
"751","TZA","aqf",11659129815
"752","TZA","cf",10805600069
"753","TZA","mar",14331231239
"754","TZA","mmw",9345174102
"755","TZA","og",12825801916
"756","TZA","tour",14331231239
"757","UKR","cf",42392896031
"758","UKR","mar",42392896031
"759","UKR","mmw",41883241480
"760","UKR","og",64883060726
"761","UKR","tour",1.07753e+11
"762","URY","aqf",12045627411
"763","URY","cf",13606494599
"764","URY","mmw",25385928196
"765","URY","og",13686333822
"766","URY","tour",19579479147
"767","USA","aqf",10855670046674.3
"768","USA","cf",10367085111620.2
"769","USA","mar",8082551625473.76
"770","USA","mmw",8556844154092.67
"771","USA","og",11549243331558.7
"772","USA","tour",13033989416504.6
"773","VCT","cf",462641609.6
"774","VCT","mmw",317851822.5
"775","VCT","og",522544701.9
"776","VCT","tour",611040126.2
"777","VEN","aqf",92889586976
"778","VEN","cf",92889586976
"779","VEN","mar",85837385779
"780","VEN","mmw",91338542542
"781","VEN","og",1.12451e+11
"782","VEN","tour",1.83478e+11
"783","VGB","mmw",8408360858
"784","VGB","og",12288228084.5533
"785","VGB","tour",14589005800.8362
"786","VIR","mar",1721946834.46992
"787","VIR","mmw",1509419583.67298
"788","VIR","og",2210540939.27405
"789","VIR","tour",2404445808.5638
"790","VNM","aqf",35058216051
"791","VNM","cf",35058216051
"792","VNM","mar",26843701137
"793","VNM","og",45427854693
"794","VNM","tour",60913515795
"795","VUT","aqf",313350116
"796","VUT","cf",261712966.3
"797","VUT","og",363753466.3
"798","VUT","tour",435400633
"799","WSM","aqf",256677700.1
"800","WSM","mmw",412220560.3
"801","WSM","og",374507187.9
"802","YEM","aqf",11777768087
"803","YEM","cf",10693278292
"804","YEM","og",13873500888
"805","YEM","tour",19081645406
"806","ZAF","aqf",1.68219e+11
"807","ZAF","cf",1.11101e+11
"808","ZAF","mar",1.48814e+11
"809","ZAF","mmw",1.34296e+11
"810","ZAF","og",2.19093e+11
"811","ZAF","tour",2.61007e+11
